Country,Year,bank_capital_to_assets_ratio_percent,bank_nonperforming_loans_to_total_gross_loans_percent,GNI.2010,Gov.cons.growth,Gov.cons.share,GNI.pc.growth,Gross.capital.formation.growth,Gross.capital.formation.share,Gross.domestic.savings.share,Gross.fixed.capital.growth,Gross.fixed.capital.share,Gross.national.expenditure.share,Gross.savings.share,Gross.savings.gni,Net.lending.borrowing.share
GRC,2017,11.997373253489,45.9667979665881,101.05987316816,-1.073015871445136,20.43841265345994,1.271265911772119,-2.724004825908224,11.88830163293167,10.56433589339431,7.664422732586146,12.04928341438893,101.3239657395373,9.054503415785788,9.162063871830837,0.3585553796986745
GRC,2018,10.7157998546345,43.3731858901074,101.692125375109,-3.451905585589827,19.65971045167867,0.6974575469813402,8.069815967261462,12.95305374856319,10.97684189680655,-4.567400074508498,11.33105260819693,101.9762118517566,8.958394780805365,9.127873067145895,0.5337300327940563
GRC,2019,10.9783046101491,38.0724169271524,101.949414101629,2.440925944062357,19.97912045236338,2.52170493917987,-5.103102671450003,12.0996603246177,10.6301430196362,-0.8266519129591927,10.97046317576003,101.4695173049815,9.478966976954613,9.620001307294846,0.7884169028699807
GRC,2020,8.83237171883536,30.8146791725642,100.677102178392,2.991084386821498,22.72749405904343,-8.313228985443601,0.1067895537126873,13.54100230848223,6.148074867924593,1.673484078684794,12.29986587403218,107.3929274405576,5.488265963384018,5.54428925808423,-9.5953481255688
GRC,2021,6.97082251307764,11.881332954805,101.909213734394,1.806953852920444,21.49743855580117,8.742699916026226,27.36144311183773,17.48296657419005,9.991127976801357,21.66462142046328,13.79154665307794,107.4918385973887,9.934954986662555,10.00637586847102,-6.839511517796451
GRC,2022,6.92333288644458,8.17432019475188,111.738622172264,2.146757848173309,19.9856875626536,6.23776828611517,13.77666601647157,19.98406815816578,10.34462981825456,16.36165614360219,14.93474716421995,109.6394383399112,8.893026528322594,9.010803003892246,-2.287180313449066
GRC,2023,7.78537580313021,5.95812847046636,115.61014338928,1.745972060995072,19.28684397334775,4.899072214854925,0.8444050583024989,16.73123275933681,11.99145995314829,6.562676507303379,15.16545492628493,104.7397728061885,9.441765151526601,9.746660168679485,-1.051080230055219
GRC,2024,,,118.779584438646,,,,23.05581175684762,18.17824152647256,12.82046037788161,4.500738364617504,15.27517792048464,105.357781148591,11.47759092246235,11.7381079171717,
HUN,2015,8.21715459074335,11.6631260334093,111.384403984885,1.948708862242256,19.70287629568936,4.060114351525129,-1.915900127293739,23.85676561119265,31.43579539144979,4.845059921732627,22.29370478655632,92.42097021974286,25.67849369246362,26.94257564918217,-2.167359471289709
HUN,2016,9.60256392469865,7.42356209737637,111.824115424253,0.7396050748853469,19.90326747591876,5.477140080517501,-2.669114721846896,22.03218219314548,30.28316461261909,-10.36216194142273,19.61276201547471,91.7490175805264,26.24650617307834,26.93527465746713,-2.075783821945665
