Country,Year,Adjustment.for.the.change.in.net.equity.of.households.in.pension.fund.reserves,Compensation.of.employees.received.by.households,"Compensation.of.employees,.total.economy",Consumer.price.index,Consumer.price.index.with.fixed.interest.rates,"Consumer.price.index,.harmonised",Core.inflation.index,"Core.inflation.index,.harmonised",Current.disbursements.of.households.and.non-profit.institutions.serving.households,Direct.taxes.on.households,Employees.and.self-employed.contributions.to.social.security,"Exports.of.goods.and.services,.deflator.(national.accounts.basis)","Final.domestic.expenditure,.deflator","General.government.fixed.capital.formation,.deflator,.based.on.appropriation.account","Government.final.consumption.expenditure,.deflator","Gross.capital.formation,.deflator",Gross.current.receipts.of.households.and.non-profit.institutions.serving.households,Gross.disposable.income.of.household.and.non-profit.institutions.serving.households,"Gross.domestic.product,.market.prices,.deflator","Gross.national.product,.market.prices,.deflator",Gross.saving.of.households.and.non-profit.institutions.serving.households,Gross.saving.ratio.of.households.and.non-profit.institutions.serving.households,Gross.self-employment.income.received.by.households,"Gross.total.fixed.capital.formation,.deflator","Imports.of.goods.and.services,.deflator.(national.accounts.basis)","Mainland.gross.domestic.product,.market.prices,.deflator",Net.current.receipts.of.households.and.non-profit.institutions.serving.households,Net.disposable.income.of.households.and.non-profit.institutions.serving.households,Net.saving.of.households.and.non-profit.institutions.serving.households,Net.saving.ratio.of.households.and.non-profit.institutions.serving.households,Net.self-employment.income.received.by.households,"Offshore.gross.domestic.product,.market.prices,.deflator",Other.current.income.payable.by.households.and.non-profit.institutions.serving.households,Other.current.income.received.by.households.and.non-profit.institutions.serving.households,"Private.final.consumption.expenditure,.deflator","Private.final.consumption.expenditure,.nominal.value,.appropriation.account","Purchasing.power.parity,.national.currency.per.USD",Real.gross.disposable.income.of.households.and.non-profit.institutions.serving.households,Real.net.disposable.income.of.households.and.non-profit.institutions.serving.households,"Total.domestic.expenditure,.deflator",Total.employers.social.contributions,"Wages,.total.economy"
CHE,2015,37168911126.0,366615063068.0,389154411387.0,1.0,,,1.0,,256132632258.0,73091928781.0,90524378683.0,0.999999999999998,1.0,,1.0,1.00000000000001,,,1.0,,,,,1.0,1.0,,648531238347.0,392398606089.0,76404965485.0,17.7864858079479,53412910543.0,,92516324794.0,161476529076.0,0.999999999999998,353162551730.0,1.23578790323283,,392398606089.001,0.999999999999998,60332535658.0,328821875729.0
CHE,2016,35323154926.0,370852085120.0,393914522089.0,0.995653813357142,,,0.997279150289903,,257241024054.0,73475040500.0,90793674794.0,1.00227846120405,0.997776735082566,,1.00973294073997,1.02762603055403,,,0.994129953003762,,,,,0.991935451145887,1.02608718577359,,654954048092.0,397713024038.0,74769052316.0003,17.266236852283,53232288031.0,,92972308760.0,162085340941.0,0.998149918885218,358267126648.0,1.20196429687087,,398450189208.236,1.00880632476917,61184137715.0,332730384374.0
CHE,2017,37720083284.0,375499570784.0,399355697867.0,1.0009684923396,,,1.00015177221477,,267999107599.0,79005033491.0,94183743000.0,1.00874362316391,1.00228876314397,,1.00961141487274,1.02993177790646,,,0.990454684732199,,,,,0.991226371274293,1.04965864863985,,667087900045.0,399088792446.0,71452346365.0,16.3578055151897,51963978217.0,,94810331108.0,170090353094.0,1.00630967822499,365356529365.0,1.18772604463313,,396586459498.18,1.01542205632014,62571475064.0,336784222803.0
CHE,2018,36214050990.0,383654576060.0,408181605698.0,1.01034091531799,,,1.00466492369993,,269378305500.0,79737222845.0,93653356371.0,1.02866917050246,1.0125055172292,,1.0160837039015,1.03070443339509,,,0.998016685185438,,,,,0.998822307399256,1.0738021030289,,675653878659.0,406275573159.0,70184094091.0,15.8611841409793,53012973777.0,,95987726284.0,168827293842.0,1.01870241827018,372305530058.0,1.17886571025483,,398816735753.787,1.02431269893888,63982140169.0,344199465529.0
CHE,2019,40543955202.0,394581995733.0,420198940366.0,1.01400730286996,,,1.0090491567015,,281599783122.0,83150643513.0,100278529138.0,1.03844189583121,1.01261213845133,,1.02632999522326,1.02801301698506,,,0.996984375613414,,,,,1.00093592767164,1.08555135983478,,695355765476.0,413755982354.0,78625963080.0004,17.3070600676251,54688042819.0,,98170610471.0,174598320304.0,1.01559565200688,375673974476.0,1.13380902687855,,407402278196.438,1.02285024664574,66784727987.0,353414212379.0
CHE,2020,37006602200.0,390008297055.0,415010278758.0,1.00664687803646,,,1.00621286634929,,279499211512.0,78440283960.0,99349390038.9999,1.01949049743,1.00965391335029,,1.0256346090497,1.08131037903747,,,0.99007545107498,,,,,0.99966048048214,1.09958630950673,,706188856303.0,426689644791.0,102222523724.0,22.0451479578147,53350868941.0,,101709537513.0,175157938377.0,1.01123600578415,361473723267.0,1.10475108764555,,421948627570.997,1.03647199502358,70387874374.0,344622404384.0
CHE,2021,36699018534.0,407156831211.0,433185125335.0,1.01250369219954,,,1.00873933377439,,292114019324.0,87099669228.0,101559238649.0,1.06389085642849,1.01763171486992,,1.04657128147702,1.07538267113705,,,1.00310830019943,,,,,1.01287246677547,1.13533063469177,,719677285509.0,427563266185.0,95328160725.0004,20.533255416752,53490699824.0,,103455111447.0,176385046494.0,1.01334920372829,368934123994.0,1.04647431646384,,421930825634.361,1.03887086823177,71076455790.0,362108669545.0
CHE,2022,37106351630.0,428014149181.0,457622726966.0,1.04120845523718,,,1.02587737190128,,295578180643.0,84320265745.0,104281653234.0,1.1396118131097,1.04702728017955,,1.06845933442408,1.0772087646184,,,1.0335630636726,,,,,1.05157568319539,1.20597011220609,,746530765696.0,450952585053.0,94298434995.0,19.3211163462924,57218523239.0,,106976261664.0,184496732026.0,1.03964968283927,393760501688.0,0.981278993672683,,433754362163.084,1.05896580846466,74572651966.0,383050075000.0
CHE,2023,37175268562.5328,444471343345.438,473584358244.0,1.06344242976367,,,1.04430928281554,,301024938494.19,84019918599.5541,106812791219.175,1.10700863388167,1.06927592033051,,1.09856085064813,1.10659595466905,,,1.04271431537678,,,,,1.07424570012932,1.18579992555665,,770136988907.883,469112050413.693,98800104790.0429,19.5146315317217,59501712068.1199,,110192228675.461,188713664394.168,1.05996950590046,407487214186.183,0.966273443478406,,442571270024.582,1.08418736250512,75371118191.0,398213240053.0
CHE,2024,37147324236.377,458555724969.889,488591271361.671,1.07547498866852,,,1.0555214171209,,310768176876.115,88890465540.1824,107696623703.894,1.12033991520553,1.07926938783863,,1.11534876482467,1.15530231221543,,,1.0589595337623,,,,,1.07923316252297,1.20747230310246,,793334850200.293,482566673324.178,101945566676.063,19.6157053984647,60943382508.9954,,114181087632.039,190607889602.5,1.07090332055707,417768430884.492,0.962758882059877,,450616469349.59,1.10672803535187,76821650655.3995,411769620706.271
CHL,2015,,,,0.920523878775722,,,0.924965288813798,,,,,0.898592868299968,0.921363832008052,,0.891487348906953,,,,0.898278360170615,,,,,,0.97819452813439,,,,,,,,,,0.925535291805955,,391.178861003346,,,0.920054593543197,,
CHL,2016,,,,0.955376694582352,,,0.962001706284816,,,,,0.902680264378242,0.955472204973835,,0.929696767234909,,,,0.938952037735217,,,,,,0.960922097071661,,,,,,,,,,0.959610489006364,,397.250703356294,,,0.955460469853979,,
CHL,2017,,,,0.976229878140515,,,0.981531976112013,,,,,0.986502910881554,0.978088441376761,,0.961494301093067,,,,0.984209004978138,,,,,,0.96186687343426,,,,,,,,,,0.983381365987393,,397.689401521513,,,0.977181452312019,,
CHL,2018,,,,1.0,,,1.0,,,,,0.999999999999981,1.0,,1.0,,,,1.0,,,,,,0.999999999999963,,,,,,,,,,0.999999999999998,,396.229413385354,,,0.999999999999998,,
CHL,2019,,,,1.02557544757033,,,1.02587865303869,,,,,1.03371395510121,1.03076394678674,,1.05194734020916,,,,1.02566380169636,,,,,,1.05419911046699,,,,,,,,,,1.0178494514252,,397.674407995345,,,1.03152326830942,,
CHL,2020,,,,1.05680925396587,,,1.04933170511384,,,,,1.20483988659601,1.09940202586983,,1.17894478864732,,,,1.12404475017291,,,,,,1.1189110480983,,,,,,,,,,1.07197858531952,,409.841785162256,,,1.09862633547149,,
CHL,2021,,,,1.10462531133511,,,1.08942939828368,,,,,1.49057795321187,1.13939041764218,,1.13976042654049,,,,1.20204847061727,,,,,,1.23236316422049,,,,,,,,,,1.12036196320935,,423.046172445498,,,1.13580690006528,,
CHL,2022,,,,1.23324641024355,,,1.18694692115961,,,,,1.80785172633892,1.26171217510521,,1.1676385905735,,,,1.2974482275363,,,,,,1.60656468059887,,,,,,,,,,1.24515509157173,,426.098226367175,,,1.26104219947932,,
CHL,2023,,,,1.3267472376858,,,1.26622225197909,,,,,1.69844761604109,1.33721926135896,,1.25583133421628,,,,1.38373216591355,,,,,,1.47581648733363,,,,,,,,,,1.33689082784809,,431.415904678677,,,1.33668321739416,,
CHL,2024,,,,1.38391221488984,,,1.3107801441699,,,,,1.90609541968841,1.40452064057174,,1.31851397784626,,,,1.47293744801349,,,,,,1.59281079194172,,,,,,,,,,1.38523984731091,,441.203885898291,,,1.40342761334025,,
COL,2015,,,,1.0,,,1.0,,,,,1.0,0.999999999999998,,1.0,0.999999999999994,,,1.0,,,,,1.0,0.999999999999998,,,,,,,,,,1.0,,1289.32367119054,,,1.0,,
COL,2016,,,,1.07513087822333,,,1.0608626799664,,,,,1.01154583721245,1.05712711242053,,1.03496152008042,1.04776066263861,,,1.05148334305146,,,,,1.04649647704192,1.05280833224604,,,,,,,,,,1.06571991588937,,1298.14260491106,,,1.05750634965227,,
COL,2017,,,,1.12152017925546,,,1.11475362346829,,,,,1.08150377806395,1.09537563578099,,1.0889547872129,1.07568117384811,,,1.10546372091236,,,,,1.07474495554863,1.04091534465815,,,,,,,,,,1.10398697558798,,1328.01662729691,,,1.09584555129958,,
COL,2018,,,,1.15786434341527,,,1.1492936530161,,,,,1.21063747783859,1.1330600204739,,1.12813448863216,1.11598119483178,,,1.15665309926839,,,,,1.11550472137252,1.08183087154283,,,,,,,,,,1.14098822667591,,1322.16054257749,,,1.13384427047886,,
COL,2019,,,,1.19861740460351,,,1.1809368391576,,,,,1.25783849668364,1.18113898786175,,1.17625499465361,1.17345338006803,,,1.20294953383022,,,,,1.17321351448389,1.13688009888752,,,,,,,,,,1.1860856926847,,1312.6304414878,,,1.18190773704478,,
COL,2020,,,,1.22889800957606,,,1.20441092689333,,,,,1.30203672272798,1.21629984716284,,1.21446647432853,1.24664007884963,,,1.22077393324367,,,,,1.24905472704605,1.26857987909388,,,,,,,,,,1.21125666169809,,1270.74362350379,,,1.21755093668809,,
COL,2021,,,,1.27185952429958,,,1.22560616448277,,,,,1.62504732020426,1.28762787209014,,1.2352925988562,1.3199510890869,,,1.31602009615523,,,,,1.32219043727013,1.38952199599629,,,,,,,,,,1.29637819621493,,1316.32408143616,,,1.29061247381688,,
COL,2022,,,,1.40128948783639,,,1.30418786995104,,,,,2.227587343441,1.43869960986204,,1.31687116368082,1.46361834440393,,,1.51166720491043,,,,,1.46488564008043,1.61633106085143,,,,,,,,,,1.46655608071873,,1345.66427705166,,,1.4431891905209,,
COL,2023,,,,1.56575290606758,,,1.4322380046853,,,,,2.03218055922652,1.57769590080144,,1.46132361076254,1.45488890710765,,,1.60744738130041,,,,,1.58187959147007,1.65578849901126,,,,,,,,,,1.61056118484371,,1401.24179121917,,,1.56589193771857,,
COL,2024,,,,1.67042315252237,,,1.51884020061633,,,,,1.90664042467848,1.66345874157385,,1.57591536825075,1.49779082935713,,,1.69420247801949,,,,,1.64868071094199,1.57595702093716,,,,,,,,,,1.69491148824783,,1450.34940077316,,,1.6460659073435,,
CRI,2015,,,,0.984174792241812,,,0.979930313341901,,,,,0.941287108039484,0.96017899763228,,0.95050931807969,0.961488796730806,,,0.953528389097833,,,,,0.973550660068889,0.956771938776607,,,,,,,,,,0.959548024962657,,353.963973508226,,,0.958229665453153,,
CRI,2016,,,,0.984002836574775,,,0.985428347922997,,,,,0.952529536841217,0.969238396747251,,0.972117100695553,0.957737333234799,,,0.972205767494207,,,,,0.96736789777873,0.937988766658682,,,,,,,,,,0.969164480481992,,343.013616456206,,,0.967524937359079,,
CRI,2017,,,,1.0,,,1.0,,,,,0.999999999999999,1.0,,1.00000000178,0.99999999951645,,,1.00000000005823,,,,,1.00000000016018,0.999999999819758,,,,,,,,,,1.0,,340.991882016954,,,0.999999999999998,,
CRI,2018,,,,1.02221198274243,,,1.01892241711531,,,,,1.02953707967784,1.02798993046621,,1.03244270141501,1.0334684226055,,,1.02192478416878,,,,,1.03344316698065,1.04786283487272,,,,,,,,,,1.02512066883882,,337.901936502016,,,1.02784082300477,,
CRI,2019,,,,1.04363955635424,,,1.04686263861364,,,,,1.05532893952323,1.05222247161672,,1.05928043809973,1.05476836082482,,,1.0481554689284,,,,,1.05556389339887,1.06651839426567,,,,,,,,,,1.04901878054796,,324.217359822167,,,1.05148955071194,,
CRI,2020,,,,1.05120429391129,,,1.06057937554871,,,,,1.05888736596738,1.05832121970325,,1.07099492219906,1.04782973279404,,,1.05625344746594,,,,,1.04820099840968,1.06125128378696,,,,,,,,,,1.05633677305898,,328.024138506498,,,1.05684147410129,,
CRI,2021,,,,1.06935412287883,,,1.06995616385284,,,,,1.14430165614255,1.09716247820849,,1.08654912002545,1.13614688227294,,,1.08133028633228,,,,,1.12047668991125,1.20533729241929,,,,,,,,,,1.09211712398419,,330.139374224393,,,1.09885145094946,,
CRI,2022,,,,1.15783919156637,,,1.11497855575385,,,,,1.25775647629436,1.19060185676499,,1.09826273279598,1.29770882235124,,,1.1492419929422,,,,,1.23329299446486,1.42553927097343,,,,,,,,,,1.20174700927623,,330.359953306673,,,1.19921849844232,,
CRI,2023,,,,1.16391999379173,,,1.12656448971268,,,,,1.1024007971904,1.17855942027526,,1.11318797040732,1.19345389536698,,,1.14823154907077,,,,,1.13840686114753,1.19928231346898,,,,,,,,,,1.20546102342571,,323.002653541423,,,1.18641985283159,,
CRI,2024,,,,1.15974561556438,,,1.12782132902103,,,,,1.07049890552875,1.17512182351874,,1.13710654653965,1.17719963920992,,,1.14717429017612,,,,,1.11739571539373,1.14643301547455,,,,,,,,,,1.20023402116969,,316.716569049038,,,1.18101414300113,,
CZE,2015,35944000000.0,1905124000000.0,1888558000000.0,0.894497464956753,,,0.887254177140319,,1127124000000.0,202745000000.0,293380000000.0,1.00835150024155,0.871316281396034,,0.812340446739899,0.901213686889036,,,0.868465893875551,,,,,0.901868065690952,1.03006682047216,,3454624000000.0,2327500000000.0,125749000000.0,5.32058301360217,591549000000.0,,630999000000.0,367426000000.0,0.881069543473332,2237695000000.0,12.937979837592,,2641675696590.97,0.871491054343801,436629000000.0,1451929000000.0
CZE,2016,32714000000.0,2018297000000.0,1999057000000.0,0.900611392782582,,,0.901596924441815,,1227619000000.0,224577000000.0,307310000000.0,0.984095622592282,0.880140315984129,,0.82433386907293,0.906600872968586,,,0.881411052372084,,,,,0.907365352806684,0.995165277568178,,3646797000000.0,2419178000000.0,109700000000.002,4.47409592265897,609597000000.0,,695732000000.0,413444000000.0,0.890254760507179,2342192000000.0,12.5763430992857,,2717399678516.51,0.880295580019118,464488000000.0,1534569000000.0
CZE,2017,33097000000.0,2196080000000.0,2180460000000.0,0.922681181031913,,,0.919562324412244,,1345165000000.0,246897000000.0,326864000000.0,0.977226398768932,0.904089400018383,,0.854536486095159,0.91953406347961,,,0.896190303029464,,,,,0.920600640124436,0.998361560512703,,3958864000000.0,2613699000000.0,126452000000.002,4.77754991317813,657192000000.0,,771404000000.0,481596000000.0,0.916827699018538,2520344000000.0,12.4249862429468,,2850807193977.62,0.904156404003225,504845000000.0,1675615000000.0
CZE,2018,36200000000.0,2399210000000.0,2392928000000.0,0.942514166418135,,,0.941224308738725,,1496185000000.0,277074000000.0,351429000000.0,0.971591905422006,0.932033434022869,,0.901526056192873,0.934172582002576,,,0.921392711341935,,,,,0.935505779860553,0.992787133910543,,4301552000000.0,2805367000000.0,156819000000.0,5.51875074562733,717878000000.0,,867682000000.0,526359000000.0,0.943381563320207,2684748000000.0,12.3715280978574,,2973735240411.72,0.931753727344722,556895000000.0,1836033000000.0
CZE,2019,38136000000.0,2571483000000.0,2579546000000.0,0.969355800775425,,,0.964956380304596,,1650503000000.0,302530000000.0,371845000000.0,0.983731181123932,0.966279926425172,,0.950560160943661,0.970284624727049,,,0.956769618881599,,,,,0.970873196639653,1.00097249668268,,4633043000000.0,2982540000000.0,172563999999.997,5.7127609846272,761373000000.0,,976128000000.0,591567000000.0,0.97098005210911,2848112000000.0,12.0974282575221,,3071679993344.34,0.966151576096537,599264000000.0,1980282000000.0
CZE,2020,39762000000.0,2636478000000.0,2624002000000.0,1.0,,,1.0,,1749774000000.0,315189000000.0,393671000000.0,0.999997975601955,0.999999999999998,,0.999999999999999,0.999995145664733,,,1.00000051458259,,,,,0.999997313645938,0.999998032756293,,4847218000000.0,3097444000000.0,392669999999.998,12.5165513517441,763599000000.0,,1040914000000.0,626477000000.0,1.00000182153344,2744536000000.0,12.1502667198342,,3097438357912.46,1.0,636163000000.0,1987839000000.0
CZE,2021,40731000000.0,2826977000000.0,2813401000000.0,1.03839844915001,,,1.04990388880674,,1922021000000.0,247221000000.0,461556000000.0,1.04177306406709,1.04152489949489,,1.04007315999766,1.03911534536354,,,1.04034867346104,,,,,1.04169526575427,1.04254670974058,,5304959000000.0,3382938000000.0,443681000000.0,12.9592259064764,814942000000.0,,1213244000000.0,804098000000.0,1.04218432240295,2979988000000.0,12.0092024038905,,3246007378234.2,1.04103080560602,681543000000.0,2131858000000.0
CZE,2022,26631000000.0,3022025000000.0,3031250000000.0,1.19519832985386,,,1.17795357090049,,2185137000000.0,258681000000.0,480712000000.0,1.13661177958336,1.15789678496546,,1.08544347808322,1.16310946676825,,,1.13059749433976,,,,,1.15574074852731,1.17845230535169,,6026665000000.0,3841528000000.0,444458000000.0,11.4901688374237,952466000000.0,,1445744000000.0,1114981000000.0,1.19105437045614,3423701000000.0,12.2999633843187,,3225317076439.43,1.16029687840021,705589000000.0,2325661000000.0
CZE,2023,1218000000.0,3267715000000.0,3265004000000.0,1.32262153300236,,,1.26829809257786,,2410431000000.0,297810000000.0,531580000000.0,1.13883307759714,1.2311147321301,,1.14320259394079,1.21315317086587,,,1.22290724754619,,,,,1.20130792666754,1.14798705334852,,6550173000000.0,4139742000000.0,541755000000.0,13.0828358641474,999062000000.0,,1581041000000.0,1247764000000.0,1.28822506796394,3599205000000.0,12.5505498636399,,3213523865470.9,1.23391048717918,760548000000.0,2504456000000.0
CZE,2024,-8311875000.0,3503148721248.02,3473465758537.86,1.35382051005447,,,1.31837809010914,,2655010078419.32,325476351315.307,563457027879.452,1.18253541915123,1.26073965743487,,1.18002487630681,1.24902818239588,,,1.27430592540973,,,,,1.20702157253675,1.17294447554416,,6977214631933.47,4322204553514.15,532891514671.327,12.3529154381948,1042204294585.71,,1766076699224.57,1305687659849.73,1.3287834968267,3781001163842.82,12.7133386600019,,3252753036018.37,1.27233389693564,805084700454.669,2668381058083.19
DEU,2015,54831000000.0,1598213000000.0,1594005000000.0,,,0.944728761514843,,0.944588744588744,1026658000000.0,291681000000.0,352784000000.0,0.976505645963453,0.925765065073451,0.911463861212918,0.908391616159865,0.906407428252312,,,0.920382877739037,,,,,0.904622585802958,1.00303839747226,,2805708000000.0,1779050000000.0,183575000000.003,10.0101915009754,220769000000.0,,382193000000.0,515154000000.0,0.941483606543067,1650306000000.0,0.778121952927355,,1889623980317.94,0.926341912096083,279368000000.0,1314637000000.0
DEU,2016,52931000000.0001,1661271000000.0,1657407000000.0,,,0.94819305566491,,0.954506099960647,1060105000000.0,305295000000.0,368014000000.0,0.968912125813995,0.933156649880354,0.922755451488275,0.913658888401361,0.915398049832014,,,0.932009738754412,,,,,0.915659884582535,0.977843024282279,,2894301000000.0,1834196000000.0,187791000000.002,9.95115856007583,222272000000.0,,386796000000.0,521388000000.0,0.948280528640893,1699336000000.0,0.752607953717667,,1934233535965.17,0.933305856984455,287773000000.0,1369634000000.0
DEU,2017,57840000000.0,1736867000000.0,1732390000000.0,,,0.964333517045906,,0.966784730421093,1119189000000.0,325236000000.0,386524000000.0,0.98639553905927,0.950632825761772,0.93898837104511,0.933570087278779,0.931431143192209,,,0.945738379834333,,,,,0.934770460953943,1.00470744264398,,3016361000000.0,1897172000000.0,201231999999.997,10.2931337505856,228544000000.0,,407429000000.0,541377000000.0,0.964192788713218,1753780000000.0,0.744782698410603,,1967627244476.6,0.950108184616458,300927000000.0,1431463000000.0
DEU,2018,55029000000.0001,1820404000000.0,1816102000000.0,,,0.982993465081492,,0.979771743408104,1154711000000.0,340395000000.0,398399000000.0,0.997911588643709,0.970380776336697,0.969465185519743,0.955664439250803,0.963078831944239,,,0.963365800312773,,,,,0.961038056397063,1.02429194796317,,3128278000000.0,1973567000000.0,220098999999.997,10.849819283879,222682000000.0,,415917000000.0,561944000000.0,0.980440576201394,1808497000000.0,0.735447645017567,,2012938925525.06,0.971125807743388,312941000000.0,1503161000000.0
DEU,2019,58566000000.0,1903476000000.0,1899059000000.0,,,0.996299503976068,,0.992916174734356,1199245000000.0,354852000000.0,411635000000.0,1.00376318215148,0.988877928976418,1.00024368892742,0.978970257426775,0.983913663098816,,,0.982732537226199,,,,,0.985904254684118,1.02297803408368,,3221088000000.0,2021843000000.0,215294000000.003,10.3486381764356,231626000000.0,,432758000000.0,536019000000.0,0.994492586783974,1865115000000.0,0.717745088366042,,2033039790209.31,0.988797637207811,329945000000.0,1569114000000.0
DEU,2020,55338000000.0001,1899303000000.0,1894056000000.0,,,1.0,,0.999999999999999,1200988000000.0,343701000000.0,415258000000.0,0.999954254758654,0.999999999999998,1.00228015308367,1.00000128731087,1.00026213442099,,,1.00002781950857,,,,,0.999999291117104,0.999955719994439,,3226147000000.0,2025159000000.0,331728000000.002,15.9446516865923,224369000000.0,,442029000000.0,507046000000.0,1.00000694100083,1748769000000.0,0.706836028740397,,2025144943467.27,1.0,336639000000.0,1557417000000.0
DEU,2021,59205000000.0,1968194000000.0,1963032000000.0,,,1.03212345484608,,1.02203856749311,1254616000000.0,364402000000.0,436331000000.0,1.05527060705174,1.03459754793551,1.04964166092242,1.03132973477089,1.06175023601239,,,1.02802304436323,,,,,1.05117280537498,1.08399774577787,,3339588000000.0,2084972000000.0,303337999999.999,14.147059687703,209536000000.0,,453883000000.0,555691000000.0,1.02901602633291,1840839000000.0,0.701989863066936,,2026180299086.47,1.03627157896362,346743000000.0,1616289000000.0
DEU,2022,62801999999.9999,2086958000000.0,2081650000000.0,,,1.12156523108417,,1.06233766233766,1328733000000.0,393030000000.0,458178000000.0,1.18205579919112,1.11063639968807,1.16299285787278,1.09230898384563,1.1781866957917,,,1.09073198886795,,,,,1.16029529674231,1.25798406673238,,3578296000000.0,2249563000000.0,237272000000.003,10.2610098319254,208181000000.0,,477525000000.0,669229000000.0,1.0985854464091,2075093000000.0,0.694483547432788,,2047690516339.04,1.11370679924643,367310000000.0,1714340000000.0
DEU,2023,57728000000.0,2229047000000.0,2223565000000.0,,,1.1891977009771,,1.11672569854383,1388660000000.0,391133000000.0,480832000000.0,1.18976244255759,1.17716721007483,1.22685226412805,1.13827903868414,1.18322146566539,,,1.15772977225686,,,,,1.23128889613411,1.21957288807845,,3793028000000.0,2404368000000.0,256468000000.0,10.4166531280665,234328000000.0,,516695000000.0,672657000000.0,1.1720563659283,2205628000000.0,0.703527494826279,,2051409872336.37,1.16510970385416,382060000000.0,1841505000000.0
DEU,2024,57669000000.0,2346531392789.29,2340760457903.09,,,1.21833058671681,,1.15205248121205,1458571991252.55,396715379012.054,501126290987.92,1.20072797608541,1.21074399216392,1.26184919885447,1.17218495276425,1.2191177307843,,,1.19581687046096,,,,,1.26491231110044,1.21630764607291,,3955198070526.81,2496626079274.26,278060302481.439,10.8859898270032,245365249741.513,,560730321252.577,662516366653.963,1.20547238386645,2276234776792.82,0.709478381868246,,2071076959280.1,1.19904048926992,400025591569.53,1940734866333.56
DNK,2015,76620000000.0,1038809000000.0,1046869433000.0,0.966806316467933,,,0.960842067100874,,827820000000.0,554992000000.0,93575739000.0,0.972046214782377,0.949839502588798,0.982557438542434,0.907898998734004,0.949945186995574,,,0.943220717747751,,,,,0.945196436984698,0.991639817528488,,1743446000000.0,915626000000.002,32889000000.0026,3.31460141940632,79853000000.0,,179252261000.0,278279000000.0,0.97525064402856,959357000000.0,7.30535665241775,,938862235678.964,0.95013786564593,78648261000.0,968221172000.0
DNK,2016,77940000000.0,1071989000000.0,1081186003000.0,0.969223332259103,,,0.967610655837893,,813512000000.0,554737000000.0,75121078000.0,0.934643113151605,0.956154215720337,1.0021386017618,0.917158509208373,0.963865364678194,,,0.947243654426181,,,,,0.960180055380553,0.952208286486616,,1782022000000.0,968510000000.0,62673999999.9994,5.98920158631558,82030000000.0,,183653922000.0,279184000000.0,0.975954003758866,983776000000.0,7.07985648436117,,992372587509.047,0.956144392039126,84910922000.0,996275081000.0
DNK,2017,85177000000.0,1106456000000.0,1116351837000.0,0.980341604898484,,,0.976194032640654,,843380000000.0,570740000000.0,90716776000.0,0.956854891021431,0.965811057953856,1.01054078196935,0.927775660969683,0.971664362063292,,,0.957669085511818,,,,,0.969275967370192,0.974147669193395,,1835537000000.0,992157000000.0,60689000000.0003,5.63325765268712,92532000000.0,,181923224000.0,282776000000.0,0.985329709621342,1016645000000.0,6.87167883161197,,1006928939939.59,0.965752006010858,85894224000.0,1030457613000.0
DNK,2018,92479000000.0,1141809000000.0,1154644589000.0,0.988317757009344,,,0.982977801881748,,844130000000.0,566575000000.0,97796549000.0001,0.976207355236264,0.974864180971363,1.01581432466583,0.943810016497054,0.981736862956075,,,0.96334830908016,,,,,0.978684880213862,1.00148941911736,,1866502000000.0,1022372000000.0,56225999999.9974,5.04336453929696,92425999999.9999,,179758451000.0,275383000000.0,0.990051786684429,1058625000000.0,6.76599710451483,,1032644972465.33,0.974773804868722,87762451000.0,1066882138000.0
DNK,2019,71356000000.0,1182071000000.0,1193492250000.0,0.995810505961973,,,0.990531069505066,,897137000000.0,637673000000.0,75708401000.0,0.993094350563285,0.985032963137699,1.00849573855925,0.952514476055754,0.99286358643549,,,0.972508573462138,,,,,0.994031791479413,1.01922181526734,,1953752000000.0,1056615000000.0,42994999999.9953,3.81171147130515,95649000000.0,,183755599000.0,310223000000.0,0.99826366372082,1084976000000.0,6.53839109835392,,1058452830048.61,0.983669679437993,93480599000.0,1100011651000.0
DNK,2020,74226000000.0,1200091000000.0,1210390074000.0,0.999999999999998,,,1.0,,909413000000.0,652221000000.0,69338182000.0,1.00000000078096,1.0,0.994086176287126,1.00000000173581,1.00000006986482,,,1.0,,,,,1.0,1.0,,1972959000000.0,1063546000000.0,63862000000.0002,5.61289959675577,104187000000.0,,187853818000.0,282195000000.0,0.999999999082289,1073910000000.0,6.36505683585943,,1063546000976.03,1.0,99004818000.0,1111385256000.0
DNK,2021,99295999999.9998,1267570000000.0,1278044203000.0,1.01853045439897,,,1.01199770669417,,977853000000.0,704518000000.0,83219232000.0,1.08397128862817,1.01916072065239,0.988229446990084,1.01524844067455,1.01873095584068,,,1.02768919239162,,,,,1.02076372899264,1.07300757271915,,2064033000000.0,1086180000000.0,29594000000.005,2.49638120046335,102979000000.0,,190115768000.0,304910000000.0,1.02034733516408,1155882000000.0,6.23220479425625,,1064519857667.23,1.01947411967481,104571768000.0,1173472435000.0
DNK,2022,116238000000.0,1357486000000.0,1365652165000.0,1.09692233322591,,,1.05273877183773,,977101000000.0,674347000000.0,101102398000.0,1.34349292233287,1.08939308046248,1.04014545978253,1.05992725384263,1.12458298160059,,,1.12117772515346,,,,,1.11426177786911,1.32078746323609,,2176765000000.0,1199664000000.0,91304000000.0001,6.9385106185719,101501000000.0,,201651602000.0,329900000000.0,1.09279246712652,1224598000000.0,6.15356091841464,,1097796732763.44,1.09258264180133,108722602000.0,1256929563000.0
