Country,Year,Adjustment.for.the.change.in.net.equity.of.households.in.pension.fund.reserves,Compensation.of.employees.received.by.households,"Compensation.of.employees,.total.economy",Consumer.price.index,Consumer.price.index.with.fixed.interest.rates,"Consumer.price.index,.harmonised",Core.inflation.index,"Core.inflation.index,.harmonised",Current.disbursements.of.households.and.non-profit.institutions.serving.households,Direct.taxes.on.households,Employees.and.self-employed.contributions.to.social.security,"Exports.of.goods.and.services,.deflator.(national.accounts.basis)","Final.domestic.expenditure,.deflator","General.government.fixed.capital.formation,.deflator,.based.on.appropriation.account","Government.final.consumption.expenditure,.deflator","Gross.capital.formation,.deflator",Gross.current.receipts.of.households.and.non-profit.institutions.serving.households,Gross.disposable.income.of.household.and.non-profit.institutions.serving.households,"Gross.domestic.product,.market.prices,.deflator","Gross.national.product,.market.prices,.deflator",Gross.saving.of.households.and.non-profit.institutions.serving.households,Gross.saving.ratio.of.households.and.non-profit.institutions.serving.households,Gross.self-employment.income.received.by.households,"Gross.total.fixed.capital.formation,.deflator","Imports.of.goods.and.services,.deflator.(national.accounts.basis)","Mainland.gross.domestic.product,.market.prices,.deflator",Net.current.receipts.of.households.and.non-profit.institutions.serving.households,Net.disposable.income.of.households.and.non-profit.institutions.serving.households,Net.saving.of.households.and.non-profit.institutions.serving.households,Net.saving.ratio.of.households.and.non-profit.institutions.serving.households,Net.self-employment.income.received.by.households,"Offshore.gross.domestic.product,.market.prices,.deflator",Other.current.income.payable.by.households.and.non-profit.institutions.serving.households,Other.current.income.received.by.households.and.non-profit.institutions.serving.households,"Private.final.consumption.expenditure,.deflator","Private.final.consumption.expenditure,.nominal.value,.appropriation.account","Purchasing.power.parity,.national.currency.per.USD",Real.gross.disposable.income.of.households.and.non-profit.institutions.serving.households,Real.net.disposable.income.of.households.and.non-profit.institutions.serving.households,"Total.domestic.expenditure,.deflator",Total.employers.social.contributions,"Wages,.total.economy"
DNK,2023,111830000000.0,1414603000000.0,1429303973000.0,1.1331775700922,,,1.09813049678156,,1026478000000.0,703174000000.0,91417251000.0,1.15550721744002,1.12130796976967,1.06961348784102,1.0780929064639,1.18005458459392,,,1.07869721684331,,,,,1.16428392588243,1.23102466748818,,2296673000000.0,1270195000000.0,106824000000.0,7.72952732403538,95025000000.0,,231886749000.0,387221000000.0,1.12437832861815,1275201000000.0,6.10624409943422,,1129686483339.69,1.1263804192182,112311749000.0,1316992224000.0
DNK,2024,106288142353.516,1483336727036.59,1499723291798.32,1.14941508936998,,,1.11551497431945,,1085231006198.52,733194555115.604,97786723925.8847,1.15495681177713,1.14343977084842,1.12514483834802,1.11396380059757,1.2217158676013,,,1.09469227487431,,,,,1.18101105467623,1.23883029140835,,2404095717100.43,1318864710901.9,127211887369.217,8.92619251883275,93830158792.0005,,254249727157.035,415396851424.527,1.14221164331274,1297940965886.2,6.13452535172617,,1154658787295.17,1.15182825355195,118248154349.317,1381475137449.0
ESP,2015,-2967000000.0,494971000000.0,497019000000.0,,,0.962348129435824,,0.95598521421857,293652000000.0,85649000000.0,37952000000.0,0.972372870884471,0.951695796133631,,0.937611144706488,0.942162476514271,,,0.9479244598608,,,,,0.946798789194129,0.984535789583863,,947466000000.0,653814000000.0,16442999999.9997,2.52640021387511,162298000000.0,,170051000000.0,119948000000.0,0.958532837550559,634404000000.0,0.66474002689294,,682098697495.602,0.950659548146331,106887000000.0,390132000000.0
ESP,2016,-3077000000.0,505826000000.0,508025000000.0,,,0.959108224066722,,0.962366362347244,303482000000.0,87744000000.0,38415000000.0,0.961017346579874,0.95463188851371,,0.940673412932761,0.94772775573817,,,0.951453275323762,,,,,0.952920048511988,0.968814187447011,,974687000000.0,671205000000.0,15591000000.0,2.3335348915178,168407000000.0,,177323000000.0,126745000000.0,0.960409810489877,652537000000.0,0.64264437664806,,698873535722.879,0.953517896475049,109820000000.0,398205000000.0
ESP,2017,-3066000000.0,526002000000.0,528140000000.0,,,0.978635871526525,,0.974332010898148,321707000000.0,93681000000.0,39483000000.0,0.985493080795649,0.967777904059876,,0.94914672765658,0.961691634249418,,,0.963421211464972,,,,,0.966598354387789,0.998948710737077,,1014223000000.0,692516000000.0,6658000000.00003,0.965697294945251,175186000000.0,,188543000000.0,135689000000.0,0.97494916725686,682792000000.0,0.630839283603977,,710309853331.615,0.966724180165311,114882000000.0,413258000000.0
ESP,2018,-2831000000.0,548520000000.0,550649000000.0,,,0.995621316011066,,0.98449723563246,340920000000.0,100691000000.0,40771000000.0,1.00365826444908,0.981275340123104,,0.963526320323942,0.973322579644508,,,0.974860438522988,,,,,0.978670496512105,1.02393187104914,,1053333000000.0,712413000000.0,5213999999.99991,0.734798797038243,178149000000.0,,199458000000.0,141385000000.0,0.988615804816703,704368000000.0,0.631797730529184,,720616640487.643,0.980122456779424,120386000000.0,430263000000.0
ESP,2019,-2753000000.0,582660000000.0,585833000000.0,,,1.00338425758851,,0.99496518649523,363800000000.0,106149000000.0,42960000000.0,1.00917876302588,0.995731291419449,,0.986965630914893,0.991163559229109,,,0.988787209358268,,,,,0.995876691964634,1.03071048146294,,1112123000000.0,748323000000.0,25545000000.0,3.42623764368202,179395000000.0,,214691000000.0,153181000000.0,0.999184028042792,720025000000.0,0.604130604834124,,748934109230.929,0.994761445751116,131211000000.0,454622000000.0
ESP,2020,-3827000000.0,563058000000.0,561866000000.0,,,1.0,,0.999999999999999,360286000000.0,105282000000.0,44176000000.0,0.999997094687055,1.0,,1.0,0.999995706680407,,,1.0,,,,,1.0,1.0,,1090916000000.0,730630000000.0,93179000000.0002,12.8203928712457,154212000000.0,,210828000000.0,145625000000.0,0.999998421779445,633624000000.0,0.606274683016371,,730631153097.105,0.999999999999998,130949000000.0,430917000000.0
ESP,2021,-2225000000.0,602492000000.0,604193000000.0,,,1.03008139861261,,1.00552076860571,392959000000.0,113540000000.0,47292000000.0,1.06862835531777,1.02621799550175,,1.01957879265422,1.05000019426604,,,1.02556112365016,,,,,1.04447690356711,1.07646286142768,,1155732000000.0,762773000000.0,66989000000.0004,8.80799108011597,169206000000.0,,232127000000.0,156546000000.0,1.02197614363916,693559000000.0,0.590962338781823,,746370651357.708,1.02752593984692,137672000000.0,466521000000.0
ESP,2022,-2176000000.0,646723000000.0,655862000000.0,,,1.11581057780986,,1.04364036135941,428846000000.0,132717000000.0,47666000000.0,1.22403930639984,1.09613867638829,,1.0777824669996,1.15403528159639,,,1.07388511329264,,,,,1.13650716442715,1.31777965888366,,1220932000000.0,792086000000.0,15413000000.0,1.95123495081718,178166000000.0,,248463000000.0,167558000000.0,1.08846308978555,774497000000.0,0.578810402833728,,727710482269.138,1.10045226466236,145877000000.0,509985000000.0
ESP,2023,-2355000000.0,703709000000.0,715607000000.0,,,1.15375115280981,,1.08673900227746,481471000000.0,146402000000.0,50747000000.0,1.24362052684493,1.14065937277447,,1.09302083758862,1.18580352971319,,,1.14084483449145,,,,,1.17200844524875,1.25857957439897,,1363665000000.0,882194000000.0,49389000000.0,5.61341336312666,194335000000.0,,284322000000.0,213685000000.0,1.14698602816466,830450000000.0,0.57259151645163,,769141016836.656,1.14407721896542,160695000000.0,554912000000.0
ESP,2024,-2514327381.80736,753687804928.095,767829870197.555,,,1.18597512269869,,1.11837060000627,521744378625.923,155360295139.928,55151595442.2355,1.25246246860245,1.1726149187572,,1.1003057537736,1.20568101320849,,,1.17311428563617,,,,,1.19083985841405,1.26343603856749,,1467939671970.15,946195293344.229,56517739345.5777,5.98907272522315,205970284967.242,,311232488043.759,240967694854.083,1.19290567689054,887163226616.844,0.570965360550339,,793185338685.457,1.176186344032,172513049131.056,595316821066.5
EST,2015,362509000.0,10019495800.0,9764662599.60113,,,0.910788287262625,,0.930629876072153,,1214425500.0,-1239446600.0,0.959159285788148,0.902830351997583,,0.797662595592484,0.824964503519522,,,0.856246522162912,,,,,0.970749180931898,0.964671445911431,,13878823383.0,11060516583.0,442272883.00001,3.87176654544318,,,2843327900.0,223721300.0,0.894129487151197,10980752700.0,0.537579741840595,,12370150791.291,0.875391987067158,2421782500.0,7342880099.60114
EST,2016,389048900.0,10643049200.0,10384600349.8819,,,0.918074593560722,,0.942169590371162,,1304590600.0,-1305783200.0,0.958349831430592,0.91869785706671,,0.825905759335292,0.830948676937521,,,0.877709532757007,,,,,0.978588651082752,0.957716589453333,,14795469271.0,11610230371.0,368070671.0,3.0674398244031,,,3186431500.0,297139800.0,0.91005871042573,11631208600.0,0.527848702936881,,12757671827.0942,0.890085575298907,2571700500.0,7812899849.88194
EST,2017,436596600.0,11554524500.0,11308759219.205,,,0.951591602531992,,0.960983667581783,,1388923300.0,-1425222800.0,0.986786704599424,0.947530730350941,,0.867612163021327,0.830950629753736,,,0.912497896611872,,,,,0.978492964244508,0.986458242014559,,16014148501.0,12497842801.0,484979200.999992,3.74951852155646,,,3552605200.0,295026500.0,0.951038772123939,12449460200.0,0.534907899838992,,13141254770.3905,0.919166808127972,2794157900.0,8514601319.20496
EST,2018,398057800.0,12681951900.0,12469201924.5119,,,0.984061204972904,,0.976889550664622,,1452255700.0,-1586149400.0,1.02266859527347,0.982474739045179,,0.928275339624854,0.85560501614802,,,0.956042478452927,,,,,1.008299650999,1.01117651444801,,17638706398.0,14116468598.0,1015638797.99997,6.99739536895893,,,3656131500.0,351908100.000001,0.984890217338679,13498887600.0,0.53875674829431,,14333037682.2554,0.955217859177646,3084183100.0,9385018824.51192
EST,2019,397672800.0,13781913800.0,13580065765.2319,,,1.00638310791323,,1.00040326958572,,1568381400.0,-1859728500.0,1.0360438645894,1.01067117921194,,0.984325378495685,0.872370371788456,,,0.993856539417829,,,,,1.01404313996486,1.0166557408994,,18608398271.0,15021712971.0,943870771.000025,6.12132535639137,,,3878032400.0,-139451500.0,1.01481558568085,14475515000.0,0.528690358306149,,14802406647.0381,0.983633712242426,3375472900.0,10204592865.2319
EST,2020,336466500.0,13997584800.0,13817758583.5288,,,0.999999999999998,,1.0,,1689030100.0,-1795086000.0,1.00169911317127,0.999999999999998,,0.999190821717624,1.00814930232241,,,0.998650216846289,,,,,0.994073753714188,1.00048825682139,,19385886649.0,15253833549.0,1433978249.00002,9.19788743316714,,,4238109000.0,73536300.0,1.00207761402345,14156321800.0,0.515202409484698,,15222207676.8627,1.0,3446863200.0,10370895383.5288
EST,2021,0.0,15257674000.0,15072085264.3583,,,1.04487150295247,,1.02767049772774,,2183822400.0,-2090006200.0,1.07662961745848,1.03832115986032,,1.05152221155743,1.04825983689414,,,1.05092914750455,,,,,1.03820096404983,1.07289265013132,,20718939766.0,16544195066.0,751223865.999998,4.54070967492302,,,4080928500.0,-65302799.9999995,1.03843906166565,15792971200.0,0.52447594869651,,15931791933.4267,1.03448418590738,3741243000.0,11330842264.3583
EST,2022,0.0,17285941900.0,17133138158.2009,,,1.24806836984076,,1.13321855660509,,2306781600.0,-2364942900.0,1.29619408140454,1.19753570091163,,1.1839499278253,1.20402070067258,,,1.21843045608991,,,,,1.16781806195873,1.2863431088772,,23468485802.0,18791521802.0,-303098398.000025,-1.61295291139096,,,4735125300.0,28912500.0000001,1.22183774881867,19094620200.0,0.556882446527582,,15379719459.6161,1.20340596967317,4236743300.0,12896394858.2009
EST,2023,250697027.993912,19179550100.0,18986358744.472,,,1.36184100669106,,1.23219021913357,,2418908600.0,-2615734500.0,1.34384961489617,1.29712539079222,,1.31810612154435,1.10460135270919,,,1.31914242903129,,,,,1.23243599210294,1.26797043684248,,25950856173.0,20195762173.0,-51275799.0060851,-0.25078082469943,,,5951919900.0,133499700.000001,1.33337386985629,20497735000.0,0.562991968230414,,15146361144.1378,1.25833191211083,4688739700.0,14297619044.472
EST,2024,253533931.929134,20044341572.0667,19919954135.6938,,,1.40780594234486,,1.29276726846423,,2483689892.01846,-2747736883.38247,1.3631579474954,1.3650076004217,,1.38886154036173,1.17863796145572,,,1.36364719148882,,,,,1.36718667956104,1.27548160705968,,27172768889.4377,21081159282.6579,379497775.438316,1.778782434888,,,6355656598.14384,250230330.245993,1.37021439551304,20955195439.1487,0.565034114027308,,15385299812.7089,1.31300716509742,4927576646.78654,14992377488.9072
FIN,2015,-162000000.0,102673000000.0,102572000000.0,,,1.0,,1.0,62655000000.0,28702000000.0,8757000000.0,1.0,0.999999999999998,1.0,1.0,0.987924593866737,,,1.0,,,,,1.0,1.0,,177439000000.0,114784000000.0,724000000.000008,0.631641395194647,16118000000.0,,25196000000.0,17209000000.0,1.0,113898000000.0,0.907747572232021,,114784000000.0,1.0,19223000000.0,83349000000.0
FIN,2016,-234000000.0,104422000000.0,104283000000.0,,,1.00389166666667,,1.0111751862531,63708000000.0,29166000000.0,9178000000.0,0.972702561288429,1.00100564587833,1.00557600089216,0.990281939002842,0.99912516154687,,,1.00055195317211,,,,,1.01149238248276,0.97692623613894,,180338000000.0,116630000000.0,215000000.000019,0.18471425134886,16433000000.0,,25364000000.0,17357000000.0,1.00153444307475,116181000000.0,0.880894696333671,,116451312090.617,0.998629366911041,19704000000.0,84579000000.0001
FIN,2017,-218000000.0,105138000000.0,105061000000.0,,,1.01231666666667,,1.01690028167136,63276000000.0,29387000000.0,9755000000.0,1.00383922091907,1.01086894393446,1.02275502275502,0.989703570195958,1.02570689231815,,,1.0089079659845,,,,,1.03126876804154,1.01241710005248,,182625000000.0,119349000000.0,1231000000.00024,1.033316265288,16795000000.0,,24134000000.0,18165000000.0,1.01184346035015,117900000000.0,0.863656712358773,,117952039694.657,1.00945984739541,18485000000.0,86576000000.0
FIN,2018,-208000000.0,109158000000.0,109146000000.0,,,1.02415,,1.01971699528326,64219000000.0,29691000000.0,10289000000.0,1.04477663467514,1.02808928864281,1.04348735103492,1.00661853188929,1.05657096213224,,,1.0289556702266,,,,,1.05844035335164,1.04534183891982,,187283000000.0,123064000000.0,2068999999.99975,1.68408543335267,17127000000.0,,24239000000.0,18120000000.0,1.02473021582734,120787000000.0,0.853746143533723,,120094048266.784,1.02721156918961,18566000000.0,90580000000.0
FIN,2019,-156000000.0,112665000000.0,112627000000.0,,,1.03579166666667,,1.02685878097968,65933000000.0,30481000000.0,10800000000.0,1.04346983176443,1.04605569099574,1.07341229324076,1.0264850895361,1.0882610396141,,,1.04420346640633,,,,,1.09234115970295,1.04894750748635,,192738000000.0,126805000000.0,4170999999.99997,3.29335407306806,17336000000.0,,24652000000.0,19127000000.0,1.03472222222223,122478000000.0,0.826327909064448,,122549798657.718,1.04465471546105,18785000000.0,93842000000.0
FIN,2020,-235000000.0,110748000000.0,110869000000.0,,,1.03975833333333,,1.03158385973099,65066000000.0,30961000000.0,10760000000.0,1.00767474162488,1.05788850182313,1.07539237668161,1.0541990583598,1.10737954337559,,,1.06130209712975,,,,,1.10553869499242,0.99711521547933,,192767000000.0,127701000000.0,8742999999.99973,6.85908399102484,17699000000.0,,23345000000.0,18024000000.0,1.03856920412198,118723000000.0,0.802112113744459,,122958585227.799,1.05689361483128,17637000000.0,93232000000.0001
FIN,2021,-233000000.0,118004000000.0,118106000000.0,,,1.06124166666667,,1.04376739612327,70400000000.0,33394000000.0,11466000000.0,1.10240214905757,1.08368983978465,1.1111933982226,1.08392763042333,1.13053681431505,,,1.0871459599778,,,,,1.13251394147379,1.09247529769445,,202079000000.0,131679000000.0,6188999999.99999,4.70839736469729,18197000000.0,,25540000000.0,19276000000.0,1.06208504684784,125257000000.0,0.782813434233745,,123981596757.067,1.0801032767786,19822000000.0,98284000000.0
FIN,2022,-179000000.0,126000000000.0,126139000000.0,,,1.13735,,1.08124302071701,74747000000.0,35652000000.0,11757000000.0,1.30659196693898,1.14916981625115,1.1500469875744,1.14058896576193,1.19831888190726,,,1.14638947880814,,,,,1.20586310930173,1.29959538865055,,211411000000.0,136664000000.0,1770999999.99999,1.29757848847858,17882000000.0,,27338000000.0,20507000000.0,1.12809733957477,134714000000.0,0.769642740069735,,121145574238.758,1.14240790796334,21238000000.0,104901000000.0
FIN,2023,-126000000.0,132274000000.0,132399000000.0,,,1.18671666668978,,1.12540209004198,81317000000.0,35814000000.0,12610000000.0,1.24447540251398,1.20684792233012,1.22593864215306,1.208930379421,1.24235173824131,,,1.19124825662483,,,,,1.26426702355033,1.26496424256278,,224386999999.992,143069999999.992,1635000001.20382,1.1438045676656,17399999999.9916,,32893000000.0,25008000000.0,1.17990531299316,141308999998.788,0.764142327282451,,121255492643.773,1.1971131160481,22260000000.0,110139000000.0
FIN,2024,-100000000.0,131344781050.625,132017648117.024,,,1.19752275640663,,1.14898965990522,81831625789.625,37031314040.0,11814097603.75,1.22286124161862,1.21964008341128,1.23974540870487,1.22936453544661,1.32575203087647,,,1.21460045435887,,,,,1.27023982974391,1.26044979285535,,226751650006.338,144920024216.713,1528872429.73993,1.05570513332609,17470471884.1458,,32986214145.875,26644196253.912,1.19188340908721,143291151786.973,0.759070829993576,,121589094295.471,1.22634011804298,21038389608.6875,110979258508.336
FRA,2015,,1164369000000.0,1143090700000.0,,,0.94790514708206,,0.96762462302643,775713000000.0,219243000000.0,139881600000.0,0.992880032780702,0.940154843493395,0.937642914262249,0.907934575138922,0.942329648686575,2163255000000.0,1387542000000.0,0.938490124215293,,190871000000.0,13.7560520690545,306975000000.0,0.940942481230335,0.998167471465166,,,,,,,,416588400000.0,258036100000.0,0.955257874476632,1196671000000.0,0.808694479383239,1452531339519.4,,0.940598197045115,325303400000.0,817787300000.0
FRA,2016,,1186462000000.0,1164986100000.0,,,0.950796233688266,,0.973688454529322,784564000000.0,221416000000.0,142131400000.0,0.979808228822772,0.942139086811583,0.939878440342343,0.908304650391576,0.946318682698056,2195390000000.0,1410826000000.0,0.943438987144724,,193009000000.0,13.680567270521,310125000000.0,0.94460732199738,0.975939536047218,,,,,,,,421016600000.0,258285900000.0,0.957336797889319,1217817000000.0,0.780044205348489,1473698705732.93,,0.942690523594312,329488600000.0,835497500000.001
FRA,2017,,1224304000000.0,1202199100000.0,,,0.961847135770485,,0.979026561517246,801773000000.0,226923000000.0,145813300000.0,0.988528760296256,0.951903690917846,0.956877706743658,0.920311207918374,0.956687418487045,2249481000000.0,1447708000000.0,0.948876950072004,,200467000000.0,13.8471984681994,315999000000.0,0.957750185043287,0.996548301817191,,,,,,,,429036700000.0,261470900000.0,0.964732201076174,1247241000000.0,0.770108541563282,1500631987182.62,,0.951905456693504,338731700000.0,863467400000.0
FRA,2018,,1254364000000.0,1231985300000.0,,,0.982037347151569,,0.987590110793943,821044000000.0,249000000000.0,133668100000.0,0.997386791808121,0.965751882110134,0.975059234186588,0.924644576049723,0.97241684124535,2308824000000.0,1487780000000.0,0.959454711007451,,203358000000.0,13.6685531462985,321755000000.0,0.971252146264629,1.01720835461379,,,,,,,,438375900000.0,275549700000.0,0.983140190352467,1284422000000.0,0.756166003905257,1513293846187.5,,0.966241059823999,345994900000.0,885990400000.001
FRA,2019,,1266616000000.0,1243041000000.0,,,0.994786565136338,,0.993928104891379,809814000000.0,249639000000.0,135389100000.0,1.00819609376857,0.975334836772232,0.990079543896083,0.932141103430192,0.985197026955751,2347593000000.0,1537779000000.0,0.971068658586835,,221042000000.0,14.3741070726028,330795000000.0,0.987136628956988,1.01964040420712,,,,,,,,424785900000.0,279621600000.0,0.991101193106097,1316737000000.0,0.705954315875025,1551586266565.4,,0.975144657375029,328962900000.0,914078100000.0
FRA,2020,,1219146000000.0,1195011500000.0,,,1.0,,1.0,784438000000.0,240531000000.0,131117500000.0,0.99987685477113,1.0,1.00032213147121,1.00001515356865,1.00009739437826,2337091000000.0,1552653000000.0,0.99998908136849,,310927000000.0,20.0255304952233,332933000000.0,0.999947832066224,0.99995694893388,,,,,,,,412789500000.0,267174500000.0,0.999973424379797,1241726000000.0,0.693051657439908,1552694263813.05,,1.0,317670500000.0,877341000000.0
FRA,2021,,1311369000000.0,1285635500000.0,,,1.02066416000506,,1.01293402357798,825904000000.0,249035000000.0,140949900000.0,1.06453804837532,1.0142316210507,1.03720188842073,0.998283811070345,1.0374433138711,2455402000000.0,1629498000000.0,1.01221339766004,,304676000000.0,18.6975375238264,344435000000.0,1.03181167290169,1.07247632833803,,,,,,,,435919100000.0,293672900000.0,1.01348585983659,1324822000000.0,0.685872986375371,1607815229176.19,,1.01519648257903,339219100000.0,946416400000.0
FRA,2022,,1406534000000.0,1377049800000.0,,,1.0809425258302,,1.04765590981663,886501000000.0,267746000000.0,151780100000.0,1.21526263005356,1.06007685060019,1.11906684657448,1.01686015005101,1.10793670625258,2605684000000.0,1719183000000.0,1.04479363520322,,286205000000.0,16.6477332546913,361197000000.0,1.10084831654019,1.26155184142882,,,,,,,,466974900000.0,326786100000.0,1.06251554306064,1432978000000.0,0.674141524132363,1618030918444.54,,1.0612354491049,357854900000.0,1019194900000.0
FRA,2023,,1480499000000.0,1448932600000.0,,,1.14216878891119,,1.08947376909186,964765000000.0,273588000000.0,155186200000.0,1.18843281182298,1.1155585219941,1.14445686462113,1.04902931985802,1.14166499661815,2825511000000.0,1860746000000.0,1.10032500039515,,313149000000.0,16.8292179588187,405178000000.0,1.13811496358787,1.23367075565464,,,,,,,,535990800000.0,408715600000.0,1.13678381705676,1547597000000.0,0.672355811341298,1636851239506.25,,1.11581756853424,376460800000.0,1072471800000.0
FRA,2024,,1529485231966.58,1500905253236.48,,,1.16969733377554,,1.11596952780649,1000496738982.34,282748323385.569,161990571581.972,1.17608256973972,1.14125487628222,1.15966536750244,1.07436659695055,1.15735560383783,2924606404357.73,1924109665375.39,1.12832769631451,,332246213013.151,17.2675299642201,419542039508.16,1.15290777185936,1.21441563515854,,,,,,,,555757844014.802,424780123540.744,1.16720507963799,1591863452362.24,0.667711036358345,1648476089542.16,,1.14168010174862,390954041313.4,1109951211923.08
GBR,2015,75893000000.0,,924521000000.0,,,0.822042605657925,,0.844070896047266,,209623000000.0,,0.744103617377579,0.834544110477234,0.892021616395311,0.809786485329783,0.782638726481433,1857280000000.0,1286210000000.0,0.835154247106519,,133778000000.0,9.82143053792555,292658000000.0,0.834196826287598,0.720380020742372,,,,,,,,,,0.840652500871477,1228325000000.0,0.692551069467789,1530013886435.39,,0.82460137350131,155506000000.0,769015000000.0
GBR,2016,67298000000.0,,961615000000.0,,,0.827316939516406,,0.855253903502603,,218165000000.0,,0.781017817504898,0.846133249758377,0.920954698346812,0.821380441033829,0.824776720234965,1895290000000.0,1311367000000.0,0.851557940418801,,89220000000.0,6.47147784269565,307359000000.0,0.849703820548135,0.755319293034894,,,,,,,,,,0.851176259392384,1289445000000.0,0.688602692705422,1540652697405.03,,0.840983569872797,166028000000.0,795587000000.001
GBR,2017,65133000000.0,,999375000000.001,,,0.849578738269747,,0.875650583767057,,229944000000.0,,0.817498119192371,0.861735369053672,0.926254639341617,0.82852592121928,0.870690921197229,1948023000000.0,1347073000000.0,0.867355336790846,,75285000000.0,5.33102111165085,321013000000.0,0.874843741726657,0.801180982528764,,,,,,,,,,0.866649860604602,1336921000000.0,0.684600935221558,1554345141254.9,,0.860407991200255,171783000000.0,827592000000.001
GBR,2018,67439000000.0,,1041955000000.0,,,0.870607575861362,,0.893585595723731,,239722000000.0,,0.837968853251275,0.88010397282924,0.94333166550995,0.845476694915254,0.881939788116724,2033354000000.0,1402439000000.0,0.884014171801468,,78205000000.0,5.32050959331319,338911000000.0,0.895764289596318,0.82138685024319,,,,,,,,,,0.884726835528604,1391673000000.0,0.687714451722776,1585166114196.23,,0.877050936333504,179059000000.0,862896000000.0
GBR,2019,58577000000.0,,1087539000000.0,,,0.886088088225221,,0.909199606133071,,247394000000.0,,0.854158835523636,0.897500436689705,0.976230126311821,0.869272495343824,0.902193668645477,2099445000000.0,1452962000000.0,0.902869764311943,,83599000000.0,5.53072067607915,350392000000.0,0.920298174226316,0.831665580880546,,,,,,,,,,0.898163656217287,1427940000000.0,0.669665011906717,1617702954180.21,,0.893772663959817,194720000000.0,892819000000.0
GBR,2020,42232000000.0,,1092968000000.0,,,0.89389684224947,,0.921859614573075,,247729000000.0,,0.855171657794312,0.935058399647201,0.936527506164442,1.03988456997945,0.913575266679601,2086615000000.0,1454408000000.0,0.947740771011512,,250382000000.0,16.7296076544794,351976000000.0,0.923447770997649,0.820536149776761,,,,,,,,,,0.902310526292669,1246258000000.0,0.65344553360743,1611870811233.62,,0.934211595852156,200339000000.0,892629000000.0
GBR,2021,55182000000.0,,1154623000000.0,,,0.916980615110624,,0.943944295962861,,279886000000.0,,0.885204992506992,0.938172294422144,0.922522963554617,0.972896837008095,0.924523155292401,2209424000000.0,1514668000000.0,0.94837155549285,,200037000000.0,12.7424276204733,369962000000.0,0.943656785980612,0.851022739361029,,,,,,,,,,0.924744636510327,1369813000000.0,0.644895664517784,1637931100326.08,,0.935423824542819,206065000000.0,948558000000.0
GBR,2022,84284000000.0,,1243584000000.0,,,1.0,,1.0,,308493000000.0,,1.0,1.0,1.0,1.0,1.0,2407389000000.0,1609218000000.0,1.0,,102402000000.0,6.04675990934761,402789000000.0,1.0,1.0,,,,,,,,,,1.0,1591100000000.0,0.651256107289503,1609218000000.0,,1.0,224889000000.0,1018695000000.0
GBR,2023,85756000000.0,,1343825000000.0,,,1.07301869989211,,1.06154170768889,,343585000000.0,,1.03792019224628,1.06354185352741,1.10281086350627,1.05450940403354,1.06826819185661,2651195000000.0,1758941000000.0,1.07298254804603,,134809000000.0,7.30792102984935,447519000000.0,1.05997617457779,1.01664613164227,,,,,,,,,,1.06741366384881,1709888000000.0,0.667418464285898,1647853179673.32,,1.06530210654189,234739000000.0,1109086000000.0
GBR,2024,85528578099.9999,,1405685187936.23,,,1.10113070675332,,1.10121175701757,,361212169553.794,,1.04348654196998,1.09101066310574,1.1341998892105,1.09305276672424,1.08351704379712,2767353385024.73,1838016470874.96,1.10320804021584,,161831229672.073,8.41317596166056,469372799401.024,1.08508306377069,1.00772514057092,,,,,,,,,,1.09183744499845,1761713819302.89,0.667930926070595,1683415859471.25,,1.09099319574774,247307186976.233,1158378000960.0
GRC,2015,,,61770141595.9999,,,1.0,,1.0,,,,1.0,0.999999999999999,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,0.609070292042739,,,1.0,,
GRC,2016,,,62991785551.0,,,1.00013333111115,,1.00609161590321,,,,0.967483102098897,0.990256545997988,,0.988680554986212,0.990969811286373,,,0.995100597751031,,,,,0.98789545257558,0.956164258724536,,,,,,,,,,0.991520167877137,,0.588579552188562,,,0.994212176922971,,
GRC,2017,,,63853208996.0,,,1.01151647472542,,1.00899159173673,,,,1.01223556205319,0.993713787186834,,1.00733873442074,0.987667851639525,,,0.997126869698958,,,,,0.988849716384902,1.00863584244746,,,,,,,,,,0.994450597787564,,0.575041194561579,,,0.99921558868615,,
GRC,2018,,,65899709515.0,,,1.01934967750538,,1.01233323055641,,,,1.04807812187843,0.995875635339736,,1.02192047999131,1.01393361272791,,,0.994785266781412,,,,,0.992199393016782,1.06712090988321,,,,,,,,,,0.995186251252378,,0.564857334931765,,,1.00257302422253,,
GRC,2019,,,67700315346.0001,,,1.02462458959018,,1.02068316097366,,,,1.04961809639932,0.998808479111769,,1.03939978251365,1.02329627971977,,,0.997222356850136,,,,,0.993112079037548,1.07516436057158,,,,,,,,,,0.995843993488741,,0.5409720130356,,,1.00306119487188,,
GRC,2020,,,64825878170.0001,,,1.0116914718088,,1.00868326097283,,,,0.961941778058515,0.991020117617796,,1.03867308633916,1.03498695231665,,,0.993593279081104,,,,,0.990802177090544,0.993372226852403,,,,,,,,,,0.984290103145286,,0.530250539398782,,,0.992769904365131,,
GRC,2021,,,68109663466.9999,,,1.01749970833819,,0.997725018958177,,,,1.0907707121741,1.00402311355321,,1.06314299071662,1.15589011752654,,,1.00743178704568,,,,,1.00598317282043,1.14623675770999,,,,,,,,,,0.993903815759764,,0.520093462652413,,,1.01853800281792,,
