Country,Year,Core.inflation,Export.performance.for.goods.and.services.volume.growth,Exports.of.goods.and.services.volume.growth.nab,Harmonised.core.inflation,Harmonised.headline.inflation,Headline.inflation,Imports.of.goods.and.services.volume.growth.nab,Potential.output.volume.growth,Private.final.consumption.expenditure.deflator.growth,Private.final.consumption.expenditure.volume.growth,Productive.capital.stock.volume.annual.average.growth,Productive.capital.stock.volume.growth,Total.domestic.expenditure.volume.growth,Total.employment.growth
BEL,2018,,-2.45755824497469,1.54497558416671,1.27918519534808,2.31097653778075,,2.33814858308395,1.55584167947005,2.06267603043383,1.61250992424323,1.68046626198237,1.71274207327629,2.54731977677824,1.46397682555833
BEL,2019,,-0.142430789932078,2.93653450289007,1.52121250757007,1.24878644577404,,1.4858386175227,1.62703103586864,1.46680343653696,1.44701470648836,1.80761130016425,1.84695002718367,1.24429142287079,1.56718479784698
BEL,2020,,3.07732931253018,-5.95786444713187,1.35477743502794,0.427624710985924,,-6.72431811597203,1.56760470008875,0.91614679214689,-7.19467665133045,1.52576898641863,1.3864499900979,-5.40756708681131,-0.130976429280281
BEL,2021,,4.69262080094092,14.6518070051912,1.25845098236601,3.22240359738799,,12.8314716177817,1.65725866927782,2.67883800350603,5.57859653474162,1.53632966246857,1.53428724302522,4.60091964762788,1.6514585193368
BEL,2022,,-1.29999144151529,5.78284200387186,3.98999632892921,10.3344099897815,,5.84063927355903,1.70151808806838,10.199149261549,3.63584339406079,1.49477808638692,1.53122567723371,4.29691597925836,1.89506904919041
BEL,2023,,-7.35285830268596,-7.13288465307426,5.99401334195996,2.28177755526565,,-6.81191114318949,1.73349443903305,5.99363383311436,0.59960436857412,1.64020509281445,1.63877293895828,1.46167854484743,0.749968345491908
BEL,2024,,-4.47123591909687,-3.49533273514687,3.40829509765086,4.33208435943591,,-3.03191665732969,1.54197529356065,1.55217365833188,1.31750687599065,1.63046923475976,1.71442809873923,1.27114750936177,0.237734553996958
CAN,2015,1.85509275463781,-1.0004664586566,3.3988369245789,,,1.11858312803786,0.759807875632475,1.79802561363158,1.03095419698617,2.32088966528018,2.50675318298481,2.22948898735176,-0.149100750466914,0.735178288119002
CAN,2016,1.84879725085899,-0.0710941512671468,1.52524566983719,,,1.43543820372689,0.0521446820247888,1.56467081167489,0.830052527282632,2.10428042514661,1.90608164419281,1.75388668942617,0.445923226859506,0.611598164972605
CAN,2017,1.58580201093194,-3.26029117153789,1.49083822014347,,,1.60337552742617,4.78113557243424,1.51328371752705,1.04666563679967,3.67956037419654,1.75364759989846,1.81929156189781,4.20034717139153,2.14328602342374
CAN,2018,1.89982728842799,-0.563068903479589,3.57412175746899,,,2.24252491694401,3.49782854381927,1.54066480471408,1.59465587940799,2.64172729345731,1.86709818864998,1.81681994788981,2.66834019854825,1.78261288968295
CAN,2019,2.08604954367709,0.993504031603095,2.28655558371604,,,1.9558832718856,-0.108156546288157,1.4362217459842,1.63749502432559,1.58392069386588,1.7266247437731,1.72235649046414,1.10759809573229,2.05840436508821
CAN,2020,1.11749680715208,-0.167032321159979,-8.980875826046,,,0.723216474626952,-9.4171553809151,1.27007167279238,0.735288594260155,-6.25743199369565,1.46243705377795,1.35936963725634,-5.35030546513515,-5.58395906058749
CAN,2021,2.36185664666813,-9.26356812066039,2.72931766865761,,,3.40148472678538,8.13741536536514,1.49744830594712,2.89564652745447,5.11467970265096,1.68721666436484,1.79896714971082,6.93229571048026,5.01442984785207
CAN,2022,4.97871552841097,-4.24710160057171,3.20073733713797,,,6.80280115341634,7.63841499632748,1.84746608604621,5.5194529371842,5.08275355683934,1.65574223469034,1.52155930921525,5.18075334504196,3.95507080371743
CAN,2023,3.8963328631874,5.88992298624594,5.42076739302398,,,3.87900159788444,0.86614120575797,2.06205761230513,3.65438850350388,1.74103598665951,1.30551330862669,1.22723137547015,-0.272981697375002,2.41338164862124
CAN,2024,2.59172464505863,-3.61847992436721,1.15536564007513,,,2.36225057020089,1.21257337321107,1.98744735638549,2.59931419840956,1.96472056243442,1.1503715610378,1.13603936333607,1.08003820625646,1.63507550645329
CHE,2015,-0.474244683628569,0.889757964153532,3.81432567737912,,,-1.14390867228151,4.83148660614785,1.83204709905701,-1.3747367898208,2.46225726022985,1.28146576770008,1.2903328298038,1.95028917948294,1.53691042155651
CHE,2016,-0.272084971009704,3.38005783295307,6.01856761307252,,,-0.434618664285807,5.24609452256428,1.79046196597862,-0.185008111477998,1.61849916976345,1.32794794125323,1.33715691545748,1.07182375998548,1.47561292217583
CHE,2017,0.288045922150474,-5.67699027511365,-0.148891925152299,,,0.533787839825365,-0.318068648355094,1.71074664101354,0.817488353742021,1.16767913493014,1.38095449915768,1.42992985527115,1.38943220346628,0.700574443028771
CHE,2018,0.451246661810742,-1.33990768278305,3.32099732919998,,,0.936335464114705,0.65037773984983,1.66004954561689,1.23150361298813,0.662355324469885,1.42534338186653,1.35628037158627,1.08108027433862,0.824269092447977
CHE,2019,0.436387585367655,-2.32119739413727,-0.65979420961024,,,0.362886179940176,0.341085102516359,1.61073078218384,-0.304972895674027,1.21325433964111,1.28410268965349,1.30000613519063,2.02911115951512,0.663385114542621
CHE,2020,-0.281085448946982,4.0627055556139,-5.58213117086638,,,-0.725874933313392,-3.20045959805103,1.64088213587223,-0.429269878628872,-3.37941631062796,1.18048095433514,1.11484995902994,-0.421609337932068,-0.222464326562587
CHE,2021,0.251086773941438,2.37529575364378,13.5841171929893,,,0.581814168490183,5.93179887925305,1.73942093041259,0.208971786215358,2.24713230222629,1.16042278498929,1.18852232731646,0.308985023914502,0.255084442331253
CHE,2022,1.69895606853802,-0.261425620485241,6.41197543577363,,,2.83502798644442,5.64833769533895,1.81352118806231,2.59540136946039,4.28118099391077,1.14669289258079,1.10085157351635,2.04646408368531,0.95590736919803
CHE,2023,1.79669728752276,-0.0901987258025088,0.925911960509865,,,2.13540088102964,2.78392244316667,1.82642721794734,1.95448749675917,1.50220826006688,1.07673582380008,1.03027610684366,1.97086401713992,2.02160903600036
CHE,2024,1.07364116070396,0.0278772491705439,2.47116090985331,,,1.13147252433063,-0.887909670792752,1.60913921033647,1.03152162356987,1.47632687292503,0.924510763062784,0.889322442994384,-1.1780940584157,0.767321065277727
CHL,2015,4.67297681022248,-3.8911561062875,-2.63906803156411,,,4.34877353217054,-1.19114882675836,2.68651267463905,5.64928653841875,2.40367568087967,5.76813004865626,5.5961783165554,2.64219876740758,1.72509419252918
CHL,2016,4.00408727969831,-1.7310078556676,0.659050370163712,,,3.7861935589312,1.39366059165221,2.57060389623403,3.6816745403538,3.11927310993154,5.17425729243099,4.82801790184563,1.82624401820379,1.20584222150038
CHL,2017,2.030169977829,-6.15021427257714,-0.266712507675024,,,2.18271846868518,5.11015331487845,2.47161254404462,2.47713809439939,3.76600363122137,4.28854153997877,4.10880481394156,3.10474155573826,2.41989021355113
CHL,2018,1.88155091606301,-0.253842776442241,4.58011660518682,,,2.43488981353055,8.28316401420953,2.6573057800754,1.6899480290557,3.86378713610056,4.21754748883156,4.25344985019292,5.08568192126633,2.1828168699559
CHL,2019,2.58786530386901,-3.19714520688143,-2.72560115544977,,,2.557544757033,-1.92657973658709,2.71586547883093,1.78494514252019,0.664022278181122,4.23202082351557,4.23031456854937,0.750224329004126,2.13402556219908
CHL,2020,2.28614290839187,5.0144839164184,-1.31302391990832,,,3.04549084804393,-12.6038943579294,2.45821416533991,5.31799018199874,-7.56006387861012,3.46052709534602,2.9099369813855,-9.54041090451886,-12.2907938988294
CHL,2021,3.82126004336159,-10.7588760254785,-1.41807701226209,,,4.52456838259143,31.6538463532434,2.40157152949459,4.51346496585177,21.2035792698111,3.37667271621892,3.83934132615975,21.5321733312529,5.50849172016331
CHL,2022,8.95124760076808,-0.980284247382826,1.04186547282811,,,11.6438667110553,2.02660601318017,2.36767850515444,11.138643800875,1.59029844345734,3.8919683957853,3.84790322102396,2.38690549878433,6.7218091130763
CHL,2023,6.67892804692821,-2.58989648327642,0.176954390510488,,,7.58168251418505,-11.6161480844863,2.12638698677979,7.3674144608415,-5.16909580390605,3.68819120000524,3.46376928089354,-4.16588949877004,2.379059655204
CHL,2024,3.51896297203486,1.63085699063473,5.68536425691767,,,4.30865620672034,1.13058862496284,1.86119066564208,3.61652712814586,1.15789470354952,3.13515393427788,3.08444893226618,0.951797608379451,2.94287025042497
COL,2015,4.26058854916491,-0.377516145530308,1.65802941508855,,,4.99010861604729,-1.08093771482081,3.18657584936119,6.19717302411732,3.09251539802875,,,2.35540543269967,1.85841203714402
COL,2016,6.08626799664,-1.58471497719675,-0.208836234277726,,,7.51308782233299,-3.54090287277702,2.47467068822321,6.571991588937,1.58362869841582,,,1.22912666887973,0.339782135741544
COL,2017,5.0799169882757,-2.81908140150173,2.56936653059925,,,4.3147585072423,1.01883945336654,2.17620639939864,3.59072389734551,2.05381436705285,,,1.12407478543048,0.941608343401896
COL,2018,3.09844514704038,-3.24547803954329,0.642348450761048,,,3.24061615939337,5.80541906500071,2.22427062132431,3.35160213898565,3.23649636314319,,,3.46332569072602,0.680407564712326
COL,2019,2.75327250424282,2.27828396631006,3.08409774146304,,,3.51967494465143,7.34397308041378,2.52305495041394,3.95249179215236,4.07055515894749,,,4.02152029555906,0.179146032122915
COL,2020,1.98775133075489,-15.3843727642329,-22.4592652414175,,,2.52629445027677,-20.0924598269469,2.384034070303,2.12218806521605,-5.00726706293372,,,-7.5410768752602,-10.6034048312096
COL,2021,1.75980117052833,2.67746623666352,14.6341228205524,,,3.49593818109777,26.7286666295409,2.51853489026325,7.02753901865076,14.7240894893113,,,13.3729887415108,7.04187226475536
COL,2022,6.41166042938704,6.42050992534701,12.3032531063085,,,10.1764354524992,23.6140813436844,2.77707693076069,13.127178858814,10.68435106857,,,10.1527164102294,8.04462273793803
COL,2023,9.81838105418564,2.04192346060111,3.38976032776038,,,11.7365768928392,-15.0138413907972,2.75630346382898,9.81927019486402,0.843215199997701,,,-3.95458247290649,3.43231430130399
COL,2024,6.04663440348092,0.174699424793857,4.11138184298426,,,6.68497858437136,3.29620059919721,2.75827054661313,5.23732374764175,1.25081521435646,,,1.80611966864036,1.15761198932699
CRI,2015,2.31375664948358,-1.48340823980811,2.88831194597766,,,0.801856860849242,4.4980204142125,,0.945168094479826,4.67558475707379,,,4.14410533844773,-0.344118439909209
CRI,2016,0.561063833441978,6.80323548524873,9.41727189701199,,,-0.0174720657745553,8.93843043357116,,1.0021859530907,3.75363855503558,,,4.07186053026648,-2.99196544599855
CRI,2017,1.47871249165054,1.56837018959672,6.95492449133887,,,1.62572330389916,5.01255323944783,,3.18166009372038,5.55461280877638,,,3.54003708877359,2.7803613958728
CRI,2018,1.892241711531,0.654240568097919,4.89096079682677,,,2.22119827424301,2.85595794944894,,2.51206688388199,1.94914007917347,,,1.94505271222776,3.20858867217545
CRI,2019,2.7421343400641,1.99566807736416,4.26147004697249,,,2.0961966767718,-2.29742946098165,,2.33124864570432,1.69141382828155,,,0.249117514447775,2.74180730048026
CRI,2020,1.31027093996164,-2.39023414749423,-10.632856321862,,,0.724841973552245,-12.9292954930086,,0.69760357457065,-6.93692718679146,,,-4.79615604117507,-10.8926126546942
CRI,2021,0.884119427579733,4.10204542702917,15.933921657609,,,1.72657485064188,19.2462289043508,,3.38721057883801,8.34499668847263,,,8.59295866500082,5.24509422017539
CRI,2022,4.20787256731036,10.0902873000061,18.500876493387,,,8.27462734695665,8.1177662250426,,10.0382901141679,2.58792303813756,,,0.771248829432324,5.60929772647944
CRI,2023,1.03911720086819,10.5780466670394,9.9593139361599,,,0.525185385816286,5.19035522888178,,0.309051249623394,4.99985261598907,,,3.1270529681522,-2.75797553420217
CRI,2024,0.111563902450939,1.105554188184,4.82567952367889,,,-0.3586482103251,5.97256291246978,,-0.433610225004671,3.50647530308392,,,4.29478602634346,5.42261240544318
CZE,2015,1.25717178535234,1.57868561776849,6.07051875702251,,,0.309364548494855,6.67414298262905,2.55703203471617,0.566994531073291,3.65388531096892,1.5574979576902,1.71471792326638,5.42938581672168,1.38338059147603
CZE,2016,1.61653195567067,0.234766203709796,3.9408320376302,,,0.683504209385831,2.43263235823522,2.92694138567398,1.0425076092901,3.54960822352675,1.58616955256194,1.45170678561605,1.21534660520619,1.89908739545838
CZE,2017,1.99261992619944,1.76691386738088,7.46337405269867,,,2.45053398460161,6.30609750651153,2.87271682951679,2.98486901617021,4.58517209602219,1.45454571132346,1.51691485565011,4.26667412779129,1.60470492300323
CZE,2018,2.35568419360013,-0.937957326836269,3.4940844123071,,,2.14949494949504,5.49941239140225,2.55076997812418,2.89627640287209,3.51166848418757,1.75597506095484,1.91847687210687,4.28616670637973,1.41213916002758
CZE,2019,2.52140444584064,-2.01777939868221,1.19173011455621,,,2.84787595918024,1.19123035415997,2.07610270665351,2.9254852820921,3.02843862528735,2.14324399702217,2.23083839728938,3.66405718877989,0.0614402926807429
CZE,2020,3.6316273368069,-0.196246873544013,-8.57107954734749,,,3.16129528497807,-8.47887989781712,1.53020214380983,2.98891510297155,-6.43878815642549,1.94456969009937,1.73840666834498,-5.03959245886563,-1.37865812351524
CZE,2021,4.990388880674,-1.95706725072533,8.01651503925308,,,3.839844915001,13.5607167287098,1.60640078365043,4.21824240328138,4.15098326375076,1.8643296252271,2.0233309802064,7.28630220054271,0.343649780427938
CZE,2022,12.1963242025214,-1.86965993489578,5.15015738225381,,,15.1001651468374,5.95858845982707,2.04170440921499,14.2844259746628,0.536083685860419,2.22307532642651,2.28447140075627,3.32453795806141,-1.55386425180832
CZE,2023,7.66961652048016,3.76682741039538,3.04743733160861,,,10.6612601411584,-0.649689915944606,2.02454346094042,8.15837630238379,-2.73494472216346,2.29998957688429,2.30116619243852,-2.60404000812284,1.53170777094539
CZE,2024,3.94859834800276,0.475824260131944,1.11679625866637,,,2.35887412034553,-0.340832904122095,1.64955131864737,3.14839618257571,1.84453928421806,2.21762393097605,2.18365070725258,0.0016769797587272,2.60844320823757
DEU,2015,,0.377490842627012,4.30973684629443,1.88471007725603,0.679644235609842,,4.86948292663782,1.64605835763294,0.521303348375667,2.17651775545389,0.797934886060432,0.814648725669059,1.41165685663044,0.790161218377619
DEU,2016,,-1.22273579681463,1.81058939170536,1.0499125072913,0.366697224768743,,3.64451104959981,1.60795757532284,0.721937381659032,2.01292261464752,0.899282578446758,0.929439896887132,2.93572407918326,2.45937914901688
DEU,2017,,-0.930745856209015,4.7571998735044,1.28638575080372,1.70223366270886,,4.52177938725981,1.40011484053147,1.67801189539672,1.83627232291228,0.974375643819243,1.02550555029205,2.78546978390571,1.04282364556337
DEU,2018,,-1.35500976975901,2.6643416191548,1.34332003582166,1.93500979751778,,5.14104750510957,1.1659093045044,1.6851181297321,1.41420328072201,1.09551551027405,1.13704573163653,1.96013061252239,0.653435114503822
DEU,2019,,-0.379876885616781,1.9153906726945,1.34158097686401,1.35362434921915,,3.51733913196391,0.92343976267486,1.43323429524132,1.70462059212113,1.17144724847505,1.15892689181086,1.58535436590064,0.962666343081423
DEU,2020,,-2.6049594236914,-10.2555439398734,0.713436385255605,0.371424055634265,,-8.74413582133164,0.644539057988837,0.554489222960285,-7.02546259726941,0.953238028465805,0.85571475531944,-3.47834074244055,-0.971515564280367
DEU,2021,,-0.50623987694236,9.80037977916422,2.2038567493111,3.21234548460801,,8.85689049699128,0.647723413405402,2.90088839813922,2.26339222012768,0.849034356256155,0.811604039091193,3.02524127514258,0.3843275279648
DEU,2022,,-2.92410412925869,3.20160582891525,3.9430111667309,8.66580212068025,,7.13824601435894,0.764568764357577,6.76077128984217,5.6066989742399,0.771092086113001,0.749821688139164,2.95524827637728,2.62155681383126
DEU,2023,,-0.237341043719567,0.197217905124717,5.11965621989623,6.03018603095894,,-0.25385581042184,0.820330041923881,6.68777469784906,-0.185470768184686,0.698465297601828,0.660061269201435,-0.235452167687143,1.12119070059708
DEU,2024,,-1.50977271380172,0.117500360803973,3.16342524527597,2.4497933115556,,-1.10145803847583,0.645774022422515,2.85105895156191,0.386492548858072,0.538085916595293,0.461927729247805,-0.526222490339251,0.145228557066815
DNK,2015,1.23318863131576,-0.87170905851815,3.23225696420279,,,0.452034153691756,4.06298444613726,1.43525460835053,0.175326436597018,1.97039861630786,1.14318656654019,1.22575678499052,2.48843974928253,1.71511627906976
DNK,2016,0.704443421949847,0.714799737478998,3.66175325496346,,,0.250000000000014,4.28601243756071,1.83066430122526,0.0721209193362427,3.28180576096354,1.4746670094862,1.57022122714579,3.37192707908059,1.67666952462608
DNK,2017,0.887069272229994,-0.400536307757676,4.8057447526988,,,1.14713216957604,4.32235693342065,2.05780510698888,0.960670874484421,2.71365366637831,1.62115368645354,1.70713517862191,2.66996066569823,1.16181017520847
DNK,2018,0.694920171018012,-0.573371485578434,3.40411575489115,,,0.813609467455578,5.70522940746352,2.24965821172894,0.479238270903409,3.75565498325601,1.86792376302127,1.80963282874477,2.95231430186485,1.5189404464203
DNK,2019,0.768406733993231,1.61380029151535,4.41706306300431,,,0.758131572511871,3.05333817140645,2.26023240811318,0.829439141147517,1.77012021101953,1.64672474178282,1.61788142864613,0.83060990942576,1.46884408356902
DNK,2020,0.955944824594482,2.10756580601007,-6.35977231350336,,,0.420711974109764,-3.95374314632768,2.31749657750362,0.173935546746961,-1.27395388815798,1.61987933757008,1.75700712808153,-0.26244643091259,-0.926092429419171
DNK,2021,1.19977066941701,-0.626856178808183,8.81452961997854,,,1.85304543989719,9.49292163522833,2.60953830863794,2.0347336100464,6.83690676254211,2.1201762168678,2.22938633675878,7.56321358963697,1.54278972683547
DNK,2022,4.02580607387404,-0.494912536609718,7.19030354908132,,,7.69656699889241,4.38079773235947,2.7766820528729,7.10004617700014,-2.08682056524745,2.19625181697977,2.25279030606889,-0.291896253260205,2.53820716775404
DNK,2023,4.31177478764188,10.516146693625,10.4472160079783,,,3.30517811226143,3.74538008531846,2.74705606294911,2.89038060215447,1.39215133471018,1.95911482953076,1.64221487087897,-2.86334523638416,0.55783143031465
DNK,2024,1.58309759986095,4.5308253149167,6.36890213365109,,,1.43291922698918,1.17530547433707,2.25055913093657,1.58605998005201,0.194106979573249,1.47903768426117,1.44772836040941,-0.969963847334625,1.45545635780532
ESP,2015,,0.0095600784045331,4.35173817252225,0.335284280936293,-0.629347466048273,,5.0917079425741,0.380817450682926,-0.0753965453334757,2.99564736328566,0.474108020952727,0.566325693904403,4.27585408033764,3.00893527654097
ESP,2016,,2.27234199286703,5.39246103057116,0.667494437546296,-0.336666666666815,,2.64605170686484,0.698611758521196,0.195817280930541,2.65725263617531,0.597669262262329,0.60901956271573,1.97965946988811,2.66147245753818
ESP,2017,,0.135446336010617,5.60718126997558,1.24335689806524,2.03602127161454,,6.69632581948706,1.02534881863259,1.51387008006165,3.07608074932739,0.760238981178091,0.884805963979488,3.12240796183244,2.63472825360998
ESP,2018,,-2.06639639879215,1.66138133093925,1.04330193615847,1.73562455441638,,3.88785883779289,1.36368689897785,1.40177949977596,1.73388202234356,1.0569755378352,1.14795486833526,3.14198485039779,2.6716087289108
ESP,2019,,-0.336905635800733,2.26451554703041,1.06327884771002,0.779708253791313,,1.31842136389324,1.61532628750632,1.06899193545146,1.14164768365103,1.27986834260848,1.32479874666807,1.63961611218572,2.33641051908593
ESP,2020,,-11.5812057215616,-20.0985660794332,0.506029112687258,-0.337284301892822,,-15.1484806898573,1.59746028252161,0.0815058801778719,-12.0713892200113,0.93705020570485,0.705164427123208,-9.04537208506247,-2.91655923111536
ESP,2021,,3.23754376947029,13.3873915228779,0.552076860571091,3.008139861261,,14.9811359981411,1.75243779183184,2.19777565454621,7.105148944565,0.748883940382413,0.784847146842452,7.04821778748956,3.28617349110854
ESP,2022,,5.5028651950055,14.3129477600467,3.79102987664373,8.32256356757011,,7.74334047724142,2.11794758528777,6.5057238919136,4.84877955337474,0.874928174954007,0.899553887065025,3.92642621205719,3.60023092301138
ESP,2023,,2.40313198660942,2.78054225617301,4.12964489624673,3.40027023891643,,0.282330410489664,2.30593436221525,5.37665805375543,1.75349342492667,0.923224780619776,0.955733545908828,1.69626380394403,3.08894025799003
ESP,2024,,1.99397547152032,3.36830948595654,2.91068947212904,2.79297401440535,,2.19077697905465,2.09901592818477,4.00350550035539,2.71693801897165,0.983087282504357,0.989726677063857,2.61550809112005,2.15353276180963
EST,2015,,-3.0190524431212,-1.49673348817171,1.16166342108997,0.0675455932754403,,-2.11508717276217,2.07222347384476,0.165004845504896,4.75023085234288,3.42324659295328,3.27848028387679,1.75865763455681,2.57272036170127
EST,2016,,1.63785413716117,4.80699850426501,1.23998966675279,0.799999999999571,,5.99050389170303,2.33392738110979,1.78153427478222,3.95439571623452,3.47358956439496,3.41766223349092,4.27883210444365,0.581213917927911
EST,2017,,-1.30491029107394,4.82036908707111,1.99688860719962,3.65079365079427,,3.53185807083169,2.66183450004985,4.50301296265141,2.35292703235226,4.06645278737584,4.2190738904045,5.13886015322868,2.16404886561955
EST,2018,,-1.54439540245279,2.88355944736679,1.65516684824254,3.41213629402748,,6.3857295085345,2.68454501371235,3.55941799713804,4.67406982884989,4.30637945662087,4.64564909232904,6.38882915253508,0.937630490073261
EST,2019,,2.35684151784255,5.010352689258,2.40699871393859,2.26834497971502,,3.73578225768418,2.69549588842436,3.03844710967218,4.01177471964533,4.80345966508933,4.77214911948666,3.17590540731481,0.992854456562611
EST,2020,,3.34001591254193,-4.10634815051624,-0.0403107024916949,-0.634262227082445,,0.602680651481478,2.49690588736678,-1.255200633212,-0.855262020661002,4.85520640669843,5.70761789406625,0.904149304529497,-2.19706561406122
EST,2021,,10.1811047750782,22.16142163679,2.767049772774,4.48715029524722,,23.0439945468521,2.81150846543606,3.62860592167156,7.70535083236085,6.3652932785639,5.45013972521697,9.59151433990102,-0.361711848918674
EST,2022,,-1.83934387237828,5.06659312407538,10.2706129163701,19.4470675402785,,5.09263075115899,2.00244541653426,17.6609965787352,2.72678530098231,3.94068628564509,3.95747395221922,-0.593330987501759,4.06970079101227
EST,2023,,-8.31463814382687,-8.96713748779322,8.73367824340792,9.11589778249215,,-6.63742621055964,1.9936313130336,9.12855419186863,-1.58096919466928,4.39730505387807,4.32340301987867,-1.76441793805176,2.81266064788969
EST,2024,,-1.7839872714672,-0.902269483450354,4.91620923377037,3.37520572724443,,-0.22548173657573,1.60523827189856,2.76295542380176,-0.516912443725829,3.85493024704,3.58233113476074,-1.87754700469655,0.4250926474853
