Country,Year,Compensation.rate.total.economy,Dependent.employment.total.economy,Employment.country.specific,General.government.employment,Hours.worked.per.worker.total.economy,Labour.force,Labour.force.participation.rate.as.a.percentage.of.population.aged.15-74,Labour.productivity.total.economy,Total.employment.(labour.force.survey.basis),Total.employment.(national.accounts.basis),Total.population,Total.self-employed,Unemployment.rate,Unemployment.level,Unit.labour.cost.in.total.economy,Wage.rate.total.economy,Working-age.population.age.15-74
FIN,2015,46312.0823550659,2214800.0,,623075.150989903,1604.63957945614,2652000.0,64.5934715231492,0.966623807447941,2401250.0,2518000.0,5480500.0,303200.000000004,9.4551282051282,250750.0,0.945453894551842,37632.7433628319,4105678.07777535
FIN,2016,46784.6567967699,2229000.0,,625970.885594697,1604.41639225439,2651166.66666667,64.402529970752,0.986002592951823,2414583.33333333,2532000.0,5495300.0,302999.999999996,8.92374426353176,236583.333333333,0.93712279641795,37944.8183041723,4116556.7065
FIN,2017,46538.6489479513,2257500.0,,632376.020415896,1598.01637154293,2672083.33333333,64.9688983126495,1.01246507888444,2438500.0,2547300.0,5508200.0,289800.000000001,8.74161858724463,233583.333333333,0.913915675509191,38350.3875968993,4112865.39056654
FIN,2018,47112.7034143394,2316700.0,,633818.051857464,1596.15311803545,2707500.0,65.6659583816103,0.998553542501816,2507000.0,2613599.99999999,5516200.0,296899.999999995,7.40535549399824,200500.000000002,0.938257599409885,39098.7180040575,4123140.91917408
FIN,2019,47948.8271105624,2348900.0,,653000.000000088,1585.61238881302,2716750.0,65.8392955937597,0.997339830162689,2533750.0,2652100.0,5521600.0,303200.000000003,6.73598969356776,183000.000000002,0.95528773462231,39951.466643961,4126335.15516758
FIN,2020,48237.4695440307,2298400.0,,660999.999999948,1577.48988725195,2704833.33333333,65.4332137366804,0.995822267205,2494916.66666667,2589999.99999999,5530700.0,291599.999999994,7.76079857046032,209916.666666667,0.964391286457553,40563.8705186217,4133731.44748516
FIN,2021,50206.597517429,2352400.0,,667000.0,1575.58595225058,2763583.33333333,66.9015360374423,1.0,2552666.66666667,2649700.00000001,5541500.0,297300.000000006,7.63199951753455,210916.666666665,1.0,41780.3094711784,4130821.94672878
FIN,2022,51474.801061008,2450500.0,,682000.000000005,1560.95828610151,2809250.0,68.07257448065,0.980064685740689,2618250.0,2742800.0,5556900.0,292300.0,6.79896769600427,191000.0,1.05274999197945,42807.9983676801,4126845.53424455
FIN,2023,53285.7085362418,2484700.0,,678999.999999941,1552.39525613872,2831083.33333333,68.5486057764676,0.96126656909972,2625750.0,2763900.0,5577400.0,279200.000000001,7.25281841462335,205333.333333333,1.11800381358633,44326.8805087133,4130037.80494866
FIN,2024,53271.3813968423,2478209.5875,,678000.000000011,1546.87327748615,2840416.66666667,68.7016069026011,0.967300907035405,2606716.0,2739094.75430178,5599155.17705117,260885.166801783,8.22768959953053,233700.666666665,1.11786172137158,44782.030974342,4134425.37187456
FRA,2015,46239.7561582383,24720950.0,,6197000.0,1506.82311164469,29513275.0,61.499448080092,1.01272965872776,26441775.0,27521175.0,66313900.0,2800225.00000001,10.4071811752508,3071500.0,0.937732037816244,33080.739211074,47989495.7131392
FRA,2016,46748.7595379643,24920150.0,,6224000.0,1501.47287585761,29568175.0025,61.2806798260326,1.01274147073061,26579675.0025,27719675.0,66563350.0,2799525.00000002,10.1071506771971,2988500.0,0.948839112616665,33526.9851906991,48250403.0412848
FRA,2017,47663.945540472,25222400.0,,6227250.0,1499.49993875493,29609249.9975,60.9558336714588,1.02388041467207,26802999.9975,28046825.0,66830350.0,2824425.00000002,9.4776125711963,2806250.0,0.957198526817256,34234.1490104034,48574924.1936197
FRA,2018,48384.1598895634,25462575.0,,6203500.0,1501.32951793716,29725374.9975,60.8330717756886,1.02979753285043,27021374.9975,28327825.0,67134525.0,2865249.99999997,9.09660517395463,2704000.0,0.965603900526308,34795.7895067565,48863840.2267556
FRA,2019,48359.5450540088,25704150.0,,6209250.0,1510.69867493179,29659424.9975,60.3826448399202,1.03891266734568,27132174.9975,28662025.0,67396275.0,2957874.99999998,8.52090018674679,2527250.0,0.954460818266102,35561.4988241199,49119122.019464
FRA,2020,46662.8204377282,25609500.0,,6217000.0,1385.48431339943,29389050.0,59.5610108428116,0.960586228169069,26995300.0,28645299.9999999,67627275.0,3035799.99999994,8.14504041471228,2393750.0,0.992980950969338,34258.4197270544,49342765.6517803
FRA,2021,48980.7888295187,26247750.0,,6278500.0,1461.80384817452,30118100.0,60.711902900481,1.0,27727600.0,29395200.0,67871275.0,3147450.00000001,7.93708766489254,2390500.0,1.0,36057.0486994123,49608229.2946238
FRA,2022,51328.5889341876,26828125.0,,6290750.0,1487.72234619872,30582350.0025,61.5306019101449,1.00207641715265,28341100.0025,30102900.0,68077550.0,3274774.99999997,7.328573506669,2241250.0,1.04375611385008,37989.7924286546,49702666.7269733
FRA,2023,53483.811074137,27091050.0,,6310250.0,1498.87494304567,30856325.0,62.0129039531595,1.00261698784271,28588575.0,30423650.0000001,68287475.0,3332600.00000006,7.34938460753184,2267750.0,1.08607638868387,39587.679325829,49757910.1009475
FRA,2024,55162.1730171641,27208958.080195,,6386255.60145489,1499.35687859105,31434109.1842195,63.0785986140963,1.00416775912865,29107672.2379773,30724256.8715376,68502805.9190207,3515298.79134262,7.40099530929339,2326436.94624225,1.11230574493968,40793.594839304,49833239.6008475
GBR,2015,34707.4988268419,26637500.0,,5163500.0,1674.03861132087,33110500.0,68.6680658839674,0.988071356745474,31314500.0,,65110000.0,4677000.0,5.4242611860286,1796000.0,0.840870765634567,28869.6386672923,48218192.2175423
GBR,2016,35767.3817427772,26885250.0,,5152250.0,1672.27581997658,33428750.0,68.8244132618861,0.992456583557613,31775250.0,,65648000.0,4890000.0,4.94634109860524,1653500.0,0.858117977940126,29591.9509768368,48571064.2716257
GBR,2017,36778.2357487212,27173000.0,,5153750.0,1673.54571178267,33587750.0,68.8443424503297,1.00892260537816,32087000.0,,66040000.0,4914000.0,4.46814686902219,1500750.0,0.868735919971184,30456.4089353403,48787959.626796
GBR,2018,37803.3560090703,27562500.0,,5183500.0,1667.74964471183,33868250.0,69.1510766829755,1.01139790635775,32458250.0,,66436000.0,4895750.0,4.16319118938829,1410000.0,0.893198688116428,31306.8843537415,48977183.906
GBR,2019,39222.7501825821,27727250.0,,5251250.0,1672.54862981158,34163750.0,69.5114476664455,1.01639819815506,32823250.0,,66797000.0,5096000.0,3.9237495883795,1340500.0,0.917372332140618,32200.0559016852,49148379.363262
GBR,2020,39291.3685875544,27817000.0,,5349000.0,1509.47139592658,34120500.0,69.2378467193385,0.919938408437628,32530750.0,,67081000.0,4713750.0,4.65922246157003,1589750.0,1.0277817077931,32089.3338605889,49280128.7398644
GBR,2021,41017.8956810572,28149250.0,,5495000.0,1614.67009957731,34065500.0,69.170089706157,1.0,32492750.0,,67026000.0,4343500.0,4.61684108555577,1572750.0,0.999999999999998,33697.4519747418,49248887.9871552
GBR,2022,43492.6030846711,28593000.0,,5568000.0,1657.44399918306,34249000.0,68.7061744774488,1.03450155919319,32929000.0,,67791000.0,4336000.0,3.85412712779935,1320000.0,1.02733408832138,35627.4262931487,49848503.8069488
GBR,2023,46776.312926946,28728750.0,,5686250.0,1647.50138495276,34552500.0,68.9566899420416,1.03078744444648,33160000.0,,68350000.0,4431250.0,4.03009912452066,1392500.0,1.10638260541764,38605.4388025932,50107538.5565077
GBR,2024,48783.3769034316,28814839.75,,5801033.73934852,1670.57908009909,34666819.8724815,68.7624894026957,1.03906373109288,33195906.5,,68830118.665546,4381066.75,4.24300059218609,1470913.37248148,1.14685262975237,40200.7441655129,50415306.6208252
GRC,2015,20735.2683786959,2978989.25,,,2042.01042816215,4807700.0,59.5124063329397,1.03676638389483,3610725.0,4323797.2245,10820912.0,1344807.9745,24.8970401647358,1196975.0,0.947520095940757,16010.9957130594,8078483.62424386
GRC,2016,19971.8932030193,3154021.75,,,2049.36530245011,4804475.0,59.7860933518538,1.002680865286,3673525.0,4469359.458,10775979.0,1315337.708,23.5395126418599,1130950.0,0.96656700323683,15526.7453136618,8036107.9485904
GRC,2017,20276.5889397322,3149110.0,,,2053.59303284866,4779725.0,59.6577595371643,1.02260699890807,3752650.0,4446827.72299999,10754688.0,1297717.72299998,21.4881609297606,1027075.0,0.965561011614505,15679.0991508712,8011908.32019502
GRC,2018,19513.1476378217,3377195.25,,,2066.63048711683,4742925.0,59.3079092720793,0.998281714782699,3827925.0,4649235.49150001,10732887.0,1272040.24150001,19.2918926611742,914999.999999998,0.976348577442994,14999.7799878464,7997120.54970862
GRC,2019,19461.2452008455,3478724.75,,,2022.03930063458,4729925.0,59.2110910949673,0.999335796822319,3911025.0,4750091.22175,10721566.0,1271366.47175,17.3131709276575,818900.000000003,0.980693632870105,15002.469362372,7988241.58199312
GRC,2020,19381.6835391417,3344698.0,,,1831.52254562864,4630375.0,58.0999537616875,0.930890613195132,3875400.0,4630399.10575,10698590.0,1285701.10575,16.3048349215776,754975.0,1.0341591777669,14988.7174683634,7969670.71435672
GRC,2021,20109.0023340552,3387023.5,,,1955.76895975583,4605700.0,58.1396118737174,0.999999999999999,3927975.0,4683438.1885,10640409.0,1296414.6885,14.7149184705908,677725.0,1.0,15370.0074274654,7921793.50973971
GRC,2022,20665.0005690312,3488824.75,,,1989.04036307981,4728825.0,60.2276427926083,1.03066290772493,4140625.0,4805099.8095,10578582.0,1316275.05950001,12.4386078994253,588200.000000001,1.00104033039696,15972.7032746486,7851585.71834455
GRC,2023,21809.8838263033,3504041.99980443,,,2001.3575894267,4715250.0,60.2153737516125,1.04454378107697,4193475.0,4851817.70150001,10531525.0,1347775.70169557,11.0656911086368,521774.999999998,1.03692558725049,16906.0728197055,7830641.42298665
GRC,2024,22842.2394047975,3548493.92292334,,,2030.83006537022,4768389.16374434,61.0103256503744,1.05323914507155,4288528.83393351,4924509.19820847,10487810.4174786,1376015.27528513,10.0633633986791,479860.329810828,1.07460500339901,17637.8536442734,7815708.42789803
HUN,2015,3661172.31412398,3999440.0,,832489.98146983,1746.17513291522,4642333.8555302,60.5220475256788,0.897730988447766,4336955.1940456,4299168.75,9843028.0,299728.749999999,6.57812796296003,305378.661484592,0.791843434906586,2936318.83463685,7670483.8076744
HUN,2016,3774506.58880312,4130302.5,,836931.338890418,1760.72282333107,4715440.44191774,61.7668032420312,0.890136773333582,4481176.31694851,4441583.0,9814023.0,311280.499999999,4.96802213610313,234264.124969233,0.822996895147679,3019669.38256943,7634263.38164279
HUN,2017,4036365.47566686,4191310.5,,804675.0,1746.4123855058,4741531.37936911,62.4191706391481,0.910863596154931,4550906.70816005,4519525.0,9787966.0,328214.500000001,4.02031866832085,190624.671209068,0.857718650932424,3348351.54780349,7596274.2388559
HUN,2018,4308995.84673149,4256105.75,,775133.333333333,1729.06424208186,4764873.46337598,62.9488769226435,0.943882664999292,4595379.50325753,4605929.5,9775564.0,349823.750000004,3.55715553458489,169493.960118445,0.880448308321637,3636311.1983296,7569433.63617342
HUN,2019,4712568.36803098,4282063.5,,742316.666666667,1721.13213043266,4781806.86191978,63.3081933191019,0.982052257880592,4622466.21562399,4651672.5,9771141.0,369609.000000001,3.33222672719624,159340.646295795,0.921971957533208,4026056.12924704,7553219.59326389
HUN,2020,4839954.07273832,4234522.0,,730983.333333334,1657.69604714763,4763831.96820848,63.3655429168365,0.946744801668193,4566980.57482912,4615799.75,9750149.0,381277.750000001,4.13220690177674,196851.393379357,0.978850618449531,4213189.11556015,7518016.49432835
HUN,2021,5241366.04642426,4279173.75,,708691.666666667,1689.42899516201,4802327.54862954,64.1901867666762,1.0,4610470.19276777,4681177.25,9709891.0,402003.499999997,3.99509100366371,191857.355861763,1.0,4604536.09765203,7481404.54254391
HUN,2022,6143384.77296901,4346389.0,,671733.333333333,1698.44819195433,4845284.14834887,64.9276221087397,1.02624114151814,4671520.97962405,4755839.25,9683741.0,409450.250000001,3.58623278645135,173763.168724817,1.14185352165463,5502280.16866415,7462592.9473192
HUN,2023,7028513.07964155,4374422.25,,659450.00002564,1668.15683519703,4898063.6155737,66.4272183275567,1.01451488639155,4696872.47251284,4765288.5,9590105.0,390866.250000003,4.10756492466053,201191.143060865,1.32735536764086,6306880.86866786,7373579.29308593
HUN,2024,7941519.12732193,4390092.96804051,,651211.777399818,1671.59073229765,4931235.28808299,67.220091800206,1.01793067102476,4705751.66724975,4775568.72441053,9561031.98020615,385475.756370017,4.57255855096085,225483.620833237,1.4968720458965,7126115.7563825,7335954.40889874
IRL,2015,47228.4724232632,1714958.91125,,404364.284,1682.05626571474,2281000.0,66.409612002009,0.751279264393901,2055625.0,2053551.60975,4695773.0,338592.6985,9.88053485313459,225375.0,1.0860414801889,39646.7964462434,3434743.75355633
IRL,2016,48318.6913308259,1786066.6135,,415308.419,1704.95309130647,2326625.0,66.8829964022708,0.73710238700357,2132275.0,2131697.12875,4752464.0,345630.515249997,8.35330145597163,194350.0,1.13620139218294,40571.7906926208,3478649.47019779
IRL,2017,49700.3540052678,1858855.2485,,430066.578,1726.91653070364,2357875.0,66.7249922340967,0.7940725010833,2199425.0,2198375.26725,4821083.0,339520.018749999,6.72003392885543,158450.0,1.09481033231619,41706.3973806242,3533720.90584541
IRL,2018,51147.0253275322,1923010.06225,,443229.423,1741.0270452382,2404100.0,66.9692349736517,0.827856532535328,2265225.0,2264433.68625,4890407.0,341423.624,5.77658999209684,138875.0,1.08538313589385,43194.1610294088,3589857.3441161
IRL,2019,53238.294940022,1998566.692,,463427.641,1741.99168953217,2458275.0,67.3158640732188,0.845424875627062,2336200.0,2335547.5165,4967462.0,336980.824500001,4.96588054631805,122075.0,1.1147433048884,44893.338517622,3651850.91782549
IRL,2020,54605.1854105939,1940287.701,,463398.718,1618.05664864283,2418800.0,65.2353617392288,0.920713021819619,2278175.0,2277673.76825,5034430.0,337386.067250006,5.81383330577146,140625.0,1.04515338271664,46169.2128181974,3707804.99335451
IRL,2021,56271.5754338649,2084653.652,,489373.114,1632.53254588448,2586975.0,68.8984928403397,1.0,2427125.0,2426715.16625,5091848.0,342061.514250001,6.17903149431286,159850.0,1.0,47383.6900835938,3754762.8305816
IRL,2022,57700.2281872297,2230356.8465,,525770.563,1662.51109469096,2715450.0,70.707443300205,1.01631331474774,2595175.0,2594698.81125,5199746.0,364341.964750004,4.42928428069013,120275.0,1.00956232559322,48709.7157652077,3840401.90573844
IRL,2023,61606.5652815565,2315054.95525,,553867.056341116,1633.50589897356,2804900.0,71.5375648018973,0.926768376921766,2684525.0,2684076.054,5295866.0,369021.098750001,4.29159684837249,120375.0,1.18609123516042,52417.3803160952,3920877.10529058
IRL,2024,64430.088889189,2375741.35951556,,566891.247170331,1615.29766446022,2870163.71983423,72.1456787470004,0.90108523565722,2747651.6393,2745744.18390318,5357902.1182813,370002.824387616,4.26847011156948,122512.080534235,1.27984613727514,54825.7135581941,3978289.16392802
ISL,2015,7352471.37769862,157408.594795,,,1880.0,188825.0,78.9916002141816,0.937344330147465,180325.0,,324500.0,22916.4052049998,4.5015225738116,8499.99999999975,0.772459629297633,,239044.404073358
ISL,2016,8016125.25956966,161595.541915789,,,1883.0,194325.0,79.7281331555891,0.956643287019376,187825.0,,329300.0,26229.4580842115,3.34491187443703,6499.99999999975,0.813316435940181,,243734.541759275
ISL,2017,8712449.92732444,163608.409701328,,,1884.68326609785,196125.0,78.2414554666657,0.986921841815612,189700.0,,337300.0,26091.5902986723,3.27597195666042,6425.00000000026,0.858944160353864,,250666.34922654
ISL,2018,9527702.73181861,164996.126530276,,,1886.03229656584,199375.0,77.1361499835268,1.01668412003967,193150.0,,345800.0,28153.873469724,3.12225705329166,6225.00000000026,0.903130063000832,,258471.54679431
ISL,2019,9737682.91955595,166317.85301301,,,1887.30565319947,202950.0,76.8445616514868,1.02591296386935,194975.0,,351800.0,28657.1469869902,3.92953929539296,7975.00000000001,0.913427655937859,,264104.571147714
ISL,2020,9365468.42630753,167443.141203059,,,1887.58437326053,202175.0,75.4194548433054,0.983980830898449,189175.0,,356200.0,21731.8587969413,6.430072956597,13000.0,0.950420052404191,,268067.437533256
ISL,2021,10296423.8522291,168668.638359135,,,1887.58437326053,208400.0,76.7283657516723,1.0,195925.0,,361600.0,27256.361640865,5.98608445297505,12475.0,1.0,,271607.505201501
ISL,2022,11937262.6114545,170022.040913423,,,1887.58437326053,217575.0,78.2143598165364,1.01966608825523,209425.0,,370100.0,39402.9590865768,3.74583476961967,8150.0,1.07224141497045,,278177.818638873
ISL,2023,13286223.2918298,171386.303213138,,,1887.58437326053,226900.000004545,79.3386476235752,1.02268388614964,219325.000003596,,379500.0,47938.696790458,3.33847509951411,7575.00000094926,1.14529459624006,,285989.245847849
ISL,2024,13986091.9797169,172761.512397225,,,1887.58437326053,239088.173568697,81.8300728953694,0.978305501825093,230779.367051501,,386842.940133532,58017.8546542763,3.47520598496203,8308.80651719576,1.20737174445338,,292176.415233557
ISR,2015,146715.175657554,,,771789.792,1894.40802120038,3845485.51514167,68.7036830452923,0.842541527316137,3643488.96208334,3937457.75225001,8377100.0,,5.25282314191446,201996.55305833,,,5597204.31960913
ISR,2016,152643.011279191,,,775977.231,1918.52999361959,3926084.04356667,68.7753613460999,0.859383249641756,3736643.45175,4031969.3295,8543375.0,,4.8251792298508,189440.591816665,,,5708561.85518145
ISR,2017,158180.143332652,,,796322.167,1920.62959959192,3992970.12751667,68.6022660496752,0.876420050369638,3824414.36875,4129006.10700001,8709725.0,,4.22131279182639,168555.758766667,,,5820463.89637529
ISR,2018,164888.55821842,,,825169.528,1910.71556690425,4067669.25385833,68.4692521344886,0.896736143781158,3905403.86591667,4205127.36075,8881292.0,,3.98914901421135,162265.387941668,,,5940869.9920784
ISR,2019,170430.687216243,,,835387.067,1894.95244368014,4122727.45839166,67.9893776188972,0.91698820824147,3965558.46533333,4266621.01625,9051050.0,,3.81225765332657,157168.993058332,,,6063781.72999451
ISR,2020,173235.533472967,,,856059.095,1778.43268348559,4088623.464775,66.1639689748136,0.92627794224041,3912886.673,4164609.36575,9214325.00000001,,4.29818967897233,175736.791775,,,6179531.74231643
ISR,2021,184306.911468381,,,886709.711,1877.382985673,4164404.51411667,66.2593925506611,1.0,3957946.02408333,4221305.42275,9367350.00000001,,4.95769537597683,206458.490033332,,,6285002.55406449
ISR,2022,192015.833600398,,,911757.828518295,1890.85162172875,4350489.19169167,67.9829146201999,0.99929418780886,4186665.9865,4486958.65899999,9550950.0,,3.76562721968206,163823.205191667,,,6399386.10457722
ISR,2023,198770.360591688,,,998279.293762412,1879.98904696949,4477789.32639167,68.5038817296964,0.98927944445763,4323316.27991667,4616845.53375,9756500.00000001,,3.4497613714104,154473.046474998,,,6536548.31424034
ISR,2024,205207.921000654,,,1000250.0,1907.03069454185,4504344.89894507,67.6836921284413,0.988353436378139,4370239.21222317,4646838.6199128,9924954.85138469,,2.97725173650237,134105.686721898,,,6654992.89015928
ITA,2015,36238.1870444542,17907775.0,,3385100.0,1684.6815299151,25138414.25,55.5406730685005,0.999391405910179,22126434.6666666,24303200.0,60229600.0,6395425.00000002,11.9815814688207,3011979.58333338,0.908240346282778,26594.4931740543,45261270.4548896
ITA,2016,36378.2991923692,18294250.0,,3400500.0,1694.39073659434,25411340.3333334,56.3086268891478,0.998641471934132,22441916.75,24650825.0,60115200.0,6356575.00000001,11.6854268384977,2969423.58333333,0.918983500929862,26818.5249463629,45128680.5188119
ITA,2017,36580.3314313854,18682600.0,,3372100.0,1696.76359645828,25613918.9166667,56.912809867207,1.00370602830377,22729544.0,24940900.0,60002300.0,6258300.00000001,11.2609668440461,2884374.91666668,0.928021565055338,26955.3327695289,45005542.6474828
ITA,2018,37130.7708445763,18947075.0,,3386900.0,1688.42376814529,25666499.0833334,57.0922706143356,1.00037978518737,22949567.1666666,25193975.0,59877200.0,6246900.0,10.5855181411592,2716931.9166667,0.948869110078336,27260.2763223347,44956171.4872286
ITA,2019,37608.0919169776,19112900.0,,3404200.0,1678.8327611748,25627029.75,57.0967767628988,0.998407573092518,23097553.5,25349025.0,59729100.0,6236124.99999996,9.87034500164811,2529476.25,0.965451654891237,27555.4520768696,44883496.4124496
ITA,2020,36077.6992170703,18778825.0,,3381200.0,1510.18695513091,24674836.5,55.1983752304728,0.928028450059119,22373403.3333333,24830100.0,59438900.0,6051275.00000004,9.32704525384251,2301433.16666665,0.999445828545576,26346.1638308041,44702106.53298
ITA,2021,38515.0871439073,19147925.0,,3455300.0,1646.5005988408,24921479.6666667,55.9216230656726,1.0,22555118.6666667,25069425.0,59133200.0,5921500.00000002,9.49526686075993,2366361.00000003,1.0,28182.6986475036,44565014.9270519
ITA,2022,39997.2542720185,19594075.0,,3475900.0,1692.04340307554,25145303.1666667,56.5418461619553,1.02820269613521,23112225.5833333,25554250.0,59013700.0,5960174.99999998,8.08531744420746,2033077.58333335,1.01392268029697,29326.0896469979,44472023.5958371
ITA,2023,41263.4770383786,19987700.0,,3528100.0,1705.75695931907,25522042.5,57.4039766961863,1.01743074463245,23567213.4166667,26029950.0,58993500.0,6042249.99999996,7.65937555089233,1954829.08333335,1.05862518711396,30262.9717276125,44460408.4401275
ITA,2024,42875.2588816735,20297678.789,,3565448.88724094,1703.696932935,25630213.7756667,57.7081149275252,1.00836463468478,23956076.7964936,26390140.1263923,58937545.0362093,6092461.33739231,6.53188847282461,1674136.97917308,1.11169486411962,31465.6330684878,44413534.9211377
JPN,2015,4598855.07864805,56634166.6666667,,4985833.33333333,1719.0,66251666.6666666,70.0586672127986,1.03736015024836,64021666.6666666,,127110000.0,7387499.99999998,3.36595305778471,2230000.0,0.911323088814328,3905728.87391298,94565982.0581964
JPN,2016,4642832.50803579,57555000.0,,4970833.33333334,1714.0,66785833.3333334,71.0699666932587,1.03414235399317,64705000.0,,126933000.0,7150000.0,3.11568072071175,2080833.33333335,0.928001289016498,3940740.16158457,93971949.6726151
JPN,2017,4663688.82917905,58306666.6666667,,4989166.6665,1709.0,67322500.0,72.128480859038,1.03989610984517,65425000.0,,126706000.0,7118333.33333335,2.81852278213079,1897500.0,0.928784087619385,3952765.83581066,93336916.5663833
JPN,2018,4721614.78599222,59538333.3333334,,5020000.00025,1680.0,68490000.0,73.8426414917438,1.02473731993636,66820000.0,,126443000.0,7281666.66666665,2.43831216235947,1670000.0,0.954045027778691,4008301.65439633,92751286.5417439
JPN,2019,4755642.79789881,60283333.3333333,,5026666.667,1644.0,69119166.6666667,75.01800280739,1.01043399326025,67493333.3333333,,126166900.0,7210000.0,2.35221778811954,1625833.33333333,0.976873505084462,4033993.91761128,92136772.61461
JPN,2020,4719800.03052969,60050833.3333334,,5026666.667,1597.0,69021666.6666667,75.2629467567423,0.973956751960381,67102500.0,,125708400.0,7051666.66666665,2.78052785357253,1919166.66666665,1.00777814372368,3992672.31928505,91707366.8265367
JPN,2021,4801228.33991274,60162500.0,,5026666.667,1607.0,69073333.3333333,75.465689107344,1.0,67124166.6666667,,125502000.0,6961666.66666667,2.82188012740084,1949166.66666667,1.0,4061161.02223146,91529454.1802725
JPN,2022,4887082.59766056,60413333.3333333,,4212250.0,1607.0,69020000.0,76.2465499406693,1.01003920599163,67226666.6666667,,124947000.0,6813333.33333334,2.59828069158697,1793333.33333333,1.01042327053999,4135769.14588391,90522128.6126486
JPN,2023,4943579.24621462,60760000.0,,4245465.79123453,1611.0,69252500.0,77.3521363590135,1.02311273874591,67470000.0,,124352000.0,6710000.0,2.57391429912274,1782499.99999997,1.01117362874282,4147455.17257061,89528878.2698635
JPN,2024,5087223.4094602,61163276.0405688,,4281812.14452994,1603.7828089066,69521337.3333333,78.5518960459408,1.01605156055696,67752354.2731076,,123754446.189225,6589078.23253887,2.54451816964337,1768983.06022572,1.05034526763485,4256574.53064311,88503703.707768
KOR,2015,40632994.5100491,19402116.6666667,,,2083.0,27154841.6666667,65.9019082967839,0.890111165070003,26178625.0,26179350.0,51015000.0,6777233.33333332,3.59500040048119,976216.666666701,0.888199750993924,34923643.2107493,41204939.8393398
KOR,2016,42035916.4229491,19669275.0,,,2068.0,27420300.0,66.1315532531242,0.910336572768987,26410016.6666667,26409550.0,51218000.0,6740275.00000007,3.68443574043072,1010283.33333333,0.902883453369814,36329102.1148467,41463263.2248126
KOR,2017,43482528.4628911,19933850.0,,,2018.0,27748216.6666666,66.6932909787864,0.930445598267928,26725450.0,26725875.0,51362000.0,6792024.99999997,3.68588251617374,1022766.66666667,0.915100665519897,37692939.3970558,41605709.1492047
KOR,2018,45512530.1864714,20083500.0,,,1993.0,27901908.3333333,66.8635000359719,0.956518792439216,26823516.6666667,26823075.0,51585000.0,6739574.99999997,3.86493874821588,1078391.66666667,0.935306868525511,39356631.0653023,41729655.6691205
KOR,2019,47084868.6522597,20440016.6666667,,,1967.0,28182666.6666667,67.2844975735302,0.967796799557835,27123700.0,27123900.0,51765000.0,6683883.33333329,3.75751052656482,1058966.66666667,0.962525195364205,40537158.7270395,41885824.6446263
KOR,2020,48475658.6252166,20331808.3333334,,,1908.0,28021716.6666667,66.7631789945482,0.968656100110338,26908883.3333333,26910075.0,51836000.0,6578266.66666665,3.9713246214395,1112833.33333335,0.992661123032196,41550081.8299077,41971813.0392725
KOR,2021,50050152.0269457,20752900.0,,,1910.0,28294058.3333333,67.454498850721,1.0,27271600.0,27269050.0,51745000.0,6516150.00000001,3.61368567664527,1022458.33333333,1.0,42776445.7015646,41945398.4766072
KOR,2022,51338278.6902401,21501650.0,,,1901.0,28916766.6666667,69.0042422432742,0.997246626140045,28088583.3333333,28090175.0,51628000.0,6588525.00000003,2.86402467772452,828183.333333352,1.03452713107075,43820269.6072162,41905781.0456359
KOR,2023,52700107.276066,21828416.6666666,,,1872.0,29200158.3333333,69.4858288351823,0.999610850913788,28416133.3333334,28417225.0,51689000.0,6588808.33333336,2.68500256419834,784024.999999974,1.06318029925415,44774488.9116252,42023184.9037809
KOR,2024,54010348.9990071,22065499.0126361,,,1867.60265793671,29364957.575,69.820466044406,1.01607406183103,28585788.55,28595323.1665142,51667844.0560768,6529824.15387814,2.6533974142818,779169.025,1.07685239177371,46107875.1811132,42057808.030562
LTU,2015,13283.8169115592,1178714.5,,313488.0,1894.55114513907,1468875.0,66.3831145589333,0.82161648074504,1334925.0,1343897.5,2904910.0,165183.000000003,9.11922389583865,133950.0,0.728832328630799,12629.0729326678,2212723.83761983
LTU,2016,14127.2845323809,1204139.75,,311433.0,1918.1399215901,1477550.0,67.8797454023965,0.825576452506249,1361400.0,1373187.0,2868231.0,169047.250000002,7.86098609184124,116150.0,0.771223072994816,13413.7164890179,2176717.06227088
LTU,2017,15464.1002695142,1200215.25,,308438.0,1875.90573743044,1457925.0,68.26670716383,0.869443800322359,1354800.0,1364042.75,2828403.0,163827.500000002,7.07340912598385,103125.0,0.804351192926822,14655.8059512694,2135631.05731934
LTU,2018,16687.0200308078,1221443.5,,308177.0,1884.33499452429,1464750.0,69.6145500205673,0.899618093159216,1374700.0,1383129.5,2801543.0,161685.999999998,6.14780679296827,90050.0000000026,0.841903962554691,15766.937337835,2104085.99864144
LTU,2019,18447.2305488704,1227534.75,,310479.0,1886.00969347721,1470375.0,70.2057796777143,0.936709040976834,1378400.0,1390493.75,2794137.0,162958.999999998,6.25520700501573,91974.9999999999,0.893557752160586,17831.3431705294,2094378.84850774
LTU,2020,19688.3237546583,1210144.75,,310083.0,1805.93290102039,1484125.0,70.7958588099666,0.952971258700874,1358150.0,1367350.5,2794885.0,157205.749999997,8.48816642802998,125975.0,0.939761861795805,19009.1160416967,2096344.36949731
LTU,2021,21994.6596475776,1226227.5,,313295.0,1833.37090348435,1473425.0,69.8342147757207,1.0,1368650.0,1386180.25,2808380.0,159952.749999997,7.11098291395898,104775.0,1.0,21236.6638303251,2109889.836568
