Country,Year,Compensation.rate.total.economy,Dependent.employment.total.economy,Employment.country.specific,General.government.employment,Hours.worked.per.worker.total.economy,Labour.force,Labour.force.participation.rate.as.a.percentage.of.population.aged.15-74,Labour.productivity.total.economy,Total.employment.(labour.force.survey.basis),Total.employment.(national.accounts.basis),Total.population,Total.self-employed,Unemployment.rate,Unemployment.level,Unit.labour.cost.in.total.economy,Wage.rate.total.economy,Working-age.population.age.15-74
CHE,2018,88845.4410576989,4594288.69775,,,1551.41571943214,4906451.26766507,75.3901760632262,0.966639083667768,4674718.37311887,5064547.98404048,8514328.5,470259.286290477,4.72302448153071,231732.894546195,0.983258348386168,74918.9892436598,6508077.74152199
CHE,2019,90342.4149287574,4651181.18325,,,1549.09519029995,4921645.13324848,75.3543031813552,0.970734303601933,4705729.75895293,5101729.55851287,8575280.0,450548.375262867,4.38705693827696,215915.374295548,1.00059054945729,75983.7551914185,6531339.18762881
CHE,2020,89511.3976718798,4636395.91775,,,1498.79742858187,4933311.82346688,75.2198679145889,0.953274098959946,4695261.18893482,5076207.49521339,8638166.5,439811.577463386,4.82537173911658,238050.634532068,1.01139533881804,74329.8049816337,6558522.31629626
CHE,2021,92952.0995424981,4660304.904,,,1533.40098611927,4954994.73391133,75.1268205673754,1.0,4707238.06975461,5108492.84177272,8704545.5,448187.937772717,5.00013980763917,247756.664156725,1.0,77700.6391221736,6595507.03262836
CHE,2022,96840.6985315691,4725520.715,,,1537.37258696869,4956462.58603152,74.7727131328141,1.01622015415401,4752234.90534909,5183733.02538264,8777088.0,458212.310382637,4.12043220618651,204227.680682428,1.02446330804883,81059.8658014771,6628705.0159965
CHE,2023,98032.65109997,4830883.92418417,,,1529.03114127223,5052474.79181304,75.4517092057745,1.00142335506901,4848306.51560759,5299525.53346503,8888101.0,468641.609280867,4.04095586060675,204168.276205448,1.05235410357331,82430.7199888372,6696302.63515139
CHE,2024,100113.161051966,4880390.01293802,,,1525.90309913606,5094904.06818103,75.7795642659749,1.00584739757778,4885508.59281108,5347176.94476303,8946167.95062178,466786.931825006,4.10990025656577,209395.475369952,1.07129309454085,84372.2775463971,6723321.93716327
CHL,2015,,,,,,8854809.30035907,65.6303101710654,0.887349886542613,8294382.52789928,,17971423.0,,6.3290665383055,560426.77245979,,,13491951.0166553
CHL,2016,,,,,,8995854.550221,65.7998680520564,0.891114258125804,8394399.69443344,,18167147.000002,,6.68591129869677,601454.855787553,,,13671538.8898715
CHL,2017,,,,,,9240990.83136607,66.4646794306802,0.884017151505196,8597534.9511254,,18419192.000603,,6.96306155890372,643455.880240668,,,13903611.5279906
CHL,2018,,,,,,9485241.852491,66.7590692778298,0.900029022208429,8785203.39443892,,18751405.00056,,7.38029107679781,700038.458052085,,,14208169.6990359
CHL,2019,,,,,,9671794.06708531,66.5849376094248,0.886000886820922,8972681.88056743,,19107216.000007,,7.22836096042486,699112.186517882,,,14525498.4300178
CHL,2020,,,,,,8808971.15962163,59.3741313317145,0.945805723104796,7869868.04342928,,19458310.0,,10.660758210868,939103.116192354,,,14836379.0122793
CHL,2021,,,,,,9108626.5281666,60.5406326716805,1.0,8303379.07298936,,19678363.006851,,8.84049261090221,805247.455177247,,,15045476.2796482
CHL,2022,,,,,,9619770.30936346,63.2419030303297,0.956632587611485,8861516.36421083,,19828563.0,,7.88224584130227,758253.945152632,,,15211070.2689481
CHL,2023,,,,,,9935379.96385472,64.714455522274,0.93719035141629,9072337.12487107,,19962000.0,,8.68656097827594,863042.838983651,,,15352643.9860644
CHL,2024,,,,,,10198703.7644198,65.881536241286,0.932127770997339,9339324.23513716,,20074079.9617436,,8.42636034081829,859379.52928261,,,15480367.2565676
COL,2015,,,,,,22971026.6666666,,0.868011257736526,20859984.25,,45348453.1670001,,9.19002205386839,2111042.41666665,,,
COL,2016,,,,,,23137904.5833334,,0.883129257390559,20930862.75,,45844571.0,,9.53864177883732,2207041.83333335,,,
COL,2017,,,,,,23389467.4166667,,0.88678413750171,21127949.5,,46421760.6670001,,9.66895858028456,2261517.91666665,,,
COL,2018,,,,,,23625004.8333333,,0.903377509562506,21271705.6666666,,47241101.333,,9.96105263583399,2353299.16666665,,,
COL,2019,,,,,,23911939.3333333,,0.93049989080694,21309813.0833333,,48322807.2500001,,10.8821213274517,2602126.24999998,,,
COL,2020,,,,,,22822045.8333333,,0.966071432555546,19050247.3333334,,49260971.25,,16.5269955530936,3771798.49999997,,,
COL,2021,,,,,,23654636.1666667,,1.0,20391741.4166667,,49941373.7500001,,13.7938910876084,3262894.75000003,,,
COL,2022,,,,,,24813516.0833333,,0.993005308064062,22032180.0833334,,50495179.417,,11.2089555976637,2781335.99999998,,,
COL,2023,,,,,,25364698.3346524,,0.965913682208279,22788393.7512227,,51027875.574,,10.1570479941804,2576304.58342972,,,
COL,2024,,,,,,25667971.5882815,,0.97232233162735,23052194.9294619,,51596811.1026428,,10.1908195192714,2615776.65881963,,,
CRI,2015,,,,,,2276103.5,,,2057301.50000001,,4829653.75,,9.61300749284884,218801.999999995,,,
CRI,2016,,,,,,2206179.0,,,1995747.75,,4887976.25,,9.53826729381432,210431.25,,,
CRI,2017,,,,,,2255847.0,,,2051236.75,,4944803.5,,9.07021841463539,204610.25,,,
CRI,2018,,,,,,2359643.75,,,2117052.5,,5000927.75,,10.280842182215,242591.25,,,
CRI,2019,,,,,,2464956.0,,,2175098.0,,5055237.75,,11.7591551329922,289858.0,,,
CRI,2020,,,,,,2406532.5,,,1938173.0,,5108539.25,,19.4620060190336,468359.5,,,
CRI,2021,,,,,,2440770.5,,,2039832.0,,5161049.5,,16.4267185300707,400938.5,,,
CRI,2022,,,,,,2454023.0,,,2154252.25,,5211340.5,,12.2154824954778,299770.75,,,
CRI,2023,,,,,,2299896.5,,,2094838.5,,5260078.25,,8.91596643588092,205058.0,,,
CRI,2024,,,,,,2384238.85885,,,2208433.472375,,5295968.19564403,,7.37364823253476,175805.386475,,,
CZE,2015,426892.062973065,4423970.75,,,1751.55288805305,5119964.47214483,62.5442894824094,0.901842665454977,4870045.14210503,5175096.25,10507550.0,751125.500000003,4.88127078614483,249919.3300398,0.759313017399771,328195.886014843,8186142.19541949
CZE,2016,447986.125599716,4462319.0,,,1771.78309799298,5160468.67973898,63.2680276798789,0.914912996786927,4962531.55555188,5228533.0,10513668.0,766213.999999999,3.83564238969689,197937.1241871,0.784161027852497,343894.956859875,8156518.97013406
CZE,2017,481034.394038594,4532856.75,,,1779.92779388072,5187828.68655399,63.8550227179446,0.951145055444939,5042165.54372941,5298118.75,10520948.0,765262.0,2.80778629414109,145663.142824583,0.811931533400546,369659.817729735,8124386.25144534
CZE,2018,520840.901497599,4594355.0,,,1787.9424142365,5227149.85231662,64.5581210704139,0.96679730817026,5113367.93788583,5359131.0,10534226.0,764776.000000004,2.17674866123004,113781.91443079,0.866641642183522,399628.021778901,8096812.24553506
