chi,Obs_Ly,Obs_Dcum,Obs_bT,Frontier_A_output_impr_pct,Frontier_B_deaths_impr_pct,Frontier_C_debt_impr_pct,Planner_total_below,Planner_total_above,Weighted_gain_pct
0,295.726861817728,2504.7455619603,73.7570765046901,73.6107891181992,22.2932268671544,8.95908756282472,22.7665664373371,0,31.3321960258507
0.25,290.661016808774,2504.7455619603,73.6938223560231,74.720418298627,22.157968247813,8.78358986720809,20.5476482305707,4.38482613078626,32.3479708232594
0.5,285.650675996927,2504.7455619603,73.6305682073561,78.7251024188259,22.2782575382765,8.60765794578093,19.2562898835389,6.01354480496284,34.6211354677536
