Metric,Col1,Col2,Col3
Gain_base_vs_NA_vs_Diff,34.6211354677536,28.7507544838428,5.87038098391079
Trough_planner_NA_obs,-7.07199126446593,-8.85943185892007,-11.7949678953488
Frontier_base_ABC,78.7251024188259,22.2782575383027,8.60765794578095
Frontier_NA_ABC,69.3540776523569,18.2469745827227,6.86989668714193
