Pair,maxdiff_S,maxdiff_F_above,maxdiff_F_loans,maxdiff_F_guar,maxdiff_F_DI
A_vs_B,60.539644340321,0.663169184269618,0.263533562904763,0.938565950823405,3.66419506891678
A_vs_C,34.3953544559536,3.22630205481501,0.263533562904763,3.75196753976912,3.66419506891678
B_vs_C,51.2327932738682,2.56313287054539,2.2195784889424e-16,3.75196753976912,4.47713682027933e-16
