Country,Year,Balance.of.primary.income.as.a.percent.of.GDP,Balance.of.secondary.income.as.a.percent.of.GDP,Competitors.price.of.goods.and.services.exports,Contribution.to.world.trade.growth.goods.and.services.in.USD.OECD.reference.year.prices,Current.account.balance.as.a.percentage.of.GDP,Export.market.for.goods.and.services.volume.in.USD,Goods.and.services.trade.volume.in.USD,Indicator.of.competitiveness.based.on.relative.consumer.prices,Indicator.of.competitiveness.based.on.relative.unit.labour.costs.in.total.economy,Net.exports.of.goods.and.services.as.a.percent.of.GDP,Price.of.commodity.exports,Price.of.commodity.imports,Share.of.country.s.trade.in.world.trade.volume.in.USD.at.OECD.reference.year.prices,Terms.of.trade.goods.and.services,nan
CAN,2016,-0.624871947411425,-0.104762445477368,0.905263349770515,0.0206923247315013,-3.08827050631069,539140010376.299,606978689649.881,96.302897385063,92.9866954508381,-2.35853737407649,0.632619153964635,0.65872657461842,0.0251562011673707,0.963937047781141,
CAN,2017,-0.406607179812028,-0.203910884636892,0.918588158280038,0.0784414229179717,-2.80280532793681,565618526598.347,625742929918.253,97.705494581924,94.0560180863946,-2.19224054850859,0.713889310487473,0.719114279465816,0.0245132134325672,0.999999628708966,
CAN,2018,-0.280586400080512,-0.147248593825131,0.962557833914846,0.0874482620597197,-2.37691077638745,589151751730.071,647871704851.116,97.3224132399288,94.0460988518258,-1.94907578248181,0.827229856344178,0.807041392324043,0.0243892119893369,1.00812217491773,
CAN,2019,-0.358192104559072,-0.128675985914367,0.962289600196327,0.0271381873555076,-1.9529617304564,596694846647.997,655017637295.949,96.3008775014744,93.1474625712419,-1.46609363998297,0.799769043359966,0.785292892315273,0.0243028121138355,0.99862860406576,
CAN,2020,0.480426493350452,-0.287949662399962,0.957212281847929,-0.225356321907141,-2.01695363307887,544015104466.577,594795833865.976,95.1318801622553,92.8371420792883,-2.20947549838382,0.710464246520346,0.744819373474046,0.0239547060602315,0.96643082943333,
CAN,2021,0.195977709472282,-0.189740429847886,1.0,0.12976749687151,0.0147787771991951,615919089232.118,626699020055.415,100.0,100.0,0.0085414975747984,1.00000000000001,1.00000000000001,0.022875475713178,1.09386900921976,
CAN,2022,-0.356273386772565,-0.141435878077226,1.09647902275619,0.125048132583857,-0.366510514916941,663826424173.835,660661931343.08,98.6138684342099,99.8367696074259,0.131198749932849,1.30024295104247,1.26814178618348,0.0228632326980069,1.14503235070407,
CAN,2023,-0.0023512001493703,-0.269281570048477,1.12171868489074,0.0714011541550763,-0.725518128444715,660885276696.844,681114510795.525,95.2282508130449,98.3795905855733,-0.453885358246868,1.19220009795685,1.18762071432787,0.023330512287752,1.0766704358026,
CAN,2024,-0.0070454849244337,-0.111863689885113,1.12892744909915,0.0276213647875419,-0.868673022445159,693619396726.169,689178476585.712,94.1710191709681,98.6111844413803,-0.749763847635613,1.2030591037453,1.24896286649439,0.022801047933735,1.06737391279474,
CHE,2015,1.12683649218157,-1.77726929149241,0.923646205132731,0.0881121867741262,8.87620205803806,422363184766.387,469023474858.529,104.008086996616,108.157124929551,10.4552557840908,0.809105630845572,0.730343575240967,0.0198830704407228,0.999999999999998,
CHE,2016,-0.404157271815866,-1.39325005234042,0.908118583241247,0.11762785087974,7.27611545006428,433142917503.325,495543479546.437,102.939483749612,105.688683864671,10.0367668673852,0.786691579798373,0.69522945368453,0.0205277992058729,0.976796587171488,
CHE,2017,-1.08627548221917,-1.9049073909317,0.946800336823642,-0.0049021043131502,5.31362864323757,458528628312.719,494411855287.395,100.824276797385,103.380369988857,9.15129198913179,0.804929888242772,0.757529165091355,0.0193657032247442,0.961020637014748,
CHE,2018,-2.88765068797107,-1.26310274285593,0.994381133718242,0.0418556725542071,5.59796780823213,480190460687.346,504634514969.876,97.6753070734308,98.0075426274968,10.6267374820094,0.829146896798978,0.832886778860126,0.0189976083332876,0.957969040664818,
CHE,2019,-3.23375853233409,-1.67151555516574,0.979226170435867,-0.0039019569713053,4.11440460798226,488357943695.758,503642449969.981,99.0617206113414,100.066950241608,9.89520700309783,0.806447188927504,0.804551128110548,0.018686251584687,0.956603191938576,
CHE,2020,-3.27462741607998,-2.18730697948002,0.90649015124777,-0.0873058512012153,0.491996359945488,443095497309.446,481109668711.566,102.63698637175,101.964684754163,6.30007892561172,0.760073411055414,0.720459240507575,0.0194532283636702,0.927158230887155,
CHE,2021,-3.60872188860216,-1.58875434173007,1.0,0.202117045828947,6.75488175907754,491608942602.65,529105673389.454,100.0,100.0,11.9219085698754,1.0,1.00000000000001,0.0192989502345572,0.9370757944159,
CHE,2022,-2.61866427336816,-1.33576221707403,1.11101399519384,0.122210903918088,9.38502636044573,524501969771.331,561196812958.377,100.674256907829,103.948807341565,13.7697929809954,1.23965874031061,1.28517062793203,0.0194209059839724,0.94497517108861,
CHE,2023,-2.89561578968334,-1.52823242800362,1.02514852841507,0.0357858148698611,6.51100067921813,529836301835.645,571109896880.119,102.210093045348,106.087378423029,11.4261952246831,1.09860456055454,1.09631093165078,0.0195635623741923,0.933554312176235,
CHE,2024,-3.34343261591132,-1.02033026359807,0.999116087648111,0.0183185318952627,7.31015649724172,542778097810.051,576457931478.195,103.060725379607,105.850376852716,13.1881281060706,1.31356780244042,1.14590023349664,0.0190756614278934,0.927839017364579,
CHL,2015,-2.47386283331453,0.60724645261765,0.755507850856009,-0.0080367621223195,-2.81623480566259,76294646084.372,89787461483.113,102.972133126039,92.1041825798373,-0.813802610778573,,,0.0038069579385126,0.918623895815244,
CHL,2016,-2.78677921603445,0.417940017505134,0.749081395938633,0.0037425145375738,-3.0142957077312,78150253254.872,90667733322.9914,104.889812933189,96.1250662916799,-0.346515771059963,,,0.0037575345804222,0.939389641604759,
CHL,2017,-3.88364181434195,0.385525283645822,0.750127404924662,0.0078504076874437,-2.51756547473768,83049541509.9144,92567173384.9322,108.163878858667,101.450555766925,0.645418853341964,,,0.0036255059816433,1.02561273095863,
CHL,2018,-4.08397898336983,0.606727754095685,0.782014644817084,0.0228338271285457,-4.50689537451449,87074339271.5169,98356903921.3977,110.011525858651,106.139729250972,-1.08107904719873,,,0.003702543497004,1.00000000000002,
CHL,2019,-3.72748796814292,0.326588592538327,0.834783618206839,-0.0087532607996415,-5.15298019747018,87498493980.6276,96038250520.4677,104.985764281453,104.625230276884,-1.86894283713868,,,0.0035633083720289,0.980568039602398,
CHL,2020,-6.22902559378299,-0.164943645861916,0.914145404907637,-0.0234095880222795,-2.17273768543731,82226388784.454,89758154974.2057,97.0585123552276,97.3908778660731,4.35200907298291,,,0.0036294203639302,1.07679684515025,
CHL,2021,-5.62020009461423,-0.841807896960255,1.0,0.0468874798877603,-7.16416260185248,90832960923.0731,101333717412.627,100.0,100.0,-0.739028453452622,,,0.0036964999695517,1.20952816222377,
CHL,2022,-4.71019545346182,0.0133813229353092,1.23531162064405,0.0057283487611647,-8.53723516169697,92687923292.1376,102893147215.61,94.6507446335754,100.514886377657,-3.92041830179904,,,0.0035617484183628,1.12529034664513,
CHL,2023,-5.07710020953215,0.096462543050967,1.1472260806327,-0.0208159700535283,-3.38103586485708,95320644665.9146,96921118533.7146,102.962217661961,112.502979815114,1.31205533264339,,,0.0033199914385489,1.15085285373772,
CHL,2024,-6.30710789584104,0.0784463720631742,1.27873925553046,0.0116787009049972,-2.45285014192156,99123409474.4448,100330676507.99,95.0034195513466,108.792178046256,4.02381032900597,,,0.0033189953074627,1.19668665564777,
COL,2015,-1.79479976169716,1.97272555059728,0.644287659316061,0.0003292629564355,-6.32008703696608,47103950460.0445,61042606167.0616,117.097831425363,112.932101560033,-7.06034109945163,0.501424605442859,0.508507888859186,0.0025882540537194,1.0,
COL,2016,-1.86803626708791,2.18487438948716,0.687807450769639,-0.005363581407821,-4.46140529703941,47762479509.9833,59788564819.6246,113.874306979411,106.526581266553,-6.76837442780697,0.48185567855478,0.524312854493124,0.0024776437394313,0.960807210800123,
COL,2017,-2.58179167767082,2.20762942596477,0.692900662040454,0.0043077654608389,-3.17460307581322,50410793990.4304,60819085824.5934,119.144903727473,113.317062706263,-4.99233544565772,0.553501057009108,0.558909776603293,0.0023829770037769,1.0389930205315001,
COL,2018,-3.42936878262123,2.38854717871269,0.729652053366056,0.0082637896935491,-4.22059386154437,52436419421.6983,62910720408.8632,120.139798707747,116.314410344324,-4.73531344181102,0.674193357966632,0.615675734531702,0.0023679682031534,1.11906353357439,
COL,2019,-3.0036480202828,2.80721203949986,0.789620783201902,0.0130052574862466,-4.58038251135194,52849547091.1421,66335830342.3294,112.828872638583,110.858200881607,-5.8224566725908,0.702072918763475,0.649871394115474,0.0024612272010281,1.10639503489813,
COL,2020,-1.82870574497973,3.24641866045687,0.869427172708946,-0.0524320458561729,-3.42206529729587,48430684106.2243,52322885389.4757,103.797229971206,107.349663815721,-7.01101984934962,0.644251201127587,0.705922192925115,0.0021058679122114,1.0263734623144,
COL,2021,-2.75529964003357,3.38748699317338,1.0,0.0458464669805871,-5.6683791971936,54070373896.0583,63596059711.8281,100.0,100.0,-7.66513448383998,1.0,1.0,0.0023176935981485,1.16950096859683,
COL,2022,-4.9585807340399,3.56461605076939,1.21632920272009,0.0445806042770635,-6.09447923456507,57059291385.2921,75706222208.5709,94.7887337168403,92.8746884422626,-7.60917708708237,1.48297489268141,1.36160754274821,0.0026200236985023,1.37817517549133,
COL,2023,-3.88373301245064,3.5489144315369,1.20504006815193,-0.0211273483819838,-2.55725990902749,57812968050.0875,69652505503.7343,101.11904720207,95.6632990570895,-4.81921805941198,1.33024530830421,1.25419348093948,0.0023860362297954,1.22731892415005,
COL,2024,-3.22810006546268,3.56184659109525,1.13057240876261,0.0086974348782585,-2.43423714630223,60084911925.8667,72191692754.6226,112.788695975192,108.388811400184,-4.52042671669988,1.32532132202676,1.1847042069013,0.0023880342966108,1.20983021703515,
CRI,2015,-4.21079133451711,0.807817551203489,,0.0028724557512782,-3.39618037800341,19799501705.923,18243313166.9572,117.923677927679,128.658066434141,-0.7622462098915,,,,0.983815546725877,
CRI,2016,-4.14308530143999,0.865451216326436,,0.0071574894317447,-2.10016176611618,20284099556.9047,19916340086.843,116.811216190073,127.504926233023,0.341714428317463,,,,1.0155020728386,
CRI,2017,-5.18916849149219,0.958540452006846,,0.0049595215077463,-3.5707580817637,21359841970.8201,21102672553.9979,110.743104941597,119.146853618438,0.453412556148768,,,,1.00000000018024,
CRI,2018,-5.3299511933521,0.895021418697393,,0.0032144184458111,-2.95910342125902,22258916605.4253,21916037699.686,108.508176463907,114.366900411735,0.53167953239836,,,,0.982511303402508,
CRI,2019,-5.93638474299727,0.905979242586694,,0.0007928478964321,-1.28445049119267,22753391498.6891,22124779499.1897,108.900753221132,112.050872798339,2.89011310067239,,,,0.989508427794028,
CRI,2020,-5.86116428510229,0.844573101265678,,-0.0097329879054656,-1.18810947550682,20831989396.4388,19524204542.0028,110.327129129555,110.011594174037,3.6731090647391,,,,0.99777251829449,
CRI,2021,-6.59994771071327,0.806556011331364,,0.0139245179810907,-3.1769577904344,23199680820.4097,22946733079.7058,100.0,100.0,1.57107175020175,,,,0.949362193752231,
CRI,2022,-7.43053613874165,0.819723033704468,,0.0113462996960764,-3.24893124041284,24972071369.8711,26027473533.5487,100.137653927009,95.679030793118,2.58285969239346,,,,0.882302228991206,
CRI,2023,-8.11023079458232,0.65086255688542,,0.0070341978121518,-1.39384347607564,24832341664.2007,28041305898.3359,114.402027387656,110.44909390705,5.35926498910832,,,,0.919217089095274,
CRI,2024,-8.74149189331222,0.653824406550141,,0.0051361550343703,-2.02368130846467,25746034528.1231,29540789316.655,118.030252151069,114.169499077252,5.40994172262873,,,,0.933764896055117,
CZE,2015,-5.4738685251844,0.025075275857437,0.995685370017501,0.0444888604183994,0.445786400891013,198353355165.869,169171822189.453,86.0450515419059,79.6976760650496,6.0320514983057,0.833684838056358,0.759783925568173,0.0071720449021769,0.978918532468937,
CZE,2016,-5.23057846891035,-0.55093139369403,0.953722757253129,0.0233332758458339,1.75944763597897,205687243600.644,174625968841.335,88.2268570047542,82.5699179876925,7.64603742686098,0.781397101062593,0.695008987677471,0.007237419733969,0.988876566309724,
CZE,2017,-5.41944828647263,-0.642836840939707,0.94859813320639,0.0504983163787068,1.53962640132599,217200702634.35,186705843305.994,91.2957638792811,86.1345799560668,7.66091737231098,0.795561395939053,0.739384968511172,0.0073135286131482,0.978830152742543,
CZE,2018,-5.2760350911988,-0.400490474943527,0.935405626046413,0.0327183089143913,0.391634773767209,226918275115.899,194985208465.43,94.9318845059687,92.7014806660501,6.12197575532462,0.785979015852985,0.773727779463196,0.0073400284109442,0.978650782464263,
CZE,2019,-5.42166055605792,-0.328849201377989,0.952042322261344,0.0088229786457625,0.332074286530486,234351219156.589,197308444300.561,95.4592063320358,93.2509386837242,6.11441931297359,0.791929872005895,0.775987100997862,0.0073207014899968,0.982775435273307,
CZE,2020,-4.4582700550623,-0.453035751531793,0.953015202287691,-0.0629619945800571,1.75850888132917,214686104510.534,180483156999.672,95.7896280305085,94.054469545054,6.74982774356864,0.78983590634128,0.731549219102054,0.0072604261021138,0.99999994284555,
CZE,2021,-5.34006125140443,-0.399233475911629,1.0,0.0781418923573469,-2.05671710924816,236525409698.664,199694249154.281,100.0,100.0,3.71342744702301,1.0,0.999999999999996,0.0072894080476981,0.999257927087331,
CZE,2022,-5.29071619878362,-0.472438471122107,1.12873776230936,0.0407582831194472,-4.68602521325849,253445407793.514,210764146202.884,109.778267937435,103.420280306876,0.793931503119599,1.24577042997658,1.32916070133918,0.0072939617742394,0.964495359228096,
CZE,2023,-4.23181181930327,-0.4890268259605,1.06962335978787,0.0091375937672063,0.311389328035667,251688332662.368,213381573956.531,118.236538187839,107.360791405,5.0360102761751,1.08995266335889,1.13340229829148,0.0073094842394379,0.992026063600042,
CZE,2024,-5.6350302292301,-0.362359128617724,1.12027556207007,0.0030568516854521,0.827304400593578,253293944507.629,214274011662.154,112.565401337625,102.077474539239,6.95381511345882,1.20326834337073,1.21953700349135,0.0070890329079984,1.0081768095652,
DEU,2015,1.97444157232629,-1.13626890551322,0.93635200350758,0.304725295148563,8.18969949369053,1726618105611.28,1529789403793.02,97.1481533788807,94.1072085324845,7.39317596403644,0.771254018629804,0.711839600683269,0.0648607072208747,0.973547621331673,
DEU,2016,2.83432250478394,-1.11755794472131,0.90056026539835,0.179135061988941,8.92761446193941,1779640369721.89,1570176630527.04,98.4310642443413,95.6973805487139,7.20821740419432,0.738208454196906,0.654826592472166,0.0650709418018341,0.990866736023566,
DEU,2017,2.51343818435198,-1.46764641684396,0.920116923402351,0.316265528236923,8.1414649240002,1881816346808.52,1643184816642.46,98.6095720039672,95.9009468035302,7.10970499557457,0.766528920674459,0.721486914166088,0.0643657039990346,0.981773894760331,
DEU,2018,3.95645512796633,-1.3644153038036,0.931027936607322,0.255262183324336,8.60297610177688,1958492122532.88,1705529016859.34,100.054449481145,98.6295355471734,6.02909743694806,0.775958774385246,0.778324307766135,0.0642034471559891,0.974245273164633,
DEU,2019,3.76786644209708,-1.34566658646324,0.95132756157515,0.178141970651219,8.11664288804615,2003616172689.86,1750821267746.53,98.9206262516422,98.9065809112571,5.68690278102541,0.781158922406685,0.778569080925608,0.0649608095842656,0.98121675022141,
DEU,2020,2.49575616880514,-1.48635757865176,0.915564119712701,-0.647936806811743,6.26901881228498,1846227924002.36,1583595152471.43,99.4475748456644,100.172405718769,5.30595089123361,0.750702332284536,0.702005166656582,0.0637827155990159,0.999998534699332,
DEU,2021,3.37141214831814,-1.56681771305694,1.0,0.623980323965698,7.00350611593362,2037479807413.35,1731769505728.67,100.0,99.9999999999999,5.09592054767179,1.0,1.0,0.0631908818883684,0.973498894404505,
DEU,2022,3.5862842614157,-1.66089853191871,1.19679688942114,0.332639476894605,4.39975973212821,2166049420229.17,1819116702557.47,96.5794262226034,98.4303959863287,2.43771567170252,1.32208593220951,1.38330273227213,0.0629581876772674,0.939642902045266,
DEU,2023,3.37940791817963,-1.48407355502249,1.14298248288529,-0.0011871152051225,5.87993095021794,2175484575316.73,1818787857938.56,98.7201198679837,100.328847033198,4.00819273563437,1.17947774716734,1.20409662309928,0.0623047086337314,0.975556651174962,
DEU,2024,3.2478012114446,-1.5051406596939,1.13700867694436,-0.0288399008165541,6.54607231921513,2211428318885.78,1810368144598.33,98.651706034372,101.147117286233,4.83983765159193,1.24739945806154,1.23094593057836,0.0598983605560495,0.987191012045509,
DNK,2015,3.08440162159327,-1.62582533874966,0.938638624581948,0.0286124310247266,7.95686336781097,183014182132.894,186421534037.776,99.1152865751761,102.598732395733,6.49828107572431,0.76782313831805,0.748459550550064,0.0079040753928017,0.980241210165456,
DNK,2016,2.51097752592009,-1.45838236321727,0.90331635963269,0.0315026814370594,7.08766919239557,188369247020.994,193784991895.066,100.470039516454,103.133755520066,6.03512209013961,0.74863643442802,0.714536942091408,0.0080286430695908,0.981553223612639,
DNK,2017,2.19786435909442,-1.35112104096171,0.921869220979727,0.0371188541011804,7.32296734582269,198215718144.254,202664031975.191,100.329204728696,102.095372857664,6.4762269962834,0.767109275545665,0.744560228640856,0.00793914653416,0.982248298980911,
DNK,2018,2.79870809906166,-1.64431488690389,0.933457226749485,0.0357776248849082,6.30714206396468,206145188363.239,211717126654.471,101.10488778568,102.709659896832,5.15275108042547,0.766468566663769,0.764175008283277,0.007969726747808,0.974755535706633,
DNK,2019,2.90738556945681,-1.47101322444395,0.953479057283483,0.030390846987452,7.44614385296458,211832202631.009,219719325684.086,99.8282404580263,101.529548247716,6.00974081734803,0.775475618245788,0.770334495524362,0.0081521534315251,0.974365281126555,
DNK,2020,3.23513700958293,-1.64915979279605,0.920244908813461,-0.0431102848973834,7.22647489503797,194265875688.247,208199270425.474,101.00041046224,102.245702117799,5.64036555359894,0.779070666421117,0.740700345799923,0.0084093946547536,1.00000000078095,
DNK,2021,3.94799658405926,-1.50635635644711,0.999999999999999,0.0773522163210853,8.67824999086904,212722965897.772,227215507711.881,100.0,100.0,6.23680384159292,1.0,1.0,0.008290667491252,1.01021774327392,
DNK,2022,3.17563507345887,-1.07121512949885,1.18890602722399,0.0490606600335979,11.6582076792545,229152497301.53,240539999144.09,98.505045836929,99.6053817249423,9.55378857910868,1.29453502178511,1.35848840989132,0.0083253782470301,1.01719084995034,
DNK,2023,2.84603689985887,-1.16115124001293,1.14287680495257,0.0615398991404811,9.83560608589015,229009571229.376,258167636210.731,98.9197936415268,98.0732309234614,8.15071935793597,1.15495105948195,1.19708994876371,0.0088417776364577,0.938654803561132,
DNK,2024,3.35591477086694,-0.976713691000506,1.14121936122922,0.0356604062023618,13.0659380461684,233036490397.734,268578573464.987,97.8650446793063,95.7514043534553,10.8822454067482,1.15518017048603,1.22162578394008,0.0088853298419216,0.932296231200588,
ESP,2015,-0.0781888158717799,-0.890708593042827,0.935316601177241,0.0884205846080157,2.04615531794332,437097947647.774,447480075044.974,96.851840289029,92.0612493623949,3.01532868738456,0.747494832549426,0.704120865709799,0.0189715211423123,0.987646037017575,
ESP,2016,0.161269209157529,-0.980260328219798,0.902459508837422,0.078260784096627,3.14657509971352,450432908021.439,465773137132.403,97.5427106273918,91.5950547908738,3.9653881191522,0.725024004273195,0.645303901966472,0.0193001008164304,0.991952181369594,
ESP,2017,-0.0421358878108522,-0.797761413441066,0.9210775628924,0.119115672078644,2.7935324403602,475046065184.172,494265964295.902,98.5477087778936,91.8314541023258,3.63334427327987,0.752932559163188,0.718149686114878,0.0193606088081068,0.986530209412353,
ESP,2018,0.0359654072174943,-0.898970201505243,0.932166284415111,0.0529338560293234,1.87729526939397,493128378887.251,507660161176.905,100.175478817057,93.0848356536066,2.74021757421565,0.767018612327662,0.785396320306592,0.0191108761244063,0.98020023873337,
ESP,2019,0.0959552049517033,-0.952054302829183,0.950925918507954,0.0349748275786326,2.12880171650543,506000090516.075,516868369307.307,98.6741159435064,94.5621332856748,2.98490081438293,0.772981208355451,0.784602109399053,0.019177168122402,0.979109828778985,
ESP,2020,0.182427777197236,-0.909570727957697,0.919147511809778,-0.343405198878035,0.788778743444606,457257228241.013,425113301999.711,99.1300631708069,99.4318672042218,1.51592169420505,0.755593092937572,0.698778071905135,0.0170714839457141,0.999997094687056,
ESP,2021,0.667759904295842,-0.88427599447662,1.0,0.245024126094844,0.77306361768836,502212688060.506,485338156111.295,100.0,100.0,0.989579707869134,1.00000000000001,1.0,0.0177021512739459,0.992721991263573,
ESP,2022,0.436580765257575,-0.968966147336743,1.18884384045063,0.198005778876087,0.350312930201673,544150271829.88,539100565832.341,98.6795028385316,96.1283514143861,0.882698312280824,1.32267779184968,1.3971900309311,0.0186570846497707,0.928864926809366,
ESP,2023,-0.481805000363145,-0.790549928530989,1.14235438923408,0.0298851332780467,2.6545660397782,546155756396.517,547656431082.156,98.8293429475058,98.4670979201716,3.92678753060096,1.17202590312458,1.21050053309863,0.018759551605349,0.988114341072807,
ESP,2024,-0.521069781149561,-0.883998609190803,1.13876824165344,0.0527682282975668,3.02255228179634,553515018840.456,563061940226.016,99.5108981965701,99.0111984075278,4.34705278296544,1.18195961646668,1.2231498249364,0.0186277261971467,0.991314502966465,
EST,2015,-2.16063460304595,0.0161880953070874,0.931660895264823,-0.0016609717592882,1.4026508463141,22165028632.5149,20614730648.106,92.9734116835844,87.3462448924201,3.60726755206851,0.761462918449169,0.773438868638131,0.0008740806488674,0.994285971512223,
EST,2016,-2.11612074170203,-0.178973143258566,0.895129708041496,0.004746581263042,0.523395010889668,22856150815.6204,21724242680.3965,94.1208878288733,90.2968318198353,3.22789920274047,0.708412879132454,0.708488842608314,0.0009003511213293,1.00066119975808,
EST,2017,-2.28892694553046,0.642332440192035,0.917348713708502,0.0038056999261011,1.42795442473466,24274664235.7671,22634617137.4913,94.2823934456122,90.483810690065,4.03477128316459,0.762239328868675,0.76364037304225,0.0008867793874022,1.00033297160577,
EST,2018,-2.06492733088493,0.265929001335759,0.932018821882376,0.0041006810813338,0.244715291827389,25366396064.2382,23672294120.2347,97.9161475033311,95.3556419154762,2.38616729160098,0.806839897691719,0.816976805071099,0.0008911153904913,1.01136505907847,
EST,2019,-1.93519558532619,0.271131345863437,0.946887288459803,0.0039382428806402,1.84763176545579,26023997591.7655,24709298442.1423,97.6970639684517,96.9077671888621,3.72414447000602,0.810275745531892,0.817316696770882,0.0009167779157387,1.01907049054073,
EST,2020,-1.44808550956427,-0.0991249009523158,0.913083396981375,-0.0016590803538042,-2.42281370226213,24148788276.8334,24265943624.7767,98.2527059066241,99.3889024354705,-0.865196613738325,0.747114528709445,0.731599534990273,0.0009760835149457,1.00121026542952,
EST,2021,-2.18418766670375,-0.146185788716392,1.0,0.022312070803113,-4.06804156704672,26774557332.0036,29751339939.4523,100.0,99.9999999999998,-1.40535946848164,1.00000000000001,0.999999999999998,0.0010852390139879,1.00348307664024,
EST,2022,-2.33633408114163,-0.31413126158627,1.19389525252195,0.0055644210033284,-4.28872995367787,28658238771.5647,31262629496.5077,104.198501923971,103.169112328325,-1.18990640795734,1.31800612814133,1.36462421925934,0.001082142241956,1.00765812205107,
EST,2023,-3.10371110802693,0.310502124357275,1.1392700882647,-0.0085031019846554,-2.20155177118123,28454286018.1578,28826949415.543,112.271697780786,114.85733122196,0.900750941133954,1.16601613666403,1.2016883832509,0.0009876077877953,1.05984301829832,
EST,2024,-1.92283606178756,0.461726090624696,1.13624687867561,-0.0005493245265357,-0.528639124009495,28709729600.4265,28666575942.9153,114.472505195363,116.787264454454,1.00093567368313,1.19256979773325,1.25594282106722,0.0009484538411561,1.06873979205222,
FIN,2015,0.738629095668588,-1.35950991995493,0.934565642713633,0.0050372134172061,-0.937487347901275,98529627389.3474,98020794879.5264,98.7320399936435,101.623536005044,-0.398683108776654,0.791358496237887,0.692624959147685,0.004155908060205,1.0,
FIN,2016,0.465936905933227,-1.34008281135925,0.900943222798025,0.0206453318248977,-1.75925639815844,101140070798.602,102846635374.181,100.072564311678,101.124593824656,-1.05554963215695,0.728732696239228,0.630375974878217,0.0042621204058355,0.995676567283929,
FIN,2017,-0.0325863007481909,-1.08863499798642,0.919926981066503,0.0286530628746055,-0.74246762069404,107202096593.15,109700832253.884,98.2525072757713,96.059641289113,0.393847961336012,0.807317447518743,0.715710780940436,0.0042976489748054,0.991527326896227,
FIN,2018,0.370577294325983,-1.16418867044528,0.930880995569191,0.0162318738142869,-1.74736859469129,111711564186.948,113808306478.24,100.356924485579,98.7649836461699,-0.845173670252929,0.866473795355111,0.788604032146603,0.0042843242041889,0.999459311563317,
FIN,2019,0.785433251151915,-1.15083439341752,0.949390919943727,0.0198655571863003,0.0732400587342255,114231170497.195,119039235418.8,99.0928127941687,97.9652405476959,0.672485933975761,0.863695110701701,0.786332748965069,0.0044166970364073,0.994777931514376,
FIN,2020,1.36468497659022,-1.35221838609836,0.917864265960718,-0.0326411334356157,0.175480106634681,105186510688.67,110316569443.176,100.630508752143,97.0660964510553,0.244091257133495,0.758855086146515,0.692574157632841,0.0044532402896607,1.01059007623354,
FIN,2021,1.17036707998342,-1.33203920633611,0.999999999999998,0.0280370478760577,-0.222520255609321,116745678908.075,117209444624.993,99.9999999999998,100.0,0.0542683024874016,1.0,1.0,0.0042750260172468,1.0090865682584,
FIN,2022,0.992841249541459,-1.14284804950029,1.19102356509268,0.0271260802651525,-2.22260205524162,123615467900.351,124576852986.806,95.8378659455334,97.6622597881862,-1.94044881333508,1.27310107036905,1.36447712147247,0.0043115241177688,1.0053836589061,
FIN,2023,0.330541566539931,-0.985426690375675,1.13973904972573,-0.0142967437897289,-0.137231472473445,124513516583.884,120481607024.316,101.798897137854,103.005113501198,0.297087662812821,1.13270247726422,1.18631378986514,0.0041272879476147,0.983802830657659,
FIN,2024,0.650674178181386,-0.763259207106883,1.13538438456301,-0.0012287637427012,0.418909572201031,126321391268.961,120122873527.2,101.498713039278,99.3083373684471,-0.0442863492955264,1.15939325209499,1.211977946312,0.0039734223623935,0.970178462125346,
FRA,2015,2.14133919163276,-2.08722346842744,0.936054735167369,0.185098839318874,-0.324966733811885,806339949849.564,887479167406.164,99.1997113876485,102.620150001271,-0.111050730312523,0.79059701501372,0.714000925806056,0.0376252273285851,0.994702854144603,
FRA,2016,2.08223183687643,-2.11285553077363,0.901666558330738,0.10474921297642,-0.528494114152934,828445554795.482,911978107942.966,99.8429679917076,103.722355738007,-0.368390034843753,0.766892919362695,0.656038378413105,0.0377928919932445,1.00396407014232,
FRA,2017,2.0690391236053,-1.8238974716068,0.920956922391674,0.183382571485708,-0.546023068069124,872488473894.29,955807390439.07,99.8515983478176,103.771270859378,-0.766258328224558,0.776415831570323,0.719216657023761,0.037438748105962,0.991952681564644,
FRA,2018,2.31022203350452,-2.01250797849909,0.931490490082141,0.125415509953391,-0.697551201132096,906678201154.522,987559184547.544,101.237148877262,103.497006605403,-0.976796547552119,0.772421287961785,0.781711273063274,0.0371758857602901,0.980513763266132,
FRA,2019,3.0262049604168,-1.86550537844606,0.951373278591642,0.0796788677746423,0.596838517665686,927987732311.782,1008530615243.33,100.033467415928,98.8704196654485,-0.655286228278558,0.780612532389335,0.781610888730236,0.0374193070072547,0.98877613088758,
FRA,2020,2.02480248174142,-2.30471954584558,0.917659132153253,-0.553403913731939,-2.0541061645238,846515456406.279,860697034501.29,100.762461415578,99.3079632418652,-1.71435607271783,0.778451214746049,0.70489410281066,0.034658929084356,0.999919902388962,
FRA,2021,3.19700357144539,-1.90517530318732,1.0,0.332725560677235,0.277019896502056,933729393035.48,942441608425.182,100.0,100.0,-1.19081039474759,1.0,1.0,0.0343837094697829,0.992598176991915,
FRA,2022,3.27598824766298,-1.89340025801727,1.19266503785467,0.302430564244046,-1.17196317735707,998200410926.092,1024577538013.75,95.7983459800537,98.8637682108783,-2.79546978055797,1.30921833254147,1.40856453954709,0.0354581097621986,0.963307721605132,
