Country,Year,Cyclically-adjusted.current.disbursements.of.general.government.as.a.percentage.of.potential.GDP,"Cyclically-adjusted.current.disbursements.of.general.government.excluding.gross.interest.payments,.as.a.percentage.of.potential.GDP",Cyclically-adjusted.current.receipts.of.general.government.as.a.percentage.of.potential.GDP,Cyclically-adjusted.direct.taxes.on.business,Cyclically-adjusted.direct.taxes.on.households,Cyclically-adjusted.general.government.net.lending,Cyclically-adjusted.general.government.net.lending.as.a.percentage.of.potential.GDP,Cyclically-adjusted.total.direct.taxes.received.by.general.government,"Employment.rate.gap,.percentage.points","Employment.rate,.supply.definition,.as.a.percentage.of.population.aged.15-74",Net.one-offs.of.general.government,Net.one-offs.of.general.government.as.a.percentage.of.potential.GDP,Output.gap.as.a.percentage.of.potential.GDP,Potential.employment.of.total.economy,Productive.capital.stock.scrapping.rate,"Productive.capital.stock,.volume","Productive.capital.stock,.volume,.annual.average",Ratio.of.potential.to.actual.real.GDP.of.the.total.economy,Trend.employment.coefficient,"Trend.employment.rate,.as.a.percentage.of.population.aged.15-74",Trend.labour.efficiency,"Trend.working-age.population,.age.15-74",Underlying.general.government.net.lending,Underlying.general.government.net.lending.as.a.percentage.of.potential.GDP,Underlying.general.government.primary.balance,Underlying.general.government.primary.balance.as.a.percentage.of.potential.GDP
FRA,2022,56.2663160700844,54.3515322280566,52.639026042894,91901827261.182,268667397012.375,-122650412743.297,-4.61275367627829,,0.491843383692768,60.5659655353328,8250000000.0,0.310273866822969,-0.185525112575358,29851622.8157182,4.67490404,9789230405451.97,9745318622682.41,1.00185869948006,1.05747208616711,60.07412215164,44005.0994325358,49691317.5699285,-130900412743.297,-4.92302754310126,-81095912743.2971,-3.04993241580617
FRA,2023,54.5900932433599,52.7309193010201,50.4695034977484,84903356792.1999,275967773821.864,-146840360897.578,-5.17109310886269,,0.333965862377909,61.1433437181694,10100000000.0,0.355679052273254,-0.46705573783471,30269705.8814496,4.686777124,9902597996290.26,9860746916542.84,1.00469247384669,1.05846355232565,60.8093778557915,44054.937076009,49778022.64847,-156940360897.578,-5.52677216113594,-108155160897.578,-3.80876486401108
FRA,2024,54.8999186404769,52.8311221359739,50.217404828054,85855794215.4138,285232622877.985,-169389718109.461,-5.75106076705948,,0.330082503184478,61.654143133442,7500000000.0,0.254637390240377,-0.471742306235767,30571269.8263427,4.696124433,10000047584054.6,9964735130169.43,1.00473978262221,1.05913658956744,61.3240606302575,44141.8884847789,49851998.5665442,-176889718109.461,-6.00569815729986,-121142428711.893,-4.11298558594365
GBR,2015,40.5147330602185,38.1527874118763,37.3704503758099,50270336676.8946,210053913575.979,-86303045396.1279,-4.49786953746678,,0.509860916793528,64.9433306390268,0.0,0.0,-0.120018553429912,31081117.3299139,4.480313112,6852942893728.93,6816703351985.03,1.00120162771049,1.0,64.4334697222333,43263.318461919,48237534.7220967,-86303045396.1279,-4.49786953746678,-46343045396.1279,-2.41526786458032
GBR,2016,40.0432096326016,37.5502242225949,37.8231838282645,57835707147.1839,217566617349.831,-67382072654.293,-3.38867555818275,,0.768978825571224,65.4201230228395,0.0,0.0,0.160747009121365,31375403.6818032,4.51037366,6961734453918.56,6919895995471.71,0.998395109721908,1.0,64.6511441972683,43584.4975756798,48530314.6160388,-67382072654.293,-3.38867555818275,-22795072654.293,-1.14637473303786
GBR,2017,39.6165279238594,36.8587586973789,38.0624209526146,58772579031.3026,225199400616.155,-64547788397.064,-3.1375838811546,,0.877625988611712,65.7682761186364,0.0,0.0,1.22673631823136,31649185.1272314,4.543884563,7077810986795.31,7034048920179.57,0.987881301295986,1.00000000000001,64.8906501300247,43872.4089679163,48773105.3145781,-64547788397.064,-3.1375838811546,-13100788397.064,-0.636812252221409
GBR,2018,39.3531978764271,36.8231511566387,38.0084717890926,59531507791.0937,234735745629.284,-61847005184.6417,-2.90906524232517,,1.13090879451779,66.2721851511427,0.0,0.0,1.23679778228412,31895835.3735651,4.578092828,7184306562772.17,7145296150483.04,0.987783120274666,1.00000000000001,65.1412763566249,44100.5587293188,48964093.3637023,-61847005184.6417,-2.90906524232517,-13807005184.6417,-0.649432883020483
GBR,2019,39.524091984195,37.2741948879702,37.7855179220769,55806723409.0649,240560111611.505,-73765326745.5644,-3.35659400139525,,1.39406165270428,66.7839925247567,0.0,0.0,1.65163172196965,32117127.4474715,4.60970676,7292841015481.54,7252897954218.3,0.983752039254155,1.00000000000001,65.3899308720525,44262.7836122462,49116319.6216168,-73765326745.5644,-3.35659400139525,-30241326745.5644,-1.37609172800823
GBR,2020,43.8179484101351,42.0429927436862,40.2726113485038,74814064800.0201,294863129918.208,-142112073895.13,-6.10176272338244,,0.385182824087394,66.0119014130837,0.0,0.0,-9.68415200647696,32325041.0462848,4.637100149,7352578550876.49,7328566906497.19,1.10722538980281,1.00000000000001,65.6267185889963,44383.5283192818,49255915.4888247,-142112073895.13,-6.10176272338244,-105577073895.13,-4.53308600937372
GBR,2021,44.2518038070847,41.5984228178339,40.0682031531501,78757523811.7482,293489947184.89,-140897888318.109,-5.99637007407306,,0.12645285812782,65.9766165856874,0.0,0.0,-2.73733459832671,32557026.9314327,4.658884058,7437739382736.5,7404156230341.42,1.02814373415557,1.00000000000001,65.8501637275596,44383.5283192818,49441072.1074744,-140897888318.109,-5.99637007407306,-83463888318.109,-3.55207851693658
GBR,2022,44.3563505695924,40.0035639532298,40.292066164227,85865409496.7583,303902429302.23,-128571894599.037,-5.13389288504599,,-0.0056878811255956,66.0581511684404,0.0,0.0,0.88060671603547,32869530.5591841,4.67490404,7539304775170.11,7502028399387.72,0.991270802736999,1.00000000000001,66.0638390495659,44383.5283192818,49754193.8707543,-128571894599.037,-5.13389288504599,-27366894599.0366,-1.09276374829783
GBR,2023,42.8206878005662,39.6074910371498,40.2922441915028,100514326002.837,342835060828.171,-157681574667.294,-5.80446724403414,,-0.095537199256313,66.177666984389,0.0,0.0,0.12786380803258,33193266.3782844,4.686777124,7634971548872.19,7600812647778.89,0.998722994747219,1.00000000000001,66.2732041836453,44383.5283192818,50085501.0515333,-157681574667.294,-5.80446724403414,-85097575171.9481,-3.13255425482987
GBR,2024,42.7989399178198,39.9479433886635,40.3779610113333,110378171522.332,361531127535.837,-156958432426.94,-5.55877526862539,,-0.574846495053109,65.8448965701375,0.0,0.0,-0.0516025589010649,33488518.2017572,4.696124433,7732217885193.28,7695126221911.14,1.0005162920089,1.00000000000001,66.4197430651906,44441.2269060968,50419523.8588749,-156958432426.94,-5.55877526862539,-92709132671.6289,-3.2833485012705
GRC,2015,47.5552033776886,44.1628025691397,45.8037582102199,4657757760.90206,14063616897.9382,-5841636985.10993,-3.15514545726586,,-1.53610084617672,53.5223864479233,-6700000000.0,-3.61875868315078,-5.28417655559675,4452921.40285681,4.480313112,768584676286.559,774387867224.405,1.05578979692552,1.18992398200906,55.0584872941,20548.7830383461,8087620.31377855,858363014.890077,0.463613225884917,6587363014.89008,3.55792195659698
GRC,2016,47.8791316113164,44.8057312586375,48.6928745490992,5594269346.36849,13901915532.677,4331581618.31026,2.37219029288345,,-0.0677124745028124,55.6159708977524,600000000.0,0.328589947310124,-4.46345858942342,4477714.03459618,4.51037366,754253520550.645,759242163708.943,1.04671990971749,1.1965355426826,55.6836833722552,20361.0929635907,8041339.51531525,3731581618.31026,2.04360034557332,8840581618.31026,4.84154374691902
GRC,2017,47.4029930622543,44.3573833259551,47.9440806554529,4624251449.15328,14211874125.4073,3876257671.11254,2.12102812684886,,-0.964233987627509,55.5027285046585,750000000.0,0.410388377168971,-2.94123365377821,4525297.31516939,4.543884563,741838280787.635,745793731165.409,1.03030363731686,1.19991825761531,56.466962492286,20289.2379057758,8014061.87872704,3126257671.11254,1.71063974967989,8148257671.11254,4.45860032320332
GRC,2018,47.4562251716816,44.1392364760233,48.0091708201724,4926304301.65005,14221313046.7961,2902006104.20055,1.58373665590742,,0.767386027804484,58.1363687417392,0.0,0.0,-1.43104650664442,4588153.43290363,4.578092828,728718915755.945,733838568078.313,1.01451822765614,1.20046042991272,57.3689827139348,20322.2024005806,7997620.34439768,2902006104.20055,1.58373665590742,8476006104.20055,4.62568343446522
GRC,2019,47.3817957358802,44.4107852359789,46.8579232462743,4400320845.83113,12831804108.7602,1539860165.42072,0.831348306806013,,1.13239935676166,59.4635399166886,0.0,0.0,-0.0233394372897933,4655813.31780116,4.60970676,715807662081.489,720621997679.927,1.00023344885855,1.19840101348327,58.331140559927,20459.9286717047,7981694.29417889,1539860165.42072,0.831348306806013,6569860165.42072,3.54697280124947
GRC,2020,49.1981273421438,46.5457352049899,46.9864006639265,4219339187.3733,15083187504.7667,-6883377312.44202,-3.68973920877731,,-1.20998275570435,58.1002562302695,0.0,0.0,-10.1927681558928,4718404.30470637,4.637100149,703626018822.658,708175874020.878,1.11349607316242,1.19411993417276,59.3102389859739,20693.4423086166,7955463.31523334,-6883377312.44202,-3.68973920877731,-2365377312.44202,-1.26792779432475
GRC,2021,50.8878191889109,48.5277755585223,46.5988759242054,5072984833.97206,13579373035.3469,-9419653681.30789,-4.90906068113131,,-1.16487415957322,59.120932434578,362000000.0,0.188656613787822,-3.80878721756439,4771413.17336654,4.658884058,696294004175.76,698684850841.585,1.03959599954498,1.18815849469874,60.2858065941512,21045.3441099504,7914654.28253796,-9781653681.30789,-5.09771729491913,-5630653681.30789,-2.93442004676099
GRC,2022,50.2509677537151,47.7664500305987,47.7852739457484,6309228201.0725,13435368699.0741,-4995972698.18161,-2.40091301472833,,-0.0538124620193727,61.1991001801497,764000000.0,0.367155237641726,-0.111573042106372,4820115.10217362,4.67490404,693258407934.301,694016778975.99,1.00111697666591,1.18106498212326,61.252912642169,21474.9704134289,7869201.47019303,-5759972698.18161,-2.76806825237006,-974972698.181613,-0.468542320281498
GRC,2023,46.1826843603428,42.7995937248418,45.5545885188688,8573717758.65793,14691098239.3236,-2941816542.7453,-1.30608689518258,,-0.255627911489817,61.9593905456789,2100000000.0,0.932343142419024,-0.0186736147510858,4875279.82514295,4.686777124,692159144667.656,692656859989.764,1.00018677102441,1.17342938775874,62.2150184571687,21965.9911230182,7836178.37950058,-5041816542.7453,-2.23843003760161,1214183457.2547,0.539064580957161
GRC,2024,45.2886023667556,41.9025330987116,45.4784029174823,9054482506.78618,15760204674.226,-2017651917.99147,-0.846585760924021,,0.119340705607655,63.0078417540568,3620000000.0,1.51891435148821,0.126172968411242,4914763.24800536,4.696124433,693372971609.145,692740392168.165,0.998739860271589,1.16563582244758,62.8885010484492,22505.9178976042,7815042.75991416,-5637651917.99147,-2.36550011241223,1999714261.06027,0.839059306629858
HUN,2015,44.4838252448278,41.0438959066852,44.4587651033834,415111079663.056,1959078230960.27,-708216056730.224,-2.0252738338284,,0.609989586589691,56.0482084024301,128792648382.516,0.368306222768868,0.0453296858635266,4251450.26921317,4.480313112,176682055319769.0,175384075613874.0,0.999546908526306,,55.4382188158404,5557722.0019775,7668807.47618537,-837008705112.739,-2.39358005659727,323414294887.261,0.924862551048795
HUN,2016,44.6481579988059,41.5659581085647,44.2802687078002,624604217518.326,1987203632433.68,-669202518093.241,-1.84486338478413,,1.6713773649102,58.1795882321816,250000000000.0,0.689202197729583,0.104915512389203,4313996.3536085,4.51037366,178523883772412.0,177731414024456.0,0.99895194444896,0.998148048355397,56.5082108672714,5635622.70649266,7634282.32357484,-919202518093.241,-2.53406558251371,165803181906.759,0.457087669442783
HUN,2017,44.0884126095366,41.4086851582052,43.2003550725565,573273024555.046,2161431168609.63,-1220022605450.96,-3.14417936754256,,1.8520816875287,59.4966013322961,0.0,0.0,1.37452848195672,4381868.19786294,4.543884563,182131925510665.0,180678238208144.0,0.986441086310933,0.998605270088517,57.6445196447674,5736829.76188408,7601534.75970669,-1220022605450.96,-3.14417936754256,-206896105450.956,-0.53320197763332
HUN,2018,43.5328887694439,41.1255190298242,42.560618071019,355809360167.957,2317447300870.98,-1601991814107.53,-3.81383080808084,,2.01904440856347,60.8490637659972,0.0,0.0,3.68812407846055,4455524.46073331,4.578092828,187422580231484.0,185260836092927.0,0.964430602721004,0.999525516017456,58.8300193574337,5845269.83495293,7573555.9998083,-1601991814107.53,-3.81383080808084,-618171714107.534,-1.47166939754987
HUN,2019,43.7134662351442,41.3859061038658,42.058114778627,334666124219.629,2510378703576.66,-2036517615782.65,-4.46845465390811,,1.5399277683417,61.585294092978,0.0,0.0,5.1893343822303,4532270.32795058,4.60970676,194122860594057.0,191686649860348.0,0.950666724790047,1.00076041236681,60.0453663246363,5954957.52328123,7548076.73825618,-2036517615782.65,-4.46845465390811,-1003796415782.65,-2.20249445962021
HUN,2020,42.6158222787959,40.3740197017622,41.7820674476184,477989112734.545,2921729291447.45,-2978909717434.13,-5.94479405700212,,0.117366024810217,61.3965100167337,0.0,0.0,-2.59788151543214,4607398.25066468,4.637100149,199354370159344.0,197385558324599.0,1.02667171470037,1.00216275890807,61.2791439919235,6061436.9933454,7518705.30579202,-2978909717434.13,-5.94479405700212,-1920287817434.13,-3.83217911506524
HUN,2021,43.1783044943359,40.9156343973543,38.9868293594113,573330178536.969,2465489497187.04,-4197076711203.83,-7.63079538674058,,0.0482829765071742,62.5708344386394,0.0,0.0,1.00935046965411,4679308.35002831,4.658884058,205113910027663.0,202873876773906.0,0.990007356101578,1.00359783271336,62.5225514621322,6180180.16219801,7484192.88816518,-4197076711203.83,-7.63079538674058,-3042588711203.83,-5.53179593768821
HUN,2022,44.4191131024435,41.5400737718107,41.1828407868545,670603338791.532,3731179949146.82,-4637879257452.13,-7.1442455754406,,-0.0408368887378075,63.7290454346495,40500000000.0,0.0623866922236991,1.92233752651267,4746138.44770429,4.67490404,210706071031529.0,208770339514976.0,0.981139193103645,1.00494123160414,63.7698823233873,6308533.36696875,7442601.85966137,-4678379257452.13,-7.2066322676643,-3178665257452.13,-4.89645459503288
HUN,2023,45.7003653347424,41.0554586349959,41.9037771758338,1164543416334.4,4613889961849.37,-4330525102748.42,-5.6518904003158,,-0.391871550800943,64.6265308961731,161000000000.0,0.210125639006995,-2.00236797991051,4804343.85657602,4.686777124,214847284688488.0,213381657416818.0,1.02043282004508,1.00612964270052,65.0184024469741,6445434.17424271,7389206.248945,-4491525102748.43,-5.86201603932279,-1775581102748.43,-2.31736095542706
HUN,2024,44.4233547981607,39.861611744839,42.1029202114213,1187052739002.42,5327677261523.03,-2432813813502.69,-2.87704343829965,,-0.794409696524554,65.098124364263,235200000000.0,0.278147309478572,-3.87089250018243,4836031.75704661,4.696124433,217228810760202.0,216465110407784.0,1.04026764214148,1.00717512565297,65.8925340607875,6597546.42075484,7339271.17233836,-2668013813502.69,-3.15519074777822,567367194049.634,0.670967935847419
IRL,2015,27.6482276925426,25.0001017075283,25.7606710403098,6652661978.80034,19731679238.3487,-8731907058.95547,-3.33392918699604,,0.701062171630341,59.7876219331866,-1700000000.0,-0.649076951876221,3.97003508914529,2030780.69975723,,,,0.961815583829116,0.999083524576968,59.0865597615562,44036.0106719565,3436958.77362372,-7031907058.95547,-2.68485223511982,-777207058.95547,-0.296745405178529
IRL,2016,27.9999329182714,25.6139833102432,26.1479951853757,7066708645.15353,19987790329.3923,-6404208341.28122,-2.4368052331915,,1.06698989739696,61.2794461474956,500000000.0,0.190250309119706,4.92947978530505,2095442.92983131,,,,0.953021021400362,0.999173344502586,60.2124562500986,44602.9844035684,3480082.12973022,-6904208341.28122,-2.6270555423112,-883708341.281225,-0.33625157020083
IRL,2017,25.8985821515939,23.8793806241085,24.5589141580939,7839791399.34385,20600202311.7055,-5916941462.30707,-2.02251817671873,,0.833630023305176,62.2113439579649,-300000000.0,-0.102545454755782,5.48334494965499,2167910.43576867,,,,0.948016959907063,0.999272368944606,61.3777139346597,45206.8979558973,3532080.77784804,-5616941462.30707,-1.91997272196295,148858537.692927,0.050882554806673
IRL,2018,25.3351866321726,23.6459581359599,24.3986178866023,9829010724.8618,21580758371.2772,-6096140460.09957,-1.94084240298424,,0.5412700230588,63.0786538067171,0.0,0.0,6.62475355017909,2244235.50795633,,,,0.937868521805667,0.999370200311501,62.5373837836583,45878.0001199354,3588630.30746542,-6096140460.09957,-1.94084240298424,-957340460.099574,-0.30479070671271
IRL,2019,23.8874309425156,22.5522907565002,23.9436367021586,10449789316.5657,23745958832.0641,-3764111722.16785,-1.08892189012075,,0.265820898838435,63.9551714748178,0.0,0.0,4.98141791323314,2322780.19033611,,,,0.95254952721871,0.999458944562374,63.6893505759794,46391.8337212787,3647046.436068,-3764111722.16785,-1.08892189012075,742888277.832151,0.21491054659229
IRL,2020,23.8918297853403,22.9422526239492,21.648605337345,12459159028.8119,27230338815.3273,-13246206360.9033,-3.30366931697286,,-3.431085219606,61.4291682634949,0.0,0.0,-4.49330141225678,2403637.91963899,,,,1.04704697658593,0.99953351234129,64.8602534831009,46920.7006257013,3705871.91779207,-13246206360.9033,-3.30366931697286,-9462606360.90325,-2.36002078190307
IRL,2021,22.3139800642741,21.590190978678,21.9511992658544,15462472969.0308,30770756296.2524,-5060928678.1511,-1.11915614219826,,-1.42486844739926,64.6303182316873,0.0,0.0,-0.887126581411346,2489259.31703992,,,,1.0089506695832,0.999591431920143,66.0551866790866,47450.9045427717,3768453.98853143,-5060928678.1511,-1.11915614219826,-1800728678.1511,-0.398206868491495
IRL,2022,20.4155800294497,19.7528255667334,21.9171935443959,21836888302.5229,32001914020.3686,3073777050.57672,0.613863445789253,,0.295567774886195,67.5632101778964,0.0,0.0,3.95162645875276,2583126.54657415,,,,0.961985910241426,0.999632696301463,67.2676424030102,47977.6095831965,3840072.95974231,3073777050.57672,0.613863445789253,6181377050.57672,1.23448166654692
IRL,2023,22.0272667594349,21.3345442569258,23.8326993788818,23435256094.4497,34212181846.449,3412106234.61126,0.686784946726607,,-0.0312258051351364,68.4560107833598,0.0,0.0,2.75053139567565,2679438.47443401,,,,0.973230976440562,0.999659695612161,68.4872365884949,48514.9588105283,3912317.98493112,3412106234.61126,0.686784946726607,5715406234.61126,1.15039060816511
IRL,2024,23.2857354522873,22.667343515836,28.5192516857393,28578668300.1443,36658851123.0677,19614596316.2597,3.87235232356553,,-0.322409807807418,69.0182153876449,14320000000.0,2.82708266738536,2.1634709551994,2757750.97193364,,,,0.978823439190431,0.999676658115786,69.3406251954523,49063.1778450872,3977107.16360041,5294596316.25969,1.04526965618018,6892738085.91012,1.36077795904353
ISL,2015,41.6220039836068,34.9020893287926,43.0167304155257,77933326650.6164,322437883740.36,5221465919.9792,0.224023900931399,,1.35532173415865,75.4357754991252,-29506532707.0438,-1.2659602995203,-0.854445170889873,177456.989269639,4.480313112,7599724133037.68,7552566073213.87,1.00861808855034,1.00000000000002,74.0804537649665,7360667.23097128,239546.30439043,34727998627.023,1.4899842004517,118037748627.023,5.06433965285575
ISL,2016,41.8033164416776,35.6051418229277,43.4080742553784,80702799449.5702,344120486441.969,285921130263.486,11.6375858125906,,2.85917169742423,77.0612973624008,379499829351.443,15.4464338675179,2.24586583520918,181491.023489808,4.51037366,7781185632718.22,7709073603463.39,0.978034653852618,1.00000000000001,74.2021256649766,7454751.82656969,244590.05973662,-93578699087.9573,-3.80884805492731,-20427019087.9573,-0.831422243303464
ISL,2017,43.1612321359866,37.2911824031245,44.7754013863976,92415074687.7314,380136638153.484,-16696177848.8466,-0.650029931857452,,1.34721208163401,75.6782873270948,0.0,0.0,2.85903201827331,186460.372237249,4.543884563,8006781649062.72,7917978645969.65,0.972204365895983,1.00000000000001,74.3310752454608,7546465.0017044,250851.170417632,-16696177848.8466,-0.650029931857452,61818082151.1531,2.40675465319438
ISL,2018,43.4280777129479,38.2918198314894,43.8941891566587,85151938627.6548,403416968626.279,-37263004151.2453,-1.36373166525897,,0.261358721976649,74.7277611000285,0.0,0.0,4.085207446673,191681.045425003,4.578092828,8232511000102.4,8149711316163.49,0.960751315706739,1.00000000000001,74.4664023780519,7635549.66028757,257406.077511136,-37263004151.2453,-1.36373166525897,23052445848.7548,0.843661188400558
ISL,2019,43.1516383826981,38.7235404225429,41.5101646966679,80473589650.8002,437669473314.751,-93688978049.7577,-3.18133051109452,,-0.782986089528961,73.8249244050192,0.0,0.0,2.7551392298133,196328.031255868,4.60970676,8421953902680.12,8341963131596.08,0.973187333981891,1.00000000000001,74.6079104945481,7722172.4010716,263146.400903715,-93688978049.7577,-3.18133051109452,-31325848049.7577,-1.06370971549799
ISL,2020,44.9047469370901,41.1362179955784,42.7494021604897,128547263962.581,507068321409.119,-119734599210.212,-3.80317444348983,,-4.18528125807055,70.5699288734131,0.0,0.0,-6.9598376578854,200365.813924713,4.637100149,8558694006826.69,8505406253340.57,1.07480465943614,1.00000000000001,74.7552101314836,7807283.43936676,268029.229765121,-119734599210.212,-3.80317444348983,-57765379210.2116,-1.83482314535562
ISL,2021,44.2349088893161,40.5032908727437,41.1903318140895,165632661924.548,473493856232.609,-174873967775.642,-5.08036947175124,,-2.7716510409669,72.1353409783896,0.0,0.0,-4.72456976830523,204473.483911219,4.658884058,8762180225637.63,8677852275523.69,1.04958854299388,1.00000000000001,74.9069920193565,7892190.03748162,272969.823509108,-174873967775.642,-5.08036947175124,-105552217775.642,-3.06646135890847
ISL,2022,44.6303862371934,38.8617456518207,42.1535864078663,221944062324.665,493182822282.739,-165370881988.403,-4.27121554432565,,0.223086396677075,75.2845791316931,0.0,0.0,0.523755824663796,209362.753538892,4.67490404,9048331080377.52,8930729742364.89,0.99478973084156,1.00000000000001,75.0614927350161,7977170.08347804,278921.649317566,-165370881988.403,-4.27121554432565,-43851621988.4032,-1.13260404267478
ISL,2023,44.022447877223,38.5435660933255,43.0032092687103,258737169610.296,553225051256.12,-132892579535.553,-3.13640337413976,,1.47296397930695,76.6899466283709,0.0,0.0,1.98196917650841,214726.325123508,4.686777124,9330849406278.0,9224945640211.6,0.98056549415046,1.00000000000001,75.216982649064,8062125.33134882,285475.856064775,-132892579535.553,-3.13640337413976,-8169269535.55323,-0.192803274833803
ISL,2024,42.4353567204491,37.2384622512063,42.865214940857,239051342366.366,631419889483.139,-107286000039.697,-2.34257729449321,,3.66054572824739,78.9863093046107,0.0,0.0,-0.586798127005628,219559.356356634,4.696124433,9619310205157.82,9511616793672.56,1.00590261772028,1.00000000000001,75.3257635763633,8147320.44787749,291479.761946324,-107286000039.697,-2.34257729449321,22932994554.7278,0.500739260656226
ISR,2015,35.9221099005865,33.8890632305516,36.1089525035544,60755057618.9138,72243160208.7406,-9049417133.99656,-0.759428239913491,,0.242231682169063,70.3468647455945,,,-1.01308980296389,3924069.72715652,4.480313112,3497591449368.9,3460981046031.49,1.01023458355198,1.07631743970336,70.1046330634254,179605.968624943,5597447.06688118,-10692468533.3557,-0.897313322878128,9262532544.64426,0.777312912352626
ISR,2016,36.2356164783638,34.1609392272811,35.8411237570329,61475112197.0596,75905111773.8266,-21370881135.1118,-1.72569665126371,,0.440231288638302,70.6302118079063,,,-0.15756511200764,4006385.18968602,4.51037366,3616290267317.8,3570069372167.62,1.00157813771453,1.07614494463141,70.189980519268,182512.55240232,5707916.08723444,-21822631232.0436,-1.76217542930541,475026482.956393,0.0383583440344252
ISR,2017,37.2313761082762,35.0727412328471,36.7280484096048,78364158640.3699,83902007717.1752,-18165561507.4633,-1.41633983086661,,0.849158092206494,70.9394677213162,,,0.60211898789464,4081137.62682336,4.543884563,3738430657528.93,3690953444075.66,0.994014847858552,1.07558439817913,70.0903096291097,185937.795322638,5822684.5457227,-28165561507.4633,-2.19602386666408,-4073864483.46326,-0.31763271017586
ISR,2018,37.8757317191718,35.4824108554908,35.2043581849515,66396340741.0079,83241904888.5467,-53591530083.332,-4.00468241711327,,0.834318863631225,70.7830227956032,,,0.966820913160271,4155574.05945811,4.578092828,3875149200553.92,3824488749055.92,0.990424370061212,1.07466944150923,69.948703931972,189786.616890639,5940887.85905108,-51591530083.332,-3.85523035217367,-22955965272.332,-1.71540820631586
ISR,2019,37.2805220994793,35.1863566227498,34.4078202599298,67748690752.5541,87556854674.9559,-59026033992.5327,-4.16254562080746,,0.494058275336528,70.3623779059386,,,0.785343660134941,4233629.46218239,4.60970676,4015720867237.36,3962287838066.42,0.992207759267228,1.07347399353649,69.868319630602,193938.862711624,6059440.79457734,-58026033992.5327,-4.09202511757775,-32065399489.5327,-2.26126810826358
ISR,2020,40.4716610076964,38.610960238412,33.9033918894807,71395815329.8603,99011274898.9422,-123600978357.428,-8.31231571911383,,-2.47915629682238,67.3936074675599,,,-4.34261496939419,4314811.0336427,4.637100149,4138948328077.7,4090149355370.66,1.0453975923344,1.0720927509526,69.8727637643822,198298.196236528,6175240.25268653,-123600978357.428,-8.31231571911383,-98663380430.428,-6.63523200990479
ISR,2021,39.4309910572462,36.6646657464186,35.7483736551637,95636435998.6543,111922993511.258,-58299110349.3576,-3.68642327340416,,-2.78473114038677,67.1647367910789,,,0.615132263377394,4399488.6218135,4.658884058,4298592975877.78,4235078452372.38,0.993886284800907,1.07064465037856,69.9494679314656,202806.267167879,6289524.06918089,-58299110349.3576,-3.68642327340416,-17566504457.3576,-1.11078145920068
ISR,2022,37.1006339118717,33.6587704959452,36.1514505855032,114149814400.885,122108630265.29,-12960799677.9522,-0.74961461655356,,0.0441828643157152,70.1154546026009,,,2.53636983469656,4490042.06446357,4.67490404,4487604931005.43,4414723373743.0,0.975263705563348,1.06917093487362,70.0712717382852,207104.055603151,6407821.56949254,-12960799677.9522,-0.74961461655356,42636405371.0478,2.46596455910117
ISR,2023,38.0944480153867,34.911370314179,34.6208327469101,118994725940.974,126124925984.205,-79145949443.0796,-4.20913457339531,,0.420493452732842,70.6312462143341,,,0.173720990047643,4585562.95385863,4.686777124,4661791368615.43,4606732240629.52,0.998265802764131,1.06767204213924,70.2107527616012,211358.028422719,6531140.56393725,-79145949443.0796,-4.20913457339531,-23455085672.6739,-1.24738679264695
ISR,2024,40.3340223167436,37.2199263212457,35.3361027030763,134239800245.469,149452345688.067,-122018886347.044,-5.94838169492206,,-0.483498173090112,69.8248472479072,,,-2.85107199178746,4676948.68059556,4.696124433,4797418354822.28,4743511106502.21,1.02934743645907,1.06617396538513,70.3083454209973,215603.014645396,6652053.39791541,-122018886347.044,-5.94838169492206,-62754593151.8973,-3.05926635091004
ITA,2015,47.8873203044977,43.8961626238901,47.2257606356644,39120229824.0267,213789392411.763,-19379712773.1334,-1.13552054878101,,-1.20704904378039,53.6953553352468,-5260794360.6727,-0.308247091656417,-2.56005904470361,24864106.7801566,4.480313112,7230782832332.1,7243395295171.94,1.02627319987682,1.1019547532104,54.9024043790272,36624.3798223311,45287828.5776037,-14118918412.4607,-0.82727345712459,51385081587.5393,3.01081944435884
ITA,2016,48.0911223023841,44.2478939147879,46.1030528473789,39844358018.2504,211681578686.675,-32581624976.1452,-1.88986848009538,,-0.494739408373739,54.6234118006714,-1587117609.11261,-0.092059360018486,-1.0120947970346,24885887.0554998,4.51037366,7207534507383.65,7215078015670.08,1.0102244288831,1.10213181226849,55.1181512090451,36536.8144087317,45150075.8091753,-30994507367.0326,-1.79780912007689,32820492632.9674,1.9037237882905
ITA,2017,48.0737935072006,44.3119175222457,45.7752670579874,37840697766.3145,209801752846.415,-48972145229.8537,-2.81979412227869,,0.037200382799206,55.4173964645996,-1000000000.0,-0.0575795507638845,0.630128336934055,24940293.2032356,4.543884563,7193244071730.87,7197123868216.38,0.993738174169626,1.10235151191563,55.3801960818004,36518.4029297145,45034678.4009162,-47972145229.8537,-2.7622145715148,14917854770.1463,0.858963376025897
