Country,Year,Cyclically-adjusted.current.disbursements.of.general.government.as.a.percentage.of.potential.GDP,"Cyclically-adjusted.current.disbursements.of.general.government.excluding.gross.interest.payments,.as.a.percentage.of.potential.GDP",Cyclically-adjusted.current.receipts.of.general.government.as.a.percentage.of.potential.GDP,Cyclically-adjusted.direct.taxes.on.business,Cyclically-adjusted.direct.taxes.on.households,Cyclically-adjusted.general.government.net.lending,Cyclically-adjusted.general.government.net.lending.as.a.percentage.of.potential.GDP,Cyclically-adjusted.total.direct.taxes.received.by.general.government,"Employment.rate.gap,.percentage.points","Employment.rate,.supply.definition,.as.a.percentage.of.population.aged.15-74",Net.one-offs.of.general.government,Net.one-offs.of.general.government.as.a.percentage.of.potential.GDP,Output.gap.as.a.percentage.of.potential.GDP,Potential.employment.of.total.economy,Productive.capital.stock.scrapping.rate,"Productive.capital.stock,.volume","Productive.capital.stock,.volume,.annual.average",Ratio.of.potential.to.actual.real.GDP.of.the.total.economy,Trend.employment.coefficient,"Trend.employment.rate,.as.a.percentage.of.population.aged.15-74",Trend.labour.efficiency,"Trend.working-age.population,.age.15-74",Underlying.general.government.net.lending,Underlying.general.government.net.lending.as.a.percentage.of.potential.GDP,Underlying.general.government.primary.balance,Underlying.general.government.primary.balance.as.a.percentage.of.potential.GDP
CZE,2017,39.5377329900735,38.7946474795341,39.2566821256754,164011976728.224,233644026267.148,18633222071.2283,0.368774386579908,,,65.2125414280673,0.0,0.0,2.62409905294037,5278880.42876822,4.543884563,22307333330206.6,22177049554635.9,0.974429991813261,1.05496067983779,64.9920613490111,544045.697006893,8122346.51309232,18633222071.2283,0.368774386579908,51275222071.2283,1.01479972136774
CZE,2018,40.378121858532,39.633984090259,40.126102338169,174894055754.299,260761728600.251,-19301944540.0983,-0.362318404529392,,,66.1881594568933,0.0,0.0,2.88967488035186,5309756.01327068,4.578092828,22735294360930.4,22566473014070.9,0.971914821543443,1.05322881927368,65.6853349151715,556808.493009825,8083624.78493548,-19301944540.0983,-0.362318404529392,12171055459.9018,0.228463893184924
CZE,2019,41.0383039425762,40.3276679951029,39.8154844381766,178052073819.611,276393963840.188,-90232368261.4648,-1.59795668832886,,,66.373954556741,0.0,0.0,4.33318972147061,5318586.03240686,4.60970676,23242482037270.8,23050127592284.6,0.958467772977721,1.05187927075936,66.1419982381401,567241.054604974,8041163.21562833,-90232368261.4648,-1.59795668832886,-61586368261.4648,-1.09065461728904
CZE,2020,43.0165295249902,42.294698071604,39.7468342056408,176283166849.621,334163215443.056,-253527299463.361,-4.23096351359226,,,65.4867438936249,-130500000000.0,-2.1778354429385,-2.70714578464661,5317021.64948475,4.637100149,23646530894895.6,23498353386973.4,1.02782471340243,1.05093696354608,66.3859841602276,574935.921628183,8009253.33373339,-123027299463.361,-2.05312807065376,-89259299463.3607,-1.48959437534995
CZE,2021,43.4671528375756,42.7474375618835,39.1950188669664,222586618743.388,249568612126.594,-300655422613.036,-4.74661305173465,,,66.3441697940166,-67600000000.0,-1.06723850016916,-0.442735449478371,5334609.85163256,4.658884058,24124978480236.1,23936440150607.3,1.00444704313118,1.05036683816278,66.4875509908574,581519.07155836,8023471.72084307,-233055422613.036,-3.67937455156549,-195751422613.036,-3.09043572005202
CZE,2022,41.6830123996345,40.5679736047647,39.0094544551115,278258918205.019,256781587043.46,-226031959194.859,-3.21793918618261,,,65.7530679458539,-37900000000.0,-0.539569252024139,0.346598076697058,5382641.56600055,4.67490404,24676106714055.7,24468565245620.3,0.996545990762615,1.04998350029179,66.5158797090748,587582.705712417,8092265.47035534,-188131959194.859,-2.67836993415847,-151852959194.859,-2.16187830106655
CZE,2023,41.6568925237754,40.3917580933917,39.1306096731038,318029524939.76,308291552652.434,-235682203626.31,-3.04049723528091,,,65.6486876753279,-29000000000.0,-0.374124216705615,-1.61083966299355,5426673.43761,4.686777124,25243944939369.6,25031339695882.7,1.01637212531824,1.04952431043452,66.5199603607658,593825.320039482,8157962.52459992,-206682203626.31,-2.66637301857529,-165273203626.31,-2.13216233962485
CZE,2024,41.1898125650726,39.6045368003414,40.0417729725819,346863050932.344,341591412009.212,-148830497253.759,-1.81269236596347,,,66.0779583893783,40000000000.0,0.487183043639984,-2.24325974170125,5442495.7175857,4.696124433,25795184521576.6,25586440675222.5,1.02294736645037,1.04892608759187,66.5228219954089,600216.145472866,8181396.33036211,-188830497253.759,-2.29987540960345,-122270040762.238,-1.4891972651133
DEU,2015,43.6219281249326,42.2345678793722,45.0224246153599,80501573249.8513,293500854599.3,33222485391.8323,1.07404092483477,,-0.27476890005768,69.3183406119914,7610000000.0,0.246021673020346,-0.333839988251661,43295249.6250391,4.480313112,12768386629890.1,12727959172910.6,1.0033495821271,1.08906936648336,69.5931095120491,40286.5701033695,62211977.4911669,25612485391.8321,0.828019251814415,56605485391.8321,1.82998373432684
DEU,2016,43.9738909591402,42.7834784199854,45.4250503753808,91296844159.4242,303833618563.279,32214543096.2532,1.01218767648977,,-0.289524376271032,69.9718364743184,3000000000.0,0.0942606269595827,0.258304972184975,43784737.611712,4.51037366,12887061109417.1,12842419492344.4,0.997423605233934,1.08790856341486,70.2613608505894,40616.5143564388,62316950.7132379,29214543096.2531,0.917927049530188,56713543096.2531,1.78195137645071
DEU,2017,44.2830664939338,43.2297020864464,45.5535424161965,92758334534.5272,314346885908.626,14779081760.042,0.451302262487505,,0.191129003780574,71.1036210793844,1000000000.0,0.0305365563175707,1.84772126241668,44197363.563026,4.543884563,13019218636363.7,12967552899954.9,0.981858000949713,1.08682711593103,70.9124920756039,40885.3277509447,62326625.7740662,13779081760.0419,0.42076570616993,39545081760.0419,1.20757061624846
DEU,2018,44.3571324560033,43.4153248443976,46.1482865019002,100644151877.696,329202214319.837,34179960028.7987,1.01283152199103,,0.512801332212845,72.006596249641,-5750000000.0,-0.170385841485523,1.81380770495205,44542820.3404769,4.578092828,13167253106160.9,13109614453276.9,0.98218505185261,1.08575959751247,71.4937949174282,41055.2988659789,62303057.7575602,39929960028.7985,1.18321736347655,62984960028.7986,1.86639050703285
DEU,2019,45.2552175597834,44.447956921865,46.4891856204862,99263590066.1109,342525625844.109,13489066212.8965,0.388249933949122,,0.723904163657153,72.6874818093231,0.0,0.0,1.91894986768664,44813740.0492477,4.60970676,13319851943321.0,13263186671075.5,0.981171804947188,1.08459154712171,71.963577645666,41134.1738127786,62272807.3219225,13489066212.8966,0.388249933949124,32695066212.8966,0.941047889992788
DEU,2020,47.8567183936037,47.2317139126992,46.3704236458116,91004251214.0427,365479592961.755,-90249204574.3101,-2.5363309738505,,-0.0335105705693479,72.2759831834088,0.0,0.0,-3.24917931048341,45039414.7955327,4.637100149,13433831881786.7,13389616410210.6,1.03358296381702,1.08324278979932,72.3094937539782,41129.7767530279,62287000.582209,-90249204574.3101,-2.5363309738505,-74460204574.3102,-2.09260263369486
DEU,2021,48.9561336047078,48.3656160955399,47.1166484419163,123091257124.786,367041281637.079,-109321796572.305,-2.96944016465601,,-0.245374107580275,72.3126455189664,7146663987.52839,0.194120401907515,-0.387241392603199,45302020.2714639,4.658884058,13542861403944.0,13503298853704.2,1.00388746781052,1.08167469730487,72.5580196265466,41115.7350636029,62435579.8361527,-116468460559.833,-3.16356056656352,-100752460559.833,-2.73667660480144
DEU,2022,47.1727597607317,46.4648089568786,46.4733131665374,135220895584.343,390947251906.966,-90638226999.72,-2.30279972553088,,0.12221460533884,72.8707003614871,3868285148.94422,0.0982795700459965,0.28606966712641,45641099.3781649,4.67490404,13644408715945.4,13607421722529.3,0.997147463570205,1.07993181985177,72.7484857561483,41120.9874773428,62738212.2167506,-94506512148.6641,-2.40107929557687,-74870512148.6641,-1.90219734579354
DEU,2023,46.2340207653875,45.3661796152183,45.314352956517,143825249792.746,395473217296.515,-95160777049.3625,-2.25925618974129,,-0.121867993160436,72.7949579797963,2884840000.0,0.068490325830698,-0.591545093129497,45996929.961027,4.686777124,13734470173290.9,13702464841159.5,1.00595065171955,1.07813582893753,72.9168259729568,41162.1084648201,63081366.1281503,-98045617049.3625,-2.32774651557198,-80395617049.3625,-1.90870967092486
DEU,2024,46.0902737834951,45.0713516023522,45.8836641894595,151193154681.822,406127735950.899,-72452638896.7552,-1.65465970442276,,-0.129254458338153,72.9053916148227,5545074600.0,0.12663736805657,-1.25276611086249,46225930.7826231,4.696124433,13797913499486.6,13776195874696.2,1.0126865944647,1.07637223472236,73.0346460731608,41244.4326817498,63293153.6853308,-77997713496.755,-1.78129707247932,-55680620643.0797,-1.27162351431592
DNK,2015,52.1801918548805,50.9348925058079,54.0964403261816,74455487973.7307,561223528010.608,-1728430078.62069,-0.0841712248069112,,-0.173647622958981,65.9295582396984,16500000000.0,0.803518306290029,-1.13287819601045,2836184.3190094,4.480313112,7521158259600.69,7483762326962.32,1.01145859387165,1.0795024774733,66.1032058626574,417849.262984429,4290539.74311342,-18228430078.6207,-0.88768953109694,-6383430078.62069,-0.310860783339038
DNK,2016,51.2651669501332,50.2042266170901,52.8979243803734,73892253576.962,554338512144.355,5271576339.04148,0.251029858498575,,0.192097039642746,66.4312075404552,-1500000000.0,-0.0714292582579442,0.0733528762495217,2862463.32679494,4.51037366,7639257083120.17,7594122901066.39,0.999267008907554,1.08114094996481,66.2391105008125,422320.203595631,4321409.67043909,6771576339.04148,0.322459116756519,14606576339.0415,0.695557942390515
DNK,2017,50.4807070110434,49.7096112777125,52.46807328091,81518742721.6573,564913211109.933,21181883423.382,0.977573605733619,,0.448127653326381,67.069136077642,-2500000000.0,-0.115378503671504,1.05260888212362,2894679.58321068,4.543884563,7769669528171.48,7717235304430.84,0.989583555597743,1.0828399612707,66.6210084243157,427114.849572892,4344995.14743786,23681883423.382,1.09295210940512,24837883423.382,1.14630312950283
DNK,2018,50.0049567615437,49.1955428902634,51.5923277729894,72293300237.5472,562892907520.715,8404186205.51246,0.37709504311407,,0.669223146151921,67.9061186610262,-4000000000.0,-0.179479623079616,0.667531502053453,2930834.05060232,4.578092828,7910272018638.25,7861387376530.57,0.993368949331594,1.08470609039127,67.2368955148743,432131.463024407,4358966.94539377,12404186205.5125,0.556574666193686,8778186205.51246,0.393876387872014
DNK,2019,49.2088057815891,48.4689476024396,53.8238637850431,83340951955.2013,636878823758.381,96631061150.4694,4.20005552236655,,0.706402954586295,68.7615594992987,0.0,0.0,0.127244649556957,2970407.67025009,4.60970676,8038250840583.19,7990842787507.29,0.998729170566889,1.08682288579805,68.0551565447124,437305.58550363,4364706.2486713,96631061150.4694,4.20005552236655,94953061150.4694,4.12712148767188
DNK,2020,49.3828702298043,48.8871264510446,53.7376796023266,89291792587.5057,678030128476.058,75584339739.8638,3.1225804731006,,-0.91239816133114,68.100357378993,0.0,0.0,-3.88264258368167,3013270.51731321,4.637100149,8179483480825.31,8120284798719.83,1.0403948120095,1.08923537351323,69.0127555403241,442564.22792892,4366251.56280357,75584339739.8638,3.1225804731006,73305339739.8637,3.02842921210277
DNK,2021,48.8188994742002,48.3276130665646,53.4511635283678,110588916208.775,700481864352.615,96202072573.858,3.76891828580555,,-0.385347131532399,69.6621339865638,2600000000.0,0.101860461847859,0.587987736274309,3062426.84432173,4.658884058,8361835767964.27,8292449145764.22,0.994154493498608,1.09192484269885,70.0474811180962,447877.2834063,4371930.00439037,93602072573.858,3.66705782395769,88038072573.858,3.44907643560327
DNK,2022,43.1465134955113,42.438774908529,48.1067467074902,113713895680.63,678484283185.48,109454620834.745,3.8243631873905,,0.940094694294856,72.0552068250492,0.0,0.0,-0.622188962841241,3119308.92523626,4.67490404,8550210393554.37,8474572210800.19,1.00626084390819,1.09476470559457,71.1151121307543,453181.759244496,4386281.38489187,109454620834.745,3.8243631873905,105976620834.745,3.7028412720588
DNK,2023,44.5635569808779,43.9083175610374,50.021032912216,127455501814.005,709191910224.414,109258973553.471,3.86178116370246,,0.465772813565778,72.6571785660479,2250000000.0,0.0795267183622053,-0.865801123782939,3179838.39822644,4.686777124,8690623220128.76,8640598811721.27,1.00873362707923,1.09757419527754,72.1914057524821,458502.662411722,4404732.62029132,107008973553.471,3.78225444534025,88129973553.471,3.11497226046911
DNK,2024,44.5991803753624,43.9538374336859,49.5228198295966,128105785092.799,735271526510.871,86655601129.4038,2.95167812275562,,-0.018023305208061,72.9266926041043,3530000000.0,0.120239472550284,-0.288233304979968,3225909.59540995,4.696124433,8816439837182.89,8768396524292.45,1.0028906649088,1.10024319376828,72.9447159093124,463853.18040091,4422403.39851418,83125601129.4038,2.83143865020534,57353274146.1237,1.95357717630645
ESP,2015,40.8494855330065,37.8831206895925,37.5511572741923,23061145967.4657,90954330916.7414,-34399086043.811,-3.05803499678447,,-1.95968733020811,52.9015963959446,602270831.345169,0.0535411108728387,-3.35712590763778,19295374.5454361,4.480313112,4179483301550.47,4170142194736.21,1.03473743862822,1.0364921338814,54.8612837261527,33116.2173092981,35171204.9644181,-35001356875.1561,-3.11157610765731,-6357356875.15611,-0.565160940221363
ESP,2016,41.1199968516776,38.3734993233751,37.1379779118714,22846869857.6811,89676130719.3244,-39047596202.7463,-3.43441388965274,,-1.0123558717781,54.0787107923321,0.0,0.0,-1.22993890849507,19379354.1506686,4.51037366,4204937172477.35,4195065852826.78,1.01245254781563,1.03460009602356,55.0910666641102,33219.4664469967,35176944.8735208,-39047596202.7463,-3.43441388965274,-11874596202.7463,-1.04442480712453
ESP,2017,41.0343627054458,38.4877190916951,37.1641446335567,22965735019.8924,92701353515.4496,-40110818280.6654,-3.448742374231,,-0.0940122240289512,55.3619480999593,1672969.82397845,0.000143842538499,0.599078269422826,19559383.6699847,4.543884563,4242142707361.02,4226958378726.06,0.994044893057386,1.03228868057941,55.4559603239883,33294.2482739549,35270119.8495413,-40112491250.4894,-3.4488862167695,-13719491250.4894,-1.1796067209943
ESP,2018,41.7000854596763,39.2190231903542,37.8883232361796,25704786918.2201,97877881919.189,-42823073946.7162,-3.58978492030729,,0.353072682301807,56.2858090096664,2230626.43197126,0.0001869895920664,1.62302009111484,19827144.2992863,4.578092828,4290840591091.9,4271636294783.67,0.984029011441899,1.02960562939131,55.9327363273646,33342.2451530582,35448192.9566997,-42825304573.1482,-3.58997190989936,-16189304573.1482,-1.35712166527937
ESP,2019,42.5057680597583,40.2100671931845,38.0470625698753,22042231070.3908,102568051005.731,-53245845397.3456,-4.33068611313706,,0.763972499751262,57.2640276384278,0.0,0.0,1.96897892002925,20161182.3715178,4.60970676,4347685593464.21,4326307615431.98,0.980690412506989,1.02664100721919,56.5000551386765,33373.7918145306,35683473.7984472,-53245845397.3456,-4.33068611313706,-27856845397.3456,-2.2657026593873
ESP,2020,42.6343502066284,40.674371216905,41.5003378718647,25426522554.3538,128269621921.496,-18054061451.0,-1.42911074673541,,-2.74271003714071,54.3948372959384,15000000000.0,1.18735949022948,-10.6144693733337,20525848.3588376,4.637100149,4378343925672.48,4366847289841.81,1.11874930202816,1.02350478056346,57.1375473330791,33411.6767849827,35923572.7063742,-33054061451.0,-2.61647023696489,-10181061451.0,-0.805905328963628
ESP,2021,42.9547791008403,40.9684214673696,41.761745779551,34339020373.3452,127276682328.851,-26310799978.5883,-1.99580749545189,,-2.17912340896535,55.6433446300618,21000000000.0,1.59295640720152,-6.28303694138658,20916850.8862647,4.658884058,4412707233052.07,4399549907896.46,1.06704268615125,1.02038824313319,57.8224680390271,33524.9451422057,36174261.6592342,-47310799978.5883,-3.5887639026534,-23390799978.5882,-1.77431069978387
ESP,2022,43.3526781133611,41.0977305827599,40.7669416613355,33852766227.5807,138904568223.777,-39214040198.2329,-2.78181238265641,,-1.59402896813582,56.9394930461033,14000000000.0,0.993148707970793,-2.55586667277057,21358825.8638069,4.67490404,4452401912491.79,4438042809611.81,1.02622904617754,1.0174374996648,58.5335220142391,33729.4147387178,36489903.7830169,-53214040198.2329,-3.7749610906272,-24358040198.2329,-1.72793972511255
ESP,2023,42.6145316020207,40.2840058021413,40.6510973942191,38529665907.0848,152257813720.196,-30530514063.7199,-1.99274064355603,,-1.19552499624811,58.0583878058826,8000000000.0,0.522163666002348,-2.20370591258718,21819718.3767517,4.686777124,4494955011168.16,4479015920604.66,1.02253363415405,1.01471530116612,59.2539128021307,34005.4571029582,36824097.0847197,-38530514063.7199,-2.51490430955837,-11790514063.7199,-0.769572255945525
ESP,2024,42.6757468873004,40.1623564461715,40.5080270638597,40602140647.6046,158974805162.258,-34029612331.9429,-2.11562341059593,,-0.900417657252049,58.8576635233533,9900000000.0,0.615483701682942,-1.2982506224582,22184695.4612438,4.696124433,4539442780035.71,4523048556501.47,1.01315326861627,1.01222006136583,59.7580811806054,34333.3894791103,37124176.3841038,-43929612331.9429,-2.73110711227887,-15231446587.3544,-0.94694011389605
EST,2015,36.0170047423821,35.951232711624,38.5269510154537,402793742.760127,1242966476.27244,203474927.177096,0.954466578776275,,0.241145440417071,63.3019425144991,-105329160.688405,-0.494081334945697,-1.47805236795038,621175.981335325,4.480313112,69031116224.419,68156617368.6898,1.01500226501277,0.969992741569144,63.060797074082,24407.4394098228,985043.022221214,308804087.865501,1.44854791372197,299504087.865501,1.40492318164433
EST,2016,36.5978631985635,36.5540402034972,38.3883821917545,327953351.007094,1321186574.81808,67206154.8064928,0.300529587759494,,-0.401833779563198,63.6046111957131,-60039026.3446471,-0.268479931470428,-0.807044870253615,627571.766323523,4.51037366,71390366612.9782,70524098517.0532,1.00813611076712,0.970676415073165,64.0064449752763,24588.0494194781,980482.147642999,127245181.15114,0.569009519229921,114445181.15114,0.511771030665926
EST,2017,36.5481225657435,36.5052371542872,37.4048941534481,311397965.047084,1351748242.26385,-322807706.559147,-1.35248359054643,,0.805789658530586,65.6854826393353,-84000000.0,-0.351939000517896,1.75431911338673,634259.23564097,4.543884563,74402378931.0104,73391927686.9716,0.982759266351811,0.971635701620988,64.8796929808047,24809.7776675718,977592.843771043,-238807706.559147,-1.00054459002854,-243807706.559147,-1.02149334005937
EST,2018,37.3743755023425,37.3326094495109,37.0925861697104,454097863.708901,1390941494.41639,-488758047.333556,-1.90340686422609,,0.617818177510671,66.278418926625,-17200000.0,-0.0669832409784264,2.80378853234524,641786.101692073,4.578092828,77858852372.4901,76552462583.7014,0.972726797597901,0.972791705677955,65.6606007491144,24983.4461112448,977429.530601316,-471558047.333556,-1.83642362324766,-475758047.333556,-1.85277999604472
EST,2019,38.2748446690556,38.2359932306792,37.8117961956691,442818354.799166,1481239002.8291,-512536539.199283,-1.86966860391879,,0.484707970176743,66.8326970545048,0.0,0.0,3.73240605402985,649922.73952017,4.60970676,81574392910.4263,80229629246.5421,0.964018900206693,0.974084894079751,66.347989084328,25083.3798956898,979566.598008149,-512536539.199283,-1.86966860391879,-515036539.199283,-1.87878828837504
EST,2020,40.8623803353987,40.7937452754079,38.4193193981305,423090872.311426,1726040395.78421,-1315355151.74426,-4.65888914600282,,-2.13645614644075,64.8172150117852,0.0,0.0,-1.37984914308607,658070.638218251,4.637100149,86230347557.1577,84124943345.7906,1.0139915537656,0.975466185021983,66.953671158226,25108.4632755855,982874.615886392,-1315355151.74426,-4.65888914600282,-1307155151.74426,-4.62984536193693
EST,2021,40.1567467308428,40.0912256433568,38.4080360105359,422520997.465709,2092102440.05959,-1223871106.96258,-4.00657485424295,,-2.71129091845313,64.787883307256,130000000.0,0.425579726564709,2.78863745839344,666675.86701664,4.658884058,90930021984.563,89479742710.1759,0.972870177800321,0.976911688457303,67.4991742257091,25058.2463490343,987680.034110279,-1353871106.96258,-4.43215458080766,-1348271106.96258,-4.41382191566333
EST,2022,37.0365337983859,36.9262490342807,37.8823519308132,561637971.118682,2280952575.2963,-504153505.959129,-1.3956048757999,,-0.369832586889842,67.6392925605296,0.0,0.0,0.724416059740363,677135.755092436,4.67490404,94528553919.3493,93005858659.5863,0.992807939841411,0.978358742375446,68.0091251474194,24932.9551172891,995654.264960251,-504153505.959129,-1.3956048757999,-481453505.959129,-1.33276641428729
EST,2023,37.504535638793,37.1604332245926,39.5182942004085,744449434.20216,2591718899.06345,-232211201.501062,-0.582128489778,,-0.505545722383602,67.9996666999898,240000000.0,0.601654169323444,-4.32698432631795,689653.562587865,4.686777124,98615404274.1461,97095609982.827,1.0452267998019,0.979739212319645,68.5052124223735,24683.6255661162,1006716.91715334,-472211201.501062,-1.18378265910144,-407011201.501062,-1.02033327643524
EST,2024,37.46223670592,37.0383175938097,41.058978699437,726220165.237047,2764871383.82981,242280783.587791,0.578266757191308,,-0.820610949922937,68.03172264107,120000000.0,0.286411533904473,-6.6439243355209,697390.723383002,4.696124433,102148134605.129,100838578020.603,1.07116756234912,0.981014160620297,68.8523335909929,24535.5238127195,1012878.84812408,122280783.587791,0.291855223286835,210386400.00228,0.502142429477443
FIN,2015,52.323978529053,51.1595420510362,52.7261965736557,5145579161.14857,30583650477.3842,694839532.357368,0.315493932940245,,-1.18350998903775,61.3296988292949,-306086059.280541,-0.138979275305442,-4.56170430085796,2567580.00312498,4.480313112,883868536809.81,881697392529.105,1.0477974199711,1.04165719640517,62.5132088183326,43316.3859738798,4107259.97218689,1000925591.63791,0.454473208245687,1297925591.63791,0.589326931615963
FIN,2016,52.4827480175147,51.3632458365976,52.9593766518043,5139315097.50884,30251042485.7067,-279842175.50331,-0.126288695527435,,-1.16513876891853,61.5077158053475,-74045722.1717691,-0.0334157553115112,-2.65006164959064,2577843.84139965,4.51037366,893017169463.369,889450181956.884,1.02722201672128,1.04311393101673,62.6728545742661,43316.3859738798,4113174.4499446,-205796453.33154,-0.0928729402159234,408203546.668457,0.184216311661078
FIN,2017,51.9922501260766,50.9508315051264,51.7371791236663,6065226441.29413,29413456286.0545,-1321539212.97093,-0.58773022690273,,-0.915633587537627,61.9349226902151,-4627857.63573556,-0.0020581544547662,-0.0661447877069898,2587729.32269293,4.543884563,903880345202.825,899609711363.907,1.00066188567995,1.04417212514737,62.8505562777527,43316.3859738798,4117273.53892795,-1316911355.3352,-0.585672072447963,-760911355.335195,-0.338401311996374
FIN,2018,51.8676372448189,50.8878670875092,51.4553599360041,5815830413.27495,29572285200.2866,-2402279333.55148,-1.03894548407767,,0.248614152828957,63.3885683568519,-1234095.36952948,-0.0005337255302439,0.295019450896228,2602879.48404976,4.578092828,916174817928.561,911520188331.747,0.997058483536756,1.04495480856332,63.1399542040229,43316.3859738798,4122396.85134887,-2401045238.18195,-1.03841175854743,-1961045238.18196,-0.848119144941017
FIN,2019,52.078701473221,51.2206179157623,51.321871878106,5893129339.20895,30198969214.8981,-3141878320.72328,-1.326284371833,,0.694424057837644,64.2725299877464,0.0,0.0,0.68585206318228,2623853.07828736,4.60970676,927075493144.915,923029365846.907,0.993188198251013,1.04558910873162,63.5781059299087,43316.3859738798,4126975.85105792,-3141878320.72328,-1.326284371833,-2810878320.72328,-1.1865589966709
FIN,2020,53.1690678880371,52.5203742844504,50.4123515686466,5472913289.92371,32175783984.8487,-9187559808.34659,-3.77821587084372,,-1.47132887226133,62.6552554974435,0.0,0.0,-2.79017130862491,2648547.25463176,4.637100149,936629642511.994,933268812641.181,1.02870256378584,1.04617816099549,64.1265843697048,43316.3859738798,4130186.06973087,-9187559808.34659,-3.77821587084372,-9018559808.34659,-3.70871771295499
FIN,2021,53.3216892822104,52.8189492240429,52.0249958993637,6998050633.60382,33901688679.2073,-4992693337.16546,-1.98485625215507,,-0.599014901685692,64.144619017005,10000000.0,0.0039755220641729,-1.10332292280716,2674276.16223436,4.658884058,946444866376.869,942631230212.516,1.01115631945799,1.04683664810578,64.7436339186907,43316.3859738798,4130562.34315315,-5002693337.16546,-1.98883177421925,-5122693337.16546,-2.03653803898932
FIN,2022,51.3807914230757,50.8231007503765,51.9911381175941,8185510448.24423,35996592644.8462,649807998.151354,0.242453982491529,,1.06745759228605,66.4623857917689,150000000.0,0.0559674511197051,-0.704786921464173,2700931.43996301,4.67490404,957022545594.794,953344592509.506,1.00709789424498,1.04759892621041,65.3949281994829,43316.3859738798,4130184.88486446,499807998.151354,0.186486531371824,364807998.151356,0.13611582536409
FIN,2023,53.0751892736205,51.9452663922369,52.108997682207,8381241520.70938,37214011097.1041,-3666314169.4801,-1.30410611623394,,0.864479931804141,66.9219055740426,260000000.0,0.092481869950852,-2.78021271166583,2729092.19716457,4.686777124,962128515676.792,960507723888.147,1.02859718982331,1.04841111033532,66.0574256422384,43316.3859738798,4131393.51198018,-3926314169.4801,-1.39658798618479,-4210314169.4801,-1.49760664413111
FIN,2024,54.0553184095864,52.4131907287894,52.9057212710794,8668373529.73714,38933023492.9478,-4941125494.42008,-1.71367675629808,,-0.270239380722771,66.2509177922316,800000000.0,0.277455289606921,-3.61530402889744,2749444.94539205,4.696124433,963716844714.286,963105576689.03,1.03750910860352,1.04921802549968,66.5211571729544,43316.3859738797,4133188.69099574,-5741125494.42008,-1.991132045905,-5492906392.96794,-1.90504491755579
FRA,2015,55.7397096667323,53.7174152205133,53.2263659007553,59968984462.6756,220723598847.996,-80705173805.8433,-3.65063632554,,-0.0752044640002865,57.3483313192327,3536405967.92247,0.15996659792113,-0.363151495839875,27565939.2108891,4.480313112,9064818240179.87,9034859327272.25,1.00364475092591,1.04189534928948,57.423535783233,44073.5476931559,48004600.9617854,-84241579773.7658,-3.81060292346113,-41686579773.7658,-1.88566030197449
FRA,2016,55.6094330289615,53.7152899318452,53.2110931212924,57947714604.9329,223211630047.621,-77981802899.6964,-3.4812404814179,,0.0194534942671965,57.4496237394786,-3000000000.0,-0.133925108883247,-0.435645599260803,27724321.7314945,4.51037366,9148380450632.9,9116917189727.09,1.0043755177431,1.04446644759779,57.4301702452114,44146.2352146873,48274838.1436432,-74981802899.6964,-3.34731537253466,-34054002899.6964,-1.52022868208408
FRA,2017,56.1681582482986,54.3641412999026,53.6685665948963,65136913960.2692,223122153028.493,-90191724411.6899,-3.96667466735961,,0.197710815064951,57.7393078128241,-1900000000.0,-0.0835628980058222,0.91722746952958,27946017.8804321,4.543884563,9244907944374.29,9207270231666.84,0.990911091272236,1.04711022042351,57.5415969977591,44184.7732319475,48566635.8573962,-88291724411.6899,-3.88311176935379,-48639524411.6899,-2.13918927235039
FRA,2018,55.8333125755603,54.0400321447302,53.4055175837984,59736540160.3864,242440737920.624,-75766257612.3598,-3.26129879250861,,0.191133270014433,57.9729813877563,-5635750000.0,-0.242586413122272,1.45346675031812,28229101.7809087,4.578092828,9351241326666.56,9309853337575.42,0.985673562502352,1.04971505288532,57.7818481177419,44186.2822939991,48854619.0550817,-70130507612.3597,-3.01871237938634,-29781507612.3598,-1.28192150273806
FRA,2019,54.9606982212648,53.4110324362811,52.1836268155752,63795057514.5984,239112141425.432,-92843113548.4354,-3.90270041587927,,0.178600077357622,58.352071090852,-22151000000.0,-0.931126861305035,2.35615159122298,28575798.5070908,4.60970676,9471844287616.32,9425564843546.55,0.976980850153172,1.05216228975739,58.1734710134944,44148.5770250538,49121701.0249606,-70692113548.4354,-2.97157355457423,-34854013548.4355,-1.46510352757157
FRA,2020,55.5357019323481,54.3536160031978,52.8253739718812,80785717547.4965,272299607147.197,-99258341350.6542,-4.00587417881573,,-0.659319414611382,58.0536976831707,800000000.0,0.0322864486696509,-6.48573589933337,28980754.7668073,4.637100149,9550992075556.49,9515557965749.74,1.06935557865645,1.05431960364345,58.7130170977821,44070.2738764156,49360016.2269672,-100058341350.654,-4.03816062748538,-70726041350.6542,-2.85436587959438
FRA,2021,56.605879592693,55.2386973931829,52.010422829483,78352374661.0442,255565427238.144,-143227690662.311,-5.63688669962631,,-0.107454411174146,59.2546849947447,8660000000.0,0.34082403055605,-1.38944620901608,29419353.9713333,4.658884058,9673366771022.91,9627823374524.13,1.01409023837308,1.05609689510294,59.3621394059189,44008.1411429204,49559120.1155394,-151887690662.311,-5.97771073018236,-117614890662.311,-4.62886617655172
