"Quarter","eps_y"
"Q1.2020",0
"Q2.2020",-7.76975636657357
"Q3.2020",1.39846810026781
"Q4.2020",0.395102825645769
"Q1.2021",1.47070930265616
"Q2.2021",1.78927989242841
"Q3.2021",1.74880286993353
"Q4.2021",2.30813204958341
"Q1.2022",1.21951667929098
"Q2.2022",0.729801993771596
