"Quarter","eps_y"
"Q4.2019",0
"Q1.2020",-1.6944877619361
"Q2.2020",-9.22245411515487
"Q3.2020",1.10023303085497
"Q4.2020",-0.830076206373779
"Q1.2021",-0.161832540385764
"Q2.2021",0.267609591739138
"Q3.2021",0.336386501879298
"Q4.2021",0.844833873427675
"Q1.2022",-0.202025698929443
"Q2.2022",-0.321878865814938
