"Country","Quarter","S_mean_tw","y_t_pct","F_CP_above_3","F_CP_loans","F_CP_guar_adj","F_DI","F_H","debt_dR"
"COL","Q4.2020",59.9702380952381,-4.808703130086,0.00780377308731975,0.00930556732879357,0.00898703060100025,0.391766268260292,0.0120669096662993,-0.424671409890784
"COL","Q1.2021",54.0521978021978,-2.499829085567,0,0.0673429214583745,0,0.359036666572481,0,1.13820368543891
"COL","Q2.2021",49.9656593406593,-5.2875365297402,0.0104546353592721,0,0.235464760343967,0,0,1.11438112985958
"COL","Q3.2021",39.6978021978022,-0.986141247880712,0.199862488579959,0,0,0,0,-0.184782162368982
"COL","Q4.2021",39.47368246337,3.08149376863986,0,0.232895839808614,0.0035319714051595,0.0376743616550347,0,1.29225830737015
"COL","Q1.2022",39.6866907051282,2.91621969611246,0,0,0,0,0,-2.91950715336521
"COL","Q2.2022",18.3993818681319,3.75413065980179,0,0,0,0,0,0.459460872293526
"COL","Q3.2022",10.3714354395604,3.95369517434981,0,0,0,0,0,2.20486285593042
"COL","Q4.2022",9.375,2.83025357147451,0,0,0,0,0,3.60199162678079
"CRI","Q4.2019",0,-0.996049377327671,0,0,0,0,0,2.74661404326201
"CRI","Q1.2020",42.1428571428571,-1.85503907739133,0,0.16921077529465,0,0,0,1.15658526324357
"CRI","Q2.2020",70.0206043956044,-10.3740653591488,0.022556440694497,1.41320126230107,2.47963803896999,1.3288283820472,0,3.23074551813307
"CRI","Q3.2020",61.8475274725275,-10.1024500577899,0.365743855594697,0,0,0,0,2.64364225106771
"CRI","Q4.2020",51.5453296703297,-8.39074442053769,0.00286535951169866,0,0,0.0859773162712195,0.0566636966113267,-0.492951451795662
"CRI","Q1.2021",57.3717948717949,-5.30700467485761,0,2.79855701597052,0,0.00385721472728665,0,2.93066668972396
"CRI","Q2.2021",54.3040293040293,-4.07405753665844,0,0.393497893134213,0,0,0,2.07584061197068
"CRI","Q3.2021",48.8352884615385,-1.84633560364796,0,0,0,0.00638413119819967,0,1.87306789484927
"CRI","Q4.2021",42.3012316849817,-2.10430281739252,0,0,0,0,0,-0.968439824714778
"CRI","Q1.2022",35.5195421245421,-2.27212896503196,0,0,0,0,0,1.45024828272413
"CRI","Q2.2022",0,-2.59733806841205,0,0,0,0,0,-0.58599742560456
"CRI","Q3.2022",0,-2.02603921243103,0,0,0,0,0,-2.42280873040994
"CRI","Q4.2022",0,-0.910199843051656,0,0,0,0,0,0.393738810631746
"CZE","Q4.2019",0,-0.502236416742961,0,0,0,0,0,-0.395248810946569
