"Country","Quarter","S_mean_tw","y_t_pct","F_CP_above_3","F_CP_loans","F_CP_guar_adj","F_DI","F_H","debt_dR"
"ISL","Q1.2020",22.827380952381,-7.89810467172464,1.82319894249835,0,0.92531394580304,0.660938532716457,0,0.345544870107517
"ISL","Q2.2020",40.9455128205128,-15.2179267319344,0.175148711169861,1.08393919365499,0,0.555188367481824,0.0330469266358229,5.11744622065913
"ISL","Q3.2020",34.8557692307692,-12.2733609025235,0,0,0.53536021150033,0,0,-1.55909045435115
"ISL","Q4.2020",42.2275641025641,-9.05136132724773,1.52141440846001,0,0,0,0,0.297950772843109
"ISL","Q1.2021",37.8319597069597,-13.0002125294278,0.763384005287508,0,0,2.2207534699273,0,4.19267281447976
"ISL","Q2.2021",38.4615384615385,-10.6423893596759,0,0,0,0.0991407799074686,0,0.870637401057422
"ISL","Q3.2021",19.2193223443223,-8.55183888330851,0,0,0,0,0,-2.8400332768048
"ISL","Q4.2021",26.3049450549451,-6.86993888998919,0.442828816920026,0,0,0,0,-1.09188418957113
"ISL","Q1.2022",19.2352850274725,-7.97309382748041,0,0,0,0,0,0.245951431714502
"ISL","Q2.2022",0,-5.8885916228959,0,0,0,0,0,1.87516387747702
"ISL","Q3.2022",0,-5.12750909000319,0,0,0,0,0,-2.37309760826803
"ISL","Q4.2022",0,-1.83022118285332,0,0,0,0,0,1.00502596470123
"ISR","Q4.2019",0,-0.74477742849755,0,0,0,0,0,0.16539611246035
"ISR","Q1.2020",44.3452380952381,-3.53045797385983,0.892838736690056,0.426515320074868,0.995202413508025,3.73911763932301,0.781944753470591,0.618407258900604
"ISR","Q2.2020",75.5608974358974,-12.0232948893942,1.22765326294883,0.995202413508025,0.426515320074868,0.680220849632735,0.000177714716697861,4.07588798641871
"ISR","Q3.2020",47.1153846153846,-5.29601172831675,0.0284343546716578,0,0,1.24755731121899,0,3.79854332015725
"ISR","Q4.2020",63.3699633699634,-3.67327264328026,0.0492625194686472,0,0,0,0,2.17675731422905
"ISR","Q1.2021",65.2228937728938,-4.05838102391917,0.341923114926685,0,0,0.0497601206754012,0.867247817485564,2.38121684123479
"ISR","Q2.2021",36.4252197802198,-1.66215217068926,0.177714716697862,0,0,0,0,2.02642719581635
"ISR","Q3.2021",36.1986378205128,-1.01808563529685,0.174160422363904,0,0,0,0,-1.82227552051417
"ISR","Q4.2021",44.3063713369963,2.54786339128568,0.0106628830018717,0,0,0,0,-0.344847311416089
"ISR","Q1.2022",27.8404178113553,0.873029634661121,0,0,0,0,0,-1.49082897179048
"ISR","Q2.2022",6.02106227106227,1.64829953486345,0,0,0,0,0,0.373412956994898
"ISR","Q3.2022",4.16666666666667,0.460430020944376,0,0,0,0,0,-2.85131527263496
"ISR","Q4.2022",4.16666666666667,1.37376298913146,0,0,0,0,0,-0.399489469813872
"ITA","Q4.2019",0,-1.05653042010026,0,0,0,0,0,-2.09841948920624
"ITA","Q1.2020",65.3869047619048,-6.90742404177636,1.91311011850654,0,6.01343092805419,0,0.271303627916864,1.47413786951545
"ITA","Q2.2020",74.4848901098901,-18.7195545606609,1.40126925346751,1.06283895472586,13.6490897343742,0.0335633354123955,0.59854614818772,3.03764016711605
"ITA","Q3.2020",58.3218864468864,-7.41244096556522,1.20268618561084,0.699236154424906,0,0.22375556941597,0,3.52574388074383
"ITA","Q4.2020",68.8186813186813,-7.37310726952976,0,0.00279694461769962,0,0.302070018711559,0,-1.27191282982011
"ITA","Q1.2021",66.1057692307692,-6.06155180691201,0,0,0,0,0,4.28712479299796
"ITA","Q2.2021",59.2834249084249,-3.90929669815455,0.190192234003574,0.0237740292504468,0,0,0,1.29148691014149
"ITA","Q3.2021",45.7091311813187,-1.87616003070989,2.93679184858461,0,0,0.363602800300951,0.44751113883194,-0.320717547080562
"ITA","Q4.2021",43.1690052655678,-0.517806924086588,0.00493940419485754,0,0,0.00279694461769962,0,-1.69926518006611
"ITA","Q1.2022",41.0597836538462,-0.0348281452684538,0,0,0,0,0,2.4348396793612
"ITA","Q2.2022",17.9822756410256,1.27429913224485,0,0,0,0,0,-0.943066888979757
"ITA","Q3.2022",7.97228021978022,1.1830709770127,0,0,0,0,0,-2.08270103794706
"ITA","Q4.2022",7.43609693877551,0.761399290227613,0,0,0,0,0,-1.52545751959872
"JPN","Q4.2019",0,-2.65101232472707,0,0,0,0,0,-2.88779913187983
"JPN","Q1.2020",30.0595238095238,-2.25529263920965,0,0,0,0,0,-1.45283637043806
"JPN","Q2.2020",27.2779304029304,-9.82609571889517,1.24776076278532,12.2380092458827,11.9365790234036,2.86745160358278,0.73522825772898,5.40304706112204
"JPN","Q3.2020",23.6378205128205,-5.05766730523216,0,0.487575845131465,0,0,0,6.64608867973553
"JPN","Q4.2020",31.0897435897436,-3.56900540740031,1.28214388904941,0,0,1.91418665125686,0.632042762207454,2.26782547583338
"JPN","Q1.2021",40.8253205128205,-3.44681277482674,0,0,0,0,0,-1.01522486060631
"JPN","Q2.2021",40.0297619047619,-2.95447373134139,0,0,0,0,0,1.20238349956108
"JPN","Q3.2021",40.625,-3.45052603288436,0,0,0,0,0,1.15963479508929
"JPN","Q4.2021",40.625,-2.48839877870326,2.14845781566021,0.449562987575845,0,0.557678416642589,0.533227390927478,0.773827632766057
"JPN","Q1.2022",40.3044871794872,-3.07388472590667,0,0,0,0,0,-0.189675899731725
"JPN","Q2.2022",35.7321268315018,-2.30159403049626,0,0,0,0,0,1.4331568897608
"JPN","Q3.2022",29.5516735347985,-2.8192525541332,0,0,0,0,0,-0.420621860017974
"JPN","Q4.2022",29.4413919413919,-2.68578142656607,0,0,0,0,0,-5.05722883394992
"KOR","Q4.2019",0,-0.272161972054092,0,0,0,0,0,-1.25712424792426
"KOR","Q1.2020",55.6845238095238,-2.27736887302558,0.130273483645311,3.20472769767464,0.880648749442299,0.325063607331125,0.109429726262061,3.142989097152
"KOR","Q2.2020",45.5242673992674,-5.64857861608444,0.00275658691393477,0,2.39703209907371,0.745164326451176,0,1.38676723952841
"KOR","Q3.2020",34.5695970695971,-4.26813792124434,1.08387538392898,1.04218786916248,0,1.50596147093979,0.135484422991123,0.304843225940083
"KOR","Q4.2020",46.5716575091575,-3.46534633422788,0.239703209907371,0,0,0,0.0416875147664994,-0.629717812221472
"KOR","Q1.2021",54.4070512820513,-2.71814279950982,0.13027348364531,0.484617359160555,0.182382877103435,0,0.218859452524122,1.23306072664843
"KOR","Q2.2021",47.4587912087912,-2.08978738500927,0,0,0,0,0,0.373753071253233
"KOR","Q3.2021",33.322393543956,-2.81266087844954,0.771219023180238,0.198015695140872,0,0,0.255336027944809,-0.257285166787867
"KOR","Q4.2021",32.6534558150183,-2.02980190913809,0.125062544299498,0,0,0,0,0.64527995025523
"KOR","Q1.2022",36.3449954212454,-2.38047046873888,0,0,0,0,0,1.68067037062796
"KOR","Q2.2022",9.51236263736264,-2.241873589227,0,0,0,0,0,-0.694179736672872
"KOR","Q3.2022",3.125,-2.48226087558048,0,0,0,0,0,-0.686776677557667
"KOR","Q4.2022",0.159438775510204,-3.55604622384571,0,0,0,0,0,0.228927315973813
"LTU","Q4.2019",0,0.257505511938434,0,0,0,0,0,0.639241316159705
"LTU","Q1.2020",35.0595238095238,-1.2634673176111,2.06470794706089,0,0,1.57950157950158,0,-2.09983655437338
"LTU","Q2.2020",65.2586996336996,-7.47679578007125,0.562632915574092,0.825883178824355,1.93153428447546,1.92637251460781,0,6.11996088998437
"LTU","Q3.2020",32.1886446886447,-3.04122218969677,0.083620671855966,0.144529556294262,0,0.0123882476823653,0.211839035368447,3.81610088790102
"LTU","Q4.2020",53.1021062271062,-3.72335312755285,0.526500526500526,0.0619412384118266,0.18582371523548,0,0,0.750123400722913
"LTU","Q1.2021",71.0164835164835,-2.6259715138898,1.18307765366589,0,0,0,0,-0.859675516691077
"LTU","Q2.2021",43.1349370421245,-2.48713168745449,0.261804967687321,0,0,0,0,-0.660629026792087
"LTU","Q3.2021",21.3575183150183,-1.74786271414577,0,0,0,0,0,1.08805830136886
"LTU","Q4.2021",27.2416437728938,-1.55849004280405,0,0,0,0,0,-0.514684044235175
"LTU","Q1.2022",12.5736813186813,-1.72479294711278,0,0,0,0,0,-3.55715329369192
"LTU","Q2.2022",2.72435897435897,-4.24874303805989,0,0,0,0,0,-0.489672468604113
"LTU","Q3.2022",0,-4.22044706252831,0,0,0,0,0,-1.04203786454677
"LTU","Q4.2022",0,-5.62877065620495,0,0,0,0,0,1.80610463225134
"LUX","Q4.2019",0,0.148041308943325,0,0,0,0,0,4.46532331729165
"LUX","Q1.2020",35.7142857142857,-1.09656222535019,2.59944228981698,0,0.168274624186673,0.0176287701528895,0.395846020705792,-2.18660906643123
"LUX","Q2.2020",54.5787545787546,-8.36273319139697,0.389435558832014,0.243597551203564,0.253213244014231,0.0657072342062246,0,-0.260398363602448
"LUX","Q3.2020",31.2156593406593,-1.1535453388394,0.259623705888009,0,0,0,0,3.45468569012108
"LUX","Q4.2020",49.5306776556776,-0.90982652967864,0.267636783230232,0,0,0,0,0.225335313277299
"LUX","Q1.2021",50.0801282051282,1.38663318097558,0.0837767236129363,0,0,0.0240392320266675,0,1.42206764679642
"LUX","Q2.2021",39.6863553113553,0.745417564349111,0.253213244014231,0,0,0,0,-1.24631990712015
"LUX","Q3.2021",31.0782967032967,1.07768203526428,0,0,0,0,0,-0.654856398188876
"LUX","Q4.2021",37.4252804487179,2.61606350479599,0,0,4.00653867111125,0,0,1.53431138180895
"LUX","Q1.2022",37.6048592032967,-0.862255115342748,0,0,0,0,0,-3.3283510598016
"LUX","Q2.2022",14.3665178571429,-2.02796021391912,0,0,0,0,0,3.76248611104267
"LUX","Q3.2022",9.009375,-1.83173276536339,0,0,0,0,0,-0.83330552423854
"LUX","Q4.2022",0.459661989795918,-3.09182929585243,0,0,0,0,0,1.16612007053402
"LVA","Q4.2019",0,-1.91235205574863,0,0,0,0,0,0.280436189392994
"LVA","Q1.2020",26.3690476190476,-2.96706112464677,3.26814542590891,0.820317626985169,3.00236251476572,0,0.0262501640635254,0.522081647054073
"LVA","Q2.2020",50.2747252747253,-13.2143985684985,0.154777529859562,0.820317626985169,0,0.246095288095551,0,3.51321358697685
"LVA","Q3.2020",36.4010989010989,-4.54348714397806,0.230345189657435,0.328127050794068,1.4765717285733,0,0,2.8373232736314
"LVA","Q4.2020",40.521978021978,-4.78833947107737,1.83147394671217,0.0328127050794067,0.787504921905762,0,0,-1.07465568835397
"LVA","Q1.2021",53.5141941391941,-5.25066605068965,0,0,0,0,0,1.17021950605011
"LVA","Q2.2021",47.5389194139194,-5.03857714508183,0,0,0,0,0,-1.65360692691457
"LVA","Q3.2021",33.1845238095238,-0.0782771670467813,0.00213282583016144,0,0,0,0,4.13321304880416
"LVA","Q4.2021",39.8946485805861,-0.856988999557679,0,0,0,0,0,2.69861432394992
"LVA","Q1.2022",31.2503743131868,-1.97028993604802,0,0,0,0,0,-1.34700464102629
"LVA","Q2.2022",2.1418315018315,-2.77987089516651,0,0,0,0,0,0.725249785995082
"LVA","Q3.2022",0,-3.45489009217963,0,0,0,0,0,-2.00455771008426
"LVA","Q4.2022",0,-3.79990665642242,0,0,0,0,0,3.79693416353692
"MEX","Q4.2019",0,-1.68890942446712,0,0,0,0,0,0.0576072768189402
"MEX","Q1.2020",12.5892857142857,-5.48358409696939,0,0.0020629088169548,0.226094806338246,0.0288807234373672,0,0.165807589926488
"MEX","Q2.2020",73.5004578754579,-19.4380293669414,0.268178146204124,0.232696114552501,0,0.980294269816921,0.020629088169548,0.62717246199581
"MEX","Q3.2020",57.3660714285714,-12.4600689032777,0.145872408264508,0,0,0,0,-0.493268449390354
"MEX","Q4.2020",56.2328296703297,-10.1524740735948,0,0,0,0.000907679879460112,0.0268178146204124,-0.18881455984719
"MEX","Q1.2021",45.5242673992674,-10.7547541577081,0,0.0082516352678192,0,0,0,0.081324425984171
"MEX","Q2.2021",28.6057692307692,-6.12227747645848,0,0,0,0,0.0384072363540645,0.294284733026955
"MEX","Q3.2021",33.7339743589744,-6.79575187697791,0,0,0,0,0,0.253144707110261
"MEX","Q4.2021",25.1945970695971,-6.34695948508242,0,0,0,0,0,0.0471927029653152
"MEX","Q1.2022",25.3763472985348,-6.94236071189037,0,0,0,0,0,0.0291309212999593
"MEX","Q2.2022",13.9729166666667,-4.98006730376006,0,0,0,0,0,0.0235165091804888
"MEX","Q3.2022",13.9652014652015,-5.08064979101107,0,0,0,0,0,0.0728479752615723
"MEX","Q4.2022",3.125,-4.94618142549159,0,0,0,0,0,-0.0270994164379221
"NLD","Q4.2019",0,-0.562406545495298,0,0,0,0,0,-1.2546177676435
"NLD","Q1.2020",32.1130952380952,-2.19139481827913,2.45307912278601,0.00308547887249197,1.44153572922825,0,0,1.92073691711091
"NLD","Q2.2020",68.0288461538461,-10.8711397577235,1.82216040293886,0.232028011211396,1.5735942249709,0.0635608647733346,0,4.90287217079349
"NLD","Q3.2020",41.4262820512821,-5.60136000353861,0.185128732349518,0.123912831519277,0.296205971759229,0.000308547887249197,0,-0.871336112238964
"NLD","Q4.2020",59.7069597069597,-5.85164481357711,0,0,0,0,0,-1.5992125981458
"NLD","Q1.2021",75.5837912087912,-5.44513834929626,0.704723374477166,0.0333231718229133,0.0370257464699036,1.08176889269568,0.0888617915277687,1.53610488855397
"NLD","Q2.2021",65.121336996337,-2.328193328381,0,0,0.0475163746363763,0,0,2.32214790860863
"NLD","Q3.2021",32.3070970695971,-1.13041654573036,0.286332439367255,0,0,0,0,-1.64114535665071
"NLD","Q4.2021",37.7853617216117,-1.67210404193753,0,0,0,0,0,-0.509958157299629
"NLD","Q1.2022",36.1424221611722,-1.01969586142994,0,0,0,0,0,-1.20297407172832
"NLD","Q2.2022",5.92627174908425,0.725445451211041,0,0,0,0,0,2.24339674047035
"NLD","Q3.2022",4.61473214285714,0.261485884826577,0,0,0,0,0,-1.58087026240577
"NLD","Q4.2022",0,-0.529377452872838,0,0,0,0,0,1.28187052343735
"NOR","Q4.2019",0,0.272948809054433,0,0,0,0,0,1.97042442522926
"NOR","Q1.2020",31.1309523809524,-1.06903968046963,0.750670543421913,1.48195731061375,1.57774922802984,0.0490229224423558,0.304280208262898,2.08983730701505
"NOR","Q2.2020",56.1927655677656,-6.56425551819217,0.670543421912683,0.0422611400365136,0.563481867153515,0.037189803232132,0,-1.01808689373479
"NOR","Q3.2020",31.547619047619,-3.56549656404575,0,0,0,0,0,-0.109025400572087
"NOR","Q4.2020",37.0650183150183,-3.18893549909855,0,0,0,0,0,1.00627436914855
"NOR","Q1.2021",60.4510073260073,-1.84013016420313,0,0,0,0.0239479793540244,0,-0.968164921147007
"NOR","Q2.2021",54.3269230769231,-3.53534187225205,0.100018031419749,0,0,0.0126783420109541,0,-2.61150500681846
"NOR","Q3.2021",36.7101648351648,0.601277886799172,0,0,0,0,0,-0.572621928990326
"NOR","Q4.2021",17.9029304029304,-0.248303608033327,0.0972006220839813,0,1.40870466788379,0,0,1.87637096126848
"NOR","Q1.2022",19.1964285714286,-0.78691381015278,0,0,0,0,0,-1.62237847500206
"NOR","Q2.2022",0,-0.00369758309649905,0,0,0,0,0,0.468755930372904
"NOR","Q3.2022",0,2.17541479808542,0,0,0,0,0,1.31216990237124
"NOR","Q4.2022",0,0.145037571876444,0,0,0,0,0,2.14894440126129
"NZL","Q4.2019",0,-0.694540529413245,0,0,0,0,0,-1.98336756131759
"NZL","Q1.2020",30.922619047619,-2.43687771754998,6.9950538609215,0.323298848122867,2.08311113481229,0.933233788395904,0,8.62785272006296
"NZL","Q2.2020",56.2843406593407,-12.9652082082736,1.70168515358362,0.887571992320819,0,0.399957337883959,0,6.41465806862595
"NZL","Q3.2020",26.8830128205128,-1.71529906423685,0.340163715870307,0.0316632892491468,0,2.07311220136519,0,1.07083686789892
"NZL","Q4.2020",13.9938186813187,-2.17134105773835,0.103655610068259,0,0,0,0,1.60301289090658
"NZL","Q1.2021",17.5080128205128,-1.05468854519534,0.970563139931741,0,0,0.0147984215017065,1.99378732935154,-3.45186212092341
"NZL","Q2.2021",12.5,-1.08158776730166,0,0,0,1.56649957337884,0,-0.392248208124371
"NZL","Q3.2021",40.8882783882784,-6.13075571138836,0,0,0,0,0,3.21040598792383
"NZL","Q4.2021",50.7282738095238,-3.33885666162763,0.10132252559727,0,0.0666595563139932,0,0,4.36508504091306
"NZL","Q1.2022",40.7255551739927,-4.15019118642713,0,0,0,0,0,-1.79926500957703
"NZL","Q2.2022",10.1047161172161,-3.77671920340639,0,0,0,0,0,0.986575175697865
"NZL","Q3.2022",3.72587912087912,-2.25521478291833,0,0,0,0,0,1.83875091676452
"NZL","Q4.2022",0,-3.29797762211888,0,0,0,0,0,0.694681827263722
"POL","Q4.2019",0,-0.575979030851684,0,0,0,0,0,-0.620870413245129
"POL","Q1.2020",26.4880952380952,-1.19147945299101,1.3195188506463,0,3.25481316492754,1.3195188506463,0.329879712661575,2.64631606298339
"POL","Q2.2020",71.8635531135531,-11.1728865808895,3.15655299451608,0.259505373960439,0,0.404652447531532,0,4.76477523491767
"POL","Q3.2020",30.8264652014652,-6.48613866424224,0.00624572255972582,0,0,0.17593584675284,0,1.83547654002865
"POL","Q4.2020",56.4903846153846,-7.48875809733067,0.270501364382492,0.0285895750973365,0,0,0,0.0762437321583249
"POL","Q1.2021",68.0059523809524,-6.46828456940345,1.84732639090482,0,0,0,0,1.03873798870447
"POL","Q2.2021",59.4189571886447,-5.25459560566873,0,0,0,0,0,0.460218355552584
"POL","Q3.2021",30.4833527930403,-4.47527998017803,0,0,0,0,0,0.213896762006009
"POL","Q4.2021",30.8686217948718,-3.75101979789848,0,0,0,0,0,-1.12729647347167
"POL","Q1.2022",30.182480540293,-1.78145359850176,0,0,0,0,0,-0.448995877490276
"POL","Q2.2022",4.16666666666667,-4.05258765838329,0,0,0,0,0,-1.20559060610665
"POL","Q3.2022",4.16666666666667,-4.69044726671175,0,0,0,0,0,-0.773848973314557
"POL","Q4.2022",4.16666666666667,-7.37747797038652,0,0,0,0,0,-0.747561606489974
"PRT","Q4.2019",0,0.0186916609238312,0,0,0,0,0,-1.75038765207502
"PRT","Q1.2020",36.1904761904762,-4.90617524653506,1.59428412639353,0.164844739804353,7.67705502517415,0.282590982521748,0,1.64831829941248
"PRT","Q2.2020",66.9299450549451,-19.7776302904683,0.137998596464787,0.785131946439589,0,0.264922610391387,0,-0.403119715080607
"PRT","Q3.2020",52.1863553113553,-8.92059615322526,0.33581228423001,0.54869749106306,0,0.525383735005016,0,4.7628987694699
"PRT","Q4.2020",58.6881868131868,-9.24797762941575,0.475694820578275,0,0.376787976695664,0.211943236891311,0,1.09584969713103
"PRT","Q1.2021",73.4546703296703,-12.5089895719015,0.390789903966164,0,0,0.0286358862288704,0,-0.541608031773009
"PRT","Q2.2021",61.4583333333333,-9.10593528783333,0,0,0,0.0941969941739159,0,1.78786443019231
"PRT","Q3.2021",49.5910485347985,-6.53526983813935,0,0,0,0,0,-1.69579611031358
"PRT","Q4.2021",33.5087385531136,-5.36935005301689,0,0.0047098497086958,0,0,0,-1.05910610502768
"PRT","Q1.2022",20.0778388278388,-4.65222343836145,0,0,0,0,0,0.418450278211679
"PRT","Q2.2022",4.17811355311355,-4.95030355406785,0,0,0,0,0,0.157996039546745
"PRT","Q3.2022",2.88461538461538,-4.54405723054689,0,0,0,0,0,-2.08389387834634
"PRT","Q4.2022",0,-4.53277840687094,0,0,0,0,0,-4.99940452512008
"SVK","Q4.2019",0,-0.48895314810544,0,0,0,0,0,-0.700907012115962
"SVK","Q1.2020",36.7261904761905,-3.44508628948689,0,0,0,0.0609529472980004,0,0.546252445081279
"SVK","Q2.2020",61.1836080586081,-11.5535889735545,2.68224825052298,2.35422794703253,0.0801597947819113,0.0643510210149622,0,8.72771138972947
"SVK","Q3.2020",27.415293040293,-3.47061808689972,0,0.0265474509137633,0,0,0.0849518429240424,2.941281885862
"SVK","Q4.2020",56.0782967032967,-3.36076289977965,0.190929266971785,0,0,0,0,-3.10747188866743
"SVK","Q1.2021",62.4542124542124,-3.04530029361037,0.00849518429240424,0,0,0,0,0.814343679495316
"SVK","Q2.2021",53.112847985348,-2.73671863964779,1.15746885984008,0,0,0,0,2.79622897818202
"SVK","Q3.2021",24.0562831959707,-2.83663901681212,0.0106189803655053,0.0690233723757845,0,0,0,0.143482470371744
"SVK","Q4.2021",30.3451104624542,-3.2230071064216,1.06189803655053,0,0,0,0,-0.295063935949031
"SVK","Q1.2022",32.2825732600733,-4.16350455950541,0,0,0,0,0,-0.92626525392123
"SVK","Q2.2022",2.44605196886447,-5.13647227497786,0,0,0,0,0,-0.391414475880559
"SVK","Q3.2022",0,-5.63290571607939,0,0,0,0,0,0.465344695095524
"SVK","Q4.2022",0,-5.94372879402338,0,0,0,0,0,0.185186528743749
"SVN","Q4.2019",0,-1.08107708990739,0,0,0,0,0,-2.55160442492858
"SVN","Q1.2020",30.8333333333333,-4.40713162202215,4.16605911637886,0,0.416605911637886,0,0,5.98707172089117
"SVN","Q2.2020",57.7209249084249,-14.7433952302522,1.84452267377674,0.627825108838294,4.31204436770552,0.718645197575354,0.62074280834045,7.68715628258543
"SVN","Q3.2020",41.1057692307692,-5.86517097311865,0.624908867456829,0,0,0,0,-0.740971458468451
"SVN","Q4.2020",69.8832417582417,-8.90616149537995,4.11751827858437,0,0,0,1.68996188055909,-0.132409238760232
"SVN","Q1.2021",68.1318681318681,-5.85019762187301,0.736225967046472,0,0,0,0,6.88306049298423
"SVN","Q2.2021",49.9049381868132,-5.6585109016134,0.0323286187431,0,0,0,0,-2.88855918773775
"SVN","Q3.2021",35.363801510989,-4.10511590416144,0.0851959089299477,0,0,0,0,1.28182235340861
"SVN","Q4.2021",42.8533985805861,-3.90402005094106,0.00833211823275772,0,0,0,0,-4.20492290634594
"SVN","Q1.2022",27.8941678113553,-5.0220265172344,0,0,0,0,0,3.27006043826579
"SVN","Q2.2022",1.82542124542125,-5.30554110329846,0,0,0,0,0,-0.340598593154297
"SVN","Q3.2022",0,-6.50261255650948,0,0,0,0,0,-2.33289700617284
"SVN","Q4.2022",0,-6.91233615789814,0,0,0,0,0,-1.8437908595304
"SWE","Q4.2019",0,0.761786777732311,0,0,0,0,0,0.623581535115274
"SWE","Q1.2020",21.5178571428571,0.236290275298862,1.86207315458095,1.55338723055951,3.08685924021441,0,0,0.503845829496107
"SWE","Q2.2020",59.1804029304029,-8.86393911594363,0.813536773953281,0.170275138734408,0.0171935542716814,0.70101577584224,0.754786872284684,1.26769288041694
"SWE","Q3.2020",52.2435897435897,-4.12254432555184,0,0,0,0,0,0.902085567560118
"SWE","Q4.2020",54.8534798534798,-3.33128742156066,0,0,0,0,0,0.989466253417028
"SWE","Q1.2021",63.9669436813187,-1.43733218698789,0.135463332593151,0,0,0,0,0.262730682623729
"SWE","Q2.2021",57.0376510989011,-1.20613191705499,0.061338880386196,0,0,0,0,-0.559240903399793
"SWE","Q3.2021",29.6056936813187,-2.14578770562476,0,0,0.0597456627138272,0,0,-1.45517705861729
"SWE","Q4.2021",7.02137133699634,-0.680161770723187,0,0,0,0,0,0.43764823784953
"SWE","Q1.2022",18.3229853479853,-1.45861535885144,0,0,0,0,0,-0.0510987238598801
"SWE","Q2.2022",0.216043956043956,-1.28023959897115,0,0,0,0,0,-0.241373826391317
"SWE","Q3.2022",0,-2.38091908539565,0,0,0,0,0,-0.267914101361438
"SWE","Q4.2022",0,-3.67068891634765,0,0,0,0,0,-0.559501910156158
"TUR","Q4.2019",0,-1.05071082221705,0,0,0,0,0,2.19645999209003
"TUR","Q1.2020",42.8273809523809,-1.65308614540242,1.1249502626157,0,7.26819716998623,0.0932829127230717,0.0050923674439394,4.01597332724565
"TUR","Q2.2020",67.6167582417582,-12.7066364995268,0.587936968527549,0,1.02564909745889,0.167261123408664,0,4.59946449162008
"TUR","Q3.2020",48.08836996337,0.00908611642553784,0.36706710420905,0,0,0,0,2.80038260981699
"TUR","Q4.2020",61.3324175824176,0.307370164858916,0,0,0,0,0,-3.24449455475958
"TUR","Q1.2021",68.2864010989011,2.00926164812304,0,0,0,0,0,1.11309048646845
"TUR","Q2.2021",61.6128663003663,2.6508062429696,0.14538709052447,0,0,0.130225723816378,0,-0.347128588139661
"TUR","Q3.2021",29.2382783882784,5.235712628327,0.177793065167721,0.0185176997961433,0,0,0.449054220056474,-1.37513250126393
"TUR","Q4.2021",29.6105128205128,6.13956155851642,0.157168977019766,0,0,0.10471759234719,0,4.29942696929309
"TUR","Q1.2022",19.5603170787546,4.81304010327203,0,0,0,0,0,-4.03074912510625
"TUR","Q2.2022",2.99908424908425,5.55293674097888,0,0,0,0,0,-6.97865266874753
"TUR","Q3.2022",0,5.48454577330579,0,0,0,0,0,-1.63300334663678
"TUR","Q4.2022",0,5.48902472618252,0,0,0,0,0,-1.44949092300494
"USA","Q4.2019",0,0.466432501713491,0,0,0,0,0,1.39457146244244
"USA","Q1.2020",28.2589285714286,-1.48617364330352,2.09515833478163,2.42957371090911,0,3.55555451874368,2.0538206452832,1.9796320368327
"USA","Q2.2020",47.5961538461538,-9.82271538828303,1.50140727771952,0.279939206535647,1.53966563594606,0,0.425041028589958,14.2045219232746
"USA","Q3.2020",45.5586080586081,-3.44054542039555,0,0,0,0.205288751459475,0,2.41163982996346
"USA","Q4.2020",47.0409798534798,-2.96670391632037,1.07356685706421,0.0933130688452158,1.32504557760206,1.58165651692641,0.400779630690202,2.16971807751156
"USA","Q1.2021",46.9436813186813,-2.23763612676819,1.35593686904327,0.0466565344226079,0,3.60767453334717,1.77854709218981,-0.11212595057836
"USA","Q2.2021",40.0657680860806,-1.20576441572091,0,0,0,0,0,-0.403379151549345
"USA","Q3.2021",35.6952861721612,-1.02376320319122,0,0,0,0,0,-0.984670446198862
"USA","Q4.2021",35.0987866300366,0.0345555244127132,0,0,0,0,0,0.630091693370701
"USA","Q1.2022",29.2678090659341,-0.85451717534552,0,0,0,0,0,0.534255244012471
"USA","Q2.2022",18.1591746794872,-1.33044781287588,0,0,0,0,0,-2.6117880462651
"USA","Q3.2022",16.8477174908425,-1.24980938894926,0,0,0,0,0,0.155319845391162
"USA","Q4.2022",17.2726165674603,-1.20016984277241,0,0,0,0,0,-0.101607109358937
