Country,Quarter,ab_us,health_us,nhealth_us,acc_us,of_us,be_us,gu_us,qf_us,ab_per,ab_ppp,health_per,health_ppp,nhealth_per,nhealth_ppp,acc_per,acc_ppp,of_per,of_ppp,be_per,be_ppp,gu_per,gu_ppp,qf_per,qf_ppp,real_gdp_per,real_gdp_ppp
FIN,Q3.2020,-0.7460499919476504,-0.11051783789386072,-0.6355321540537897,-0.8217743596647571,0.6617620866611524,0.12179697198193473,0.5399651146792177,0.050329327265262735,-0.2928624518272942,-0.2938103259944542,-0.04338385540592382,-0.04352427093394562,-0.24947859642137038,-0.2502860550605086,-0.3225881059149087,-0.3236321896829777,0.25977517501203984,0.26061595940118565,0.04781148746701214,0.047966233401769864,0.21196368754502704,0.212649725999416,0.019756813002897777,0.019820757604037398,253.92231856471,254.7441596875
GRC,Q3.2020,2.8687653080557514,-0.36466848586374184,3.2334337939194935,1.3717936772303887,-5.988794766000824,-6.4199944,0.4311996339991757,0.0,1.406926427152758,0.951356418582324,-0.17884409312632038,-0.12093345653161611,1.5857705202790777,1.0722898751139405,0.6727677484375747,0.454922093535864,-2.9370801436493545,-1.986038496843253,-3.148553058059071,-2.129035394617887,0.21147291440971627,0.1429968977746341,0.0,0.0,301.5447472705,203.90300819506
ISL,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06914282116,20.72999982729
IRL,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.89075855828,371.46659669328
ISR,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.39670930134,358.46025273359
LVA,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42258974,30.16007752305
LTU,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1360733484,48.21676850514
LUX,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.34348446884,66.55749589674
NLD,Q3.2020,6.709468367563609,3.4647147221616406,3.244753645401971,-4.105268515971517,4.283664768777797,0.0,4.283664768777797,0.0,0.79850817559322,0.7195599976041427,0.41234310681293096,0.3715749118410357,0.38616506878028956,0.34798508576310727,-0.48857678334938903,-0.4402713958378044,0.509808102815724,0.4594035833986627,0.0,0.0,0.509808102815724,0.4594035833986627,0.0,0.0,932.44043441875,840.25042856688
NZL,Q3.2020,-1.5631513525729304,0.199134188698951,-1.7622855412718792,0.0,0.14987911249498698,0.07402935920805165,0.07584975328693533,0.0,-0.7702564211840901,-0.8058569311697283,0.09812510302996688,0.10266035079186195,-0.8683815242140547,-0.9085172819615899,0.0,0.0,0.07385423593858276,0.07726770759776258,0.03647861046359191,0.03816461670820748,0.03737562547499085,0.039103090889555325,0.0,0.0,193.97380504055,202.93908750153
NOR,Q3.2020,0.0,0.0,0.0,0.0,1.3754229037270846,0.38291283511333063,0.992510068613754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352651159941278,0.416221861307843,0.09333661358411094,0.1158746829921613,0.24192850241001684,0.3003471783156817,0.0,0.0,330.45426768437,410.24933347112
PRT,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.21592570296,222.36238134762
SVK,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.71174374815,99.48906117369
SVN,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03736607555,50.41797772839
SWE,Q3.2020,2.6442336933321684,0.7100132452906044,1.9342204480415646,0.16067269854286081,5.053362304245752,1.272990789428851,3.7803715148169026,0.0,0.480926035450973,0.5075260847678402,0.129135278790351,0.1362777591951597,0.35179075666062154,0.3712483255726804,0.029222713601402717,0.03083902373159031,0.919091797675315,0.969926822903191,0.23152810399073692,0.2443339380076447,0.6875636936845781,0.725592884895546,0.0,0.0,521.00449074292,549.82128194674
CHE,Q3.2020,1.8004263575689272,0.07984431279697368,1.7205820447719518,0.0,2.2594733452900257,1.014811784017208,1.244661561272821,0.0,0.24098551496158116,0.3047364643298325,0.010687092396332976,0.013514284256229803,0.23029842256524846,0.29122218007360257,0.0,0.0,0.30242855830655113,0.38243381385557296,0.1358316819415404,0.17176495651798102,0.16659687636501097,0.2106688573375921,0.0,0.0,590.81421763174,747.10978286639
CHL,Q3.2020,2.389213459366694,0.025366516631069258,2.3638469427356235,1.8029183606759216,-5.594495168104325,-2.582074692971227,-3.0124204751330983,5.614552431252495,0.9120546679622565,0.5414173495158368,0.009683375008879058,0.005748281781604858,0.9023712929533776,0.5356690677342315,0.6882432795457307,0.4085575846744711,-2.1356339731630136,-1.2677631351520513,-0.9856772183829293,-0.5851214469932544,-1.1499567547800842,-0.6826416881587969,2.143290601920531,1.2723082921407038,441.28867711817,261.95945739796
COL,Q3.2020,3.2258738534714397,0.4529201501249909,2.772953703346449,0.0,5.9276318719664545,-0.06620410547070632,5.993835977437161,0.0,1.0036769073955696,0.467200301761719,0.14091855919455676,0.0655960029511527,0.8627583482010127,0.4016042988105664,0.0,0.0,1.8442839043542827,0.8584933959320522,-0.020598304476234508,-0.009588278853648768,1.864882208830517,0.868081674785701,0.0,0.0,690.46912883132,321.40560669491
CRI,Q3.2020,0.06369238443699332,0.026529165639306157,0.037163218797687136,0.0,0.0,0.0,0.0,0.0,0.09892810962337006,0.06981250623761637,0.041205557458412534,0.029078320085581782,0.0577225521649577,0.04073418615203461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23348790861,64.38249419652
HUN,Q3.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.88816247971,147.38397429587
POL,Q3.2020,-4.330399598490985,-0.03616874781638435,-4.294230850674602,0.0,9.894895880463572,10.209776743806207,-0.314880863342637,-9.886933441628852,-0.7577210812568884,-0.35628748717574554,-0.006328705256828604,-0.002975815968180723,-0.7513923760000596,-0.3533116712075648,0.0,0.0,1.7313809118405272,0.8141113790848555,1.7864778752529171,0.8400184828078403,-0.05509696341239012,-0.025907103722984992,-1.7299876668001881,-0.8134562623318424,1215.42286899201,571.50311712429
AUS,Q4.2020,61.91254577404544,4.852566239613684,57.05997953443176,0.0,0.07164344757867269,0.03070433467657452,0.040939112902098174,0.0,4.141935303887818,5.047839575561978,0.3246355834835632,0.39563832501338614,3.817299720404254,4.652201250548593,0.0,0.0,0.004792930432893527,0.005841217244355601,0.0020541130426686705,0.0025033788190096384,0.002738817390224746,0.0033378384253461846,0.0,0.0,1226.51571721458,1494.77336635199
CAN,Q4.2020,40.47951313838533,24.517772021033167,15.961741117352148,0.16561122374270099,-2.127884942386146,0.010131510158376766,-2.1380164525445124,0.0,2.385912513095077,2.348696918998053,1.4451077723739827,1.4225669021669027,0.9408047407210933,0.9261300168311504,0.009761330124843592,0.009609072362758653,-0.12542016731054506,-0.12346385666939819,0.0005971637252845108,0.0005878491327805102,-0.12601733103582946,-0.12405170580217906,0.0,0.0,1723.48815255626,1696.60508992738
FRA,Q4.2020,64.53658271592838,4.2568291943873255,60.27975352154104,-1.9841312216122517,2.831412245969659,-0.10285766593745294,2.9342699119071085,0.0,2.46622878284764,2.219971764555299,0.16267230524235765,0.14642920682167093,2.303556477605283,2.073542557733629,-0.07582244553024697,-0.06825144908183489,0.10820080771636675,0.09739677831310445,-0.003930647170893198,-0.003538165557266826,0.11213145488726006,0.1009349438703726,0.0,0.0,2907.09024981028,2616.81248571801
DEU,Q4.2020,102.23012702811138,19.237824397073407,82.992302631038,0.0,-111.65122562840065,-114.80593817842517,3.1547125500243283,0.0,2.8418434471316676,2.4564011359343327,0.5347825224247182,0.4622493884692316,2.307060924706949,1.9941517474651018,0.0,0.0,-3.103735788463215,-2.6827727347599577,-3.1914320424784886,-2.7585746506599085,0.08769625401527392,0.07580191589995167,0.0,0.0,4161.78471555813,3597.31733749424
ITA,Q4.2020,36.032590507810454,3.38295334419949,32.64963716361096,-0.03428588864581705,53.16305724918902,-0.01591844829984357,53.17897569748891,0.0,1.8784999825512347,1.541395812315781,0.1763647217280393,0.14471538250569216,1.7021352608231952,1.3966804298100892,-0.0017874385470275644,-0.0014666757076134407,2.7715687578256336,2.2741999023367896,-0.0008298821825485359,-0.0006809565785348137,2.772398640008184,2.274880858915324,0.0,0.0,2337.65981585712,1918.15761738117
JPN,Q4.2020,227.2451070003092,42.25831853649901,184.98678846381023,0.749897294020343,0.45282259677381376,0.0,0.45282259677381376,264.23338464211304,4.978714949146438,4.267632175696562,0.9258378541157033,0.7936054696964376,4.052877095030734,3.4740267060001244,0.01642950608418836,0.014082969101836262,0.009920894058528251,0.008503946726878375,0.0,0.0,0.009920894058528251,0.008503946726878375,5.78909143324023,4.962266994775614,5324.85222823165,4564.33255009445
KOR,Q4.2020,0.7098341330979281,0.05460262562291707,0.6552315074750084,0.353311106971816,0.7590835601303567,0.0,0.7590835601303567,1.3382996476205165,0.04333152948703711,0.03291542351003551,0.003333194575925902,0.00253195565461814,0.039998334911111044,0.030383467855417123,0.021567729608932495,0.0163832424710586,0.04633794028100979,0.035199148218122644,0.0,0.0,0.04633794028100979,0.035199148218122644,0.08169594548837988,0.06205773663279679,2156.5395714307,1638.14696019506
ESP,Q4.2020,8.919494114882724,-1.0503963879287284,9.969890502811452,0.614662243343852,6.848682303147854,0.04145348267503357,6.807228820472801,-0.048979840922594775,0.6737192796427585,0.49648519958912507,-0.07933995904923619,-0.058468143326461275,0.7530592386919945,0.5549533429155864,0.04642749896748674,0.03421390301242259,0.5173039242304078,0.38121774132092234,0.0031311204566980555,0.002307422411461389,0.514172803773711,0.3789103189094618,-0.0036996115158961507,-0.002726361583189174,1796.52769554142,1323.91849014805
GBR,Q4.2020,199.10473073790882,103.96143780860356,95.14329292930523,3.838457100350162,-0.29967103393948946,-0.000878800686039849,-0.2987922332534936,0.0,6.305994714426559,6.7676927283776465,3.292640385266443,3.5337134586476817,3.0133543291601157,3.2339792697299643,0.12157064323209785,0.13047152676861692,-0.009491105254433307,-0.010186003465518567,-2.783315323881541e-05,-2.9870977904758456e-05,-0.00946327210119513,-0.010156132487614045,0.0,0.0,2941.98833677897,3157.38816403392
USA,Q4.2020,1054.3000000000002,179.8,874.5,0.0,0.0,0.0,0.0,0.0,5.290287079883107,5.278305348864482,0.9022039428653916,0.9001605821168874,4.388083137017716,4.378144766747596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19974.2138871676,19928.975197
MEX,Q4.2020,0.48248815777999443,0.514977515953948,-0.0324893581739536,2.1931635457429026,1.2548321813173946,0.10436173005807836,1.1504704512593162,7.616597629727719,0.03771939626980925,0.02025841750776225,0.040259311407112836,0.02162256079674081,-0.0025399151373036166,-0.0013641432889785476,0.17145458086889964,0.09208520884096665,0.09809880623184586,0.052687125728162074,0.008158669571447785,0.004381876456982348,0.08994013666039807,0.048305249271179726,0.5954414830516734,0.31980104026100237,2381.66755915225,1279.15132662444
TUR,Q4.2020,2.7067390270690295,0.0634282502621979,2.643310776806832,0.2488141156409842,-22.6690210199828,0.08870920405368254,-22.757730224036486,2.2309957558467346,0.27147378625505836,0.11598072981153693,0.00636156906225932,0.002717829344650341,0.26511221719279904,0.11326290046688661,0.024954940011303717,0.010661405636398502,-2.2736011508483305,-0.9713421115657577,0.008897135357080532,0.0038010898443680274,-2.2824982862054117,-0.975143201410126,0.22375886958504054,0.09559566451802837,2333.78340649119,997.05355143423
AUT,Q4.2020,-0.15673549095230754,-0.008816371366067166,-0.14791911958624127,0.0,-0.04408185683033494,0.0,-0.04408185683033494,0.0,-0.037863429173517815,-0.03344766780711694,-0.002129817891010355,-0.0018814313141501948,-0.03573361128250774,-0.031566236492966304,0.0,0.0,-0.010649089455051275,-0.009407156570750974,0.0,0.0,-0.010649089455051275,-0.009407156570750974,0.0,0.0,468.59916169989,413.94954015927
BEL,Q4.2020,16.647247256710656,5.447501037774227,11.199746218936426,-2.6968633951647494,-0.3739092966589581,-0.11921412386145835,-0.2546951727974971,0.0,3.362010400868553,2.997764938160128,1.1001551707208788,0.9809626396368679,2.261855230147675,2.01680229852326,-0.5446475711238463,-0.4856396018130513,-0.07551320197049982,-0.06733198361816228,-0.024075999963963368,-0.021467568489516947,-0.0514372020065359,-0.04586441512864603,0.0,0.0,555.32196820368,495.15751802582
CZE,Q4.2020,2.4930645985307542,0.32729011819604903,2.165774480334706,-0.031076018610880274,-0.2564114714256931,-0.0004972263797164075,-0.2559142450459788,0.0,1.1561215823126894,0.6119513549862954,0.1517759185009162,0.08033712059516296,1.0043456638117734,0.5316142343911323,-0.014411040864951041,-0.007627965880914134,-0.11890700154440736,-0.06293914223701336,-0.00023058132918983218,-0.00012204992882322747,-0.11867642021521974,-0.06281709230818855,0.0,0.0,407.3958784823,215.64034757864
DNK,Q4.2020,-13.901541641016703,-9.316587662204501e-05,-13.90144847514008,-0.020426618449381095,-15.907093829902593,-0.28382197792848274,-15.623271851974112,0.0,-4.179625779217941,-4.469035976175926,-2.8011173848804805e-05,-2.9950754033447602e-05,-4.1795977680440926,-4.469006025421892,-0.006141449866351678,-0.006566702821833914,-4.782613407978616,-5.1137763305682995,-0.08533367638581968,-0.09124244367612722,-4.697279731592797,-5.022533886892171,0.0,0.0,311.06354290108,332.60254327405
EST,Q4.2020,-0.006880631873923626,-0.0011265363412197305,-0.005754095532703785,0.0,-0.005681661547021211,-0.004212266319343239,-0.001469395227677861,0.0,-0.02558268584513801,-0.014986704770683978,-0.0041885434126736065,-0.002453708884396333,-0.021394142432464403,-0.012532995886287424,0.0,0.0,-0.021124827646528566,-0.01237522741695507,-0.015661510151737,-0.009174737567742675,-0.005463317494791786,-0.0032004898492123957,0.0,0.0,45.91157281875,26.89565871064
FIN,Q4.2020,1.051962338366181,0.6196774981599118,0.4322848402062691,-0.07797450227670222,-0.0750371162934158,-0.011853121503268227,-0.06318399479014936,-0.004897984092259611,0.41294855970658695,0.41428510274810515,0.24325484004033038,0.24404215496401593,0.1696937196662569,0.17024294778408944,-0.030608945999922144,-0.030708014450029797,-0.029455873055330706,-0.02955120948704515,-0.004652951226755686,-0.004668010898083885,-0.024802921828574576,-0.024883198588961264,-0.0019227071184940714,-0.0019289301231751876,253.92231856471,254.7441596875
GRC,Q4.2020,7.952973843743083,0.36466848586374184,7.5883053578793405,0.4195402329529525,6.360550016758193,6.41999440943819,-0.05944439267999657,0.0,3.900371021566791,2.63741083727414,0.17884409312632038,0.12093345653161611,3.721526928440471,2.516477380742524,0.2057548030638211,0.13913034027304905,3.119399793588867,2.109322107027942,3.148553062687835,2.129035397747834,-0.029153269098967982,-0.019713290719891807,0.0,0.0,301.5447472705,203.90300819506
ISL,Q4.2020,0.026266750867859234,0.028942786299298612,-0.0026760354314394608,0.0,-0.0028565706996578344,0.0,-0.0028565706996578344,0.0,0.1267088812672359,0.13774479070298007,0.1396178800792699,0.15177811908347744,-0.012908998812033445,-0.014033328380497423,0.0,0.0,-0.013779887715664074,-0.014980068723843942,0.0,0.0,-0.013779887715664074,-0.014980068723843942,0.0,0.0,19.06914282116,20.72999982729
IRL,Q4.2020,-1.0488086526857074,0.7886772046160297,-1.8374858573017363,-0.3979034942299635,-0.7089683861519127,-0.8826455907679418,0.1736772046160291,0.0,-0.2823426553079029,-0.2509767519875501,0.2123144346319894,0.18872807987832985,-0.4946570899398921,-0.43970483186588005,-0.10711689766240606,-0.09521710784003157,-0.190856564887127,-0.1696539996715527,-0.23761102576249737,-0.211214431688574,0.046754460875370385,0.04156043201702142,0.0,0.0,417.89075855828,371.46659669328
ISR,Q4.2020,0.973540694996057,0.44152575336758204,0.532014941628475,0.003791341716091079,-0.0086212863034838,-0.027209392217096395,0.018588105913613262,0.0,0.2715895800362551,0.28433120662361766,0.12317286226312141,0.12895151774925506,0.14841671777313348,0.15537968887436193,0.001057674229479777,0.0011072950215634814,-0.0024050884966291264,-0.002517923236200481,-0.007590630205050519,-0.007946744661365857,0.00518554170842167,0.005428821425165431,0.0,0.0,342.39670930134,358.46025273359
LVA,Q4.2020,-0.02320598333070123,0.007929281333562826,-0.03113526466426375,0.0,-0.0696545626341224,-0.0034533528024344173,-0.06620120983168809,0.0,-0.07694271777970485,-0.04187098336538497,0.026290653024690913,0.014306948431606903,-0.10323337080439643,-0.05617793179699149,0.0,0.0,-0.2309495477287431,-0.12567901096085188,-0.011450079330184604,-0.006230948100106659,-0.2194994683985585,-0.11944806286074527,0.0,0.0,55.42258974,30.16007752305
LTU,Q4.2020,-0.007703633648629804,-0.0024489920461298054,-0.005254641602500332,-0.010726585162048163,-0.008424532638686255,-0.0015673549095230332,-0.006857177729163277,0.0,-0.015977084088098614,-0.007930764939405588,-0.005079129361124091,-0.002521197287176813,-0.010897954726974746,-0.005409567652228997,-0.02224658660172274,-0.011042844117833184,-0.017472205002266428,-0.00867291866788733,-0.003250642791119307,-0.0016135662637930537,-0.01422156221114701,-0.007059352404094277,0.0,0.0,97.1360733484,48.21676850514
LUX,Q4.2020,-0.5843154574858676,-0.0009795968184519166,-0.5833358606674155,0.021423395009906088,0.4430604052092417,0.45530536543989036,-0.012244960230648694,-0.23304046522143085,-0.8779108192297338,-0.8807427920978528,-0.001471805399607784,-0.001476553163124894,-0.8764390138301268,-0.8792662389347283,0.03218780202179339,0.032291633732274505,0.6656807009335566,0.6678280599164728,0.6840782684286524,0.6862849744555348,-0.01839756749509558,-0.01845691453906184,-0.35013406391216906,-0.3512635296249542,66.34348446884,66.55749589674
NLD,Q4.2020,-0.1743682336844401,2.486056968778037,-2.660425202462477,-16.523238726327065,36.262795760146666,0.0,36.262795760146666,0.0,-0.020751936298543328,-0.01870020081155488,0.29587095516490514,0.26661831437283784,-0.3166228914634486,-0.2853185151843931,-1.966465968307672,-1.7720422792075785,4.315712855034898,3.8890200833849073,0.0,0.0,4.315712855034898,3.8890200833849073,0.0,0.0,932.44043441875,840.25042856688
NZL,Q4.2020,2.26037882289269,2.0118179613490823,0.24856086154360924,0.0,-2.2791011296807095,-2.3060249665030246,0.026923836822314584,0.0,1.1138213198458615,1.1653010685747809,0.9913407939877107,1.0371596107672962,0.12248052585815117,0.12814145780748376,0.0,0.0,-1.1230468993133358,-1.1749530454404735,-1.1363138540206745,-1.1888331860175412,0.013266954707338519,0.013880140577067657,0.0,0.0,193.97380504055,202.93908750153
NOR,Q4.2020,13.348965621899447,1.1414792455781,12.207486376321347,0.0,-5.384646462653851,0.17176997453820242,-5.5564164371920555,0.0,3.2538664984422607,4.0395803375278465,0.27824036566252114,0.34542729727078975,2.9756261327797398,3.694153040257057,0.0,0.0,-1.3125302159772825,-1.6294679746115257,0.04186965353114824,0.051979953456756656,-1.354399869508431,-1.6814479280682826,0.0,0.0,330.45426768437,410.24933347112
PRT,Q4.2020,3.611585623737888,0.6751212736122203,2.936464350125669,-0.03869407432885019,-0.06367379319937427,0.0,-0.06367379319937427,0.0,1.6241891285072558,1.0584457968359593,0.3036130794789431,0.19785749220859516,1.320576049028312,0.8605883046273639,-0.017401358131868605,-0.011340055200862675,-0.028635146292947944,-0.018660850330533663,0.0,0.0,-0.028635146292947944,-0.018660850330533663,0.0,0.0,341.21592570296,222.36238134762
SVK,Q4.2020,1.4522233867921304,-0.029240262794754668,1.481463649586885,-0.8614294757536732,-0.019640916209961112,0.0,-0.019640916209961112,0.0,1.4596814661431066,0.799190716481645,-0.029390429912396543,-0.016091564690106808,1.4890718960555032,0.8152822811717517,-0.8658534572456887,-0.474063733023003,-0.019741784652758554,-0.010808831506885497,0.0,0.0,-0.019741784652758554,-0.010808831506885497,0.0,0.0,181.71174374815,99.48906117369
SVN,Q4.2020,-1.3494009366438235,0.34098922567069284,-1.6903901623145159,0.1,0.18483194669322733,0.31410316138480565,-0.12927121469157843,-0.11431613976919908,-2.6764281263188883,-1.7746550232987701,0.6763246782876899,0.44844954956999583,-3.3527528046065784,-2.223104572868766,0.19834194964882682,0.13151428720011285,0.36659928664522656,0.24308041721169005,0.6229983341992247,0.4130905337682472,-0.2563990475539981,-0.17001011655655685,-0.2267368603815073,-0.1503420563721469,76.03736607555,50.41797772839
SWE,Q4.2020,-5.419642510565495,2.5312199052560214,-7.950862415821515,1.9866714963131784,-0.14794341217610452,-0.0066142068110832675,-0.1413292053650217,0.0,-0.9857098458204971,-1.040229519487906,0.4603713949183247,0.48583456577248674,-1.4460812407388217,-1.5260640852603933,0.3613304107252846,0.3813156185046136,-0.026907545603234162,-0.028395803645596907,-0.001202973953220693,-0.001269510518355027,-0.02570457165001372,-0.027126293127241574,0.0,0.0,521.00449074292,549.82128194674
CHE,Q4.2020,5.733772132857325,0.4120682110331133,5.321703921824216,0.0,-0.3476360536489196,-0.16429236256423985,-0.18334369108467996,0.0,0.7674604541863879,0.9704864848786086,0.055154974607902474,0.06974581835299687,0.7123054795784851,0.9007406665256124,0.0,0.0,-0.04653078591946258,-0.05884016384074364,-0.02199039101508074,-0.027807787568620207,-0.02454039490438209,-0.031032376272123408,0.0,0.0,590.81421763174,747.10978286639
CHL,Q4.2020,0.1488650164938079,0.468695563479296,-0.31983054698548585,-2.5745524312524948,0.0,0.0,0.0,-1.1142321069096255,0.05682750222972821,0.03373415730174045,0.17891912288063327,0.1062106479912665,-0.12209162065090506,-0.07247649068952633,-0.9828056817743829,-0.5834168345459428,0.0,0.0,0.0,0.0,0.0,0.0,-0.42534524921424066,-0.252495059285478,441.28867711817,261.95945739796
COL,Q4.2020,4.009842186349431,0.5469884730336863,3.462853713315744,0.0024757725592319257,8.497308235775131,7.616072177127631,0.8812360586474997,0.0,1.2475955934881124,0.5807417042868295,0.1701863507169331,0.07921983043029207,1.0774092427711794,0.5015218738565373,0.000770295386160462,0.0003585638308583605,2.6437958948989615,1.230657227232965,2.3696139763850126,1.1030286306961337,0.27418191851394846,0.12762859653683134,0.0,0.0,690.46912883132,321.40560669491
CRI,Q4.2020,-0.004964857766571074,-0.001145736407670267,-0.0038191213589007234,-0.002371875370264731,0.0,0.0,0.0,0.0,-0.0077115026817946575,-0.005441924758532113,-0.0017795775419526816,-0.0012558287904305132,-0.005931925139841976,-0.0041860959681016,-0.00368403771842829,-0.0025997859170315274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23348790861,64.38249419652
HUN,Q4.2020,-0.19161498549824252,0.0,-0.19161498549824252,0.0,0.0,0.0,0.0,0.0,-0.13001073313003442,-0.061833593114673846,0.0,0.0,-0.13001073313003442,-0.061833593114673624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.88816247971,147.38397429587
POL,Q4.2020,5.989153123818987,-0.004148970537541263,5.99330209435653,0.0,2.4919180275215354,2.5280384769071915,-0.03612044938565617,0.0,1.047965084417287,0.49276291212012424,-0.0007259751370068401,-0.000341360249456385,1.0486910595542938,0.4931042723695809,0.0,0.0,0.43602877269689433,0.20502477706283084,0.44234902683083654,0.20799661923456947,-0.006320254133941994,-0.0029718421717381815,0.0,0.0,1215.42286899201,571.50311712429
AUS,Q1.2021,0.8303883820210558,9.87108310841478e-05,0.8302896711899734,0.0,0.00020812524626023787,8.919653411254558e-05,0.0001189287121476923,0.0,0.055552794872685496,0.06770303636278996,6.603732265242357e-06,8.048068989130464e-06,0.055546191140420476,0.06769498829379827,0.0,0.0,1.3923531884341145e-05,1.696882015789214e-05,5.967227950431919e-06,7.27235149633465e-06,7.956303933798203e-06,9.696468661557489e-06,0.0,0.0,1226.51571721458,1494.77336635199
CAN,Q1.2021,0.5094804943522888,0.0832030432363382,0.4262774511159648,0.13419845683279874,0.13988215618101663,0.008209787947418778,0.13167236823359474,0.0,0.030029409753456804,0.029561009374893032,0.004904090158063923,0.004827595891096159,0.02512531959539288,0.024733413483795985,0.007909822835586056,0.007786444985638852,0.00824482709685892,0.008116223832089098,0.00048389504405943473,0.0004763472226508858,0.007760932052799596,0.007639876609438545,0.0,0.0,1723.48815255626,1696.60508992738
FRA,Q1.2021,0.5252095613154779,1.1950101937878337,-0.6698006324723451,16.71460147714675,1.0730574657911234,0.06338736084842012,1.0096701049426997,0.0,0.02007058450622612,0.018066503485737684,0.04566663451469821,0.041106745614995055,-0.025596050008472204,-0.023040242129257926,0.638738983720514,0.5749598409694219,0.041006280413581564,0.03691173556999594,0.0024223119231651102,0.002180440075864709,0.0385839684904159,0.03473129549413123,0.0,0.0,2907.09024981028,2616.81248571801
DEU,Q1.2021,1.1077695919686334,0.12073783018730921,0.9870317617812816,0.0,2.795986302562369,0.30184457546828014,2.494141727094302,0.0,0.030794324993863142,0.026617657271588158,0.003356329699603755,0.002901107059573471,0.027437995294260276,0.02371655021201491,0.0,0.0,0.07772420501856914,0.06718238673207466,0.008390824249008944,0.007252767648933567,0.0693333807695602,0.059929619083138874,0.0,0.0,4161.78471555813,3597.31733749424
ITA,Q1.2021,32.29395798644845,0.59931616434673,31.694641822101715,0.021129120282806113,1.7574900406664256,0.00980994870273122,1.7476800919636162,0.0,1.6835925105330434,1.381465248595533,0.031244364848649342,0.0256374413540143,1.6523481456843943,1.3558278072415186,0.0011015320165218556,0.0009038577871545161,0.09162385951712082,0.07518159951010617,0.0005114255790994171,0.0004196482583217198,0.09111243393802226,0.07476195125178364,0.0,0.0,2337.65981585712,1918.15761738117
JPN,Q1.2021,18.419423468894934,0.07176187368344245,18.347661595211434,0.19435507455932566,0.117360564253147,0.0,0.117360564253147,1.0233542195064729,0.4035513027751172,0.34591426539947,0.0015722314904937917,0.0013476782191810255,0.4019790712846252,0.34456658718028876,0.004258126953421204,0.0036499618436156567,0.0025712535834125916,0.0022040154209519436,0.0,0.0,0.0025712535834125916,0.0022040154209519436,0.022420676150890273,0.019218452938108754,5324.85222823165,4564.33255009445
KOR,Q1.2021,17.39332324339199,4.160596811911648,13.232726431480344,11.662486029476227,0.11272754204720314,0.0,0.11272754204720314,0.19874390346826942,1.0617681847861138,0.8065385617687895,0.25398190229625256,0.1929293052179612,0.8077862824898614,0.6136092565508284,0.7119316100972732,0.5407962916135618,0.006881405929158646,0.005227241991780929,0.0,0.0,0.006881405929158646,0.005227241991780929,0.012132238944215779,0.009215870930503023,2156.5395714307,1638.14696019506
