Country,Quarter,ab_us,health_us,nhealth_us,acc_us,of_us,be_us,gu_us,qf_us,ab_per,ab_ppp,health_per,health_ppp,nhealth_per,nhealth_ppp,acc_per,acc_ppp,of_per,of_ppp,be_per,be_ppp,gu_per,gu_ppp,qf_us.1,qf_ppp,gdp_ppp_bn,gdp_real_bn
ITA,Q1.2021,32.29395798644845,0.59931616434673,31.694641822101715,0.021129120282806113,1.7574900406663474,0.00980994870273122,1.7476800919636162,0.0,1.6835925105330434,1.381465248595533,0.031244364848649234,0.025637441354014395,1.652348145684394,1.3558278072415186,0.0011015320165218415,0.0009038577871544996,0.09162385951712458,0.07518159951010454,0.0005114255790994166,0.0004196482583217237,0.09111243393802516,0.07476195125178282,0.0,0.0,2337.65981585712,1918.15761738117
JPN,Q1.2021,18.419423468894877,0.07176187368344245,18.347661595211434,0.19435507455932566,0.117360564253147,0.0,0.117360564253147,1.0233542195064729,0.4035513027751171,0.345914265399471,0.0015722314904937737,0.0013476782191808186,0.4019790712846233,0.3445665871802902,0.004258126953420689,0.003649961843614762,0.0025712535834120686,0.0022040154209522866,0.0,0.0,0.0025712535834120686,0.0022040154209522866,0.022420676150893003,0.01921845293810759,5324.85222823165,4564.33255009445
KOR,Q1.2021,17.393323243391993,4.160596811911648,13.232726431480344,11.662486029476227,0.11272754204720314,0.0,0.11272754204720314,0.19874390346826942,1.0617681847861138,0.8065385617687899,0.2539819022962525,0.1929293052179612,0.8077862824898613,0.6136092565508287,0.7119316100972731,0.5407962916135619,0.006881405929159144,0.005227241991781166,0.0,0.0,0.006881405929159144,0.005227241991781166,0.012132238944215619,0.0092158709305027,2156.5395714307,1638.14696019506
ESP,Q1.2021,44.5350146781777,11.083715197058423,33.45129948111928,-0.5633045596729034,0.45650671749307503,0.0019287868372448447,0.4545779306558302,0.030184457546866383,3.3638788950819376,2.478949519604048,0.8371901502651392,0.6169520917804788,2.5266887448167985,1.861997427823569,-0.042548281020677536,-0.03135518372863938,0.03448148212221321,0.02541050263939836,0.00014568773316468703,0.00010736193168809267,0.034335794389048525,0.025303140707710267,0.0022799332263643314,0.0016801554254786864,1796.52769554142,1323.91849014805
GBR,Q1.2021,4.660773811338004e-08,59.277619120647415,-59.27761907403968,5.14804576600341,0.787896884873764,0.002310548049483163,0.7855863368242808,0.0,1.4761485367387195e-09,1.5842256395615095e-09,1.8774257722216061,2.014882872905859,-1.8774257707454576,-2.0148828713216336,0.1630476044930187,0.174985254076151,0.02495407102138296,0.02678110157759467,7.317909390434837e-05,7.853695477300437e-05,0.02488089192747861,0.026702564622821667,0.0,0.0,2941.98833677897,3157.38816403392
USA,Q1.2021,1824.7279999999996,206.59999999999997,1618.1279999999997,-0.019999999999999574,0.0,0.0,0.0,0.0,9.156155707769079,9.135418346412587,1.0366815049832587,1.0343335721098381,8.11947420278582,8.101084774302748,-0.0001003563896401972,-0.00010012909700966276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19974.2138871676,19928.975197
MEX,Q1.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196059834340673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350417026083711,0.05021942838934282,2381.66755915225,1279.15132662444
TUR,Q1.2021,5.9126558224667,0.3803196459346596,5.5323361765320405,0.17458151306051128,2.499712107655244,0.013959679043227258,2.4857524286120167,0.9237755435603354,0.5930128641497271,0.25335066681943264,0.03814435497346976,0.01629627003417874,0.5548685091762573,0.23705439678525392,0.017509742862796215,0.007480621919537602,0.25070991463392184,0.1071098586399466,0.001400093206944271,0.0005981565814719472,0.24930982142697755,0.10651170205847466,0.09265054441975694,0.039582745382066915,2333.78340649119,997.05355143423
AUT,Q1.2021,13.791972576402923,0.8043305039065247,12.9876420724964,0.0,0.027166011792179035,0.0,0.027166011792179035,0.0,3.331800434201803,2.943234581635011,0.19430641319158198,0.1716457411039183,3.137494021010221,2.7715888405310927,0.0,0.0,0.006562638475628388,0.005797281346733876,0.0,0.0,0.006562638475628388,0.005797281346733876,0.0,0.0,468.59916169989,413.94954015927
BEL,Q1.2021,4.205506802401327,0.36683396841928584,3.8386728339820415,-0.1866018204562092,0.27410581093382747,0.11714663169012796,0.1569591792436995,0.0,0.8493270624605624,0.7573096407485972,0.07408429743364156,0.06605788883265269,0.7752427650269209,0.6912517519159445,-0.03768534530187197,-0.03360245607783478,0.055357295598919734,0.049359799652891,0.023658457647414602,0.02109526336029284,0.03169883795150513,0.028264536292598157,0.0,0.0,555.32196820368,495.15751802582
CZE,Q1.2021,0.048491759810862956,0.010609563743112727,0.03788219606775023,0.005782690148273151,0.1377968864533404,0.00015930275890559814,0.1376375836944348,0.0,0.022487331501438484,0.011902859693012274,0.004920027194467221,0.002604239341506661,0.017567304306971263,0.009298620351505613,0.0026816364438312324,0.0014194277491995759,0.06390125410231426,0.03382382928533412,7.387428219920829e-05,3.9102692815415734e-05,0.06382737982011505,0.0337847265925187,0.0,0.0,407.3958784823,215.64034757864
DNK,Q1.2021,6.131378426048925,0.0003410928865049956,6.1310373331624195,21.9941768160963,31.60650341524999,25.12571084390953,6.48079257134046,0.0,1.843455063720585,1.9711015855042642,0.00010255269943139007,0.00010965376505515631,1.8433525110211537,1.970991931739209,6.612750642130255,7.070637918854597,9.502784646239945,10.160786802746937,7.554275020442956,8.077356352846419,1.9485096257969892,2.0834304499005176,0.0,0.0,311.06354290108,332.60254327405
EST,Q1.2021,0.0,0.0,0.0,0.0,0.056614440224317886,0.04809346430423567,0.008520975920082219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21049657431115845,0.12331191625218489,0.1788149709276678,0.10475237799867879,0.03168160338349065,0.018559538253506105,0.0,0.0,45.91157281875,26.89565871064
FIN,Q1.2021,0.0,0.0,0.0,-2.440927603154569,0.0,0.0,0.0,3.426864023817924,0.0,0.0,0.0,0.0,0.0,0.0,-0.9581878564552396,-0.9612891127301669,0.0,0.0,0.0,0.0,0.0,0.0,1.3452178954845246,1.3495718073102803,253.92231856471,254.7441596875
GRC,Q1.2021,4.122811220697784,0.3537752240282648,3.769035996669519,-0.9467853342610759,0.0,0.0,0.0,0.0,2.0219472273571233,1.3672303225363185,0.17350171886126972,0.11732097051284782,1.8484455084958538,1.2499093520234708,-0.4643312242629355,-0.3139783872314527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.5447472705,203.90300819506
ISL,Q1.2021,1.1003161672985489,0.054677508422957787,1.045638658875591,0.0,0.0,0.0,0.0,0.0,5.307844556033416,5.7701396314342315,0.2637602936734114,0.28673291157211905,5.044084262360005,5.483406719862113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06914282116,20.72999982729
IRL,Q1.2021,14.159111825001776,2.8576480235392485,11.301463801462528,-0.08694079058430049,1.6810953910718083,1.7680361816561088,-0.08694079058430049,0.0,3.8116783449826466,3.3882328180337384,0.769288019159044,0.6838265659183546,3.0423903258236025,2.7044062521153838,-0.023404739849620316,-0.020804669355274946,0.4525562745174337,0.4022810642837794,0.475961014367054,0.4230857336390544,-0.023404739849620316,-0.020804669355274946,0.0,0.0,417.89075855828,371.46659669328
ISR,Q1.2021,13.341642509066695,0.5531783539547241,12.78846415511197,0.01608478852955697,4.155370156099291,1.0736931038835773,3.0816770522157135,0.0,3.7219307879532995,3.896545190603699,0.15432069517784164,0.161560651410314,3.5676100927754577,3.7349845391933854,0.004487188860381485,0.00469770534955723,1.1592275920163426,1.2136127606419809,0.2995291934588779,0.3135816071580964,0.8596983985574647,0.9000311534838845,0.0,0.0,342.39670930134,358.46025273359
LVA,Q1.2021,0.2946120453070212,0.44007731725619964,-0.14546527194917847,0.0,0.06663961286480946,0.061972289180490914,0.004667323684318547,0.0,0.9768278781175622,0.5315739424828638,1.4591385480354557,0.7940396133069614,-0.4823106699178935,-0.26246567082409755,0.0,0.0,0.22095305562089415,0.12023908153233379,0.20547788424326252,0.11181774339888671,0.01547517137763164,0.008421338133447077,0.0,0.0,55.42258974,30.16007752305
LTU,Q1.2021,1.0191779364477664,0.1612886831869611,0.8578892532608053,-0.9977176400291194,0.0,0.0,0.0,0.0,2.1137416878925017,1.0492270289661179,0.33450745080472866,0.1660440633712499,1.779234237087773,0.883182965594868,-2.0692337354021575,-1.027134004532574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1360733484,48.21676850514
LUX,Q1.2021,0.12197614489762618,0.11473187508637858,0.0072442698112475945,0.002472031878014924,0.008753492688591269,0.001207378301874673,0.007546114386716596,-0.008696217414326135,0.1832643239566358,0.18385549971363888,0.17238009564599346,0.17293616095830103,0.01088422831064235,0.01091933875533785,0.0037141299333889226,0.0037261110081970145,0.013151775875360145,0.013194200996033877,0.001814038051773836,0.0018198897925564201,0.011337737823586309,0.011374311203477457,-0.01306572204551956,-0.013107869572950374,66.34348446884,66.55749589674
NLD,Q1.2021,0.6780975985440456,0.08628574151391533,0.5918118570301303,0.03803241650905065,0.0,0.0,0.0,0.0,0.08070184500835065,0.07272288647228682,0.010269050580680231,0.009253753733631551,0.07043279442767042,0.06346913273865527,0.004526319203897133,0.0040788038683413266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.44043441875,840.25042856688
NZL,Q1.2021,0.45804418199202646,0.008422571945996271,0.4496216100460302,0.0,0.0,0.0,0.0,0.0,0.22570525354735974,0.23613713299910413,0.004150295563900558,0.00434211822788935,0.22155495798345917,0.23179501477121478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.97380504055,202.93908750153
NOR,Q1.2021,0.06461080079281634,0.0055249140820461395,0.0590858867107702,0.0,0.024021959889068967,-0.015880197370153226,0.03990215725922219,0.0,0.015749154360872274,0.01955211571197763,0.001346721037984349,0.0016719148827344559,0.014402433322887926,0.017880200829243176,0.0,0.0,0.005855453727570776,0.007269374990191773,-0.0038708648800939815,-0.004805565829557098,0.009726318607664758,0.01207494081974887,0.0,0.0,330.45426768437,410.24933347112
PRT,Q1.2021,1.7405980237011405,-0.33574397714601334,2.076342000847154,-7.736870922147982,0.0,0.0,0.0,0.0,0.7827754016449646,0.510116290766683,-0.15098955817582446,-0.09839633846348947,0.9337649598207891,0.6085126292301725,-3.4793974031303887,-2.267441329477449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.21592570296,222.36238134762
SVK,Q1.2021,0.6525464116096437,0.12712771106513487,0.5254187005445088,0.05595301673906605,0.017931727792675822,0.0,0.017931727792675822,0.0,0.6558976473508127,0.359110753190539,0.1277805917207247,0.06996119702716196,0.528117055630088,0.289149556163377,0.056240370628668566,0.030792185240716287,0.01802381847927005,0.009868227238812342,0.0,0.0,0.01802381847927005,0.009868227238812342,0.0,0.0,181.71174374815,99.48906117369
SVN,Q1.2021,1.0573141337899383,0.0012073783018731188,1.0561067554880652,0.0,0.0,0.0,0.0,0.0,2.0970974668715687,1.390519146519885,0.0023947376635720416,0.001587874967517259,2.0947027292079965,1.3889312715523676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03736607555,50.41797772839
SWE,Q1.2021,0.14978738107463396,0.049594344938770796,0.10019303613586317,0.11278619484333774,0.08810790206119545,0.0039390999393047466,0.0841688021218907,0.0,0.02724292165342984,0.028749729366256797,0.009020084628803963,0.00951898607784596,0.018222837024625876,0.01923074328841084,0.02051324649420593,0.021647835450038375,0.016024825694129875,0.016911159812760743,0.000716432788006616,0.0007560587306431534,0.015308392906123259,0.01615510108211759,0.0,0.0,521.00449074292,549.82128194674
CHE,Q1.2021,14.861503111824637,1.5501657954967438,13.311337316327894,0.0,1.759052535380373,0.21456229224262158,1.5444902431377514,0.0,1.9891993723876062,2.5154274674357873,0.20748835459620382,0.2623778760285313,1.7817110177914024,2.253049591407256,0.0,0.0,0.23544766454958263,0.29773361623413175,0.028718977741052146,0.03631637253123118,0.2067286868085305,0.2614172437029006,0.0,0.0,590.81421763174,747.10978286639
CHL,Q1.2021,0.0,0.0,0.0,-0.00023244291230595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.87323995151024e-05,-5.267366337697984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.28867711817,261.95945739796
COL,Q1.2021,0.076428054034678,0.020133252286158587,0.05629480174851942,0.0007432809940620538,0.10649730082921138,0.058988637891250306,0.04750866293796108,0.0,0.02377931574393048,0.011069003789356845,0.006264126034761369,0.0029158801524169367,0.01751518970916911,0.008153123636939909,0.000231259498459093,0.00010764869318924115,0.03313486093921894,0.015423904760154516,0.018353331946459942,0.008543269413231231,0.014781528992759,0.006880635346923285,0.0,0.0,690.46912883132,321.40560669491
CRI,Q1.2021,0.007991847287434767,0.004616570768364109,0.003375276519070658,-0.4044779763040884,0.0,0.0,0.0,0.0,0.012413074993709614,0.008759773928012403,0.007170537311388666,0.00506017129695688,0.005242537682320947,0.003699602631055523,-0.6282421663712917,-0.44334376069153497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23348790861,64.38249419652
HUN,Q1.2021,7.702450953905005,2.4305849670506685,5.271865986854336,2.9,0.0,0.0,0.0,0.0,5.22611158418249,2.485558303444174,1.6491514621334098,0.7843426310967304,3.5769601220490803,1.7012156723474434,1.9676494773972615,0.9358214837231409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.88816247971,147.38397429587
POL,Q1.2021,0.014258862393990324,0.014258862393990324,0.0,0.0,0.08801552910320254,0.0,0.08801552910320254,0.0,0.0024949754370087395,0.0011731606141174276,0.0024949754370087395,0.0011731606141174276,0.0,0.0,0.0,0.0,0.015400708494134248,0.007241556115872388,0.0,0.0,0.015400708494134248,0.007241556115872388,0.0,0.0,1215.42286899201,571.50311712429
AUS,Q2.2021,30.44762966996055,2.347436301085393,28.100193368875154,0.0,0.0,0.0,0.0,0.0,2.0369395358085827,2.482449204899484,0.15704295740927843,0.19139064164757924,1.8798965783993042,2.2910585632519047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.51571721458,1494.77336635199
CAN,Q2.2021,20.504749809281783,5.6667672200197,14.837982589262083,0.07456272657920238,0.0,0.0,0.0,0.0,1.2085752854931875,1.1897238619754564,0.3340062607181177,0.3287964127641266,0.8745690247750697,0.8609274492113298,0.004394819219974985,0.004326268589001421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.48815255626,1696.60508992738
FRA,Q2.2021,54.30159431837425,17.177471224312008,37.12412309406224,-0.11457218907976596,0.0,0.0,0.0,0.0,2.075104525629577,1.8679019105759798,0.6564272877045217,0.5908819385787224,1.4186772379250552,1.2770199719972575,-0.004378311006427702,-0.003941129419261857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.09024981028,2616.81248571801
DEU,Q2.2021,100.43280362318828,23.966919046442662,76.46588457674562,0.0,0.7988973015482088,0.0,0.7988973015482088,0.0,2.7918805654534253,2.413214774126523,0.6662442258468402,0.5758807983711021,2.125636339606585,1.8373339757554206,0.0,0.0,0.02220814086156468,0.019196026612372956,0.0,0.0,0.02220814086156468,0.019196026612372956,0.0,0.0,4161.78471555813,3597.31733749424
ITA,Q2.2021,45.651274374176516,11.412818593544126,34.23845578063239,0.0,0.0,0.0,0.0,0.0,2.379954283240992,1.952862177144374,0.5949885708102479,0.48821554428609326,1.7849657124307443,1.4646466328582808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337.65981585712,1918.15761738117
JPN,Q2.2021,29.969679414290795,4.6827624084828585,25.286917005807936,-216.3436232719078,0.0,0.0,0.0,0.0,0.6566059568484033,0.5628264997739391,0.10259468075756131,0.0879416405896765,0.554011276090842,0.47488485918426254,-4.7398742509993275,-4.06290379524305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5324.85222823165,4564.33255009445
KOR,Q2.2021,0.0006366310100265338,7.342918223862682e-05,0.000563201827787907,0.00034291428105603927,0.000520612902079165,0.0,0.000520612902079165,0.0009178647779890525,3.886287527895103e-05,2.952095192040355e-05,4.482453895948587e-06,3.4049540853039923e-06,3.4380421383002445e-05,2.6115997835099558e-05,2.093305969418075e-05,1.590113557844625e-05,3.178059812272116e-05,2.4141124465143847e-05,0.0,0.0,3.178059812272116e-05,2.4141124465143847e-05,5.603067369973687e-05,4.2561926066588195e-05,2156.5395714307,1638.14696019506
ESP,Q2.2021,0.011412818593541374,0.0,0.011412818593541374,0.0,0.0,0.0,0.0,0.0,0.000862048432624059,0.0006352709519516698,0.0,0.0,0.000862048432624059,0.0006352709519516698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.52769554142,1323.91849014805
GBR,Q2.2021,0.0,0.0,0.0,0.0,15.3956157889711,0.0,15.3956157889711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48760605250706524,0.5233064861782205,0.0,0.0,0.48760605250706524,0.5233064861782205,0.0,0.0,2941.98833677897,3157.38816403392
USA,Q2.2021,0.2720000000002756,-3.1000000000000227,3.3720000000002983,0.0,0.0,0.0,0.0,0.0,0.0013648468991080947,0.00136175571933282,-0.015555240394231009,-0.015520010036498172,0.016920087293339103,0.01688176575583099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19974.2138871676,19928.975197
MEX,Q2.2021,0.0,2.578470162003789,-2.578470162003789,0.0,-2.4147350785597155e-15,-1.9984014443252818e-15,-4.163336342344337e-16,-2.6645352591003757e-14,0.0,0.0,0.20157663196958323,0.10826322725416768,-0.20157663196958323,-0.10826322725416768,0.0,0.0,-1.8877634164926947e-16,-1.0138841876904248e-16,-1.5622869653732645e-16,-8.390765691231102e-17,-3.2547645111943016e-17,-1.748076185673146e-17,-2.083049287164353e-15,-1.1187687588308135e-15,2381.66755915225,1279.15132662444
TUR,Q2.2021,6.477135721870162,0.6035430393187631,5.873592682551399,-0.04229583523566127,0.0,0.0,0.0,0.5273109280821302,0.6496276666938308,0.2775379970503965,0.060532660302005395,0.02586114193973902,0.5890950063918253,0.25167685511065746,-0.004242082601763972,-0.0018123290755268696,0.0,0.0,0.0,0.0,0.0,0.0,0.05288692140192571,0.022594681520807222,2333.78340649119,997.05355143423
AUT,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.59916169989,413.94954015927
BEL,Q2.2021,0.9130254874835284,0.9130254874835284,0.0,-0.4565127437417651,0.5706409296772064,0.5706409296772064,0.0,0.0,0.18439091687908465,0.16441371668348093,0.18439091687908465,0.16441371668348093,0.0,0.0,-0.09219545843954251,-0.08220685834174063,0.11524432304942814,0.10275857292717579,0.11524432304942814,0.10275857292717579,0.0,0.0,0.0,0.0,555.32196820368,495.15751802582
CZE,Q2.2021,9.435486476879825,3.5243049945605933,5.911181482319233,0.0,0.4997791923826753,0.0,0.4997791923826753,0.0,4.375566345921827,2.316048584494889,1.6343439593443179,0.8650811607839358,2.7412223865775096,1.4509674237109529,0.0,0.0,0.2317651580488272,0.12267654602803965,0.0,0.0,0.2317651580488272,0.12267654602803965,0.0,0.0,407.3958784823,215.64034757864
DNK,Q2.2021,0.0,0.0,0.0,0.0,9.278292235594947,9.278292235594947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78960351423111,2.982764276733483,2.78960351423111,2.982764276733483,0.0,0.0,0.0,0.0,311.06354290108,332.60254327405
EST,Q2.2021,0.6137999999999999,0.2111,0.40269999999999984,0.0,0.0,0.0,0.0,0.0,2.28215269461751,1.3369178233626702,0.7848850339422557,0.45979692491342417,1.4972676606752544,0.877120898449246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.91157281875,26.89565871064
FIN,Q2.2021,3.6730801479291926,2.002827378516392,1.6702527694128007,0.0,0.0,0.0,0.0,0.0,1.4418702090894004,1.4465369443265925,0.7862113035185192,0.7887559430920948,0.6556589055708812,0.6577810012344978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.92231856471,254.7441596875
GRC,Q2.2021,7.760716643610006,0.48860787080039625,7.272108772809609,0.9472639432641625,0.0,0.0,0.0,0.0,3.80608246651558,2.573653400982068,0.23962759310200005,0.162034946794179,3.56645487341358,2.4116184541878893,0.4645659481188135,0.31413710629634073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.5447472705,203.90300819506
ISL,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06914282116,20.72999982729
IRL,Q2.2021,6.5953424585950176,-0.911007842379834,7.506350300974852,0.4801454389703319,5.864286921181142,2.5309368338247786,3.3333500873563633,0.0,1.7754873566844003,1.5782455877581258,-0.2452462349211047,-0.2180014330833264,2.020733591605505,1.7962470208414523,0.12925669313055033,0.11489735753593357,1.5786848597919247,1.403306199307419,0.6813363183539686,0.6056455621455932,0.8973485414379562,0.7976606371618258,0.0,0.0,417.89075855828,371.46659669328
ISR,Q2.2021,1.1665104130534063,1.4889697084849915,-0.32245929543158525,-0.0002753047915082796,0.0,0.0,0.0,0.0,0.3254225270884815,0.34068972667221864,0.41537930555207286,0.43486682787437764,-0.08995677846359136,-0.09417710120215902,-7.680204134456377e-05,-8.040520952144623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.39670930134,358.46025273359
LVA,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42258974,30.16007752305
LTU,Q2.2021,0.5557523244400566,0.35618561001317595,0.19956671442688068,0.10354076424571956,0.0,0.0,0.0,0.0,1.1526121340562512,0.5721379352516422,0.7387172990973168,0.36668726430358933,0.4138948349589344,0.20545067094805297,0.21474015670436708,0.10659352460578443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1360733484,48.21676850514
LUX,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.34348446884,66.55749589674
NLD,Q2.2021,52.72722190217386,12.143238983530951,40.58398291864291,0.0,0.0,0.0,0.0,0.0,6.275179411940879,5.654754980144348,1.4451928342651723,1.3023072075483955,4.829986577675707,4.352447772595953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.44043441875,840.25042856688
NZL,Q2.2021,4.440892098500626e-15,0.7800257710126361,-0.7800257710126317,0.0,0.0,0.0,0.0,0.0,2.1649348980190553e-15,2.275957200481571e-15,0.3843644812913409,0.4021294374513985,-0.3843644812913387,-0.40212943745139623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.97380504055,202.93908750153
NOR,Q2.2021,10.50358438799893,1.4762368351181505,9.02734755288078,0.0,0.8390123019736251,0.8390123019736251,0.0,0.0,2.5602928587666662,3.1785288964799574,0.35983893566083563,0.4467295415679615,2.2004539231058304,2.731799354911996,0.0,0.0,0.2045127763827771,0.2538966459271148,0.2045127763827771,0.2538966459271148,0.0,0.0,0.0,0.0,330.45426768437,410.24933347112
PRT,Q2.2021,0.4565127437417651,0.0,0.4565127437417651,0.0,0.0,0.0,0.0,0.0,0.2053012478887321,0.13378998732291728,0.0,0.0,0.2053012478887321,0.13378998732291728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.21592570296,222.36238134762
SVK,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.71174374815,99.48906117369
SVN,Q2.2021,0.3557057711627182,-0.04451274374176506,0.40021851490448324,0.374,0.0,0.0,0.0,0.0,0.7055137615375295,0.4678039094743135,-0.08828744377960296,-0.05854061764519516,0.7938012053171325,0.5263445271195086,0.7417988916866123,0.49186343412842204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03736607555,50.41797772839
SWE,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.00449074292,549.82128194674
CHE,Q2.2021,3.8322799069066686,2.2988468883408597,1.533433018565809,0.0,0.0026534631329331315,6.0615948210829274e-05,0.0025928471847223022,0.0,0.5129473599185914,0.6486438194172511,0.307698673081353,0.38909809881619206,0.20524868683723846,0.25954572060105907,0.0,0.0,0.00035516375153765934,0.00044911971542754234,8.113392382344105e-06,1.0259730792161092e-05,0.00034705035915531525,0.00043885998463538125,0.0,0.0,590.81421763174,747.10978286639
CHL,Q2.2021,11.328436070309328,-0.6989117388089003,12.027347809118229,0.2461605787508705,3.2859281358385646,3.2859281358385646,0.0,-1.4672521220830275,4.324499746195286,2.5671259331396246,-0.2668014912502804,-0.15837971265728693,4.591301237445567,2.7255056457969116,0.09396896038645842,0.05578221049278195,1.2543651481330917,0.744620994424166,1.2543651481330917,0.744620994424166,0.0,0.0,-0.5601065663584832,-0.3324925832370997,441.28867711817,261.95945739796
COL,Q2.2021,1.4008972612615151,0.9414948021528327,0.4594024591086825,0.373652026622256,0.06525372348982739,0.06308762478477092,0.002166098705056463,0.0,0.4358658443041096,0.2028906438775413,0.29293042266264324,0.13635581416165496,0.14293542164146633,0.06653482971588633,0.11625560315036453,0.054115674549374146,0.02030260895596903,0.009450635917680358,0.0196286634304597,0.00913692186232168,0.0006739455255093304,0.00031371405535867715,0.0,0.0,690.46912883132,321.40560669491
CRI,Q2.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23348790861,64.38249419652
HUN,Q2.2021,2.5891373283260455,2.8357904306323585,-0.246653102306313,-2.9,0.0,0.0,0.0,0.0,1.7567292106863743,0.8355070124679481,1.9240832961523846,0.9151012442490548,-0.16735408546601035,-0.07959423178110672,-1.9676494773972615,-0.9358214837231409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.88816247971,147.38397429587
POL,Q2.2021,1.5898896693499602,1.5898896693499602,0.0,0.0,0.0,0.0,0.0,0.0,0.2781944002947918,0.13080958980708565,0.2781944002947918,0.13080958980708565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.42286899201,571.50311712429
AUS,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.51571721458,1494.77336635199
CAN,Q3.2021,0.671064539212864,0.671064539212864,0.0,4.5744234136235065,0.0,0.0,0.0,0.0,0.039553372979777374,0.03893641730101526,0.039553372979777374,0.03893641730101526,0.0,0.0,0.26962216727873345,0.26541658594164214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.48815255626,1696.60508992738
FRA,Q3.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.09024981028,2616.81248571801
