"Country","Quarter","t_idx","S_mean_tw","S_max_tw","theta_pct","vax_rate","y_t_pct","y_lag1","F_CP","F_DI","F_DI_lag1","F_DI_lag2","F_H","F_CP_above_3","F_CP_loans","F_CP_guar","F_CP_guar_adj","F_CP_below","F_CP_below_adj_lo","F_CP_below_adj_mid","F_CP_below_adj_hi","debt_dR","excess_mortality"
"AUS","Q4.2022",14,0,0,3.80288684059597,82.7,0.0964370068879578,-0.149640713715138,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203343343848445,10.710903431068
"AUT","Q4.2019",2,0,0,0,0,-1.4562287706597,-0.307433544399946,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.773333419372605,0
"AUT","Q1.2020",3,35.625,76.0416666666667,0.223387588974403,0,-3.06341430416197,-1.4562287706597,2.91646702606157,0,0,0,1.50398988543347,1.16046589218655,0,1.75600113387502,0.614600396856256,1.75600113387502,0.439000283468755,0.614600396856256,0.878000566937509,1.95620780500469,-2.17944151274352
"AUT","Q2.2020",4,58.4821428571428,76.0416666666667,0.0335150412370272,0,-15.7356933914895,-3.06341430416197,3.75046973030331,0.911088645445811,0,0,0,3.58841591137713,0,0.16205381892618,0.0567188366241631,0.16205381892618,0.0405134547315451,0.0567188366241631,0.0810269094630901,6.35736720650804,3.87590980754512
"AUT","Q3.2020",5,30.540293040293,43.75,0.100919444191745,0,-6.52765852275028,-15.7356933914895,0.0890543432179473,0,0.911088645445811,0,0,0.0514257474920541,0.0376285957258932,0,0,0.0376285957258932,0.00940714893147331,0.0131700085040626,0.0188142978629466,-3.80070698830433,2.80880475124762
"AUT","Q4.2020",6,60.1648351648352,80.2083333333333,0.957482273002283,0,-8.37917808222789,-6.52765852275028,1.20812878010601,0.0915629162663402,0,0.911088645445811,0,0.957271475266724,0.250857304839288,0,0,0.250857304839288,0.0627143262098221,0.0878000566937509,0.125428652419644,3.61323811280438,31.0492441182038
"AUT","Q1.2021",7,72.5389194139194,80.2083333333333,0.117835331135276,4.93,-9.75101839637165,-8.37917808222789,1.02149094530558,0,0.0915629162663402,0,0.176754056989763,0.946233753853795,0,0.0752571914517865,0.0263400170081253,0.0752571914517865,0.0188142978629466,0.0263400170081253,0.0376285957258932,3.64454310365069,0.363801439590769
"AUT","Q2.2021",8,57.7392445054945,65.625,0.318479325800825,33.57,-6.09705708273847,-9.75101839637165,0.354963086347593,0,0,0.0915629162663402,0,0.354963086347593,0,0,0,0,0,0,0,1.44389927059672,8.28521964475667
"AUT","Q3.2021",9,41.3780580357143,47.1803125,0.405059829469979,61.36,-3.64322655917424,-6.09705708273847,0.544360351501256,0.184881833666555,0,0,0,0.544360351501256,0,0,0,0,0,0,0,-0.854939013177685,6.08601234933398
"AUT","Q4.2021",10,40.6629120879121,45.3841666666667,1.23337671734693,70.64,-3.87882889907359,-3.64322655917424,0,0,0.184881833666555,0,0,0,0,0,0,0,0,0,0,-0.845232946649091,22.1096085290109
"AUT","Q1.2022",11,39.2939583333333,48.0659375,3.55060804579614,74.18,-4.09752440305642,-3.87882889907359,0,0,0,0.184881833666555,0,0,0,0,0,0,0,0,0,1.99109890655041,2.39475279857683
"AUT","Q2.2022",12,27.3351648351648,31.25,4.03951314987431,74.49,-1.81436386149205,-4.09752440305642,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152556134126,11.1790210890836
"AUT","Q3.2022",13,25,25,4.93871816595322,74.64,-2.30115242529974,-1.81436386149205,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25203754384685,10.5856494407448
"AUT","Q4.2022",14,25,25,8.26867153384519,74.73,-2.83831912699925,-2.30115242529974,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75739154010209,17.9665091116457
"BEL","Q4.2019",2,0,0,0,0,0.62916119730768,0.539359376877218,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9428031297897,0
"BEL","Q1.2020",3,33.4523809523809,79.1666666666667,1.3451301469667,0,-2.43524762089809,0.62916119730768,1.56844869315239,0.721857594301236,0,0,0.0247312850756207,1.56844869315239,0,0,0,0,0,0,0,3.48572570544134,-2.05981003643484
"BEL","Q2.2020",4,68.4065934065934,79.1666666666667,0.159975152535624,0,-13.4717436658636,-2.43524762089809,11.7609480485218,0.0507308411807603,0.721857594301236,0,0.00211378504919835,0.910808839849076,0,10.8501392086727,3.79754872303546,10.8501392086727,2.71253480216818,3.79754872303546,5.42506960433637,4.20045267527888,28.8537306089785
"BEL","Q3.2020",5,47.6762820512821,55.2083333333333,0.192204025955156,0,-3.97619525122789,-13.4717436658636,2.87977847532684,0.211378504919835,0.0507308411807603,0.721857594301236,0.935349884270269,2.57814134880624,0.21708572455267,0.0845514019679339,0.0295929906887769,0.301637126520604,0.075409281630151,0.105572994282211,0.150818563260302,-3.1080380493575,4.57093616910029
"BEL","Q4.2020",6,52.3466117216117,59.375,1.01907979742042,0,-4.85134709730173,-3.97619525122789,0,0,0.211378504919835,0.0507308411807603,0,0,0,0,0,0,0,0,0,1.21690002453352,33.6361411716569
"BEL","Q1.2021",7,57.3031135531135,58.3333333333333,0.0321499892302855,4.89,-3.74434800488771,-4.85134709730173,0,0,0,0.211378504919835,0,0,0,0,0,0,0,0,0,2.19926411818268,-6.12661199420639
"BEL","Q2.2021",8,52.6327838827839,72.9166666666667,0.166593797495431,35.17,-2.7166756760687,-3.74434800488771,0,0.443894860331653,0,0,0,0,0,0,0,0,0,0,0,1.2482917063403,3.58569669745233
"BEL","Q3.2021",9,39.41163003663,44.7916666666667,0.162607072473958,72.74,-1.26054908080352,-2.7166756760687,0.0214612596045108,0,0.443894860331653,0,0,0.0214612596045108,0,0,0,0,0,0,0,-0.0440570486357643,0.709758523403461
"BEL","Q4.2021",10,24.9869734432234,31.25,0.867749183922189,75.77,-0.80453775659491,-1.26054908080352,0.518342369764419,0.274792056395785,0,0.443894860331653,0.824376169187355,0.516270860416204,0.00207150934821438,0,0,0.00207150934821438,0.000517877337053595,0.000725028271875033,0.00103575467410719,-1.21100434032535,14.9864278778535
"BEL","Q1.2022",11,18.980695970696,25.6367708333333,2.53318674041193,78.44,-0.695810772518613,-0.80453775659491,0,0,0.274792056395785,0,0,0,0,0,0,0,0,0,0,0.0669895899710014,-0.758150529149594
"BEL","Q2.2022",12,2.06043956043956,6.25,2.8080910259425,78.57,-0.0602793806423167,-0.695810772518613,0,0,0,0.274792056395785,0,0,0,0,0,0,0,0,0,-0.0419112657829999,9.19205340191993
"BEL","Q3.2022",13,0,0,3.77259029559843,78.62,0.216739996606507,-0.0602793806423167,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30942879625974,7.7732649559966
"BEL","Q4.2022",14,0,0,5.00932471700568,78.65,0.124699647265761,0.216739996606507,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10065824221256,10.8040723382991
"CAN","Q4.2019",2,0,0,0,0,-0.266857315933791,0.0231829119731175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681941553345595,0
"CAN","Q1.2020",3,22.6785714285714,57.2916666666667,0.150196043619186,0,-2.77308281479379,-0.266857315933791,6.89055583672399,1.31842918765664,0,0,0,3.36389340060541,0,3.52666243611858,1.2343318526415,3.52666243611858,0.881665609029645,1.2343318526415,1.76333121805929,2.53749065140909,-3.24481167401597
"CAN","Q2.2020",4,51.1675824175824,60.4166666666667,0.137702805484823,0,-13.9648420897419,-2.77308281479379,0.121729536025779,3.03822511435067,1.31842918765664,0,0.0224838294388852,0.121729536025779,0,0,0,0,0,0,0,11.6202424843074,11.2141468036365
"CAN","Q3.2020",5,45.8333333333333,50,0.0546820371948014,0,-6.68869612302472,-13.9648420897419,0.811935354215804,0.106602866992089,3.03822511435067,1.31842918765664,0.824696446600037,0.811935354215804,0,0,0,0,0,0,0,-0.207622877337144,2.25447837172808
"CAN","Q4.2020",6,45.8562271062271,47.9166666666667,0.207237011720163,0,-5.48181052100265,-6.68869612302472,0.90056851968724,1.4757725886527,0.106602866992089,3.03822511435067,0.0043405076136844,0.268677421287065,0.631891098400176,0,0,0.631891098400176,0.157972774600044,0.221161884440061,0.315945549200088,1.2115384692953,7.17584278728356
"CAN","Q1.2021",7,50.3663003663004,51.0416666666667,0.0261712447500331,1.85,-4.42357619106719,-5.48181052100265,0.0434050761368441,0,1.4757725886527,0.106602866992089,0,0.0434050761368441,0,0,0,0,0,0,0,-3.24788872375682,0.620761880997831
"CAN","Q2.2021",8,50.904304029304,51.0416666666667,0.107084925241337,30.66,-5.08374305569427,-4.42357619106719,0.440127472027599,0.109163766484163,0,1.4757725886527,0,0.440127472027599,0,0,0,0,0,0,0,0.97676084229289,1.04562694855418
"CAN","Q3.2021",9,44.9537786172161,48.9583333333333,0.371450834430886,70.34,-3.72762578178272,-5.08374305569427,0.0610275370484027,0.097965256840857,0.109163766484163,0,0.857293658778807,0.0610275370484027,0,0,0,0,0,0,0,1.36572353406789,7.17493266916939
"CAN","Q4.2021",10,44.8873843864469,52.8520833333333,0.442381089783307,76.55,-2.56664686352219,-3.72762578178272,0.131777811151459,0.324843589808141,0.097965256840857,0.109163766484163,0,0.131300355313953,0.000477455837505285,0,0,0.000477455837505285,0.000119363959376321,0.00016710954312685,0.000238727918752642,-0.143747370760479,7.8957217753284
"CAN","Q1.2022",11,43.8792857142857,52.5047916666667,2.88039226288409,81.11,-2.12168137151852,-2.56664686352219,0,0,0.324843589808141,0.097965256840857,0,0,0,0,0,0,0,0,0,0.760131173293161,8.13433656113779
"CAN","Q2.2022",12,12.4555299908425,28.185,2.36748000652004,81.79,-1.57658166343608,-2.12168137151852,0,0,0,0.324843589808141,0,0,0,0,0,0,0,0,0,-2.07155642518943,5.01485889280875
"CAN","Q3.2022",13,7.79841117216117,9.46052083333333,4.35047784088967,82.13,-1.35027462210264,-1.57658166343608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637721118684752,10.712901291386
"CAN","Q4.2022",14,0.767428784013605,9.41802083333333,6.2110784169579,82.52,-1.85500741764109,-1.35027462210264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371618772091416,15.210070413419
"CHE","Q4.2019",2,0,0,0,0,-0.514773969558783,-0.195593885298035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194899280304348,0
"CHE","Q1.2020",3,35.922619047619,69.7916666666667,0.466807719022362,0,-2.1235489562737,-0.514773969558783,4.30059477070062,0,0,0,0,1.33116706974779,0.0312661506086192,2.93816155034421,1.02835654262047,2.96942770095283,0.742356925238208,1.03929969533349,1.48471385047642,0.215840553390276,-3.15088155146351
"CHE","Q2.2020",4,55.5517399267399,69.7916666666667,0.0173333851706692,0,-8.81269817015487,-2.1235489562737,5.36407219482667,0,0,0,0.0414026651894957,2.21904008634597,0,3.14503210848069,1.10076123796824,3.14503210848069,0.786258027120173,1.10076123796824,1.57251605424035,1.2079113037298,7.50727594031909
"CHE","Q3.2020",5,29.9278846153846,30.7291666666667,0.0526418774221228,0,-3.74685952125627,-8.81269817015487,0.117069605018574,0.180886816534797,0,0,0.671008711691827,0,0.0999374676987828,0.0171321373197913,0.00599624806192697,0.117069605018574,0.0292674012546435,0.0409743617565009,0.058534802509287,-0.574946702033984,0.313553502693762
"CHE","Q4.2020",6,39.0396062271062,55.2083333333333,1.27846661253088,0.0728597449908925,-3.37479367431213,-3.74685952125627,0.26768964562174,0,0.180886816534797,0,0,0.259123576961844,0.00856606865989567,0,0,0.00856606865989567,0.00214151716497392,0.00299812403096348,0.00428303432994783,0.345057669207929,43.0677790899062
"CHE","Q1.2021",7,55.2083333333333,55.2083333333333,0.057890350303876,11.2715765781444,-3.15267933276602,-3.37479367431213,1.0836076854768,0,0,0.180886816534797,0,1.07075858248696,0,0.0128491029898435,0.00449718604644522,0.0128491029898435,0.00321227574746087,0.00449718604644522,0.00642455149492175,-0.104508587869521,2.31270554152128
"CHE","Q2.2021",8,46.1423992673993,55.2083333333333,0.0440870741590708,50.7668488160291,-0.977519444779599,-3.15267933276602,0.0042116504244487,0,0,0,0,0.0042116504244487,0,0,0,0,0,0,0,-0.808242194345315,-0.131138467025536
"CHE","Q3.2021",9,38.4615384615385,43.75,0.274696596045209,64.4404185954776,0.657192547555303,-0.977519444779599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584478583454121,4.07359909388773
"CHE","Q4.2021",10,43.9903846153846,46.875,0.79184253133416,69.222523870848,0.878208979677395,0.657192547555303,0.0285535621996522,0,0,0,0,0.0285535621996522,0,0,0,0,0,0,0,0.702928781885717,14.3915761869268
"CHE","Q1.2022",11,28.9377289377289,51.0416666666667,2.03233508687514,70.522211780539,0.624573845474765,0.878208979677395,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.786771161713066,2.870461005574
"CHE","Q2.2022",12,0.183150183150183,4.16666666666667,2.695650631505,70.6263269639066,1.06669253918897,0.624573845474765,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145190121810661,7.82457942250331
"CHE","Q3.2022",13,0,0,4.30473986006304,0,1.102879365943,1.06669253918897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483315722251156,11.3057494265117
"CHE","Q4.2022",14,0,0,6.11302534888546,0,0.745602318732979,1.102879365943,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00219432742219,15.7858660880807
"CHL","Q4.2019",2,0,0,0,0,-3.60198698000457,0.797913433703528,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28847721537299,0
"CHL","Q1.2020",3,21.9940476190476,69.7916666666667,0.0437278786552242,0,-2.27888190729147,-3.60198698000457,1.09056920061099,0.21625928516176,0,0,0.178341968921836,1.09056920061099,0,0,0,0,0,0,0,0.233867253687134,1.81646403330724
"CHL","Q2.2020",4,66.025641025641,69.7916666666667,0.408722026857075,0,-15.0920189076078,-2.27888190729147,10.7211881710246,1.60383386063193,0.21625928516176,0,0.202368763220763,0.110643559035456,1.55680095234208,9.00318623041204,3.15111518064422,10.5599871827541,2.63999679568853,3.69599551396394,5.27999359137706,2.51594851452317,25.0520575802583
"CHL","Q3.2020",5,64.9038461538462,68.75,0.14527232615413,0,-11.276403160005,-15.0920189076078,0.221687128023805,0.778356898260557,1.60383386063193,0.21625928516176,0,0.0252086876861888,0,0.196478440337616,0.0687674541181657,0.196478440337616,0.0491196100844041,0.0687674541181657,0.0982392201688082,-0.411854800638679,10.1419225027039
"CHL","Q4.2020",6,57.967032967033,62.5,0.249689106989446,0,-5.62018456268174,-11.276403160005,0.000546613096836702,0.131713100911866,0.778356898260557,1.60383386063193,0,0.000546613096836702,0,0,0,0,0,0,0,-0.230217870407692,11.9774736457538
"CHL","Q1.2021",7,56.25,56.25,0.705869206904093,18.8,-2.59570093768106,-5.62018456268174,0.447970843969765,8.31513636503026,0.131713100911866,0.778356898260557,0,0.447970843969765,0,0,0,0,0,0,0,-1.03477286203281,30.6075401699929
"CHL","Q2.2021",8,56.7078754578755,59.375,0.873855437762231,55.04,-2.1540344833061,-2.59570093768106,1.00718778085869,0.841438568589875,8.31513636503026,0.131713100911866,0,0.941112081373148,0.0660756994855403,0,0,0.0660756994855403,0.0165189248713851,0.0231264948199391,0.0330378497427702,-0.444882528492499,33.1129155770449
"CHL","Q3.2021",9,42.7002472527472,56.25,0.248269529012193,72.28,1.4565983594613,-2.1540344833061,0.0645824633389745,0,0.841438568589875,8.31513636503026,0,0.0645824633389745,0,0,0,0,0,0,0,2.15348471559514,10.5974710038424
"CHL","Q4.2021",10,21.9873901098901,38.1429166666667,0.658319511040707,84.41,3.12522914920444,1.4565983594613,0,0,0,0.841438568589875,0,0,0,0,0,0,0,0,0,1.22495261977058,14.6263667081109
"CHL","Q1.2022",11,19.0608390567766,19.8472916666667,9.7313066353917,88.73,1.1520882811121,3.12522914920444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.613683946526152,39.2498462431645
"CHL","Q2.2022",12,22.6647149725275,24.1290625,4.27350335037006,89.68,0.481067973903417,1.1520882811121,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90303073661345,14.1278274058011
"CHL","Q3.2022",13,23.8655860805861,23.9598958333333,2.95228718593256,90.19,-0.187340951424123,0.481067973903417,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48468864620368,11.8633877944514
"CHL","Q4.2022",14,4.29526254251701,23.7997916666667,4.77787025046398,90.27,-0.923556859472747,-0.187340951424123,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01182893360151,15.2862339516401
"COL","Q4.2019",2,0,0,0,0,0.666880658816729,0.565845284525267,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11734872400249,0
"COL","Q1.2020",3,28.422619047619,86.4583333333333,0,0,-2.3518374029484,0.666880658816729,0.0235464760343967,0.113321447072231,0,0,0.0782196980399913,0,0.0235464760343967,0,0,0.0235464760343967,0.00588661900859917,0.00824126661203884,0.0117732380171983,5.79375390194239,-0.00783511985999432
"COL","Q2.2020",4,85.6570512820513,89.5833333333333,0.180717027833522,0,-17.9932208200171,-2.3518374029484,2.2052310851158,0.32442202819926,0.113321447072231,0,0.407547862891884,0.770723253557873,0.162998125700508,1.27150970585742,0.445028397050097,1.43450783155793,0.358626957889482,0.502077741045275,0.717253915778964,3.22692484355338,1.54701138435117
"COL","Q3.2020",5,76.7971611721612,85.4166666666667,0.662566037575626,0,-10.4710400791986,-17.9932208200171,0.91569415626016,1.41493306207793,0.32442202819926,0.113321447072231,0,0.188960658547842,0.0441468169873697,0.682586680724949,0.238905338253732,0.726733497712319,0.18168337442808,0.254356724199311,0.363366748856159,1.92625784156437,49.6777993839239
"COL","Q4.2020",6,59.9702380952381,67.7083333333333,0.670329446405527,0,-4.808703130086,-10.4710400791986,0.0260963710171136,0.391766268260292,1.41493306207793,0.32442202819926,0.0120669096662993,0.00780377308731975,0.00930556732879357,0.00898703060100025,0.00314546071035009,0.0182925979297938,0.00457314948244846,0.00640240927542784,0.00914629896489691,-0.424671409890784,33.9205408528674
"COL","Q1.2021",7,54.0521978021978,54.1666666666667,0.766657250823792,0.55,-2.499829085567,-4.808703130086,0.0673429214583745,0.359036666572481,0.391766268260292,1.41493306207793,0,0,0.0673429214583745,0,0,0.0673429214583745,0.0168357303645936,0.0235700225104311,0.0336714607291873,1.13820368543891,39.8996148742115
"COL","Q2.2021",8,49.9656593406593,63.5416666666667,2.38965882524323,13.29,-5.2875365297402,-2.499829085567,0.245919395703239,0,0.359036666572481,0.391766268260292,0,0.0104546353592721,0,0.235464760343967,0.0824126661203884,0.235464760343967,0.0588661900859917,0.0824126661203884,0.117732380171983,1.11438112985958,87.2148207455349
"COL","Q3.2021",9,39.6978021978022,45.8333333333333,0.620993446511646,32.64,-0.986141247880712,-5.2875365297402,0.199862488579959,0,0,0.359036666572481,0,0.199862488579959,0,0,0,0,0,0,0,-0.184782162368982,38.6513157156673
"COL","Q4.2021",10,39.47368246337,43.9557291666667,0.463931333670045,54.6,3.08149376863986,-0.986141247880712,0.236427811213774,0.0376743616550347,0,0,0,0,0.232895839808614,0.0035319714051595,0.00123618999180583,0.236427811213774,0.0591069528034434,0.0827497339248208,0.118213905606887,1.29225830737015,9.81877049642622
"COL","Q1.2022",11,39.6866907051282,43.2395833333333,5.43693404700851,67.14,2.91621969611246,3.08149376863986,0,0,0.0376743616550347,0,0,0,0,0,0,0,0,0,0,-2.91950715336521,26.9630567678223
"COL","Q2.2022",12,18.3993818681319,34.6458333333333,1.80085272959439,69.75,3.75413065980179,2.91621969611246,0,0,0,0.0376743616550347,0,0,0,0,0,0,0,0,0,0.459460872293526,3.38682845381515
"COL","Q3.2022",13,10.3714354395604,15.4241666666667,1.20145908215812,70.32,3.95369517434981,3.75413065980179,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20486285593042,7.88737563731644
"COL","Q4.2022",14,9.375,9.375,1.07201031677221,71.09,2.83025357147451,3.95369517434981,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60199162678079,3.75893919421987
"CRI","Q4.2019",2,0,0,0,0,-0.996049377327671,-0.581917177290575,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74661404326201,0
"CRI","Q1.2020",3,42.1428571428571,68.75,0.0140860460931939,0,-1.85503907739133,-0.996049377327671,0.16921077529465,0,0,0,0,0,0.16921077529465,0,0,0.16921077529465,0.0423026938236625,0.0592237713531274,0.0846053876473249,1.15658526324357,-0.338469425150057
"CRI","Q2.2020",4,70.0206043956044,79.1666666666667,0,0,-10.3740653591488,-1.85503907739133,3.91539574196556,1.3288283820472,0,0,0,0.022556440694497,1.41320126230107,2.47963803896999,0.867873313639497,3.89283930127106,0.973209825317766,1.36249375544487,1.94641965063553,3.23074551813307,-10.7517646019773
"CRI","Q3.2020",5,61.8475274725275,68.75,0.225581329302788,0,-10.1024500577899,-10.3740653591488,0.365743855594697,0,1.3288283820472,0,0,0.365743855594697,0,0,0,0,0,0,0,2.64364225106771,9.42721887766682
"CRI","Q4.2020",6,51.5453296703297,62.5,0.278015121040749,0,-8.39074442053769,-10.1024500577899,0.00286535951169866,0.0859773162712195,0,1.3288283820472,0.0566636966113267,0.00286535951169866,0,0,0,0,0,0,0,-0.492951451795662,16.101083212541
"CRI","Q1.2021",7,57.3717948717949,62.5,0.17738752596636,3.09,-5.30700467485761,-8.39074442053769,2.79855701597052,0.00385721472728665,0.0859773162712195,0,0,0,2.79855701597052,0,0,2.79855701597052,0.69963925399263,0.979494955589683,1.39927850798526,2.93066668972396,10.7237609193327
"CRI","Q2.2021",8,54.3040293040293,62.5,0.671576891465953,15.66,-4.07405753665844,-5.30700467485761,0.393497893134213,0,0.00385721472728665,0.0859773162712195,0,0,0.393497893134213,0,0,0.393497893134213,0.0983744732835532,0.137724262596975,0.196748946567106,2.07584061197068,24.085736839999
"CRI","Q3.2021",9,48.8352884615385,50,1.1738740769393,42.26,-1.84633560364796,-4.07405753665844,0,0.00638413119819967,0,0.00385721472728665,0,0,0,0,0,0,0,0,0,1.87306789484927,30.1668125716256
"CRI","Q4.2021",10,42.3012316849817,46.1952083333333,0.688356397589101,67.66,-2.10430281739252,-1.84633560364796,0,0,0.00638413119819967,0,0,0,0,0,0,0,0,0,0,-0.968439824714778,12.9916687966956
"CRI","Q1.2022",11,35.5195421245421,44.6802083333333,2.767191243315,76.66,-2.27212896503196,-2.10430281739252,0,0,0,0.00638413119819967,0,0,0,0,0,0,0,0,0,1.45024828272413,14.1478744456268
"CRI","Q2.2022",12,0,0,3.27958718310098,79.97,-2.59733806841205,-2.27212896503196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58599742560456,7.57947545697448
"CRI","Q3.2022",13,0,0,1.25905281893509,81.13,-2.02603921243103,-2.59733806841205,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42280873040994,9.90584215141708
"CRI","Q4.2022",14,0,0,0.593519447369268,82.82,-0.910199843051656,-2.02603921243103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393738810631746,1.9617276558761
"CZE","Q4.2019",2,0,0,0,0,-0.502236416742961,-0.232295087611849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395248810946569,0
"CZE","Q1.2020",3,42.0238095238095,77.0833333333333,0.0606117489786228,0,-4.62315224603932,-0.502236416742961,1.19679898021594,0.98805497203874,0,0,0.549692554866623,0.761915629846775,0.0869766700738328,0.347906680295331,0.121767338103366,0.434883350369164,0.108720837592291,0.152209172629207,0.217441675184582,1.25460272443859,-4.15740331996631
"CZE","Q2.2020",4,47.4358974358974,77.0833333333333,0.0300145012460003,0,-13.6965548762379,-4.62315224603932,16.0023462927494,0.400092682339631,0.98805497203874,0,0.784529564065972,1.10634324333915,0,14.8960030494102,5.21360106729357,14.8960030494102,3.72400076235255,5.21360106729357,7.4480015247051,5.42798602459422,0.180340240659399
"CZE","Q3.2020",5,28.4569597069597,31.25,0.298785043676935,0,-8.17982561816158,-13.6965548762379,0.095674337081216,0.252232343214115,0.400092682339631,0.98805497203874,0,0.095674337081216,0,0,0,0,0,0,0,-1.72111536103556,4.27913999836914
"CZE","Q4.2020",6,57.7037545787546,69.7916666666667,2.13727013889901,0,-8.28490024255233,-8.17982561816158,2.47144208014796,0,0.252232343214115,0.400092682339631,0.0382697348324864,2.47144208014796,0,0,0,0,0,0,0,-0.211669495352375,54.3297179201689
