id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.researcher,dc.date.accessioned,dc.date.available,dc.date.issued,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.publication.place,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source
"573309","20.500.11850/31","Gurtner, Remo","Gurtner, Remo","Oguz, Furkan","Gurtner, Remo","Eichenauer, Vera","Gurtner, Remo||Oguz, Furkan","Gurtner, Remo||Eichenauer, Vera","2024-12-03T09:51:41Z","2024-11-01T12:19:10Z||2024-11-15T13:43:17Z||2024-11-20T14:18:45Z||2024-11-28T12:20:34Z||2024-12-03T09:51:41Z","2024-12-03","Repository for Swiss Fiscal COVID-19 Policy Dataset for Federal and National Level: Timing, decision-makers, and sectors.","application/pdf||application/zip||text/plain||application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","10.3929/ethz-b-000703047","http://hdl.handle.net/20.500.11850/703047","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","COVID-19||fiscal policy||regional","Repository: Swiss Fiscal COVID-19 Policy Dataset at Federal and Cantonal Levels: Timing, Decision-Makers, and Sectors","Dataset","Open access","DDC - DDC::3 - Social sciences::330 - Economics||DDC - DDC::3 - Social sciences::320 - Political science","2021-04 - 2022-06","2024-11-01T12:19:11Z","15 years","2039-12-03T09:51:41Z","hand-collected","STATA","yes","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::02544 - KOF Institut / KOF Swiss Economic Institute::03716 - Sturm, Jan-Egbert / Sturm, Jan-Egbert||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::02544 - KOF Institut / KOF Swiss Economic Institute::02525 - KOF Konjunkturforschungsstelle / KOF Swiss Economic Institute","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::02544 - KOF Institut / KOF Swiss Economic Institute::03716 - Sturm, Jan-Egbert / Sturm, Jan-Egbert||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02120 - Dep. Management, Technologie und Ökon. / Dep. of Management, Technology, and Ec.::02544 - KOF Institut / KOF Swiss Economic Institute::02525 - KOF Konjunkturforschungsstelle / KOF Swiss Economic Institute","03716||02525","03716||02525","Zurich","true","2024-12-03T09:51:48Z","2025-02-14T15:56:26Z","true","271.20 MB","FORM"
