date,CH,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,crea_recession
2015-02-28,-3.7958,-3.0199,-7.4972,-13.4076,-2.9652,-1.2851,-4.4614,-3.3932,-2.9660,-7.9912,-8.4428,-7.3027,-2.0324,-4.4857,32.8959,-12.8953,-4.7913,-5.3599,-3.6109,-1.4101,-4.6792,-3.3480,-9.1028,-4.6685,-1.5057,-5.8900,-4.4902,0
2015-03-31,-4.5755,-5.3179,-6.3299,-9.9496,-3.7846,-1.2007,-3.5336,-4.2887,-3.3697,-7.2064,-8.6740,-8.7220,-1.8250,-5.9043,29.3017,-9.7108,-6.3252,-5.6556,-4.5752,-1.8025,-5.8521,-2.6632,-8.0910,-6.0722,-0.6811,-6.9265,-5.7607,0
2015-04-30,-4.7535,-6.8011,-5.9367,-6.6771,-4.5142,-1.6972,-2.4740,-4.1972,-2.8986,-6.4327,-8.9311,-9.2020,-1.3025,-5.3836,26.9902,-7.2627,-7.4104,-5.5729,-5.1654,-2.2303,-7.4304,-2.0072,-7.9958,-6.4602,0.1410,-7.7099,-5.7416,0
2015-05-31,-4.4283,-6.8181,-6.2895,-4.6004,-4.9343,-2.3562,-1.3481,-3.3045,-2.1534,-5.5859,-9.7393,-8.6231,-1.5907,-3.9200,26.9044,-5.0842,-7.4490,-4.9335,-5.3031,-2.4533,-8.8614,-1.1644,-8.2122,-5.4052,0.2681,-7.4920,-5.1202,0
2015-06-30,-3.9044,-5.6569,-6.7905,-4.3858,-4.9619,-2.6294,0.0961,-2.2852,-1.9072,-4.8217,-10.8659,-7.6964,-1.9578,-3.1231,27.5787,-3.2035,-6.4415,-3.8401,-5.5225,-2.7203,-8.9431,-0.4070,-8.4859,-3.5118,-0.4688,-6.3906,-4.6967,0
2015-07-31,-3.8724,-4.5848,-8.0557,-6.4864,-4.6610,-3.1849,1.7424,-2.5211,-2.9897,-5.8833,-11.8702,-7.5128,-2.6833,-4.3350,26.2207,-3.3198,-5.6307,-2.1809,-6.0858,-4.2854,-8.5659,-0.6225,-9.3744,-2.2722,-2.1231,-7.1205,-4.7217,0
2015-08-31,-4.4108,-3.5367,-10.8599,-10.9555,-5.1560,-4.1854,2.6209,-3.7794,-4.7517,-8.8117,-12.6732,-7.6942,-3.7590,-6.5471,21.4454,-5.3299,-5.7727,-0.8696,-6.4589,-6.5686,-9.0079,-1.5025,-9.5765,-1.6453,-4.6447,-9.7233,-4.8937,0
2015-09-30,-4.9495,-2.1524,-14.0230,-15.7679,-5.9739,-5.7404,3.5510,-5.1703,-6.4066,-11.8202,-12.9857,-7.6779,-4.8031,-8.6977,13.3086,-8.7386,-6.3747,-0.9611,-6.7671,-8.2632,-10.2430,-2.1782,-8.4300,-0.4764,-6.9911,-13.0102,-4.8791,0
2015-10-31,-4.9988,-2.0563,-13.2640,-16.2697,-6.3026,-6.6806,5.5813,-6.0854,-6.7478,-11.9928,-10.5302,-6.8975,-4.0188,-9.6922,5.0916,-10.2962,-6.6477,-1.3705,-7.1716,-8.1040,-10.4329,-2.1703,-6.6688,0.1499,-7.1331,-13.6372,-5.1835,0
2015-11-30,-4.0074,-2.7883,-7.0844,-11.1326,-5.7245,-5.9264,7.4256,-5.8525,-5.0541,-8.3558,-3.4692,-4.9239,-2.8299,-8.9157,-3.7497,-8.3312,-5.2592,-0.8184,-6.8639,-5.8635,-8.8094,-1.1797,-4.0617,0.4027,-4.0283,-9.9194,-4.9374,0
2015-12-31,-2.0319,-2.7374,1.9350,-2.6268,-4.1798,-3.6710,7.6511,-4.3260,-2.4114,-2.7251,6.3911,-2.0534,-1.4650,-6.8422,-12.8979,-3.9222,-2.6111,0.6523,-5.2730,-2.2144,-5.6119,0.4881,-0.8335,0.6565,0.9712,-3.7131,-3.3399,0
2016-01-31,-0.5269,-2.5078,6.7905,2.6237,-3.0440,-1.9075,5.8354,-2.3931,0.1200,0.3132,11.9533,-0.4974,-0.9110,-5.0480,-19.6014,-0.1851,-0.1343,1.8226,-3.0955,-0.1472,-1.8648,1.2057,1.3096,1.2400,4.0289,-0.1803,-1.7514,0
2016-02-29,-0.0287,-1.5515,6.5491,3.2163,-2.1893,-2.3042,2.6119,-1.4862,1.7034,0.0093,10.0969,-1.0103,-0.6375,-4.6546,-23.4876,1.7052,1.2929,1.5891,-1.6130,-0.6323,0.3730,0.7278,2.1495,2.4827,3.6365,-1.3367,-0.8067,0
2016-03-31,-0.5869,-0.4037,2.5750,0.2821,-1.9289,-4.3588,-0.0221,-2.3804,1.8451,-2.8934,2.6174,-3.1823,-1.6354,-5.8190,-25.2169,1.8451,1.5649,-0.2641,-1.2180,-2.7182,0.8129,-0.5170,2.3058,3.1408,0.2355,-6.1780,-0.4800,0
2016-04-30,-1.1259,0.6800,-1.0683,-2.9855,-1.4077,-5.3416,-0.2785,-3.0108,1.5197,-4.8374,-2.6792,-4.7954,-1.7422,-8.2407,-26.2330,1.2843,1.7087,-1.8427,-0.8462,-3.6834,1.1987,-1.8696,2.5274,3.1268,-2.8085,-10.1674,-0.9876,0
2016-05-31,-1.2508,1.5809,-3.1556,-5.9826,-0.5072,-5.6883,1.3693,-2.9888,1.0663,-5.7154,-3.8847,-5.4083,-0.6223,-10.3429,-26.7479,-0.9967,1.8809,-2.0375,-0.1232,-3.5174,2.5143,-2.9344,2.4587,2.3039,-4.7386,-11.8667,-1.4998,0
2016-06-30,-0.9310,2.6093,-3.7751,-8.2124,0.4758,-5.4360,3.1559,-2.5766,0.6728,-6.0188,-2.4393,-4.9864,1.4367,-10.5662,-26.5052,-4.4158,2.1620,-1.1212,0.9313,-2.6433,3.9594,-3.9262,2.0045,1.1850,-5.9536,-11.4140,-1.3718,0
2016-07-31,-0.7781,2.7527,-2.7907,-8.0954,0.7286,-4.6334,4.3370,-2.3572,0.0455,-5.4165,-1.6160,-4.0341,3.8814,-9.1519,-26.1057,-4.9727,2.1442,-0.9684,0.5647,-1.8974,4.1220,-4.4521,1.6720,-0.1991,-7.1863,-9.4081,-1.2943,0
2016-08-31,-0.5283,1.7546,0.1659,-4.0786,0.8674,-3.4854,4.5658,-1.9488,-0.0741,-3.3898,-1.4878,-3.1065,5.7219,-6.5784,-24.5601,-0.7377,2.1414,-1.5895,-1.2238,-0.9916,3.8814,-4.6428,1.9527,-0.8029,-7.2396,-5.9541,-1.0371,0
2016-09-30,-0.0925,0.9051,3.6797,2.4897,0.7596,-1.4329,3.7258,-1.0689,0.4872,-1.0799,-1.8318,-2.3550,6.2958,-3.6546,-21.3476,6.5031,2.0552,-1.5615,-2.2737,-0.4211,4.1941,-4.8353,2.8524,-1.2269,-5.7430,-1.3244,-0.4477,0
2016-10-31,0.2434,0.6612,3.2648,5.1660,0.1908,0.5453,2.3464,-0.2774,1.2650,-0.2314,-2.7514,-1.6450,4.6588,-1.2563,-17.4242,10.2638,1.8116,-1.0283,-1.3825,-0.4642,5.0068,-4.9763,4.1737,-1.7005,-3.9605,0.8313,0.5989,0
2016-11-30,0.5360,0.9306,-1.8541,2.7839,-0.0869,1.9396,1.7879,0.9978,2.0251,-1.0755,-3.3051,-1.3497,2.5384,-0.2781,-11.8033,8.7519,1.6088,-0.6733,0.4052,-0.1733,6.4458,-5.0887,5.7678,-1.8080,-1.5220,-0.5834,1.4487,0
2016-12-31,0.7884,0.8806,-8.4653,-1.9091,-0.0308,2.9061,3.0366,2.1189,1.9111,-2.2867,-2.7714,-1.2581,1.5486,-0.2371,-4.9304,3.5457,1.4133,-0.2446,1.7123,0.5310,7.6498,-4.8991,7.3581,-1.6869,1.8200,-4.0585,1.9012,0
2017-01-31,1.3816,0.6143,-9.7413,-3.7722,0.5198,3.3966,5.5757,2.4327,1.6817,-2.4484,-1.2327,0.1035,2.9484,0.4900,-0.7938,0.9518,1.7190,0.1171,1.9545,1.8823,7.3412,-5.0024,8.3262,-0.7595,4.0014,-5.2039,2.5798,0
2017-02-28,2.4771,1.2842,-5.0418,-0.9953,1.3071,4.0998,7.3787,2.5958,2.0829,-0.8818,2.0090,2.5768,4.5427,2.6015,0.6558,3.1256,2.2716,0.9859,2.2939,4.1067,6.9071,-5.5037,8.7008,0.5386,4.7931,-2.2139,4.0099,0
2017-03-31,3.5538,2.3151,2.9991,4.5742,2.4970,5.3765,7.2058,2.5299,2.5937,2.5579,6.4097,5.5076,5.4710,5.9659,0.2184,8.1645,2.2501,2.5150,2.7203,6.3428,6.5915,-5.8439,8.8459,1.4875,4.5643,3.9706,5.1028,0
2017-04-30,4.1196,2.8541,7.6206,7.9071,3.2836,6.3673,6.0937,1.9298,2.5116,5.8880,8.7947,7.0568,4.8913,9.5474,-0.4549,11.2259,1.8484,3.7542,2.8879,7.6604,5.3121,-5.6252,9.6130,2.0760,4.3607,8.7377,5.8554,0
2017-05-31,4.2316,3.2145,7.6848,8.1831,3.7998,7.0047,4.2256,0.8221,2.0799,9.0265,9.1642,7.8687,4.0551,12.2445,-1.5709,11.4415,1.4950,4.7616,3.0318,7.8983,3.1925,-4.9714,9.5613,3.0603,4.7326,10.1208,5.9707,0
2017-06-30,3.9908,3.5821,4.9102,6.7396,3.7452,7.1235,2.2350,-0.9232,1.9911,11.7882,8.6815,8.1051,2.8999,13.1061,-3.3509,8.9962,0.7767,5.7552,2.8674,7.2771,1.0399,-3.6603,8.5596,3.7287,5.6930,8.4922,5.7966,0
2017-07-31,4.2772,4.1766,3.4169,6.6381,3.8613,6.8387,0.8814,-1.1534,2.9531,13.4926,9.0718,8.2849,2.0839,12.7775,-4.6749,7.6146,0.6076,6.6883,3.6461,7.3038,0.8878,-1.6807,9.2591,4.2727,7.8075,7.9814,6.2679,0
2017-08-31,5.3096,4.4295,3.9677,7.6712,4.9034,6.4699,0.5910,0.1808,4.2266,13.5637,10.4178,9.1226,2.0100,12.7925,-5.8762,8.3448,1.2037,7.5140,5.8075,7.9323,3.2736,1.0128,11.0099,5.4909,10.1249,10.3712,7.4152,0
2017-09-30,6.3703,4.1905,6.1808,8.5021,6.9939,5.7287,0.9689,1.3403,5.1629,12.9624,12.2921,10.6773,2.6667,13.4618,-6.3627,10.2950,2.1198,8.1043,7.5680,8.5060,5.7601,4.0242,12.4138,6.7629,11.4305,14.3037,7.8196,0
2017-10-31,6.9528,3.3604,8.6742,9.4770,9.7028,4.7349,1.1300,2.2807,5.3522,13.0156,13.7351,11.4857,3.1043,13.5646,-5.8320,11.7200,3.0586,7.8655,7.9073,9.4532,5.7651,5.6127,13.1597,8.4845,12.0911,16.4151,7.2695,0
2017-11-30,7.1395,2.9736,10.6784,10.3212,11.4749,3.6998,1.3414,1.9699,5.1138,14.0367,13.6254,10.9975,2.5767,12.9113,-4.3148,11.1733,3.9937,7.1333,7.4398,10.9808,4.4846,5.4783,12.9777,9.6696,12.1129,15.8255,7.1969,0
2017-12-31,7.2764,4.2777,11.6848,10.2046,11.5579,3.2516,1.3894,1.1010,5.3163,15.0375,11.8234,9.8920,1.9402,12.0399,-2.2796,8.4954,4.9499,6.2069,6.6626,12.7715,3.6204,5.0734,11.7817,9.1215,11.4865,13.0242,8.4892,0
2018-01-31,8.2520,8.3141,10.6424,9.0534,11.3964,4.5307,1.4164,1.3664,6.6178,15.3264,10.1664,9.4159,0.6224,11.2894,-1.3836,5.0929,6.0763,5.4025,6.0425,14.3636,3.9951,6.1245,10.4914,8.8654,11.0155,10.8457,11.6990,0
2018-02-28,9.7767,12.7047,6.6208,6.1704,11.9380,7.6843,1.6254,2.2483,8.5347,14.2845,8.2663,9.9712,-1.1662,10.1496,-1.8263,1.1358,6.7811,4.8108,5.2041,14.6977,4.8451,8.7507,8.9063,10.2831,11.1264,9.0431,15.6958,0
2018-03-31,11.2966,16.3741,1.1950,2.4042,12.5146,11.0521,1.7794,3.2651,10.4468,11.8475,5.8431,10.7412,-1.5164,8.7399,-2.7783,-2.5953,6.8756,4.3168,5.1598,13.8896,5.5938,11.4879,7.0312,12.7949,11.5057,6.7737,19.4348,0
2018-04-30,10.9537,16.1226,-1.0416,-0.0430,11.4783,12.0770,0.8617,3.8168,10.6690,8.4910,4.1349,9.9864,0.0293,7.0309,-3.6122,-4.3425,4.9719,4.0299,6.5266,11.3461,5.9596,11.9056,4.7628,13.2291,11.1627,4.7427,19.2093,0
2018-05-31,8.7317,13.1787,-0.1986,0.2490,8.2224,10.7029,-1.0200,3.3040,8.9105,3.9763,2.8884,7.3711,1.2709,5.0630,-3.2947,-2.5548,1.3933,2.5653,6.7060,7.6998,5.0594,9.8673,2.2157,10.1618,8.8000,3.4637,16.4303,0
2018-06-30,5.8647,8.4186,2.3633,2.3817,4.6370,7.8953,-2.5984,2.4504,6.1426,-0.0678,1.7735,4.2319,2.0811,3.4119,-1.7935,2.5120,-1.8127,-0.3713,5.6931,4.7432,3.0235,6.1436,-0.3712,5.8323,5.1477,3.2094,12.8418,0
2018-07-31,4.0202,4.4512,3.4742,3.3210,3.1927,5.4283,-2.8679,1.7880,4.3011,-1.0996,0.9106,2.2329,2.1718,3.1314,-1.7607,5.8767,-2.4396,-2.8502,4.3676,3.0611,1.1975,2.9326,-3.2194,3.0879,2.8086,2.7299,10.2764,0
2018-08-31,3.1318,3.2276,2.5642,2.5041,2.6399,4.3957,-0.9085,0.7689,3.4236,0.2993,0.5253,1.8275,1.0203,2.8782,-3.3669,5.7542,-1.6845,-3.7761,2.7727,2.2291,-0.3575,0.7280,-5.6773,1.5687,2.2735,1.7003,8.7368,0
2018-09-30,3.0260,4.6747,0.3659,1.2382,1.3586,5.1573,2.0600,0.4153,2.9914,2.0603,0.6096,2.1792,0.0188,2.7995,-5.8928,3.1646,-0.8589,-3.2810,1.8454,2.4089,-1.4158,-0.2649,-7.3586,0.5375,3.1665,0.6947,8.7157,0
2018-10-31,3.0561,6.6859,-1.6097,0.2699,-0.6408,6.5553,3.4086,0.5975,2.5718,2.4512,0.1733,2.2293,0.0390,3.3063,-7.8997,0.7764,-0.2461,-2.1303,1.9743,2.9483,-1.1268,-0.2127,-7.9840,-0.6248,3.5162,0.6816,9.1142,0
2018-11-30,2.6397,6.6496,-2.8463,-0.7570,-2.4729,7.4957,2.0664,0.9272,2.0968,1.1611,-0.6766,2.2720,0.8229,4.2989,-9.0118,-0.1292,-0.1701,-1.3371,2.0295,2.8718,-0.1493,0.4462,-7.6789,-1.7372,2.4551,1.0236,8.6650,0
2018-12-31,1.7331,4.3127,-3.3282,-1.7815,-3.4305,6.4864,-0.5382,1.3292,1.3569,-0.5938,-1.4378,2.2470,1.0309,4.7684,-9.3728,0.4936,-0.2636,-0.9062,1.7077,1.9166,0.6750,0.9867,-6.9179,-1.4630,0.3813,1.5730,6.7192,0
2019-01-31,0.2628,0.8179,-3.9232,-2.5144,-3.4886,3.3465,-1.5309,1.2502,-0.4233,-1.5965,-1.7705,1.4962,0.6174,3.9025,-9.6738,1.2923,-0.8211,0.2748,1.0950,-0.3768,1.5518,0.3370,-6.3281,-1.1326,-1.1400,2.2442,2.8418,0
2019-02-28,-1.4926,-2.6545,-4.1220,-3.3364,-3.4666,-0.9115,-0.1018,0.9602,-2.8525,-1.5577,-1.1617,0.0858,1.2378,3.0920,-9.4419,1.6001,-1.5930,1.9338,0.9758,-2.5505,1.9317,-1.5104,-5.6568,-3.0747,-1.5734,3.1049,-1.9803,0
2019-03-31,-3.3130,-6.4313,-3.5212,-3.7773,-4.2117,-4.6721,2.8174,0.6751,-4.9135,-1.4060,0.0496,-1.3873,1.4405,2.3477,-8.7561,1.1887,-2.1490,3.0220,0.5394,-3.8198,1.4229,-3.8815,-4.7165,-6.2272,-1.2461,4.0096,-6.7084,0
2019-04-30,-3.6855,-7.5280,-2.3833,-2.5270,-4.6220,-6.0195,5.6274,0.4479,-4.6986,-1.2247,0.7277,-2.3050,0.9629,1.1822,-7.7491,0.7319,-1.0113,2.7655,-1.0000,-3.6868,-0.3325,-4.7160,-3.1151,-7.1104,-0.6697,3.9910,-7.8980,0
2019-05-31,-2.4669,-6.1232,-0.7073,-0.5815,-3.5249,-4.5439,7.6698,0.8024,-2.3166,0.0442,1.2836,-2.4644,0.7535,0.2392,-6.4523,-0.0293,1.5649,2.9414,-1.9853,-1.8480,-1.2227,-4.1593,-0.0102,-5.4051,1.0368,3.4150,-6.3620,0
2019-06-30,-0.3292,-2.0139,0.7154,0.9820,-1.0468,-1.5670,8.7058,1.7927,0.4778,1.8398,2.3336,-2.1553,0.9067,-0.0418,-4.9747,-0.6697,4.4476,3.9203,-1.6518,1.0205,-0.4139,-2.6355,4.5552,-3.1924,3.6041,3.4386,-3.5549,0
2019-07-31,1.0895,1.5317,0.5279,1.3200,0.5149,0.7313,8.6522,2.1075,1.8111,1.3748,2.9280,-2.1183,1.3360,-0.9398,-4.7869,-1.1164,5.4188,4.4401,-1.0521,2.8717,0.5252,-1.2132,8.1519,-1.6022,5.0053,3.6664,-1.3774,0
2019-08-31,0.9700,2.6775,-1.9389,0.1044,0.3334,1.3199,6.6726,1.0266,1.8686,-1.8000,1.8747,-3.7379,1.0103,-3.1615,-6.8606,-3.0133,4.3581,3.4790,-1.6490,2.2402,-0.0358,-0.3567,8.5177,-1.5192,4.0250,2.1465,-0.3811,0
2019-09-30,-0.3335,1.3177,-5.0196,-1.6616,-0.4571,-0.2706,3.5400,-1.2727,1.3168,-5.7049,-0.7235,-6.5850,0.0169,-6.2152,-9.8303,-5.7822,1.8798,1.3480,-3.4403,-0.0720,-1.6170,-0.5838,5.6523,-1.7566,0.9498,-0.7666,-0.7886,0
2019-10-31,-1.9819,-0.4146,-4.6757,-2.2202,-1.1602,-3.4260,0.7202,-3.3031,0.8167,-8.2318,-2.9880,-9.1099,-1.3008,-8.7514,-10.6136,-7.7531,-0.9670,-1.1336,-5.1902,-2.8185,-3.5186,-2.3630,1.8065,-1.8493,-3.1783,-2.6780,-2.3877,0
2019-11-30,-3.6814,-1.7025,-1.2266,-1.2281,-1.3177,-6.0798,-0.7947,-4.7750,-0.3074,-8.7689,-5.0524,-10.9365,-2.6065,-10.5675,-8.3324,-10.3126,-3.9682,-2.9106,-6.4807,-4.9354,-6.0729,-5.7503,-3.9319,-2.9364,-7.7040,-2.9402,-4.6580,0
2019-12-31,-6.6243,-3.6986,1.4738,-1.0999,-2.9374,-7.6732,-1.7568,-8.5302,-3.2863,-8.6014,-9.1972,-14.0172,-4.0404,-13.5631,-6.8812,-14.5624,-8.5184,-4.5710,-8.7818,-7.5650,-10.4090,-11.5525,-12.6375,-6.7836,-13.9433,-4.1374,-8.0427,0
2020-01-31,-13.5524,-8.7767,-4.0766,-6.9155,-8.9398,-10.3585,-5.4845,-18.0869,-9.5707,-12.2409,-20.0606,-21.8239,-8.7766,-21.6958,-14.6330,-22.7310,-16.7321,-9.1117,-14.3003,-13.5250,-18.2277,-21.8789,-24.5889,-16.9711,-24.9930,-13.1961,-14.5390,1
2020-02-29,-25.7987,-19.7881,-20.6817,-20.0629,-20.2178,-17.3598,-13.7425,-34.0414,-20.8495,-21.3632,-39.5510,-35.1885,-19.4086,-35.6837,-33.6350,-35.7150,-29.5104,-17.8710,-23.7750,-23.6514,-29.8520,-37.1591,-40.8423,-32.7246,-41.2744,-31.6540,-26.0785,1
2020-03-31,-39.5014,-34.1409,-42.1844,-36.1711,-33.1226,-27.3963,-24.0206,-50.6986,-33.7722,-33.0071,-60.4600,-49.5862,-32.8243,-50.7470,-56.2468,-49.9726,-42.6408,-28.0192,-34.3467,-34.7057,-42.3239,-51.9887,-57.4874,-47.7656,-57.4663,-53.2758,-39.4147,1
2020-04-30,-44.0174,-40.8824,-51.5713,-43.9768,-37.6958,-33.0012,-30.0109,-55.3126,-38.6396,-38.9993,-65.8019,-54.7050,-38.8055,-56.3916,-63.8173,-55.7907,-45.7060,-31.9401,-37.8644,-38.7603,-45.4914,-53.8285,-62.7955,-49.3023,-62.2547,-61.8416,-43.7134,1
2020-05-31,-35.4005,-35.8486,-41.5588,-38.1671,-29.8913,-28.9774,-28.7218,-41.9092,-31.1610,-35.0601,-48.5322,-44.0743,-32.2692,-45.8709,-50.5235,-47.0670,-34.9747,-26.6231,-30.3434,-31.7140,-35.0381,-37.2430,-46.7767,-35.4887,-48.8850,-50.7887,-36.2721,1
2020-06-30,-19.8587,-26.3772,-17.2610,-21.8458,-16.5550,-19.1830,-22.6484,-17.5801,-17.1930,-24.0916,-17.3942,-21.8919,-19.3090,-24.1984,-23.5856,-27.5027,-16.3193,-15.1138,-16.6590,-18.1716,-16.7562,-10.5726,-15.6626,-15.6101,-23.4359,-27.4286,-23.6030,1
2020-07-31,-7.9948,-18.7815,1.0293,-8.3331,-7.1338,-10.6319,-15.7945,0.3329,-6.9461,-14.4891,5.4455,-4.0255,-9.3901,-6.2214,-2.0998,-12.1641,-1.9120,-5.9275,-6.3831,-7.4157,-1.7038,8.2862,6.7509,-2.1483,-4.1205,-9.6999,-13.8159,1
2020-08-31,-2.6978,-14.2593,7.6675,-1.6117,-3.5246,-6.1303,-10.7040,6.1989,-3.2977,-9.2100,13.2947,4.6215,-4.0530,3.6423,8.7375,-5.4256,4.5713,-1.6941,-1.3782,-2.3705,6.5025,14.4575,14.0238,2.9316,3.6930,-1.7112,-9.1404,0
2020-09-30,-2.1881,-11.6243,4.6737,-1.0857,-3.8157,-4.4511,-8.2701,2.9030,-4.2664,-8.1301,9.7167,5.2877,-3.0245,6.5253,10.4301,-5.3658,4.9635,-0.8692,0.0074,-1.4068,8.2923,11.3997,10.2895,2.6763,2.6437,-0.7453,-7.6816,0
2020-10-31,-2.8869,-10.9272,-0.3551,-2.6616,-4.8233,-3.2410,-6.2492,-0.5935,-6.6133,-8.2496,3.9451,5.1356,-3.6378,8.4025,7.4865,-6.5286,3.8984,0.4376,-0.2382,-1.0972,7.2878,7.7376,6.6712,0.5536,0.5925,-1.4228,-7.2936,0
2020-11-30,-2.7654,-11.4642,-3.3931,-4.1002,-5.0661,-1.4537,-2.9800,-0.7515,-7.7595,-7.3418,0.9710,6.3970,-4.2845,11.5057,1.8384,-5.5143,3.7242,3.8502,-0.5311,0.1400,6.2506,7.2972,7.4948,0.2836,1.0210,-0.6686,-7.1386,0
2020-12-31,-0.1684,-12.1471,-2.0399,-3.1613,-3.2194,1.0392,1.6235,4.3995,-5.5694,-3.9671,3.8553,10.7181,-3.8937,17.1474,-1.9518,-0.8584,6.2312,9.6837,0.9258,3.5498,8.2676,11.9425,14.1600,4.2169,6.4080,3.7214,-5.4867,0
2021-01-31,7.3439,-9.0569,6.8546,3.5179,2.6042,5.0037,7.8174,15.8517,0.8348,4.1112,15.4414,20.6430,1.6834,27.5671,5.6647,9.0902,14.1527,18.3616,7.0179,11.8679,15.5490,23.5191,27.4390,14.9145,18.1359,15.3064,1.1044,0
2021-02-28,21.4878,2.7510,25.6091,17.8068,14.4068,13.4627,16.5915,33.9960,13.8872,18.0201,37.8189,36.2570,15.0183,42.7541,26.8561,25.2512,28.5010,30.1726,18.8221,25.1141,28.7968,42.5718,47.9027,32.4702,38.1459,35.2704,14.8149,0
2021-03-31,38.1707,20.6393,48.6660,35.2195,29.4559,24.5442,26.4407,53.3648,29.7133,34.4133,63.2292,52.4719,32.2734,58.3711,53.5507,43.0232,44.9167,41.8006,32.2185,39.1339,44.6087,62.5298,69.5979,49.9150,60.7090,57.1507,32.0592,0
2021-04-30,45.7788,32.2945,59.2013,43.6117,36.9768,31.3842,33.5146,60.7833,36.6902,44.0956,73.3905,59.4807,41.8738,64.3997,65.8823,51.5664,51.6314,47.4561,37.7704,44.9775,52.7487,68.7284,78.1929,52.9953,70.9758,65.9624,40.5443,0
2021-05-31,39.8582,31.8420,50.0410,37.4308,32.9001,29.0451,34.6014,49.7583,30.5212,41.0558,59.5939,49.9824,38.7746,53.5393,57.6536,44.9669,43.9377,42.8336,31.9301,38.1324,46.2899,55.0038,63.2154,40.5966,60.5693,54.9733,37.3077,0
2021-06-30,26.1779,25.3184,26.1374,20.4507,22.3895,21.0690,31.1108,27.1750,17.2215,27.5320,29.5588,27.8314,27.8663,30.8145,35.2669,27.0166,27.4534,30.3068,19.2257,23.6883,29.6154,29.5606,31.2821,22.7354,35.9776,30.6298,28.1567,0
2021-07-31,15.1700,19.5082,7.2843,7.2289,13.8226,13.8386,26.5961,10.2292,7.3443,15.0174,5.7835,10.3180,18.0962,13.1570,18.0941,12.0900,14.7007,20.4101,9.5219,12.4309,15.2293,10.9481,7.5154,10.1736,17.2983,11.5760,19.8112,0
2021-08-31,10.7126,16.6065,-1.0611,1.9299,10.3967,10.3339,23.1204,4.9632,4.6137,7.9345,-3.0608,3.1609,13.1291,5.9434,11.5932,5.5634,9.7432,16.4769,5.5573,8.6628,7.6946,4.6257,-1.0757,5.8505,11.4499,3.6761,15.9580,0
2021-09-30,11.2596,15.8930,-1.1590,3.2149,11.0681,10.3762,21.6907,8.5775,6.9693,5.9321,0.3238,4.5230,12.4271,6.4357,12.9621,5.9479,10.2503,16.9029,5.6118,9.8678,6.8571,6.9862,2.1295,6.4291,15.5403,3.9609,15.6958,0
2021-10-31,13.2257,17.0019,1.1154,5.3581,12.3347,11.9314,21.0918,12.3730,10.9318,6.8449,6.5184,7.1927,13.3462,7.6930,14.7376,8.2551,11.7289,18.3248,6.9279,12.0141,9.0421,10.1793,7.5373,8.4734,20.6644,6.4318,17.3901,0
2021-11-30,15.1625,19.3497,4.8130,7.5704,13.3655,13.4963,19.3341,14.2886,13.7342,10.1056,12.4022,9.8975,15.5859,8.4818,14.5622,11.5074,12.9480,18.6784,8.7543,14.3519,12.6610,10.8490,12.1033,10.2333,23.2742,9.5782,20.3290,0
2021-12-31,16.3065,22.5952,9.4365,10.1755,14.0970,14.8426,15.9697,14.3104,14.7610,14.2541,17.2418,12.4584,17.4066,8.9183,12.7462,14.7918,14.0933,17.0638,10.8910,16.3607,15.7451,9.3327,15.2647,10.5659,22.9044,13.1045,22.5454,0
2022-01-31,15.8898,24.3276,12.8922,11.9690,13.7700,15.5593,12.0545,12.5119,14.7807,16.4474,19.1762,13.1597,16.9938,8.7564,10.5157,16.0171,14.7844,13.5825,11.7133,16.1787,16.5654,6.9713,15.5141,8.7777,21.3170,15.0711,22.2775,0
2022-02-28,13.5087,21.7995,13.6199,12.3492,11.8507,14.5362,8.6217,9.4192,13.3855,15.8197,17.1290,11.7859,14.2826,7.9651,8.2061,14.9213,14.0805,8.2216,10.6746,14.0351,14.2294,3.4769,12.1596,4.8865,18.0236,14.9480,19.3726,0
2022-03-31,9.8292,17.2672,11.3654,11.4832,8.5595,11.9981,5.3051,5.4570,10.9230,13.1199,11.8262,9.4906,10.4132,6.2380,5.4841,12.4684,11.0436,2.8687,8.7589,10.6026,10.2996,-1.0648,6.4468,0.4111,12.4371,13.4405,14.9993,0
2022-04-30,5.9803,12.4605,8.0021,10.0068,5.2261,8.2741,1.0443,1.5363,8.2771,9.3667,6.0704,6.7656,5.8949,4.5496,2.1055,9.4391,6.6750,-0.9510,6.9551,6.3779,5.4750,-5.7030,0.3292,-2.7457,5.6727,11.4153,10.8430,0
2022-05-31,2.6790,8.1819,5.0722,8.2991,2.3311,4.4041,-2.3269,-1.6661,6.1604,6.2690,0.5310,4.4870,0.8763,3.7704,-1.3937,5.6993,2.3138,-2.5477,5.1823,2.3941,0.5790,-9.6615,-6.3728,-4.2134,-0.8939,9.4530,7.4236,0
2022-06-30,0.1044,4.8567,2.7608,6.6148,0.3083,1.5732,-3.7427,-4.3436,4.1299,4.4988,-4.2138,3.4366,-2.5646,3.9756,-4.3615,1.1065,-1.8420,-2.5154,3.1523,-1.1640,-3.2089,-12.1705,-13.5582,-5.1492,-6.2469,8.3095,4.2773,0
