date,CH,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,crea_recession
2022-07-31,-1.0898,4.0463,0.2296,4.4315,0.3031,0.6382,-3.9761,-6.2712,2.0765,3.3363,-6.6508,3.3059,-3.3933,3.6046,-7.2304,-3.1031,-4.6199,-3.2314,1.8209,-2.8379,-4.6756,-13.1635,-18.7629,-5.3762,-8.9808,7.9413,2.6317,0
2022-08-31,-1.4938,5.3087,-2.5413,2.0936,0.8520,1.1920,-3.3476,-7.2765,0.4147,2.0183,-7.1718,2.7302,-2.9788,1.5654,-9.9360,-6.0425,-6.2549,-4.7349,1.5642,-3.3463,-4.5628,-12.9793,-20.3044,-5.6133,-8.6268,7.6756,1.5329,0
2022-09-30,-1.7039,6.4783,-4.6966,0.1203,0.5166,1.6842,-2.4419,-7.1430,-0.6078,0.5514,-6.6614,1.3834,-2.8683,-1.1172,-11.6102,-7.3755,-7.0179,-6.1064,1.7110,-3.1663,-4.2077,-11.6218,-18.7451,-5.7162,-6.6290,6.9137,0.5547,0
2022-10-31,-1.6894,6.7096,-4.4890,-0.2505,0.4104,1.5965,-1.8593,-5.6797,-1.3699,0.0894,-5.5052,0.2064,-2.6251,-2.0919,-10.7828,-7.3403,-6.1790,-6.3988,1.5518,-2.8917,-3.7816,-9.1111,-16.4260,-5.2460,-5.3081,4.7229,-0.3746,0
2022-11-30,-1.1513,6.1396,-2.4922,0.7585,0.8716,1.4688,-1.3177,-3.2926,-0.7190,-0.0351,-4.0397,-0.5638,-2.0338,-1.3235,-6.9275,-6.6569,-3.3831,-4.8733,1.5225,-2.9653,-3.1006,-5.0359,-13.2178,-3.6852,-3.5251,1.2873,-1.1872,0
2022-12-31,-0.7426,4.8867,-0.7784,1.3316,1.2029,0.5984,-0.9343,-0.9976,0.2774,-1.1064,-3.2619,-1.3468,-1.1844,-0.0310,-1.4106,-6.7675,-1.0450,-2.9991,1.2334,-4.1452,-2.6148,-0.7389,-9.8282,-2.1033,-1.6022,-3.0079,-2.0698,0
2023-01-31,-1.4653,3.2477,-2.9621,-0.5684,0.8590,-1.3979,-1.5280,-0.8850,0.0689,-5.0649,-4.2867,-2.9449,-1.0671,-0.5089,2.2590,-8.4047,-1.6223,-2.4378,0.1284,-7.1598,-3.8439,0.9305,-8.9748,-1.7270,-1.9200,-7.1892,-3.3665,0
2023-02-28,-3.3418,1.6630,-8.2082,-4.8408,-0.6027,-4.3538,-3.7542,-3.0966,-0.9922,-11.1996,-7.7013,-4.9558,-2.4506,-3.2307,3.1387,-12.6054,-4.6714,-3.2197,-2.0959,-11.5234,-6.2501,-0.4848,-12.1157,-2.0036,-5.6339,-10.5479,-4.9396,0
2023-03-31,-5.7659,-0.4090,-14.2303,-10.2724,-2.6226,-6.9924,-6.2377,-6.4139,-2.6983,-17.4058,-12.2091,-6.9561,-4.8774,-6.3334,2.1277,-18.4020,-8.2426,-4.9549,-4.8826,-15.6295,-9.5946,-3.4397,-17.4110,-2.9191,-11.0128,-12.6852,-6.8386,0
2023-04-30,-7.3495,-2.0695,-16.9420,-13.4858,-4.1741,-7.3338,-7.0336,-8.5509,-4.0973,-19.5740,-14.8809,-7.6891,-6.5236,-8.2212,0.2795,-22.0224,-10.2397,-6.2300,-7.0885,-16.3310,-11.6531,-4.9140,-19.7079,-4.4928,-13.8364,-13.3341,-8.4310,0
2023-05-31,-7.6145,-2.3768,-15.6423,-12.9377,-4.8192,-5.8283,-6.2720,-8.5258,-4.8096,-16.8501,-13.9191,-7.0420,-6.8133,-8.7606,-1.9783,-22.1254,-10.3000,-6.1671,-7.8431,-14.0769,-11.2575,-4.3659,-17.3691,-5.7664,-12.2195,-12.4608,-9.6098,0
2023-06-30,-6.7053,-1.4742,-11.5767,-9.4742,-4.4132,-3.9575,-5.5579,-6.6308,-4.4770,-11.0604,-9.2909,-5.9516,-6.2329,-8.2152,-4.1808,-19.8209,-8.5476,-4.7148,-7.0014,-10.3533,-8.7361,-2.8658,-11.4340,-5.8623,-7.5521,-10.8973,-9.8760,0
2023-07-31,-6.1653,-2.1418,-7.7637,-6.6691,-4.5314,-4.2486,-6.3830,-4.6761,-4.2111,-7.0669,-4.7721,-5.7526,-5.2585,-6.9713,-4.3467,-16.8045,-6.7420,-3.0348,-6.2822,-8.7090,-7.2202,-1.8961,-5.9163,-5.4083,-5.1756,-10.2265,-9.8905,0
2023-08-31,-6.1355,-4.8001,-4.3693,-4.9336,-4.8847,-6.9087,-8.7457,-2.9309,-4.5086,-4.5878,-1.9689,-5.2743,-4.8212,-4.9966,-2.0206,-13.2582,-5.4273,-2.1341,-5.7996,-8.3516,-6.7209,-1.8156,-1.3350,-4.6936,-6.5273,-9.3224,-9.4382,0
2023-09-30,-6.3508,-7.8629,-1.4768,-3.8179,-4.9713,-9.4576,-11.9810,-1.8168,-5.4041,-2.6238,-0.9939,-3.9430,-4.8075,-3.0878,1.4932,-9.6634,-4.2222,-2.2318,-5.3247,-8.4655,-6.6544,-2.4015,2.4344,-4.3947,-9.5963,-7.7894,-8.7671,0
2023-10-31,-6.5550,-9.8605,-0.5143,-3.7903,-5.1164,-10.1432,-14.2993,-2.0071,-5.9334,-1.9536,-1.2854,-3.2618,-5.0616,-3.5182,3.1568,-7.3313,-3.9400,-2.7707,-4.7925,-8.5364,-6.8660,-2.8714,4.5653,-4.1630,-11.4345,-6.4333,-8.0593,0
2023-11-30,-7.3218,-10.3905,-1.7702,-5.4957,-6.0986,-10.1253,-14.7538,-3.5175,-6.8907,-2.9351,-3.5531,-4.5016,-5.8925,-6.1879,1.5798,-7.3521,-5.6913,-4.4655,-5.0320,-9.2603,-8.1906,-3.4450,3.9460,-5.0027,-12.2136,-7.3603,-8.0504,0
2023-12-31,-8.0915,-9.8193,-3.9669,-7.9181,-7.1574,-9.4354,-12.7980,-5.2525,-7.9611,-4.4880,-7.0025,-7.1178,-6.0669,-10.0551,-2.3852,-8.9463,-8.0738,-5.9831,-5.5280,-9.8899,-10.3139,-4.2954,1.1089,-6.2469,-12.0827,-10.0884,-8.1970,0
2024-01-31,-7.6932,-9.0270,-4.2746,-8.1913,-7.2682,-7.7776,-7.7643,-5.5744,-7.9067,-4.2926,-8.1474,-8.3805,-5.5676,-12.0571,-5.2248,-10.2350,-8.8656,-5.6198,-5.2185,-8.6660,-10.7434,-4.7029,-0.3035,-6.7382,-10.7836,-10.8020,-7.5532,0
2024-02-29,-6.0872,-7.5848,-3.1212,-5.8378,-6.1253,-5.1877,0.0834,-4.4140,-6.7821,-1.7295,-6.0597,-7.6387,-5.2889,-10.9505,-5.6745,-10.2825,-7.8149,-2.4380,-4.3704,-5.9903,-9.0314,-4.1875,1.5647,-6.7250,-7.7023,-9.4512,-6.5289,0
2024-03-31,-4.0097,-6.3983,-1.0972,-1.7771,-4.7547,-2.6990,7.9451,-2.4271,-5.3644,2.1055,-1.9512,-5.7522,-5.0310,-8.2080,-4.1932,-8.7638,-5.5557,2.4706,-3.7217,-2.9454,-6.3007,-2.6798,5.3304,-6.0531,-3.1704,-6.6087,-5.5335,0
2024-04-30,-2.8110,-6.3424,0.3160,1.0383,-4.0380,-2.5508,11.9344,-1.1010,-4.3402,3.7845,0.3392,-4.6198,-4.7519,-6.4489,-2.6344,-6.2500,-3.7734,5.6701,-3.5312,-1.5381,-5.3259,-1.2156,8.0451,-4.7686,-0.5027,-4.0662,-5.2490,0
2024-05-31,-3.2037,-8.0737,0.2270,1.5312,-5.0779,-4.2490,9.9416,-1.2382,-3.7475,1.9734,-0.2921,-4.8235,-4.9653,-6.4003,-2.3635,-4.2975,-3.8258,5.3254,-4.0367,-1.9329,-6.0640,-0.4677,8.7417,-4.0583,-1.0900,-2.4813,-5.6547,0
2024-06-30,-4.6002,-10.1042,-1.4932,-0.4970,-6.7632,-6.6937,3.8556,-2.5167,-3.2677,-2.5479,-2.8989,-5.8392,-6.1742,-8.0986,-3.5356,-3.5761,-5.2773,1.6422,-4.8832,-3.9264,-8.1466,-0.3154,7.4215,-4.4861,-4.0743,-2.2616,-6.0248,0
2024-07-31,-5.4752,-10.6427,-3.7132,-3.3853,-7.3265,-7.6244,-0.4955,-3.5418,-2.3940,-6.1129,-4.8294,-6.5297,-7.8429,-9.6778,-3.6706,-3.7277,-6.4978,-1.8930,-5.4176,-5.9675,-8.8966,-0.0494,5.4551,-5.1219,-5.7704,-2.8475,-6.1497,0
2024-08-31,-5.6629,-10.3338,-6.1071,-6.4588,-6.7912,-6.2363,-1.1819,-4.5456,-1.6292,-8.0291,-6.2635,-6.8818,-8.4868,-10.2633,-1.8727,-5.1560,-6.6059,-3.5986,-6.0637,-7.3474,-7.2996,0.3516,2.3279,-6.1165,-5.9725,-4.7936,-6.3416,0
2024-09-30,-5.2454,-9.2259,-7.8408,-9.0859,-5.4274,-4.1581,0.8178,-4.9939,-1.0504,-8.4519,-7.2637,-6.9620,-7.7620,-9.6625,0.9265,-7.0509,-5.8242,-3.0060,-6.7293,-7.5407,-4.8454,0.8538,-1.3555,-7.2818,-5.4016,-7.2471,-6.3479,0
2024-10-31,-4.4812,-8.0541,-7.4450,-9.0163,-3.8938,-3.3087,3.6073,-4.2312,-1.3185,-7.6472,-6.9838,-6.7915,-6.2043,-7.5120,2.1357,-7.9032,-4.6189,-0.6382,-6.6055,-6.4417,-2.8611,1.4375,-3.5226,-8.0501,-4.5628,-7.9495,-6.1250,0
2024-11-30,-3.4612,-6.9933,-4.8730,-5.1454,-2.3909,-3.3255,5.4906,-2.9313,-2.0295,-5.4209,-4.9852,-6.2628,-4.0292,-5.1706,0.8684,-7.5599,-3.2819,2.8350,-5.8844,-3.9649,-1.3656,2.4717,-4.0365,-8.0480,-4.2698,-5.8971,-5.4454,0
2024-12-31,-2.4168,-6.2573,-1.5439,1.2993,-1.3213,-3.2990,6.4313,-1.7999,-2.4643,-2.1939,-1.9032,-4.9328,-2.7285,-3.2883,-2.3818,-6.2576,-1.7757,6.1234,-5.4644,-0.8976,0.2161,3.4391,-3.2187,-6.7286,-4.8389,-2.6946,-4.6510,0
2025-01-31,-2.2316,-6.9031,0.0063,5.1468,-1.3668,-3.4436,6.2325,-1.3058,-2.5002,-0.2479,-0.6452,-3.2814,-3.0748,-2.6196,-5.1756,-5.6741,-1.2889,7.4716,-5.9279,0.7607,0.8481,3.5937,-2.2419,-5.1092,-5.7829,-2.1038,-4.7549,0
2025-02-28,-3.0122,-8.4050,-0.3043,5.1541,-2.4576,-4.4355,3.9214,-2.2898,-2.5532,-0.5012,-1.9484,-2.2317,-4.1462,-2.7756,-6.8036,-5.9180,-1.6381,6.0766,-6.4784,0.9059,-0.1791,2.5857,-2.7966,-4.0126,-7.2039,-4.5485,-5.3786,0
2025-03-31,-4.1607,-9.8809,-2.0264,2.3723,-3.2151,-6.4857,-0.0589,-4.0740,-2.6863,-2.7109,-4.7560,-1.7969,-5.0072,-3.1981,-7.8032,-6.8268,-2.3058,2.9205,-6.5304,0.1275,-2.0115,0.6003,-4.6043,-3.6808,-9.2585,-9.5861,-5.5876,0
2025-04-30,-4.8014,-9.6236,-3.6066,-0.2272,-3.2329,-8.3367,-3.6892,-5.2052,-3.0195,-5.3687,-6.6504,-1.4124,-5.9917,-3.3076,-8.4873,-7.3499,-2.7083,0.6688,-6.0421,-0.6905,-2.7521,-0.8605,-6.0952,-3.5312,-10.6783,-13.3936,-5.1391,0
2025-05-31,-5.2666,-8.7541,-4.8224,-2.4540,-2.8769,-9.7416,-6.7158,-6.0139,-3.6908,-7.8573,-7.9865,-1.1977,-7.3209,-3.5287,-9.1532,-7.8951,-2.9741,-1.0496,-5.9828,-1.9040,-3.2761,-1.7815,-7.3362,-3.5648,-11.7484,-16.1442,-4.6591,0
