date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH_SECO,crea_recession
2020-12-31,-0.9678,1.5590,0.4594,0.2473,-0.5214,-0.2935,0.4995,0.3123,0.9301,-0.4425,3.9687,0.3829,4.1015,1.8175,0.4721,1.4536,2.3942,0.9187,1.0491,1.6512,2.0058,1.0626,1.5005,-0.0136,1.1268,-0.7301,0.3756,0
2021-03-31,-1.1529,0.4127,-0.2311,0.1047,0.1211,3.1100,0.6187,-0.2351,1.2052,-1.6582,3.4768,0.2744,3.9986,1.3270,-0.2829,1.1479,4.3397,0.2327,0.4012,1.3774,2.6347,0.1731,1.7353,0.1660,-0.5893,-1.2968,0.3394,0
2021-06-30,0.8167,3.2614,0.9008,1.9512,1.7809,3.3243,2.5242,2.7780,2.6581,3.3405,3.9522,2.2561,4.0372,2.9877,2.1395,2.5223,4.4717,1.7700,2.4828,2.4511,5.0235,1.9790,3.2496,3.5220,2.0110,0.9995,2.2353,0
2021-09-30,1.5103,2.5229,1.6696,2.0855,1.6904,3.5192,2.4049,2.1135,2.2849,3.8620,2.8622,2.2508,2.8664,2.7467,3.0529,2.2659,3.1979,2.3852,2.2737,1.7570,3.5864,3.1257,1.9728,3.6145,1.2068,1.4176,2.1579,0
2021-12-31,0.9785,0.9010,0.7793,0.5690,0.8571,2.5337,1.0962,0.6695,0.4183,0.9781,1.7884,0.9279,1.9712,0.5822,0.5595,0.8328,1.7952,0.7147,0.9925,0.6099,1.5109,0.8323,-0.2181,1.7030,0.5229,0.3020,0.6947,0
2022-03-31,0.4405,0.3596,-0.1663,0.0528,-0.2637,0.4658,0.1471,0.4305,-0.3746,0.3339,1.8626,-0.2939,0.7559,-0.3393,0.1867,0.1770,-1.2295,0.4201,0.2712,-0.2130,0.0059,-0.1656,-1.9307,0.3848,0.7478,0.6516,0.0964,0
2022-06-30,0.8886,0.7160,0.2866,0.7522,0.1982,-0.3306,0.7163,0.8783,0.2676,1.1349,1.3348,0.4872,0.3909,0.2766,1.0095,0.6719,-0.6865,1.4354,0.3773,0.2961,0.4739,0.6672,-0.7685,0.8839,1.1182,0.7339,0.7329,0
2022-09-30,0.2399,-0.1489,0.3144,0.1656,0.2880,1.8236,-0.0164,0.0644,-0.6757,0.2119,0.7979,0.2694,0.7428,0.2286,-0.0241,-0.0095,-0.0689,-0.0713,-0.0189,-0.1487,-0.2540,-0.7663,-0.6007,-0.0555,0.0152,0.2605,0.1852,0
2022-12-31,0.2956,-0.4114,0.0737,0.0113,0.7411,1.2248,-0.0970,0.0195,-0.8228,0.0877,-0.4897,0.1607,-0.4797,-0.5141,-0.4500,-0.2489,-0.0670,-0.3034,-0.1049,-0.1299,0.0188,-0.8515,-0.0372,0.0639,0.5550,0.0995,0.0550,0
2023-03-31,1.0341,0.9317,0.8319,1.0638,1.1834,1.2694,1.0429,0.7300,1.0120,0.7708,1.2703,1.1375,1.5855,0.8045,0.4684,0.8990,2.1543,1.1729,0.7714,1.0673,1.2484,0.9464,1.6790,0.7349,1.0810,0.5180,0.8941,0
2023-06-30,-0.2550,-0.2310,-0.1934,-0.1120,-0.1393,0.2576,-0.2455,-0.1420,-0.6626,0.3113,-0.8142,0.0807,-0.1567,0.1902,-0.2233,-0.3379,-0.0293,-0.3638,-0.1097,-0.1828,-0.2834,-0.3491,0.4349,-0.4482,0.1850,-0.0327,-0.2118,0
2023-09-30,0.3814,-0.2909,-0.1759,0.0368,0.4806,1.8545,-0.0941,-0.0813,-0.1402,-0.1578,-0.4658,-0.0322,-0.2431,-0.0640,-0.5409,-0.2812,0.3314,-0.2728,-0.2112,-0.1744,-0.1594,-0.2801,0.1727,-0.0592,-0.2499,0.0233,0.1565,0
2023-12-31,0.0298,0.1758,0.1480,0.2966,-0.1920,0.3119,0.2336,-0.0733,0.1749,0.4402,0.3494,0.2728,0.5425,0.3424,0.5061,0.2450,0.0660,0.3178,0.0613,0.1867,0.0289,0.6878,0.1656,-0.1671,-0.0841,0.1674,0.2283,0
2024-03-31,0.4827,0.4592,-0.0834,0.2163,0.0197,0.6389,0.3555,-0.0815,0.3155,0.1024,-0.4487,0.0289,-0.7706,-0.3038,0.4086,-0.0923,0.1112,0.2780,-0.1304,0.0535,0.5060,0.5359,0.1878,0.0257,-0.3345,-0.1100,0.1647,0
2024-06-30,0.8133,-0.2433,0.2800,0.1689,1.0959,4.1190,0.3119,-0.1244,0.2191,0.1413,-0.0016,0.5001,0.8695,0.6293,-0.4009,0.0332,1.6829,-0.2408,-0.0239,0.1337,0.2432,0.3752,0.1755,0.3804,-0.3402,0.1120,0.3470,0
2024-09-30,0.4928,-0.0049,-0.1974,0.2056,0.3103,0.7383,0.2422,0.1656,0.0323,0.2395,-0.5334,0.0855,-0.2391,-0.2724,0.0754,-0.1236,0.1487,0.2726,0.1830,0.0196,0.3368,0.6233,0.2893,0.3686,0.3411,0.1106,0.2355,0
2024-12-31,0.7077,0.4184,0.5105,0.5195,0.5548,1.4505,0.5564,0.3841,0.7563,0.5959,0.3329,0.7189,0.6839,0.9636,0.1661,0.3531,1.1013,0.4542,0.4054,0.3126,0.5738,0.8928,0.5572,0.6349,0.2213,0.3777,0.4865,0
