country_id;country;period;esi;gdp_growth;real_gdppc;stringency;fatalities;icu;assistance_sme;assistance_sme_diff;transform;transform_diff;other;spending_pandemic;spending_pandemic_diff;transfers;transfers_diff;unemployment_transfer;unemployment_transfer_diff;universal_help;universal_help_diff;total_spending;total_spending_diff;employment;employment_growth;confidence_average;confidence_average_diff;cpi;cpi_diff;;;;;;;;;;;;;;;;;
11;Finland;2020Q1;95.23333333;-0.51590;0;0;0;0;0;0;0;0;0.00000;0;0;0;0;0;0;0;0;0;0;0;0;-5.733;-0.633;104.03;-0.07;;;;;;;;;;;;;;;;;
11;Finland;2020Q2;71.7;-6.34636;8663.744551;57.64054348;0.60920;6.757650602;7.2359447;7.2359447;0.138248848;0.138248848;0.15806;0.853917051;0.853917051;0.52718894;0.52718894;1.065437788;1.065437788;1.793794163;1.793794163;11.77259601;11.77259601;0.759;-0.018111255;-9.333;-3.600;103.77;-0.26;;;;;;;;;;;;;;;;;
11;Finland;2020Q3;86;4.62249;9064.224914;34.22217391;0.03130;0.193;7.2359447;0;0.138248848;0;0.15806;0.853917051;0;0.52718894;0.52718894;1.065437788;0;1.793794163;0;11.77259601;0;0.762;0.003952569;-4.867;4.467;104.11;0.34;;;;;;;;;;;;;;;;;
11;Finland;2020Q4;89.46666667;0.67454;9125.36706;42.68130435;0.41333;3.2202;7.2359447;0;0.138248848;0;0.44378;1.130414747;0.276497696;0.711520737;0.711520737;1.317511521;0.252073733;1.014746544;-0.779047619;11.9921659;0.219569892;0.766;0.005249344;-5.233;-0.367;104.3;0.19;;;;;;;;;;;;;;;;;
11;Finland;2021Q1;98.1;-0.02247;9123.316245;52.31;0.57595;6.051953125;8.940092166;1.704147465;0.150691244;0.012442396;0.15806;0.875576037;-0.25483871;0.706912442;0.706912442;0.413364055;-0.904147465;0.967741935;-0.047004608;12.2124424;0.220276498;0.757;-0.011749347;-1.900;3.333;105.44;1.14;;;;;;;;;;;;;;;;;
11;Finland;2021Q2;109.9333333;2.17672;9321.905426;51.03467391;0.28010;4.717326923;9.129032258;0.188940092;0.150691244;0;0.20737;1.658986175;0.783410138;0.858986175;0.858986175;0.413364055;0;0.967741935;0;13.38617512;1.173732719;0.77;0.017173052;3.600;5.500;105.75;0.31;;;;;;;;;;;;;;;;;
12;Sweden;2019Q1;102.6333333;-0.57113;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.033;;106.1;;;;;;;;;;;;;;;;;;
12;Sweden;2019Q2;100.6333333;0.18111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.933;0.100;106.94;0.84;;;;;;;;;;;;;;;;;
12;Sweden;2019Q3;96.13333333;0.63713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.100;-0.167;107.43;0.49;;;;;;;;;;;;;;;;;
12;Sweden;2019Q4;95.36666667;0.09342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.400;-0.300;108.14;0.71;;;;;;;;;;;;;;;;;
12;Sweden;2020Q1;96.5;-1.72407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.567;-0.167;106.97;-1.17;;;;;;;;;;;;;;;;;
12;Sweden;2020Q2;68.83333333;-8.10034;10083.47914;63.66380435;5.33302;36.86173913;12.08974412;12.08974412;0;0;1.011143211;0.68656624;0.68656624;0.07346265;0.07346265;1.813867107;1.813867107;0;0;15.67478333;15.67478333;0.804;-0.014705882;-5.733;-2.167;107.93;0.96;;;;;;;;;;;;;;;;;
12;Sweden;2020Q3;90.76666667;7.50343;10840.08596;58.27467391;1.10404;8.019304348;12.08974412;0;0;0;1.011143211;0.68656624;0;0.07346265;0.07346265;1.813867107;0;0;0;15.67478333;0;0.804;0;-0.867;4.867;108.06;0.13;;;;;;;;;;;;;;;;;
12;Sweden;2020Q4;98.43333333;0.15572;10856.96665;57.8923913;1.78767;9.207923913;12.08974412;0;0;0;1.011143211;1.17150227;0.48493603;0.07346265;0.07346265;1.813867107;0;0;0;16.15971936;0.48493603;0.809;0.006218905;0.400;1.267;108.79;0.73;;;;;;;;;;;;;;;;;
12;Sweden;2021Q1;106;0.31280;10890.92694;69.34967391;6.19646;27.35327174;12.08974412;0;0;0;1.011143211;1.177692943;0.006190673;0.07346265;0.07346265;1.813867107;0;0;0;16.16591003;0.006190673;0.795;-0.017305315;3.800;3.400;109.22;0.43;;;;;;;;;;;;;;;;;
12;Sweden;2021Q2;115;0.88586;10987.40514;65.0148913;1.56513;30.10695652;12.08974412;0;0;0;1.011143211;1.177692943;0;0.07346265;0.07346265;1.813867107;0;0;0;16.16591003;0;0.808;0.016352201;8.100;4.300;109.87;0.65;;;;;;;;;;;;;;;;;

